报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,2887156000000.0,335175000000.0,141873000000.0,385297000000.0,8397611000000.0,542886000000.0,--,--,--,5917240000000.0,1937485000000.0,109426000000.0,1116432000000.0,--,--,--,--,20210786000000.0,--,--,--,21980000000.0,--,166934000000.0,--,5439000000.0,2315000000.0,108912000000.0,--,397093000000.0,13266000000.0,--,34299695000000.0,--,2723231000000.0,722185000000.0,364497000000.0,312570000000.0,102414000000.0,75434000000.0,24791600000000.0,38411000000.0,71971000000.0,--,--,--,--,--,1706825000000.0,597000000.0,48859000000.0,527764000000.0,--,--,31486358000000.0,--,250011000000.0,139959000000.0,59977000000.0,79982000000.0,134925000000.0,--,28050000000.0,305571000000.0,1547382000000.0,385314000000.0,--,--,--,2791212000000.0,22125000000.0,2813337000000.0,--,--,34299695000000.0,20221029
20220630,--,2832614000000.0,350259000000.0,183036000000.0,318740000000.0,8425884000000.0,561778000000.0,--,--,--,5909338000000.0,1954768000000.0,43655000000.0,1118427000000.0,--,--,--,--,19694042000000.0,--,--,--,21247000000.0,--,167934000000.0,--,5509000000.0,2209000000.0,106892000000.0,--,405237000000.0,13393000000.0,--,33689078000000.0,--,2754989000000.0,777146000000.0,383591000000.0,297393000000.0,41888000000.0,91596000000.0,24184466000000.0,38372000000.0,56085000000.0,--,--,--,--,--,1688826000000.0,1066000000.0,47342000000.0,644466000000.0,--,--,31007226000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134925000000.0,--,21696000000.0,305571000000.0,1461936000000.0,385120000000.0,--,--,--,2659227000000.0,22625000000.0,2681852000000.0,--,--,33689078000000.0,20220831
20220331,--,2931977000000.0,253715000000.0,193982000000.0,247182000000.0,7926265000000.0,580999000000.0,--,--,--,5420940000000.0,1924326000000.0,36202000000.0,635219000000.0,--,--,--,--,19067190000000.0,--,--,--,20374000000.0,--,169278000000.0,--,5689000000.0,2126000000.0,101865000000.0,--,407733000000.0,13455000000.0,--,32012252000000.0,--,1900364000000.0,725473000000.0,382413000000.0,265111000000.0,39840000000.0,40546000000.0,23880522000000.0,36915000000.0,110741000000.0,--,--,--,--,--,1369323000000.0,602000000.0,46927000000.0,515295000000.0,--,--,29314072000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134925000000.0,--,17639000000.0,305571000000.0,1483435000000.0,381724000000.0,--,--,--,2673273000000.0,24907000000.0,2698180000000.0,--,--,32012252000000.0,20220430
20211231,--,2763892000000.0,155107000000.0,121493000000.0,188162000000.0,7641919000000.0,545273000000.0,--,--,--,5155168000000.0,1941478000000.0,31550000000.0,549078000000.0,--,--,--,--,18170492000000.0,--,--,--,18875000000.0,--,168326000000.0,--,5858000000.0,2141000000.0,92343000000.0,--,331113000000.0,13630000000.0,--,30253979000000.0,--,1932926000000.0,685033000000.0,299275000000.0,229022000000.0,31323000000.0,33900000000.0,22378814000000.0,40998000000.0,86342000000.0,--,--,--,--,--,1323377000000.0,1395000000.0,45903000000.0,551549000000.0,--,--,27639857000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134925000000.0,--,21338000000.0,305571000000.0,1394797000000.0,381621000000.0,--,--,--,2588231000000.0,25891000000.0,2614122000000.0,--,--,30253979000000.0,20220330
20210930,--,2754917000000.0,450675000000.0,119705000000.0,263923000000.0,7382105000000.0,533180000000.0,--,--,--,4907775000000.0,1941150000000.0,31221000000.0,638625000000.0,--,--,--,--,17830481000000.0,--,--,--,16441000000.0,--,164158000000.0,--,5173000000.0,2171000000.0,91754000000.0,--,370444000000.0,13758000000.0,--,30135551000000.0,--,1875344000000.0,690434000000.0,364107000000.0,247507000000.0,26635000000.0,34363000000.0,22536436000000.0,34009000000.0,71423000000.0,--,--,--,--,--,1137551000000.0,1207000000.0,57220000000.0,511106000000.0,--,--,27587342000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134924000000.0,--,21425000000.0,275995000000.0,1390135000000.0,350037000000.0,--,--,--,2522495000000.0,25714000000.0,2548209000000.0,--,--,30135551000000.0,20211030
20210630,--,2780438000000.0,469534000000.0,132842000000.0,330107000000.0,7228323000000.0,575380000000.0,--,--,--,4696655000000.0,1956288000000.0,52304000000.0,705282000000.0,--,--,--,--,17493902000000.0,--,--,--,14755000000.0,--,166138000000.0,--,5100000000.0,2168000000.0,102518000000.0,--,335959000000.0,13818000000.0,--,29833188000000.0,--,1778272000000.0,765913000000.0,366938000000.0,292401000000.0,43797000000.0,115668000000.0,22317969000000.0,31387000000.0,51114000000.0,--,--,--,--,--,957161000000.0,1401000000.0,63729000000.0,585097000000.0,--,--,27370847000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134924000000.0,--,14755000000.0,275995000000.0,1311434000000.0,349885000000.0,--,--,--,2436972000000.0,25369000000.0,2462341000000.0,--,--,29833188000000.0,20210828
20210331,--,2832243000000.0,770598000000.0,140607000000.0,320337000000.0,7071599000000.0,569222000000.0,--,--,--,4576613000000.0,1925764000000.0,68369000000.0,478388000000.0,--,--,--,--,17082523000000.0,--,--,--,13675000000.0,--,169729000000.0,--,5150000000.0,2194000000.0,97374000000.0,--,311367000000.0,13930000000.0,--,29378083000000.0,--,1575270000000.0,766325000000.0,436246000000.0,308987000000.0,63448000000.0,28049000000.0,22129890000000.0,31327000000.0,99937000000.0,--,--,--,--,--,920505000000.0,1079000000.0,57550000000.0,490221000000.0,--,--,26908834000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134263000000.0,--,11899000000.0,275995000000.0,1322855000000.0,349783000000.0,--,--,--,2444774000000.0,24475000000.0,2469249000000.0,--,--,29378083000000.0,20210429
20201231,--,2816164000000.0,453233000000.0,101671000000.0,368404000000.0,6950653000000.0,577952000000.0,--,--,--,4505243000000.0,1867458000000.0,69029000000.0,602239000000.0,--,--,--,--,16231369000000.0,--,--,--,13702000000.0,--,172505000000.0,--,5279000000.0,2210000000.0,92950000000.0,--,238728000000.0,14118000000.0,--,28132254000000.0,--,1943634000000.0,781170000000.0,349638000000.0,254079000000.0,81956000000.0,56725000000.0,20614976000000.0,35460000000.0,84161000000.0,--,--,--,--,--,940197000000.0,1551000000.0,54114000000.0,545240000000.0,--,--,25742901000000.0,--,250011000000.0,99968000000.0,59977000000.0,39991000000.0,134263000000.0,--,15048000000.0,275995000000.0,1239295000000.0,350228000000.0,--,--,--,2364808000000.0,24545000000.0,2389353000000.0,--,--,28132254000000.0,20210327
20200930,--,2789688000000.0,463921000000.0,108475000000.0,411860000000.0,7056740000000.0,650800000000.0,--,--,--,4505160000000.0,1900780000000.0,50168000000.0,697930000000.0,--,--,--,--,16157174000000.0,--,--,--,12156000000.0,--,165807000000.0,--,4507000000.0,2294000000.0,95213000000.0,--,267932000000.0,14256000000.0,--,28298121000000.0,--,1737098000000.0,751272000000.0,404723000000.0,378626000000.0,63870000000.0,34923000000.0,20941183000000.0,31994000000.0,65769000000.0,--,--,--,--,--,1030313000000.0,835000000.0,68170000000.0,443475000000.0,--,--,25952251000000.0,--,250011000000.0,119627000000.0,79636000000.0,39991000000.0,134537000000.0,--,13306000000.0,249178000000.0,1241087000000.0,314573000000.0,--,--,--,2322319000000.0,23551000000.0,2345870000000.0,--,--,28298121000000.0,20201030
20200630,--,2465389000000.0,834777000000.0,140441000000.0,509581000000.0,6738401000000.0,681550000000.0,--,--,--,4145782000000.0,1911069000000.0,25157000000.0,452258000000.0,--,--,--,--,15927785000000.0,--,--,--,11844000000.0,--,167014000000.0,--,4373000000.0,2729000000.0,83400000000.0,--,277626000000.0,14472000000.0,--,27655247000000.0,--,1757711000000.0,592967000000.0,469741000000.0,412578000000.0,38736000000.0,124898000000.0,20402162000000.0,35248000000.0,48953000000.0,--,--,--,--,--,913863000000.0,549000000.0,44216000000.0,512308000000.0,--,--,25353930000000.0,--,250011000000.0,119627000000.0,79636000000.0,39991000000.0,134537000000.0,--,39173000000.0,249178000000.0,1174019000000.0,314521000000.0,--,--,--,2281066000000.0,20251000000.0,2301317000000.0,--,--,27655247000000.0,20200831
