报告期,资产*,货币资金,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售的资产,应收保费,应收利息,应收代位追偿款,应收分保账款,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收款项,合同资产,保户质押贷款,可供出售金融资产,持有至到期投资,长期股权投资,存出资本保证金,应收款项类投资,固定资产,在建工程,无形资产,商誉,独立账户资产,递延所得税资产,投资性房地产,定期存款,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,预收保费,应付手续费及佣金,应付分保账款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售的负债,应付赔付款,应付保单红利,存入保证金,保户储金及投资款,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,长期借款,应付债券,独立账户负债,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永绩债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,26531000000.0,--,18331000000.0,18331000000.0,--,--,--,--,--,128000000.0,14882000000.0,--,44160000000.0,22083000000.0,--,8186000000.0,8387000000.0,11686000000.0,2001000000.0,12093000000.0,--,--,69346000000.0,653466000000.0,519639000000.0,25118000000.0,7530000000.0,--,17336000000.0,1337000000.0,6111000000.0,1372000000.0,--,7632000000.0,11226000000.0,217265000000.0,13724000000.0,399403000000.0,--,2122142000000.0,--,--,--,--,86000000.0,116966000000.0,8392000000.0,5010000000.0,8103000000.0,6702000000.0,5172000000.0,229000000.0,--,--,--,21610000000.0,23377000000.0,--,118874000000.0,83409000000.0,74227000000.0,1234547000000.0,148224000000.0,--,9998000000.0,--,580000000.0,--,25717000000.0,723000000.0,--,1894787000000.0,--,9620000000.0,--,--,--,79657000000.0,--,4112000000.0,5114000000.0,103727000000.0,19615000000.0,--,--,--,--,221845000000.0,5510000000.0,227355000000.0,--,--,2122142000000.0,20221029
20220630,--,33718000000.0,--,14655000000.0,14655000000.0,--,--,--,--,--,228000000.0,9300000000.0,--,49014000000.0,18740000000.0,--,8549000000.0,9015000000.0,10361000000.0,2030000000.0,12180000000.0,--,--,68677000000.0,664761000000.0,488801000000.0,25265000000.0,7368000000.0,--,16540000000.0,1961000000.0,5985000000.0,1372000000.0,--,4212000000.0,11624000000.0,218354000000.0,16999000000.0,398416000000.0,--,2101316000000.0,--,--,--,--,54000000.0,94374000000.0,8368000000.0,4917000000.0,9510000000.0,5933000000.0,5097000000.0,552000000.0,--,--,--,21852000000.0,22942000000.0,--,117345000000.0,88736000000.0,68393000000.0,1217441000000.0,143547000000.0,--,9997000000.0,--,1949000000.0,--,44632000000.0,597000000.0,--,1869120000000.0,--,9620000000.0,--,--,--,79657000000.0,--,15910000000.0,5114000000.0,96782000000.0,19589000000.0,--,--,--,--,226672000000.0,5524000000.0,232196000000.0,--,--,2101316000000.0,20220829
20220331,--,33692000000.0,--,12687000000.0,12687000000.0,--,--,--,--,--,301000000.0,9029000000.0,--,48559000000.0,19439000000.0,--,10102000000.0,8669000000.0,9579000000.0,1984000000.0,12193000000.0,--,--,67507000000.0,637813000000.0,442710000000.0,27202000000.0,6988000000.0,--,17146000000.0,1670000000.0,6080000000.0,1372000000.0,--,3954000000.0,11347000000.0,206971000000.0,14414000000.0,411015000000.0,--,2025715000000.0,--,--,--,--,3000000.0,87787000000.0,7785000000.0,4788000000.0,10027000000.0,5742000000.0,5271000000.0,425000000.0,--,--,--,21481000000.0,22351000000.0,--,114833000000.0,87114000000.0,61572000000.0,1183041000000.0,136668000000.0,122000000.0,9996000000.0,--,895000000.0,--,35401000000.0,341000000.0,--,1798597000000.0,--,9620000000.0,--,--,--,79662000000.0,--,8984000000.0,5114000000.0,98584000000.0,19543000000.0,--,--,--,--,221507000000.0,5611000000.0,227118000000.0,--,--,2025715000000.0,20220429
20211231,--,32545000000.0,--,12353000000.0,12353000000.0,--,--,--,--,--,259000000.0,13432000000.0,--,25803000000.0,20427000000.0,--,11091000000.0,7914000000.0,9164000000.0,1910000000.0,11884000000.0,--,--,66950000000.0,645381000000.0,396428000000.0,26984000000.0,7428000000.0,--,17504000000.0,1714000000.0,5509000000.0,1372000000.0,--,1998000000.0,7514000000.0,196519000000.0,14330000000.0,406276000000.0,--,1946164000000.0,--,--,--,--,1000000.0,73441000000.0,25154000000.0,3695000000.0,7638000000.0,7386000000.0,4138000000.0,517000000.0,--,--,--,21526000000.0,24176000000.0,--,102843000000.0,71493000000.0,58420000000.0,1129622000000.0,125798000000.0,--,9995000000.0,--,3601000000.0,--,41003000000.0,207000000.0,--,1713759000000.0,--,9620000000.0,--,--,--,79662000000.0,--,19655000000.0,5114000000.0,93169000000.0,19521000000.0,--,--,--,--,226741000000.0,5664000000.0,232405000000.0,--,--,1946164000000.0,20220328
20210930,--,21748000000.0,--,12197000000.0,12197000000.0,--,--,--,--,--,186000000.0,3588000000.0,--,39122000000.0,21840000000.0,--,9325000000.0,8843000000.0,9560000000.0,1954000000.0,11959000000.0,--,--,65830000000.0,616179000000.0,398177000000.0,23655000000.0,6858000000.0,--,15592000000.0,2550000000.0,5052000000.0,1372000000.0,--,2038000000.0,7603000000.0,206888000000.0,12946000000.0,409388000000.0,--,1917901000000.0,--,--,--,--,--,91628000000.0,7354000000.0,4472000000.0,11560000000.0,5537000000.0,4629000000.0,500000000.0,--,--,--,21261000000.0,22959000000.0,--,100644000000.0,77679000000.0,59244000000.0,1108439000000.0,119944000000.0,--,9994000000.0,--,2623000000.0,--,39633000000.0,569000000.0,--,1691768000000.0,--,9620000000.0,--,--,--,79679000000.0,--,17777000000.0,5114000000.0,91617000000.0,16925000000.0,--,--,--,--,220732000000.0,5401000000.0,226133000000.0,--,--,1917901000000.0,20211030
20210630,--,24988000000.0,--,12253000000.0,12253000000.0,--,--,--,--,--,176000000.0,15823000000.0,--,41462000000.0,18240000000.0,--,7771000000.0,9117000000.0,8082000000.0,1973000000.0,11689000000.0,--,--,64941000000.0,613468000000.0,383552000000.0,22749000000.0,6858000000.0,--,15878000000.0,2257000000.0,5100000000.0,1357000000.0,--,1955000000.0,7673000000.0,196565000000.0,16279000000.0,403070000000.0,--,1896869000000.0,--,--,--,--,--,102946000000.0,8140000000.0,4763000000.0,9611000000.0,4952000000.0,5356000000.0,564000000.0,--,--,--,21619000000.0,22719000000.0,--,98965000000.0,81113000000.0,55465000000.0,1088466000000.0,115476000000.0,--,9993000000.0,--,3973000000.0,--,35167000000.0,472000000.0,--,1673000000000.0,--,9620000000.0,--,--,--,79657000000.0,--,20983000000.0,5114000000.0,86256000000.0,16904000000.0,--,--,--,--,218534000000.0,5335000000.0,223869000000.0,--,--,1896869000000.0,20210830
20210331,--,22155000000.0,--,14187000000.0,14187000000.0,--,--,--,--,--,112000000.0,16377000000.0,--,40761000000.0,20709000000.0,--,8104000000.0,8630000000.0,7990000000.0,1871000000.0,11472000000.0,--,--,63225000000.0,592798000000.0,337010000000.0,22257000000.0,6358000000.0,--,16175000000.0,1898000000.0,4504000000.0,1357000000.0,--,893000000.0,7784000000.0,195370000000.0,13922000000.0,403633000000.0,--,1823247000000.0,--,--,--,--,--,71698000000.0,6946000000.0,5089000000.0,7770000000.0,4741000000.0,4359000000.0,358000000.0,--,--,--,21704000000.0,22259000000.0,--,97085000000.0,79421000000.0,50771000000.0,1065168000000.0,108766000000.0,--,9992000000.0,--,4422000000.0,--,32134000000.0,322000000.0,--,1596337000000.0,--,9620000000.0,--,--,--,79657000000.0,--,20122000000.0,5114000000.0,90061000000.0,16848000000.0,--,--,--,--,221422000000.0,5488000000.0,226910000000.0,--,--,1823247000000.0,20210429
20201231,--,20878000000.0,--,12473000000.0,12473000000.0,--,--,--,--,--,140000000.0,14327000000.0,--,21692000000.0,20563000000.0,--,8180000000.0,7537000000.0,7253000000.0,1812000000.0,11117000000.0,--,--,62364000000.0,596158000000.0,329360000000.0,24443000000.0,6858000000.0,--,16516000000.0,1822000000.0,4693000000.0,1357000000.0,--,845000000.0,7866000000.0,192966000000.0,15812000000.0,380174000000.0,--,1771004000000.0,--,--,--,--,--,90825000000.0,27983000000.0,4003000000.0,5501000000.0,6711000000.0,3211000000.0,594000000.0,--,--,--,21825000000.0,24351000000.0,--,87126000000.0,68800000000.0,47386000000.0,1010194000000.0,98796000000.0,--,9991000000.0,--,5055000000.0,--,34180000000.0,207000000.0,--,1550169000000.0,--,9620000000.0,--,--,--,79788000000.0,--,22340000000.0,5114000000.0,81533000000.0,16829000000.0,--,--,--,--,215224000000.0,5611000000.0,220835000000.0,--,--,1771004000000.0,20210329
20200930,--,24252000000.0,--,11092000000.0,11092000000.0,--,--,--,--,--,57000000.0,19799000000.0,--,33611000000.0,21202000000.0,--,10199000000.0,8050000000.0,7891000000.0,1832000000.0,11083000000.0,--,--,61016000000.0,565344000000.0,316213000000.0,20419000000.0,6658000000.0,--,16028000000.0,1829000000.0,3894000000.0,1357000000.0,--,1066000000.0,8046000000.0,188497000000.0,13305000000.0,378202000000.0,--,1735074000000.0,--,--,--,--,--,109537000000.0,7248000000.0,5299000000.0,8104000000.0,4649000000.0,4353000000.0,334000000.0,--,--,--,21830000000.0,23892000000.0,--,86029000000.0,73036000000.0,48722000000.0,996661000000.0,94829000000.0,--,9991000000.0,--,2732000000.0,--,25697000000.0,586000000.0,--,1527258000000.0,--,9620000000.0,--,--,--,79783000000.0,--,14807000000.0,4835000000.0,79321000000.0,14384000000.0,--,--,--,--,202750000000.0,5066000000.0,207816000000.0,--,--,1735074000000.0,20201031
20200630,--,36852000000.0,--,10490000000.0,10490000000.0,--,--,--,--,--,--,28608000000.0,--,35275000000.0,17308000000.0,--,6209000000.0,8243000000.0,7717000000.0,1842000000.0,11021000000.0,--,--,59307000000.0,526093000000.0,303424000000.0,20188000000.0,6658000000.0,375957000000.0,16112000000.0,1760000000.0,3731000000.0,1357000000.0,--,1127000000.0,8121000000.0,177168000000.0,17013000000.0,--,--,1685465000000.0,--,--,--,--,--,100224000000.0,7414000000.0,--,8896000000.0,4154000000.0,3938000000.0,417000000.0,--,--,--,21914000000.0,24112000000.0,--,83822000000.0,73840000000.0,48910000000.0,969891000000.0,88481000000.0,--,9990000000.0,--,3169000000.0,--,25178000000.0,5947000000.0,--,1483775000000.0,--,9576000000.0,--,--,--,78675000000.0,--,15416000000.0,4835000000.0,73931000000.0,14365000000.0,--,--,--,--,196798000000.0,4892000000.0,201690000000.0,--,--,1685465000000.0,20200824
