报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,240331036.81,--,182893328.77,153082038.08,--,63063739.04,--,-83332210.09,119072809.58,--,24064419.32,-279787463.02,--,--,655990834.52,--,-739323044.61,--,--,0.0,-164605.72,--,--,--,-164605.72,--,27662156.42,--,--,--,27662156.42,--,-27826762.14,--,0.0,139000000.0,50000000.0,11016718.32,--,--,200016718.32,260000004.0,141732848.22,16458727.77,--,--,418191579.99,--,-218174861.67,1920881.33,-983403787.09,0.0,-983403787.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221027
20220630,--,--,--,222888271.83,--,941183743.23,15777844.68,--,-46007350.86,--,1856544861.67,96399526.87,--,91254021.92,251752410.44,--,--,1605887140.6,--,250657721.07,--,--,--,-87675.89,--,--,--,25622.23,--,18229412.67,--,--,--,18229412.67,--,-18203790.44,--,0.0,932000000.0,10000000.0,0.0,--,--,942000000.0,522500000.0,122968658.23,411447122.06,--,--,1056915780.29,--,-114915780.29,1770257.35,119308407.69,0.0,119308407.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220830
20220331,--,--,--,254916614.43,--,1611000554.0,43570008.4,--,269546828.06,--,2179034004.89,132011420.2,--,25728825.09,183560100.46,235098531.55,--,2258607577.79,--,-79573572.9,--,--,--,59419.23,--,--,--,59419.23,--,16876427.73,--,--,--,16876427.73,--,-16817008.5,--,280000000.0,153000000.0,140000000.0,9000000.0,--,--,582000000.0,470000000.0,128034814.71,11819013.45,--,--,609853828.16,--,-27853828.16,-197183.54,-124441593.1,6913440725.44,6788999132.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220430
20211231,--,--,--,367138187.61,--,-2153262367.0,181514919.8,--,--,--,-3226311450.03,117189511.55,--,35762415.48,-202729021.04,--,--,-2476672018.63,--,-749639431.4,--,--,0.0,120189.37,--,--,--,15570189.37,--,25401522.85,--,--,--,25401522.85,--,-9831333.48,--,--,3248330000.0,1070000000.0,9600000.0,--,--,4327930000.0,3108500000.0,132049252.33,34674783.66,--,--,3275224035.99,--,1052705964.01,-492194.69,292743004.44,0.0,292743004.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220309
20210930,--,--,--,402546308.93,--,-606174119.0,35698539.24,--,--,--,-167929270.83,152791475.16,--,45155435.03,-179354561.17,-75354230.93,--,-601296320.52,--,433367049.69,--,--,600000.0,133952.89,--,--,--,733952.89,--,12889294.69,--,--,--,12889294.69,--,-12155341.8,--,--,2170800000.0,340000000.0,--,--,--,2518300000.0,2523000000.0,130788593.97,13668858.21,--,--,2667457452.18,--,-149157452.18,-63.59,272054192.12,0.0,272054192.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20210630,--,--,--,379135990.05,--,-216749714.0,25198299.07,--,--,--,21732510.35,182113503.77,--,70267030.49,-153887208.48,242596519.94,--,631936741.46,--,-610204231.11,--,--,--,-148444.33,--,--,--,80025860.47,--,25803806.36,--,--,--,25803806.36,--,54222054.11,--,--,218240000.0,50000000.0,--,--,--,268240000.0,174690000.0,103807212.22,--,--,--,312835208.8,--,-44595208.8,-346271.86,-600923657.66,0.0,-600923657.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210814
20210331,--,--,--,430299633.37,--,1453877668.47,45828916.2,--,165852064.77,--,2095858282.81,223798577.89,--,63086519.25,782733970.13,1149983599.91,--,3630117178.65,--,-1534258895.84,--,--,--,-37359.11,--,--,--,-37359.11,--,29631048.8,--,--,--,29631048.8,--,-29668407.91,--,--,213850000.0,400000000.0,--,--,--,613850000.0,401650000.0,107674691.23,--,--,--,509324691.23,--,104525308.77,21.07,-1459401973.91,8408969160.45,6949567186.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,--,--,518983307.9,-200000000.0,1185928323.99,103236696.9,2241860879.17,141989975.64,--,3991999183.6,255539295.28,--,57998815.37,130916441.71,--,--,1537360411.81,--,2454638771.79,--,--,0.0,-20424.89,--,--,--,-20424.89,--,31888591.05,--,--,--,31888591.05,--,-31909015.94,--,--,260270000.0,0.0,0.0,--,--,260270000.0,486000000.0,113597721.22,0.0,--,--,599597721.22,--,-339327721.22,-2758438.01,2080643596.62,0.0,2080643596.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210316
20200930,--,--,--,622321879.13,-300000000.0,-800384111.58,33518092.63,-657586768.05,--,--,-850178520.43,202198403.72,--,118724027.79,144267276.66,--,--,-317699779.59,--,-532478740.84,--,--,480000.0,-28283.03,--,--,--,451716.97,--,16789925.2,--,--,--,16789925.2,--,-16338208.23,--,--,185922100.0,0.0,0.0,--,--,185922100.0,917710000.0,137346764.83,0.0,--,--,1055056764.83,--,-869134664.83,-122.37,-1417951736.27,0.0,-1417951736.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201031
20200630,--,--,--,551091540.78,-1000000.0,-28770407.48,58906280.43,906601473.51,--,--,1463400865.75,147131494.14,--,133283574.38,207745086.76,--,--,447088138.09,--,1016312727.66,--,--,60000000.0,36048.16,--,--,--,60036048.16,--,24675447.05,--,--,--,24675447.05,--,35360601.11,--,--,92060000.0,445070000.0,10000000.0,--,--,547130000.0,402300000.0,101840575.13,0.0,--,--,504140575.13,--,42989424.87,592916.62,1095255670.26,0.0,1095255670.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200819
