报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,26006086407.02,22058402983.96,6620592957.19,5578475990.17,0.0,16370707659.07,70627106001.33,17760884072.07,3567841604.41,49298380324.85,0.0,--,--,8907316.03,4097121791.1,0.0,470907223.01,0.0,--,3651995168.43,--,--,--,3715991601.45,1227899342.28,124470826.91,80582435.49,--,120876333.75,536836581.39,0.0,64978737.11,--,--,133880547906.39,--,2066645400.0,--,14458557416.76,100000000.0,256725267.25,0.0,34915339355.18,26730239856.29,0.0,555498893.61,--,254060620.71,3318569799.53,--,16035328.45,0.0,--,0.0,17606971036.36,274322586.61,35000000.0,143312187.6,0.0,--,100886946511.49,--,4363777891.0,0.0,0.0,0.0,17009412127.17,0.0,708486695.17,1602999237.6,6003797670.99,3290169214.38,--,--,--,--,32978642836.31,14958558.59,32993601394.9,--,--,133880547906.39,20221028
20220630,--,28582574147.49,24255922900.96,5763314456.97,4980404957.54,--,17110833988.7,66764247383.92,14421956506.28,3140412016.53,49201878861.11,--,--,--,12134312.19,3545298036.66,--,249547204.74,--,--,3670142459.44,--,--,--,3743892307.84,1232123307.99,105797109.38,94134657.7,--,120876333.75,533638292.77,--,138791828.71,--,--,131820182082.09,--,1597135740.2,--,13160710236.66,100000000.0,415174246.62,--,34366046020.05,28412718669.96,--,458248823.83,--,176213905.03,3682222074.97,--,16757342.53,--,--,256557000.0,16384312285.79,238396538.39,35000000.0,129069222.93,--,--,99580281645.04,--,4363777891.0,--,--,--,17009412127.17,--,366449117.9,1602999237.6,5592451132.99,3290169214.38,--,--,--,--,32225258721.04,14641716.01,32239900437.05,--,--,131820182082.09,20220823
20220331,--,24667997453.72,20853261262.74,6927588432.1,5646282551.15,--,18234080643.53,60252825619.62,13549413598.04,2103729709.52,44599682312.06,--,--,--,12903179.52,5230057262.11,--,491911512.8,--,--,3552723620.18,--,--,--,3556827614.81,1250071097.39,105159251.53,99054663.43,--,120876333.75,657607942.49,--,97860986.16,--,--,125413338983.49,--,1603869596.2,--,13732682214.59,100000000.0,430312545.02,--,32267130036.94,25494556352.16,93000000.0,320299912.31,--,215170371.14,3222898059.47,--,10095073.88,--,--,243303000.0,15266476524.54,144356473.93,35000000.0,123224295.79,--,--,93454540058.28,--,4363777891.0,--,--,--,17009412127.17,--,168600849.19,1602999237.6,5509639997.4,3290169214.38,--,--,--,--,31944599316.74,14199608.47,31958798925.21,--,--,125413338983.49,20220426
20211231,--,24336694480.78,19996229415.44,5698675865.67,4446055344.28,--,18751315313.18,52467759889.79,16829375655.63,1404303702.92,34234080531.24,--,--,--,10606658.94,4879561181.73,--,377070069.98,--,--,2271264914.56,--,--,--,3505687724.15,1265985188.68,98535032.73,101179919.7,--,120876333.75,497170447.74,--,88609214.99,--,--,114618124428.43,--,1351836192.0,--,10767564274.46,100000000.0,521775965.52,8508601.47,26700735354.3,23938578125.46,--,298774706.87,--,518614058.67,2081876687.49,--,20953021.69,--,--,245280000.0,15249467900.61,241911551.42,35000000.0,85285166.08,--,--,82306335520.73,--,4363777891.0,--,--,--,17009412127.17,--,401737348.16,1602999237.6,5629693046.86,3290169214.38,--,--,--,--,32297788865.17,14000042.53,32311788907.7,--,--,114618124428.43,20220329
20210930,--,23072553846.02,20204794154.27,5078639610.76,4630318721.5,--,18726669554.18,49025651396.54,15969784907.42,1333682685.77,31722183803.35,--,--,--,8091035.01,5856702051.84,--,637822153.38,--,--,1302560138.98,--,--,--,3476142578.5,1258415280.93,97068809.04,83385372.35,--,120876333.75,503368650.78,--,182998414.55,--,--,109578355014.77,--,1302339359.2,--,8729437492.92,100000000.0,2576612926.28,--,22805761675.87,24147643401.12,16000000.0,766973000.39,--,274755906.0,1036105799.28,--,16096649.2,--,--,249918000.0,15069668532.39,164224744.97,35000000.0,135857334.73,--,--,77568787814.55,--,4363777891.0,--,--,--,17009412127.17,--,246720557.83,1453064781.28,5943756039.28,2979298114.78,--,--,--,--,31996029511.34,13537688.88,32009567200.22,--,--,109578355014.77,20211027
20210630,--,21811023782.38,18628312184.98,4863268524.09,4138073459.06,--,19270799153.29,42555786670.62,11802087183.34,1127956992.13,29625742495.15,--,--,--,--,5633728965.94,--,387044165.13,--,--,290702782.83,--,--,--,3491886564.09,1259597357.09,99080365.92,81756022.52,--,120876333.75,454193334.49,--,143048679.73,--,--,100612844529.5,--,2533683600.0,--,8163024545.22,100000000.0,2596305493.93,18800.0,19790416487.89,22629246348.64,--,562149149.03,--,201878848.37,300899944.97,--,12452830.19,--,--,249624000.0,11744758319.03,101858974.18,35000000.0,86461071.89,--,--,69254002665.76,--,4363777891.0,--,--,--,17009412127.17,--,76154022.23,1453064781.28,5463962859.12,2979298114.78,--,--,--,--,31345669795.58,13172068.16,31358841863.74,--,--,100612844529.5,20210824
20210331,--,20591087950.86,17215441768.73,4494160786.82,3930224424.37,--,17871877713.42,41596570424.41,11958948321.41,832839881.51,28804782221.49,--,--,--,17780.0,8023813176.66,--,451078128.33,--,--,220469020.62,--,--,--,3479724060.23,1268229190.86,99372852.38,83400133.67,--,120876333.75,484104317.28,--,137720210.38,--,--,99078431697.27,--,2292432424.8,--,4965095682.8,100000000.0,2719195609.63,--,19592975575.41,21030694690.06,--,311982202.71,--,127396184.66,580399857.23,--,11452830.19,--,--,253554000.0,15521998283.0,80109932.96,35000000.0,103625831.21,--,--,67877953321.45,--,4363777891.0,--,--,--,17009412127.17,--,-5719664.91,1453064781.28,5388026250.86,2979298114.78,--,--,--,--,31187859500.18,12618875.64,31200478375.82,--,--,99078431697.27,20210429
20201231,--,20672948549.44,16802693176.72,4693547293.65,3726861222.79,--,16272958826.42,35221848622.33,11989743400.44,578298027.06,22653807194.83,--,--,--,--,7438436294.36,--,485733685.71,--,--,87670263.62,--,--,--,3456305609.02,1277282619.88,90541622.23,86827450.75,--,120876333.75,482723138.39,--,169603739.29,--,--,90557304048.84,--,1341035510.4,--,6291137602.74,100000000.0,2890482394.42,--,14519596559.13,20452517212.5,--,234294833.68,--,325052408.91,1131670210.23,--,6207547.17,--,--,--,12204209178.84,75475373.49,35000000.0,78590867.99,--,--,59685269699.5,--,4363777891.0,--,--,--,17009412127.17,--,-8793850.42,1453381958.87,5061764572.85,2979932469.96,--,--,--,--,30859475169.43,12559179.91,30872034349.34,--,--,90557304048.84,20210330
20200930,--,19200783563.15,16219079510.17,4403463306.89,3767807984.71,--,15497468626.56,36296492438.43,14100077695.32,647594171.59,21548820571.52,--,--,--,42760.0,8186413830.34,--,704570053.1,--,--,81435549.76,--,--,--,3307404057.58,1276756883.98,81956810.34,69440628.12,--,120876333.75,563512635.24,--,153235555.96,--,--,89943853033.2,--,1748213440.0,--,9153100146.32,104273490.0,5423670929.56,--,14882778418.63,19703613552.75,--,700338219.04,--,316824608.64,485320654.03,--,--,--,--,--,12082276361.07,78703924.82,--,71850294.52,--,--,64750964039.38,--,3365447047.0,--,--,--,12610173775.88,--,-10054292.69,1336639334.32,5140635767.56,2737808876.53,--,--,--,--,25180650508.6,12238485.22,25192888993.82,--,--,89943853033.2,20201030
20200630,--,19680611963.62,16880214534.26,4217193705.07,3396152721.8,--,12979187554.95,37223648824.82,15272688074.88,700778818.17,21250181931.77,--,--,--,3380.0,7284863018.43,--,588261290.52,--,--,138081451.64,--,--,--,2985749701.66,1287943313.23,66062965.43,61552439.46,--,120876333.75,429718658.45,--,166125165.45,--,--,87229879766.48,--,939473040.0,--,2108338886.15,100000000.0,6448266137.52,--,15262941255.28,20297440930.53,219998270.69,485349987.8,--,135117643.74,365860505.5,--,--,--,--,456720000.0,15175337751.47,117282997.13,--,59041365.67,--,--,62171168771.48,--,3365447047.0,--,--,--,12610173775.88,--,318642441.69,1336639334.32,4678002347.62,2737808876.53,--,--,--,--,25046713823.04,11997171.96,25058710995.0,--,--,87229879766.48,20200817
