报告期,经营活动产生的现金流量*,销售商品、提供劳务收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入（金融类）,保户储金净增加额,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,收到原保险合同保费取得的现金,收到再保业务现金净额,处置交易性金融资产净增加额,拆入资金净增加额,回购业务资金净增加额,经营活动现金流入差额（特殊报表项目）,经营活动现金流入差额（合计平衡项目）,经营活动现金流入小计*,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出（金融类）,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付原保险合同赔付款项的现金,支付手续费的现金,支付保单红利的现金,经营活动现金流出差额（特殊报表科目）,经营活动现金流出差额（合计平衡项目）,经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目)）,经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额（特殊报表科目）,投资活动现金流入差额（合计平衡项目）,投资活动现金流入小计*,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出差额（特殊报表科目）,投资活动现金流出差额（合计平衡项目）,投资活动现金流出小计*,投资活动产生的现金流量净额差额（合计平衡项目）,投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,收到其他与筹资活动有关的现金,发行债券收到的现金,筹资活动现金流入差额（特殊报表科目）,筹资活动现金流入差额（合计平衡项目）,筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出差额（特殊报表科目）,筹资活动现金流出差额（合计平衡项目）,筹资活动现金流出小计*,筹资活动产生的现金流量净额差额（合计平衡项目）,筹资活动产生的现金流量净额*,汇率变动对现金的影响*,直接法-现金及现金等价物净增加额差值（特殊报表科目）,直接法-现金及现金等价物净增加额差值（合计平衡项目）,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,未确认投资损失,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),公告日期#
20220930,--,2815404518.41,218112989.87,128547811.67,0.0,--,--,--,--,--,--,--,--,--,--,--,--,3162065319.95,2513757511.13,157718684.47,413627598.97,219989722.68,0.0,--,--,--,--,--,--,--,3305093517.25,--,-143028197.3,--,--,117174.0,1751067.22,--,--,--,--,1868241.22,14530626.76,11574.34,--,19692.2,--,--,14561893.3,--,-12693652.08,--,2000000.0,2000000.0,2140000000.0,1640069267.28,--,--,--,3782069267.28,1497912804.62,1121792180.86,--,1273407364.99,--,--,3893112350.47,--,-111043083.19,--,--,--,-266764932.57,3550874428.29,3284109495.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,1953121906.96,213808418.0,103566608.61,0.0,--,--,--,--,--,--,--,--,--,--,--,--,2270496933.57,1857394193.93,109947556.96,290287148.82,152171293.56,0.0,--,--,--,--,--,--,--,2409800193.27,--,-139303259.7,--,--,117174.0,1729427.22,--,--,--,--,1846601.22,13402422.9,11574.34,--,19692.2,--,--,13433689.44,--,-11587088.22,--,2000000.0,2000000.0,1540000000.0,1240069267.28,--,--,--,2782069267.28,319310290.0,866447728.13,--,941107145.9,--,--,2126865164.03,--,655204103.25,--,--,--,504313755.33,3550874428.29,4055188183.62,--,-887866439.28,585107776.73,21974741.04,576999.42,6000802.67,--,--,-1248069.16,-51959.0,28387189.95,195020742.47,10662930.54,-28029881.6,-823469.58,-1966309638.34,-36139724.67,1898401507.22,--,--,--,--,--,--,--,4055188183.62,3550874428.29,--,--,--,--,20220826
20220331,--,1006864488.9,69218.03,73276637.56,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1080210344.49,720199320.09,65650271.29,150621824.38,113898899.66,0.0,--,--,--,--,--,--,--,1050370315.42,--,29840029.07,--,--,105600.0,747906.0,--,--,--,--,853506.0,5834000.13,--,--,--,--,--,5834000.13,--,-4980494.13,--,--,--,890000000.0,240000000.0,--,--,--,1130000000.0,69343750.0,589950691.59,--,365115653.06,--,--,1024410094.65,--,105589905.35,--,--,--,130449440.29,3550874428.29,3681323868.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220427
20211231,--,5101327038.38,--,873243620.79,0.0,--,--,--,--,--,--,--,--,--,--,--,--,5974570659.17,4674320812.87,220982612.01,858418103.66,952633825.33,0.0,--,--,--,--,--,--,--,6706355353.87,--,-731784694.7,--,117000000.0,1972280.0,414586.68,--,2129112.46,--,--,121515979.14,15285492.66,62882389.99,--,11983305.16,--,--,90151187.81,--,31364791.33,--,386159600.0,386159600.0,4887220000.0,2711769384.89,--,--,--,7985148984.89,3189405000.0,1556554769.31,--,3228715629.87,--,--,7974675399.18,--,10473585.71,--,--,--,-689946317.66,4240820745.95,3550874428.29,--,25472615.29,955153.18,48627796.03,714719.49,10595072.0,--,--,-148252.58,-291304.73,-27913649.91,393988747.72,6922013.73,57008364.7,-3897450.84,-3434963822.87,4487170290.69,-2507056592.91,--,--,--,--,--,--,--,3550874428.29,4240820745.95,--,--,--,--,20220331
20210930,--,3506367451.48,--,471504695.95,0.0,--,--,--,--,--,--,--,--,--,--,--,--,3977872147.43,2272742840.01,173987996.08,722759610.4,1377462388.31,0.0,--,--,--,--,--,--,--,4546952834.8,--,-569080687.37,--,117000000.0,1415836.2,241381.1,-11983305.16,2112500.0,--,--,108786412.14,10844086.69,39625599.91,-16612.46,--,--,--,50453074.14,--,58333338.0,--,386159600.0,386159600.0,3363220000.0,2511769384.89,--,--,--,6261148984.89,3022905000.0,792046318.97,--,1649898096.32,--,--,5464849415.29,--,796299569.6,--,--,--,285552220.23,4240820745.95,4526372966.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20210630,--,2212418522.98,--,424247271.99,0.0,--,--,--,--,--,--,--,--,--,--,--,--,2636665794.97,1640332191.36,117535106.2,508468078.46,775878873.11,0.0,--,--,--,--,--,--,--,3042214249.13,--,-405548454.16,--,117000000.0,1415836.2,54999.12,--,2112513.37,--,--,120583348.69,10445310.15,14775599.91,--,--,--,--,25220910.06,--,95362438.63,--,--,--,2088220000.0,1825000000.0,--,--,--,3913220000.0,2573085000.0,604204380.24,--,1107884272.71,--,--,4285173652.95,--,-371953652.95,--,--,--,-682139668.48,4240820745.95,3558681077.47,--,311877350.59,-127200.41,20099373.59,333798.59,4900291.57,--,--,-25368.98,22741.04,-3487236.37,186735047.31,15317385.49,88256024.39,3958076.18,-517334882.68,-518975086.89,-12748164.55,--,--,--,--,--,--,--,3558681077.47,4240820745.95,--,--,--,--,20210826
20210331,--,1143678345.0,2074.76,51006298.52,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1194686718.28,493845433.09,64905814.32,352558137.59,149078457.64,0.0,--,--,--,--,--,--,--,1060387842.64,--,134298875.64,--,113500000.0,26149.32,--,--,2112500.0,--,--,115638649.32,114890.2,8400000.0,--,--,--,--,8514890.2,--,107123759.12,--,--,--,277000000.0,1016500000.0,--,--,--,1293500000.0,2476500000.0,220961653.74,--,12994733.72,--,--,2710456387.46,--,-1416956387.46,--,--,--,-1175533752.7,4240820745.95,3065286993.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,5248024312.35,384595.75,224975249.88,0.0,--,--,--,--,--,--,--,--,--,--,--,--,5473384157.98,3940149752.57,167136668.69,357240653.58,306209911.96,0.0,--,--,--,--,--,--,--,4770736986.8,--,702647171.18,--,2263921284.41,29295441.36,3100.0,208100000.0,101213022.7,--,--,2602532848.47,32597541.26,796969990.26,24723922.0,3141244.76,--,--,857432698.28,--,1745100150.19,--,2000000.0,2000000.0,1867282514.62,3640553641.0,--,--,--,5509836155.62,2588125413.25,849940483.78,13951961.89,2251509278.7,--,--,5689575175.73,--,-179739020.11,--,--,--,2268008301.26,1972812444.69,4240820745.95,--,-617076129.22,8172994.86,81213547.41,1937698.71,7215784.15,--,--,25488.21,35660.97,108073758.33,435680344.58,-207376561.08,-125407740.56,-142422720.76,-2551912513.42,6100327734.26,-2901794394.68,--,--,--,--,--,--,--,4240820745.95,1972812444.69,--,--,--,--,20210415
20200930,--,2044063908.61,509170.07,1099048405.68,0.0,--,--,--,--,--,--,--,--,--,--,--,--,3143621484.36,1708045554.84,125566447.3,270267118.04,1875093172.01,0.0,--,--,--,--,--,--,--,3978972292.19,--,-835350807.83,--,1631298809.67,29259539.99,1840.0,--,76315332.39,--,--,1736875522.05,3123702.0,728069623.51,--,32500.0,--,--,731225825.51,--,1005649696.54,--,2000000.0,2000000.0,1442282514.62,1300000000.0,--,--,--,2744282514.62,1865401101.34,915397902.45,13951961.89,288338670.9,--,--,3069137674.69,--,-324855160.07,--,--,--,-154556271.36,1972812444.69,1818256173.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
20200630,--,993941622.46,1448.14,359090106.09,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1353033176.69,591636906.78,89265188.67,169492889.21,442623891.59,0.0,--,--,--,--,--,--,--,1293018876.25,--,60014300.44,--,1304400000.0,19747090.53,1000.0,--,49262500.03,--,--,1373410590.56,610487.72,629405811.33,--,--,--,--,630016299.05,--,743394291.51,--,--,--,704000000.0,500000000.0,--,--,--,1204000000.0,1615401101.34,313166744.81,--,82796611.14,--,--,2011364457.29,--,-807364457.29,--,--,--,-3955865.34,1972812444.69,1968856579.35,--,-552466.23,--,34984257.51,948985.91,615341.52,--,--,--,20067.44,-9315722.72,232239721.67,-4676464.62,-42667304.91,-30512310.96,-410680652.94,332381334.02,-49803925.99,--,--,--,--,--,--,--,1968856579.35,1972812444.69,--,--,--,--,20200827
