报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,14049445548.76,487563236.24,--,5539138528.73,1887689218.73,1756662804.65,--,23928397662.15,13173426207.85,--,775847681.36,--,444995182.32,323256175.79,2486673081.37,--,--,17204198328.69,--,-8356966779.36,--,587144686850.29,1080997652.89,18053202.9,--,--,--,588243737706.08,596255932125.39,105849360.05,238923000.0,--,596600704485.44,--,--,--,--,--,15565030539.75,--,--,--,15565030539.75,12880458000.0,622891838.86,25274097.11,--,--,13528623935.97,--,2036406603.78,3701856.19,407341014.07,3033748922.17,3441089936.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,12031808048.21,178449280.16,--,3230613661.94,1926970159.17,372499515.44,--,17883978315.16,9645277424.15,--,568386538.65,--,323162240.78,246428137.35,1904262069.55,4915652180.23,--,17603168590.71,--,-3486158380.93,--,340188557558.41,1062326964.4,--,2946366.66,--,--,341253830889.47,344420732709.38,80333561.02,238923000.0,--,344739989270.4,--,--,--,--,--,10805030539.75,--,--,--,10805030539.75,6810000000.0,443750648.86,13318074.06,--,--,7267068722.92,--,3537961816.83,16820258.3,349433418.65,3033748922.17,3383182340.82,--,776562616.09,--,51809349.78,33776634.24,22978119.47,--,--,-403604.62,1267400.35,-21103557.57,--,-338306000.24,-155445153.91,--,--,-9757720723.96,9285025673.02,--,382368971.8,--,280809724.45,--,--,--,3383182340.82,3033748922.17,--,--,--,--,349433418.65,20220810
20220331,--,7161125912.89,--,--,1602091431.93,1229799082.35,4956886.58,--,10733988532.8,6970147139.26,--,375107016.52,--,191465220.9,118895790.65,1312148416.13,819418957.67,--,9787182541.13,--,-3337109573.37,--,151250712457.32,574994476.99,1465278.0,--,--,--,151827172212.31,154795294169.47,34903754.74,334083861.47,--,155164281785.68,--,--,--,--,--,6448901446.77,--,--,--,6448901446.77,4077082811.15,96476518.26,8531219.55,--,--,4182090548.96,--,2266810897.81,-8647802.75,-132140486.64,3033748922.17,2901608435.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220422
20211231,--,14258401976.93,282967923.76,--,6014384551.49,65249000.0,1975512771.09,--,22614660243.53,15097648703.9,456027585.77,925968567.1,1060481200.02,490907853.57,310592948.48,2428174114.35,1686642072.01,--,22456443045.2,--,-6486778434.38,--,665149993895.0,2159265317.72,--,48894176.0,--,--,667358153388.72,673551616050.02,293315773.08,--,--,673844931823.1,--,--,--,12150000.0,--,26217812770.0,--,--,--,26229962770.0,20363901727.0,501875975.24,23244034.1,--,--,20889021736.34,--,5340941033.66,-44929672.39,-1032549874.78,4066298796.95,3033748922.17,--,1336571707.74,--,88355608.47,44512375.05,27235349.92,--,--,-37551991.81,2956705.76,-38240828.42,--,-633441576.42,-359384040.59,--,--,-13553333703.56,12671274529.68,--,609263062.51,--,158217198.33,--,--,--,3033748922.17,4066298796.95,--,--,--,--,-1032549874.78,20220329
20210930,--,12753863593.81,0.0,--,4238804488.31,349977026.61,1974937000.0,--,19366345304.91,12670923232.11,1000102151.45,676089788.8,--,388551772.55,556368913.13,1783245608.74,6205885538.33,--,23281167005.11,--,-4956161068.46,--,472898994899.6,1669297994.91,43011330.21,--,--,--,474611304224.72,479431712587.33,135752705.85,--,--,479567465293.18,--,--,--,12150000.0,--,14661256369.94,--,--,--,14673406369.94,7340000000.0,519073834.44,30264014.76,--,--,7889337849.2,--,6784068520.74,-8391583.19,-2095305831.11,4066298796.95,1970992965.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211026
20210630,--,10819023419.22,--,--,2821625768.12,50356146.97,1974937000.0,--,15692536149.59,8706678478.74,623354441.99,534722181.71,--,257823226.8,299784696.72,1250771557.28,6654876688.05,--,18328011271.29,--,-5028291274.69,--,247669811559.33,828470578.01,--,18112511.27,--,--,248516394648.61,253448231593.46,96454329.84,--,--,253544685923.3,--,--,--,12150000.0,--,12164149510.0,--,--,--,12176299510.0,6260000000.0,--,11443345.61,--,--,6271443345.61,--,5904856164.39,-7870989.04,-1766781221.04,4066298796.95,2299517575.91,--,611160364.36,--,42728081.6,20510316.54,10352006.48,--,--,-16302163.55,1691657.08,-1611685.08,--,-384499376.2,-196388210.15,--,--,-7394851822.32,4319165900.02,--,352569809.52,--,-2635475121.7,--,--,--,2299517575.91,4066298796.95,--,--,--,--,-1766781221.04,20210824
20210331,--,8978758251.19,--,--,1401730561.88,1560174386.33,1625429204.65,--,13579413410.88,2982971805.83,575739468.02,352452360.63,66172935.99,164465806.45,361034113.48,728906787.57,6559167277.09,--,11790910555.06,--,-2857607054.35,--,99571346858.14,484487101.84,1570115.83,--,--,--,100057404075.81,102862502160.34,52508969.82,--,--,102915011130.16,--,--,--,12150000.0,--,3334553228.39,--,--,--,3346703228.39,3078607984.46,20569928.39,--,--,--,3099177912.85,--,247525315.54,-2227982.93,-823806865.92,4066298796.95,3242491931.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,16083739178.3,549418815.18,--,5150579661.63,1598737597.17,4309242384.85,--,27755710243.77,14616253932.0,--,737982918.85,--,416019543.74,291342166.33,2102343542.79,1974937000.0,--,20138879103.71,--,-5359990408.28,--,304583575203.1,1789482286.85,--,29808484.72,--,--,306402865974.67,311384396068.95,378460314.0,--,--,311762856382.95,--,--,--,44336000.0,--,9494063040.0,--,--,--,9538399040.0,10661331848.48,390106714.85,--,--,--,11051438563.33,--,-1513039523.33,-26458611.69,717342596.76,3348956200.19,4066298796.95,--,995622616.77,--,76299602.4,29212339.18,22691943.89,--,--,-18497853.21,1297267.34,-60646455.84,--,-477084437.29,-198416769.86,--,--,-14689648108.97,21244255470.89,--,691745524.76,--,7616831140.06,--,--,--,4066298796.95,3348956200.19,--,--,--,--,717342596.76,20210430
20200930,--,13210660275.52,168584400.0,--,4070376696.79,588076006.19,1638375160.16,--,19800627050.08,11515412031.79,--,607268062.66,--,296341588.82,279001638.84,1934501936.69,149623980.89,--,14782149239.69,--,-3663272849.99,--,257115433767.8,1335025460.46,16054978.72,--,--,--,258466514206.98,261864432916.53,265354140.44,--,--,262129787056.97,--,--,--,44336000.0,--,4959530704.77,--,--,--,5003866704.77,6249361542.63,312964755.1,--,--,--,6562326297.73,--,-1558459592.96,-7111874.74,-210366507.3,3348956200.19,3138589692.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201027
20200630,--,14380593245.74,--,--,2553887537.65,551045070.07,1602283976.03,--,19178581600.71,7699584008.58,--,463240457.9,56603429.91,259636448.84,2990573859.93,1237954184.29,1889371990.54,--,14596964379.99,--,115438230.15,--,200347100883.85,929641105.8,--,13670338.68,--,--,201290412328.33,200989893422.56,185080675.62,--,--,201174974098.18,--,--,--,44336000.0,--,2493985514.61,--,--,--,2538321514.61,6104482977.53,272977109.62,--,--,--,6377460087.15,--,-3839138572.54,5390505.82,863307384.15,3348956200.19,4212263584.34,--,492590279.25,--,37086103.98,11161745.98,11135917.73,--,--,-10098582.43,516795.09,-2074829.95,--,-317522762.06,-135085384.3,--,--,-8899277824.57,12926327411.69,--,466858350.31,--,4581617220.72,--,--,--,4212263584.34,3348956200.19,--,--,--,--,863307384.15,20200825
