报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,3675624890.91,1250000000.0,1487242198.38,3509478981.47,929135987.27,--,--,10851482058.03,1510676896.83,--,618991723.75,3622925262.71,-2342527833.19,--,5510329866.17,--,5341152191.86,--,3608205014.21,23848664.3,30347.95,89000000.0,--,--,3721084026.46,3897873041.02,77214931.85,29550000.0,--,--,4004637972.87,--,-283553946.41,--,--,--,13366680000.0,10310000.0,--,--,13376990000.0,3000000000.0,918916499.44,11861612502.54,--,--,15780529001.98,--,-2403539001.98,-645237.23,2653414006.24,23605780116.97,26259194123.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,--,--,2252817363.18,-100000000.0,3134801703.22,2587183103.52,30253536.73,--,--,7905055706.65,943513597.33,--,480878957.88,2725155888.1,891312754.34,--,6347850452.43,--,1557205254.22,--,1989171604.62,21326810.88,29238.55,--,--,--,2010527654.05,1986520083.34,66000734.18,--,--,--,2052520817.52,--,-41993163.47,--,--,--,9893920000.0,--,--,--,9893920000.0,3000000000.0,801029339.76,8398179214.36,--,--,12199208554.12,--,-2305288554.12,838998.89,-789237464.48,23605780116.97,22816542652.49,--,256685560.95,994068.65,35797626.8,24802958.39,6234877.25,--,--,3768.71,388123.87,218756090.83,--,-101265767.06,-28210485.32,--,-279883434.42,3320745620.29,--,-1514867681.21,--,1557205254.22,--,--,--,22816542652.49,23605780116.97,--,--,--,--,-789237464.48,20220825
20220331,--,--,--,1231648975.04,1000000000.0,606263795.76,1534766879.71,96328472.58,--,--,4469008123.09,454328076.86,--,243088747.99,3628680562.01,48996630.12,--,3638964613.36,--,830043509.73,--,1188770497.39,5493466.63,2587.05,6906011.36,--,--,1201172562.43,1374888718.35,25208685.4,251977.15,--,--,1400349380.9,--,-199176818.47,--,--,--,5999780000.0,--,--,--,5999780000.0,--,118520833.94,6101197867.0,--,--,6219718700.94,--,-219938700.94,736469.73,411664460.05,23605780116.97,24017444577.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220428
20211231,--,--,--,4924244350.81,720000000.0,3102185971.43,4411406839.03,3123870587.5,--,--,16281707748.77,1819959878.0,--,704451479.77,4608969796.38,1472555370.11,--,11972127332.84,--,4309580415.93,--,19568820743.47,363412950.74,800856.17,--,--,--,19933034550.38,19849531944.93,214263203.4,--,--,--,20063795148.33,--,-130760597.95,--,--,--,25521250000.0,--,--,--,25521250000.0,8500000000.0,1299886463.25,15769524577.57,--,--,25569411040.82,--,-48161040.82,-144000.64,4130514776.52,19475265340.45,23605780116.97,--,1705865421.9,796428.32,69767317.1,47169204.99,12801009.53,--,--,153180.24,1911806.8,-608013916.32,--,-171954339.36,34364281.82,--,-2692383921.51,8788518810.0,--,-2629805160.47,--,4309580415.93,--,--,--,23605780116.97,19475265340.45,--,--,--,--,4130514776.52,20220415
20210930,--,--,--,3180001985.11,420000000.0,6800231880.52,1603369499.7,2656146553.58,--,--,14659749918.91,1351046300.61,--,512415703.11,2455643799.94,1083314896.12,--,12858187389.9,--,1801562529.01,--,--,--,86432.52,--,--,--,86432.52,--,165286320.75,--,--,--,165286320.75,--,-165199888.23,--,--,--,21758530000.0,--,--,--,21758530000.0,--,805987564.59,16972909999.06,--,--,17778897563.65,--,3979632436.35,557310.95,5616552388.08,19475265340.45,25091817728.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211026
20210630,--,--,--,2111793268.38,120000000.0,3741135522.45,1235855442.76,1073571670.15,--,--,8282355903.74,1039600973.27,--,356190490.07,1826642198.0,1006225247.71,--,8159157100.33,--,123198803.41,--,2488604696.67,1901682.99,61944.52,--,--,--,2490568324.18,2876805556.97,95747651.7,--,--,--,2972553208.67,--,-481984884.49,--,--,--,14279620000.0,--,--,--,14279620000.0,--,740326769.82,10931996902.51,--,--,11672323672.33,--,2607296327.67,1037307.84,2249547554.43,19475265340.45,21724812894.88,--,754327914.71,--,32498911.86,23206204.01,6307821.8,--,--,-70207.67,108871.27,-215536048.89,--,-99898802.97,30818446.81,--,-2350285397.6,4233556246.62,--,-2350933322.83,--,123198803.41,--,--,--,21724812894.88,19475265340.45,--,--,--,--,2249547554.43,20210820
20210331,--,--,--,958082972.33,120000000.0,1763725835.62,1733889722.68,1243866614.98,--,--,5819565145.61,308396746.44,--,174633048.31,2527532711.35,-173440111.77,--,4946845576.37,--,872719569.24,--,--,--,--,--,--,--,--,--,34691264.28,--,--,--,34691264.28,--,-34691264.28,--,--,--,7561740000.0,--,--,--,7561740000.0,--,210567672.36,6358081752.0,--,--,6568649424.36,--,993090575.64,324301.5,1831443182.1,19475265340.45,21306708522.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210427
20201231,--,--,--,3761719707.59,-2200000000.0,685278995.89,3988632608.8,2425012262.42,--,--,8660643574.7,1458618738.82,--,618924754.89,5118550157.38,-1128068878.11,--,6342275138.86,--,2318368435.84,--,3370942846.75,444440296.34,201736.11,--,--,--,3815584879.2,3322544314.41,132929512.86,--,--,--,3455473827.27,--,360111051.93,--,54300000.0,--,17998040000.0,--,--,--,18052340000.0,2000000000.0,1307746779.25,17674887000.0,--,--,20982633779.25,--,-2930293779.25,5886958.94,-245927332.54,19721192672.99,19475265340.45,--,1467467840.99,138581.54,70593756.6,40145490.16,13102112.31,--,--,-153867.5,852710.0,-502070208.12,--,-141923009.07,149849376.75,--,-2594771666.18,977313890.56,--,2787259143.86,--,2318368435.84,--,--,--,19475265340.45,19721192672.99,--,--,--,--,-245927332.54,20210410
20200930,--,--,--,2766116740.03,--,-1955309500.0,6287237071.67,1266070577.12,--,--,8364114888.82,1098654102.15,--,516094656.68,8119773877.13,-48047085.55,--,5967420550.11,--,2396694338.71,--,177639044.83,133378168.25,32300.0,--,--,--,311049513.08,--,94486137.4,--,--,--,94486137.4,--,216563375.68,--,54300000.0,--,12753050000.0,--,--,--,12807350000.0,2000000000.0,928144020.92,13244517000.0,--,--,16172661020.92,--,-3365311020.92,-36370250.86,-788423557.39,19721192672.99,18932769115.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,--,--,1827110083.85,-1400000000.0,-5358784100.0,3908933821.9,2564341786.57,--,--,1541601592.32,728203460.15,--,363386459.41,3408310090.28,-217551932.61,--,-2861364386.57,--,4402965978.89,--,174152098.99,113353761.85,1000.0,--,--,--,287506860.84,--,64606841.47,--,--,--,64606841.47,--,222900019.37,--,54300000.0,--,9439110000.0,--,--,--,9493410000.0,2000000000.0,490371855.61,6370477000.0,--,--,8860848855.61,--,632561144.39,1858899.12,5260286041.77,19721192672.99,24981478714.76,--,742947090.32,--,34145859.23,19302742.36,6513178.85,--,--,291005.44,--,-284780915.17,--,-58484828.97,69904687.53,--,199391682.48,-4527298649.22,760327161.93,7290835854.15,--,4402965978.89,--,--,--,24981478714.76,19721192672.99,0.0,0.0,--,--,5260286041.77,20200827
