报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,752348991.83,414658027.32,252248750.93,31970972.24,112715975.49,100209558.55,275820672.13,-40310369.64,--,-126487347.85,1389072.98,2108911.07,84607727.92,42369.71,481421269.69,481421269.69,6490927.3,391816790.32,-2490623.36,89877364.54,--,--,270927722.14,-55047.27,104221.04,--,--,--,270768453.83,48675551.66,--,--,--,222092902.17,-11439581.02,233532483.19,-42462157.46,179630744.71,-11439581.02,191070325.73,--,0.05,0.05,20221028
20220630,1125077028.06,502154465.99,280684963.01,76039693.44,125132483.03,105378641.56,326705065.04,87671056.18,--,117584635.47,1384309.18,5760158.36,66065424.31,44328.15,377894435.92,377894435.92,9088331.47,314618724.65,1364701.69,59927802.21,--,--,747182592.14,434666.33,693197.3,--,--,--,746924061.17,133172457.47,--,--,--,613751603.7,-3474533.67,617226137.37,11869931.45,625621535.15,-3474533.67,629096068.82,--,0.13,0.13,20220826
20220331,523207625.57,382122685.95,246696132.46,10697091.09,108136980.43,125628926.44,249880410.31,-65060658.03,--,-331554273.0,-125303.84,6214469.11,91026001.28,14709.32,423609031.27,423609031.27,6083409.51,338042813.31,1143957.5,92650311.1,--,--,99598594.3,162609.44,136678.98,--,--,--,99624524.76,10508124.36,--,--,--,89116400.4,-17261927.74,106378328.14,-13319859.81,75796540.59,-17261927.74,93058468.33,--,0.02,0.02,20220430
20211231,1221173306.14,608524596.87,349749921.7,87217659.89,150832909.96,192291096.14,450124053.06,79300292.19,--,-104155506.53,-443943.42,57776937.4,16574692.06,481380.56,663669291.42,663669291.42,12842363.69,643156986.61,0.0,18644282.56,--,--,557504014.72,1521367.69,7983410.64,--,--,--,551041971.77,89139029.81,--,--,--,461902941.96,5766653.63,456136288.33,-8803958.59,453098983.37,5766653.63,447332329.74,--,0.09,0.08,20220331
20210930,762317949.23,528282770.98,371336146.42,41791059.07,95248690.93,166955215.58,199254090.47,-15123797.52,--,-154536164.02,88051.89,289854.56,22084077.89,-99948.12,328864244.81,328864244.81,8724568.9,319341182.65,-25815.48,18089830.38,--,--,433453704.42,574704.34,273496.69,--,--,--,433754912.07,90920881.51,--,--,--,342834030.56,-11182732.97,354016763.53,12319310.09,355153340.65,-11182732.97,366336073.62,--,0.07,0.07,20211028
20210630,883757698.6,421646411.28,267160817.16,26981631.22,111599278.39,128669787.15,147527684.69,-71094543.18,--,154579296.16,-431088.7,8205330.79,23594276.11,--,307354659.69,307354659.69,7517428.32,288797180.05,-1365292.5,20501920.89,--,--,576403038.91,-85463.9,451338.73,--,--,--,575866236.28,165451469.24,--,--,--,410414767.04,-25912924.41,436327691.45,497108.48,410911875.52,-25912924.41,436824799.93,--,0.12,0.11,20210827
20210331,616171475.85,359866203.49,225552014.05,44243659.23,74042445.43,121354329.82,108509301.57,-19608175.44,--,-40056659.16,170273.28,3282533.54,63045493.31,--,389149047.5,389149047.5,6875087.41,291998660.5,1265085.13,57878922.16,--,--,227022428.35,286361.88,1025205.45,--,--,--,226283584.78,53649340.49,--,--,--,172634244.29,-4952025.88,177586270.17,-2780766.19,169853478.1,-4952025.88,174805503.98,--,0.05,0.05,20210430
20201231,809697648.3,387696617.29,244677893.28,19184240.29,103619053.36,141123117.83,446333031.45,25187444.21,--,-181953209.39,-1110556.48,1706361.9,16011975.98,-109690.28,477899097.03,477899097.03,10300220.23,435286038.31,125839.36,16402654.48,--,--,331798551.27,760636.98,15664479.1,--,--,--,316894709.15,67848722.61,--,--,--,249045986.54,-16876507.0,265922493.54,-11033909.63,238012076.91,-16876507.0,254888583.91,--,0.04,0.04,20210331
20200930,883185549.89,438355697.91,324175022.82,27592273.73,66166193.76,177378563.94,408041569.38,-887222.42,--,-175541547.7,-1041526.01,444148.38,35527145.27,21498.72,436156064.58,436156064.58,8638428.52,372107465.04,-575869.36,34370202.68,--,--,447029485.31,887178.09,20904.46,--,--,--,447895758.94,81046095.57,--,--,--,366849663.37,3671876.16,363177787.21,-36984713.74,329864949.63,3671876.16,326193073.47,--,0.1,0.1,20201029
20200630,839960433.02,379006889.95,195649289.51,76394968.98,91365031.62,183286691.75,279998275.37,-2249399.89,--,-28141710.29,-19477.76,3063226.54,22741433.6,25103.86,402834080.07,402834080.07,8096239.59,310160236.36,--,22630924.5,--,--,437126352.95,1023948.15,62309.81,--,--,--,438087991.29,112184579.05,--,--,--,325903412.24,5283093.73,320620318.51,-19801654.94,306101757.3,5283093.73,300818663.57,--,0.09,0.08,20200828
20200331,823677742.68,334947722.88,241176855.98,28879181.46,49685710.11,164772696.57,242682341.9,-110654623.01,--,43502957.13,439023.0,279848.67,37053401.38,-248.85,394385912.1,394385912.1,6388695.02,312561513.0,--,36276613.83,--,--,429291830.58,504562.75,1163198.78,--,--,--,428633194.55,104938185.61,--,--,--,323695008.94,5512316.88,318182692.06,26226892.42,349921901.36,5512316.88,344409584.48,--,0.09,0.09,20200429
20191231,1049519651.84,316110527.33,151620390.61,106267665.6,41309565.53,148788389.04,277659674.66,69112648.86,--,298511582.33,-335059.48,5126979.08,3988606.39,-331047.51,691916310.41,691916310.41,8510479.54,388762529.9,--,4093938.56,--,--,357603341.43,-115472.42,11567375.81,--,--,--,345920493.2,51600025.09,--,--,--,294320468.11,59361501.39,234958966.72,8594211.0,302914679.11,59361501.39,243553177.72,--,0.07,0.07,20200330
20190930,745609231.14,266074772.98,168299755.49,59261459.32,26320238.58,126661276.27,293906324.77,40947602.71,--,53281409.31,729406.43,1525248.5,3483828.84,-53035.96,323521485.65,323521485.65,6855409.55,301076792.98,--,938581.08,--,--,422087745.49,651818.17,235511.66,--,--,--,422504052.0,82235306.18,--,--,--,340268745.82,25005485.09,315263260.73,-4756608.08,335512137.74,25005485.09,310506652.65,--,0.09,0.09,20191029
