报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,138265000000.0,97349000000.0,170491000000.0,73142000000.0,22396000000.0,28052000000.0,5656000000.0,10818000000.0,--,--,3215000000.0,4121000000.0,140000000.0,106000000.0,120000000.0,91970000000.0,1291000000.0,36519000000.0,-35000000.0,--,--,--,46295000000.0,50000000.0,233000000.0,--,--,--,46112000000.0,9453000000.0,--,--,--,36659000000.0,--,36659000000.0,-269000000.0,36390000000.0,--,36390000000.0,--,1.78,1.78,20221025
20220630,92022000000.0,64059000000.0,112789000000.0,48730000000.0,16062000000.0,19602000000.0,3540000000.0,7769000000.0,--,--,1648000000.0,2182000000.0,131000000.0,69000000.0,102000000.0,64061000000.0,867000000.0,24349000000.0,-49000000.0,--,--,--,27961000000.0,29000000.0,207000000.0,--,--,--,27783000000.0,5695000000.0,--,--,--,22088000000.0,--,22088000000.0,1016000000.0,23104000000.0,--,23104000000.0,--,1.03,1.03,20220818
20220331,46207000000.0,31942000000.0,56331000000.0,24389000000.0,8887000000.0,10736000000.0,1849000000.0,3878000000.0,--,--,690000000.0,661000000.0,48000000.0,23000000.0,78000000.0,29867000000.0,438000000.0,12106000000.0,-6000000.0,--,--,--,16340000000.0,14000000.0,170000000.0,--,--,--,16184000000.0,3334000000.0,--,--,--,12850000000.0,--,12850000000.0,-94000000.0,12756000000.0,--,12756000000.0,--,0.56,0.56,20220427
20211231,169383000000.0,120336000000.0,213536000000.0,93200000000.0,33062000000.0,40190000000.0,7128000000.0,12243000000.0,--,--,2080000000.0,1320000000.0,225000000.0,105000000.0,12000000.0,123398000000.0,1644000000.0,47937000000.0,1198000000.0,--,--,--,45985000000.0,158000000.0,264000000.0,--,--,--,45879000000.0,9543000000.0,--,--,--,36336000000.0,--,36336000000.0,1323000000.0,37659000000.0,--,37659000000.0,--,1.73,1.73,20220310
20210930,127190000000.0,89561000000.0,158687000000.0,69126000000.0,25439000000.0,30789000000.0,5350000000.0,9367000000.0,--,--,1502000000.0,993000000.0,201000000.0,108000000.0,19000000.0,90361000000.0,1229000000.0,35370000000.0,1177000000.0,--,--,--,36829000000.0,84000000.0,126000000.0,--,--,--,36787000000.0,7652000000.0,--,--,--,29135000000.0,--,29135000000.0,1114000000.0,30249000000.0,--,30249000000.0,--,1.4,1.4,20211021
20210630,84680000000.0,59361000000.0,104832000000.0,45471000000.0,17398000000.0,20688000000.0,3290000000.0,5963000000.0,--,--,1215000000.0,505000000.0,130000000.0,76000000.0,32000000.0,62265000000.0,820000000.0,23160000000.0,1273000000.0,--,--,--,22415000000.0,26000000.0,100000000.0,--,--,--,22341000000.0,4758000000.0,--,--,--,17583000000.0,--,17583000000.0,1001000000.0,18584000000.0,--,18584000000.0,--,0.8,0.8,20210820
20210331,41788000000.0,29766000000.0,52074000000.0,22308000000.0,8481000000.0,10733000000.0,2252000000.0,2757000000.0,--,--,176000000.0,503000000.0,61000000.0,24000000.0,20000000.0,28859000000.0,412000000.0,11750000000.0,2000000.0,--,--,--,12929000000.0,19000000.0,74000000.0,--,--,--,12874000000.0,2742000000.0,--,--,--,10132000000.0,--,10132000000.0,383000000.0,10515000000.0,--,10515000000.0,--,0.42,0.42,20210421
20201231,153542000000.0,113470000000.0,201007000000.0,87537000000.0,29661000000.0,39476000000.0,9815000000.0,9921000000.0,--,--,-614000000.0,762000000.0,174000000.0,111000000.0,57000000.0,116633000000.0,1525000000.0,44690000000.0,807000000.0,--,--,--,36909000000.0,77000000.0,232000000.0,--,--,--,36754000000.0,7826000000.0,--,--,--,28928000000.0,--,28928000000.0,-1852000000.0,27076000000.0,--,27076000000.0,--,1.4,1.4,20210202
20200930,116564000000.0,84559000000.0,150186000000.0,65627000000.0,22834000000.0,30438000000.0,7604000000.0,8303000000.0,--,--,-49000000.0,683000000.0,131000000.0,62000000.0,41000000.0,87641000000.0,1156000000.0,32095000000.0,649000000.0,--,--,--,28923000000.0,53000000.0,150000000.0,--,--,--,28826000000.0,6428000000.0,--,--,--,22398000000.0,--,22398000000.0,-1502000000.0,20896000000.0,--,20896000000.0,--,1.11,1.11,20201022
20200630,78328000000.0,55580000000.0,100261000000.0,44681000000.0,14447000000.0,19080000000.0,4633000000.0,8025000000.0,--,--,-493000000.0,548000000.0,115000000.0,44000000.0,62000000.0,60669000000.0,798000000.0,21380000000.0,637000000.0,--,--,--,17659000000.0,28000000.0,100000000.0,--,--,--,17587000000.0,3909000000.0,--,--,--,13678000000.0,--,13678000000.0,-156000000.0,13522000000.0,--,13522000000.0,--,0.66,0.66,20200828
