报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,88279000000.0,-1501000000.0,2619000000.0,1310000000.0,--,48000000.0,--,90755000000.0,36695000000.0,5928000000.0,--,6486000000.0,2742000000.0,15579000000.0,1876000000.0,--,--,69306000000.0,--,21449000000.0,-29974000000.0,119761000000.0,17535000000.0,4000000.0,--,5000000.0,--,137305000000.0,165571000000.0,686000000.0,784000000.0,3000000.0,235000000.0,--,167279000000.0,--,-29974000000.0,--,--,--,--,3295000000.0,22640000000.0,--,25978000000.0,8200000000.0,10852000000.0,288000000.0,--,--,19340000000.0,--,6638000000.0,257000000.0,-1630000000.0,0.0,-1630000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,93724000000.0,-340000000.0,2557000000.0,866000000.0,--,65000000.0,--,96872000000.0,31058000000.0,5935000000.0,--,6622000000.0,4466000000.0,10765000000.0,1560000000.0,--,--,60406000000.0,--,36466000000.0,-40192000000.0,92579000000.0,20394000000.0,15000000.0,--,2146000000.0,--,115134000000.0,153790000000.0,1183000000.0,345000000.0,8000000.0,0.0,--,155326000000.0,--,-40192000000.0,--,--,--,--,948000000.0,5707000000.0,--,6655000000.0,2288000000.0,622000000.0,137000000.0,--,--,3047000000.0,--,3608000000.0,375000000.0,257000000.0,-1000000.0,256000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220829
20220331,--,112507000000.0,1844000000.0,2129000000.0,9905000000.0,--,10000000.0,--,126395000000.0,38199000000.0,7888000000.0,--,7467000000.0,1998000000.0,14584000000.0,3870000000.0,--,--,74006000000.0,--,52389000000.0,-67088000000.0,88701000000.0,19571000000.0,2000000.0,--,1000000.0,--,108275000000.0,168929000000.0,566000000.0,5578000000.0,65000000.0,225000000.0,--,175363000000.0,--,-67088000000.0,--,--,--,--,319000000.0,15156000000.0,--,15475000000.0,2387000000.0,775000000.0,847000000.0,--,--,4009000000.0,--,11466000000.0,-41000000.0,-3274000000.0,45628000000.0,42354000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,95819000000.0,--,2522000000.0,858000000.0,--,43000000.0,--,99242000000.0,37010000000.0,5532000000.0,--,6701000000.0,1945000000.0,10671000000.0,1188000000.0,--,--,65581000000.0,2534000000.0,33661000000.0,6302000000.0,134778000000.0,20029000000.0,15000000.0,--,3000000.0,--,154825000000.0,142520000000.0,1137000000.0,1870000000.0,46000000.0,2950000000.0,--,148523000000.0,--,6302000000.0,--,0.0,--,--,5932000000.0,--,--,4593000000.0,5490000000.0,816000000.0,711000000.0,--,--,23893000000.0,--,-19300000000.0,-63000000.0,20600000000.0,0.0,20600000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220328
20210930,--,80463000000.0,--,1382000000.0,791000000.0,--,0.0,--,82636000000.0,36956000000.0,5722000000.0,--,6566000000.0,2834000000.0,12220000000.0,2034000000.0,--,--,66994000000.0,662000000.0,15642000000.0,-23277000000.0,95311000000.0,15995000000.0,3000000.0,--,8000000.0,--,111317000000.0,132174000000.0,899000000.0,607000000.0,1000000.0,913000000.0,--,134594000000.0,--,-23277000000.0,--,--,--,--,6073000000.0,-11330000000.0,--,-5223000000.0,1800000000.0,810000000.0,-212000000.0,--,--,2398000000.0,--,-7621000000.0,9000000.0,-15247000000.0,0.0,-15247000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211030
20210630,--,86673000000.0,--,1358000000.0,544000000.0,--,4000000.0,--,88579000000.0,33851000000.0,5915000000.0,--,7866000000.0,2761000000.0,13131000000.0,1805000000.0,--,--,65530000000.0,201000000.0,23049000000.0,-38944000000.0,91686000000.0,20468000000.0,3000000.0,--,-1000000.0,--,112156000000.0,147970000000.0,1746000000.0,816000000.0,-1000000.0,569000000.0,--,151100000000.0,--,-38944000000.0,--,--,--,--,2288000000.0,--,--,14957000000.0,1550000000.0,13190000000.0,667000000.0,--,--,-3192000000.0,--,18149000000.0,-45000000.0,2209000000.0,0.0,2209000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210830
20210331,--,101827000000.0,--,1641000000.0,8688000000.0,--,11000000.0,--,112167000000.0,39082000000.0,8277000000.0,--,10523000000.0,2305000000.0,11683000000.0,4114000000.0,--,--,76112000000.0,128000000.0,36055000000.0,-10175000000.0,90896000000.0,16834000000.0,5000000.0,--,3636000000.0,--,111371000000.0,118312000000.0,875000000.0,395000000.0,28000000.0,1936000000.0,--,121546000000.0,--,-10175000000.0,--,--,--,--,74000000.0,--,--,74000000.0,2500000000.0,894000000.0,680000000.0,18599000000.0,--,22673000000.0,--,-22599000000.0,17000000.0,3298000000.0,34767000000.0,38065000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,93550000000.0,--,1545000000.0,-268000000.0,--,2000000.0,--,94829000000.0,37973000000.0,5348000000.0,--,8391000000.0,4311000000.0,9554000000.0,1666000000.0,--,--,68641000000.0,1398000000.0,26188000000.0,-19993000000.0,69627000000.0,18473000000.0,10000000.0,--,0.0,--,88110000000.0,101094000000.0,1368000000.0,1891000000.0,0.0,3750000000.0,--,108103000000.0,--,-19993000000.0,--,0.0,--,--,5747000000.0,-18805000000.0,--,-13058000000.0,0.0,597000000.0,363000000.0,--,--,960000000.0,--,-14018000000.0,-984000000.0,-8807000000.0,0.0,-8807000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210329
20200930,--,85708000000.0,--,1539000000.0,1101000000.0,--,3000000.0,--,88351000000.0,36281000000.0,5456000000.0,--,10316000000.0,2299000000.0,15337000000.0,2378000000.0,--,--,73761000000.0,1694000000.0,14590000000.0,-47796000000.0,75440000000.0,14438000000.0,5000000.0,--,0.0,--,89883000000.0,134986000000.0,1729000000.0,692000000.0,0.0,272000000.0,--,137679000000.0,--,-47796000000.0,--,1084000000.0,--,--,3195000000.0,9218000000.0,--,13497000000.0,0.0,742000000.0,745000000.0,--,--,1487000000.0,--,12010000000.0,-250000000.0,-21446000000.0,0.0,-21446000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201031
20200630,--,86761000000.0,--,1286000000.0,138000000.0,--,8000000.0,--,88193000000.0,33071000000.0,5277000000.0,--,10714000000.0,3351000000.0,8807000000.0,2099000000.0,--,--,64529000000.0,1210000000.0,23664000000.0,-40729000000.0,79302000000.0,17951000000.0,3000000.0,--,0.0,--,97256000000.0,135999000000.0,1136000000.0,841000000.0,0.0,--,--,137985000000.0,--,-40729000000.0,--,--,--,--,1675000000.0,21654000000.0,--,36160000000.0,--,11757000000.0,653000000.0,--,--,14700000000.0,--,21460000000.0,-13000000.0,4382000000.0,0.0,4382000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200824
