报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,1720453877.28,--,549550687.17,157763341.67,-1682478813.67,301070393.34,--,1046359485.79,316722061.62,--,468538040.53,79399184.99,--,--,5331484319.33,--,-4285124833.54,--,--,109511376.9,0.0,--,--,--,113027511.9,40310000.0,90311800.07,--,--,--,130621800.07,--,-17594288.17,--,--,1926544093.44,13524000000.0,--,--,--,15450544093.44,12752670736.29,303199076.27,2835268.84,--,--,13058705081.4,--,2391839012.04,191670869.42,-1719209240.25,0.0,-1719209240.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,--,--,1563464882.89,--,2100095294.15,290228131.64,2918162317.8,2504492941.18,--,9376443567.66,254631247.41,--,-5791000.92,542272983.42,--,--,6162357188.22,--,3214086379.44,--,--,--,--,--,--,--,--,42374000.0,-7401232.17,--,--,--,34972767.83,--,-19299081.07,--,--,1429352117.5,12977620000.0,--,--,--,14406972117.5,13860657477.7,1103748484.57,17819832.87,--,--,14982225795.14,--,-575253677.64,144751539.76,2764285160.49,0.0,2764285160.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220823
20220331,--,--,--,1304623693.79,--,5582392798.61,551865331.8,1555978226.7,603666044.96,--,9598526095.86,450587619.57,--,495577396.66,599311838.45,311694430.48,--,10898326216.43,--,-1299800120.57,--,--,--,--,--,--,--,--,18000000.0,45996314.81,--,--,--,63996314.81,--,-63996314.81,--,--,1024314259.5,9456010000.0,--,--,--,10480324259.5,7273416578.5,182287958.63,7758187.48,--,--,7463462724.61,--,3016861534.89,7150439.86,1660215539.37,29921387904.6,31581603443.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220426
20211231,--,--,--,1869339488.78,--,3881964876.49,551205073.83,-209065275.66,452125283.02,--,6545569446.46,901576053.34,--,171511836.37,-407174143.97,--,--,6310485634.89,--,235083811.57,--,--,59116435.17,1006646.44,--,3102654.37,--,63225735.98,32957561.64,76393335.62,--,--,--,109350897.26,--,-46125161.28,--,--,1800666899.07,9530610000.0,--,--,--,11331276899.07,9172868388.76,494227605.31,18772926.24,--,--,9685868920.31,--,1645407978.76,-50189739.38,1784176889.67,0.0,1784176889.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220329
20210930,--,--,--,1626039676.85,--,3010341624.67,-20132101.72,1518397052.48,-154792737.97,--,5979853514.31,270824312.23,--,37188965.04,1376334631.05,--,--,6992016535.4,--,-1012163021.09,--,--,47989455.24,31024.23,--,--,--,48020479.47,7600000.0,26188198.91,--,--,--,33788198.91,--,14232280.56,--,--,232345768.57,11236990000.0,--,--,--,11469335768.57,8855845433.79,163864907.54,21358055.25,--,--,9041068396.58,--,2428267371.99,32582077.0,1462918708.46,0.0,1462918708.46,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211027
20210630,--,--,--,1410991147.63,--,195342522.2,224605082.12,1598551658.58,--,--,5244825353.49,243020412.02,--,316999651.24,-464190983.46,--,--,2661845168.69,--,2582980184.8,--,--,15239290.0,849921.69,--,--,--,16089211.69,0.0,14056051.26,--,--,--,14056051.26,--,2033160.43,--,--,-4582587982.77,8765230000.0,--,--,--,4182642017.23,4212500232.32,901792782.01,--,--,--,5128095421.99,--,-945453404.76,-44516371.68,1595043568.79,0.0,1595043568.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210824
20210331,--,--,--,1295903572.94,--,5077217999.54,93370689.38,578177477.56,--,--,7044669739.42,288099630.83,--,201133680.09,1200159916.28,565121058.68,--,10318124790.37,--,-3273455050.95,--,--,16790184.42,30790.0,--,--,--,16820974.42,7300000.0,35880198.52,--,--,--,43180198.52,--,-26359224.1,--,--,6962286915.13,8556900000.0,--,--,--,15519186915.13,12466757745.13,56722876.47,--,--,--,12523480621.6,--,2995706293.53,22860876.11,-281247105.41,25360495843.09,25079248737.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,--,--,1450399257.86,--,--,91921230.29,748903659.75,--,--,2347419292.2,808762261.97,--,204864200.02,125914863.19,-241440098.37,--,2478945817.78,--,-131526525.58,--,--,-5023310.44,17424708.14,--,--,--,19214308.14,65000000.0,64967020.05,--,--,--,129967020.05,--,-110752711.91,--,--,-17215004630.88,6084840000.0,--,--,--,-5699244839.52,-7929737868.09,81120802.8,--,--,--,-7815266469.22,--,2116021629.7,-111493419.16,1762248973.05,0.0,1762248973.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210330
20200930,--,--,--,1700631820.73,--,-380589275.46,-303206668.3,-593827377.78,--,--,-136446556.94,228978349.15,--,93063793.79,53128576.53,--,--,3826254043.24,--,-3962700600.18,--,--,54653310.44,-16906694.07,--,--,--,30933705.93,375000000.0,37038753.44,--,--,--,412038753.44,--,-381105047.51,--,--,10451197395.08,10444980000.0,--,--,--,20896177395.08,16490819795.09,264966100.87,--,--,--,16755785895.96,--,4140391499.12,-90144650.08,-293558798.65,0.0,-293558798.65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,1206686013.26,--,--,163089912.61,1270081930.22,-3055316497.46,--,129739241.49,201531047.32,--,232839731.12,332505002.85,--,--,-885529037.88,--,1015268279.37,--,--,19974279.77,16417752.31,--,--,--,43204942.52,--,17227126.99,--,--,--,112331146.99,--,-69126204.47,--,--,8766429654.69,6825360000.0,--,--,--,15591789654.69,15434763261.91,888965784.78,--,--,--,16323729046.69,--,-731939392.0,-29309171.28,184893511.62,0.0,184893511.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200817
20200331,--,--,--,1230807830.02,--,--,343162742.91,2459276518.99,3614771553.59,--,7648018645.51,187673621.46,--,111144339.01,154281577.19,3104701772.54,--,3850737407.3,--,3797281238.21,--,--,6812910.44,10339788.65,--,--,--,17152699.09,--,40391267.5,--,--,--,40391267.5,--,-23238568.41,--,--,309040416.31,5292550000.0,--,--,--,5601590416.31,5269297735.09,47672727.41,--,--,--,5316970462.5,--,284619953.81,73935845.71,4132598469.32,19574313687.75,23706912157.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200429
20191231,--,--,--,1427184332.91,-100000000.0,575546080.65,13894051.29,308741123.48,-338695928.51,--,1886669659.82,465005531.81,--,80825878.93,309579511.2,--,--,2047666567.74,--,-160996907.92,--,--,14633456.23,9781593.34,--,--,--,101501355.02,0.0,20665789.27,--,--,--,20665789.27,--,80835565.75,--,--,8392331785.37,6026764425.77,--,--,--,14419096211.14,13967191270.71,435080798.68,--,--,--,14402272069.39,--,16824141.75,26797453.14,-36539747.28,0.0,-36539747.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200330
20190930,--,--,--,935093286.61,--,-1660775431.49,-756572822.53,-1184144706.49,--,--,208147373.86,344530217.19,--,72517833.79,-386578773.62,--,--,1643660814.68,--,-1435513440.82,--,--,1294536.36,113474.14,113474.14,--,--,1408010.5,--,16638391.2,--,--,--,81638391.2,--,-80230380.7,--,--,3405867838.6,5417563711.79,--,--,--,8823431550.39,9346052051.89,825553156.53,--,--,--,10171605208.42,--,-1348173658.03,39598672.75,-2824318806.8,0.0,-2824318806.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20191029
20190630,--,--,--,1260941784.6,--,-1449948225.88,650127678.9,-566143766.07,--,--,-105022528.45,252166589.4,--,255015599.86,655375314.95,--,--,-729605303.01,--,624582774.56,--,--,9879414.0,191163.9,1472639.81,--,--,10069066.71,--,21132278.7,--,--,--,21126228.7,--,-11057161.99,--,--,--,5317002617.15,--,--,--,11304447203.18,11611741593.4,293792145.47,--,--,--,11905533738.87,--,-601086535.69,32530854.0,44969930.88,0.0,44969930.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20190820
