报告期,营业总收入*,营业收入,其他类金融业务收入,利息收入,已赚保费,手续费及佣金收入,营业总成本*,营业成本,营业税金及附加,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,资产减值损失,信用减值损失,其他业务成本（金融类）,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,加：其他收益,投资净收益,其中：对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,资产处置收益,汇兑净收益,加：营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加：营业外收入,减：营业外支出,其中:非流动资产处置净损失,加：利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减：所得税,加：未确认的投资损失,加：净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,持续经营净利润,终止经营净利润,减：少数股东损益,归属于母公司所有者净利润,加：其他综合收益,综合收益总额*,减：归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,1037905338.32,1037905338.32,0.0,--,--,--,1060477172.13,794137288.19,5037625.06,37465979.09,64013921.41,158737364.64,1084993.74,2233894.78,1293427.53,-10884208.7,-1069613.48,0.0,--,--,--,--,--,--,--,7433761.44,8863886.67,6467529.15,--,-8964327.6,4629.15,--,--,--,-27187706.33,3600.45,2095.73,--,--,--,-27186201.61,-12165634.69,--,--,--,-15020566.92,-15020566.92,--,-6257714.05,-8762852.87,6982468.94,-8038097.98,-6257995.29,-1780102.69,--,-0.02,-0.02,20221028
20220630,1195109884.16,1195109884.16,0.0,--,--,--,1052336050.92,841022856.88,2430252.82,22438822.64,61584716.13,130971910.19,-6112507.74,474565.06,6183328.54,-15087773.74,-16403925.62,0.0,--,--,--,--,--,--,--,5880209.05,6805107.65,6164724.09,--,4195852.03,-223984.6,--,--,--,127939318.01,17145.72,2159.84,--,--,--,127954303.89,18591868.72,--,--,--,109362435.17,109362435.17,--,-10348506.82,119710941.99,8167721.36,117530156.53,-10348609.21,127878765.74,--,0.1777,0.1777,20220827
20220331,406635701.9,406635701.9,0.0,--,--,--,414404161.6,253696807.22,2412506.92,20266875.67,63254481.54,78217606.73,-3444116.48,319648.73,3622431.48,-4865817.33,622463.39,0.0,--,--,--,--,--,--,--,4899408.79,8441402.15,8441402.15,--,-48016.64,2767.21,--,--,--,1283747.87,3400.03,4965.48,--,--,--,1282182.42,3680578.24,--,--,--,-2398395.82,-2398395.82,--,-3995797.87,1597402.05,65751.82,-2332644.0,-3995756.16,1663112.16,--,0.0023,0.0023,20220429
20211231,1672710026.84,1672710026.84,0.0,--,--,--,1444835809.73,1126916703.76,10316748.51,73186950.18,91601667.57,142892838.25,-79098.54,486679.99,1008147.77,-1141649.84,-11853386.89,0.0,--,--,--,--,--,--,--,30843603.36,357661.2,20404860.87,--,-232758.23,209.77,--,--,--,245847896.48,190837.55,383625.52,--,--,--,245655108.51,-3713242.25,--,--,--,249368350.76,249368350.76,--,8853023.19,240515327.57,26922069.96,276290420.72,8853079.97,267437340.75,--,0.37,0.37,20220331
20210930,702460618.23,702460618.23,0.0,--,--,--,672941959.36,461904293.24,2030051.48,33653659.21,65740699.56,112333084.25,-2719828.38,215575.02,3085162.58,1617795.68,-7502364.24,0.0,--,--,--,--,--,--,--,5923317.97,365658.3,-621601.51,--,1200713.91,-1193.02,--,--,--,31122587.47,1.68,2696.36,--,--,--,31119892.79,13229023.77,--,--,--,17890869.02,17890869.02,--,-3838687.6,21729556.62,-1126246.53,16764622.49,-3838579.5,20603201.99,--,0.03,0.03,20211029
20210630,933964098.83,933964098.83,0.0,--,--,--,786595105.59,579629225.4,4493770.37,26313026.25,67721451.29,111193980.65,-2756348.37,311862.63,3590433.16,-2991963.92,-14439743.69,0.0,--,--,--,--,--,--,--,10516361.55,42787993.52,2564279.15,--,-48950.11,-1365.66,--,--,--,183191324.93,1.37,719122.59,--,--,--,182472203.71,23548857.43,--,--,--,158923346.28,158923346.28,--,-988923.55,159912269.83,-4129410.71,154793935.57,-989034.8,155782970.37,--,0.2511,0.2512,20210821
20210331,417069721.54,417069721.54,0.0,--,--,--,449400709.69,285306151.13,2703260.18,22226438.56,71142984.17,68443697.03,-421821.38,1823118.56,2303269.69,-541274.5,-3626933.31,0.0,--,--,--,--,--,--,--,3519053.51,2078179.33,2078179.33,--,-48970.76,-14714.9,--,--,--,-30965648.78,44526.52,1003.46,--,--,--,-30922125.72,14199.36,--,--,--,-30936325.08,-30936325.08,--,-4603730.05,-26332595.03,-1095587.28,-32031912.36,-4603722.81,-27428189.55,--,-0.0411,-0.0412,20210428
20201231,1359423217.26,1359423217.26,0.0,--,--,--,1196704849.89,902884874.17,4589832.07,76893008.09,87007422.09,124610622.7,719090.77,2318994.72,2309408.89,-65409.13,-2622074.73,0.0,--,--,--,--,--,--,--,18795807.46,144505738.56,5979514.07,--,-55269.01,21100.32,--,--,--,323298260.84,136241.6,203114.61,--,--,--,323231387.83,-1045540.52,--,--,--,324276928.35,324276928.35,--,7894303.72,316382624.63,518946.18,324795874.53,7894302.36,316901572.17,--,0.5,0.5,20210331
20200930,544822801.33,544822801.33,0.0,--,--,--,543849491.04,346287025.9,4074512.79,32363454.94,67156339.67,90462781.01,3505376.73,4357335.48,1564562.12,3078474.62,-1861513.43,0.0,--,--,--,--,--,--,--,9597241.68,6230324.18,-480343.72,--,-369463.35,-16676.79,--,--,--,17631697.2,14069.98,0.0,--,--,--,17645767.18,13105986.47,--,--,--,4539780.71,4539780.71,--,-2536063.77,7075844.48,-7691350.76,-3151570.05,-2536063.77,-615506.28,--,0.01,0.01,20201028
20200630,824030205.33,824030205.33,0.0,--,--,--,675138627.43,534234001.82,3009112.92,22916291.3,47376804.06,62325223.62,5277193.71,5829305.51,993508.46,-9512305.67,-8364815.48,0.0,--,--,--,--,--,--,--,3034598.87,1326462.59,-1503492.09,--,0.0,-312451.66,--,--,--,135063066.55,36379.42,22534.0,--,--,--,135076911.97,13615310.32,--,--,--,121461601.65,121461601.65,--,-2720509.52,124182111.17,11402009.53,132863611.18,-2720509.52,135584120.7,--,0.1869,0.1869,20200827
20200331,253311089.87,253311089.87,0.0,--,--,--,257510349.25,150125392.27,2280350.42,12007323.87,51823739.24,36093897.54,5179645.91,6034455.92,1499620.82,577239.86,-2585256.43,0.0,--,--,--,--,--,--,--,3690116.05,4557913.64,4554586.27,--,62023.5,78995.59,--,--,--,2181772.83,2000001.37,562.14,--,--,--,4181212.06,1481564.22,--,--,--,2699647.84,2699647.84,--,-2556891.5,5256539.34,-9828332.44,-7128684.6,-2556891.5,-4571793.1,--,0.0131,0.0131,20200422
20191231,1108618684.33,1108618684.33,0.0,--,--,--,927280697.68,676729464.76,6091902.59,65992081.94,72510900.17,97563025.47,8393322.75,8055183.01,870901.35,--,-1586675.88,0.0,--,--,--,--,--,--,--,13444831.8,4946226.87,4357837.98,--,-1331083.23,-111196.74,--,--,--,195401655.2,-2202.36,122414.65,--,--,--,195277038.19,2387888.33,--,--,--,192889149.86,192889149.86,--,8273843.03,184615306.83,-3424407.66,189464742.2,8273843.03,181190899.17,--,0.4661,0.4661,20200331
20190930,476255832.31,476255832.31,0.0,--,--,--,477016467.53,320107543.41,3297754.2,19786612.18,52633355.99,75233433.1,5957768.65,6850636.8,555849.32,--,4280323.6,0.0,--,--,--,--,--,--,--,8708792.82,-3715392.02,3429798.73,--,-361545.2,-3217.71,--,--,--,8148326.27,2044244.71,76151.0,--,--,--,10116419.98,2181436.71,--,--,--,7934983.27,7934983.27,--,-615737.43,8550720.7,-2182631.95,5752351.32,-615737.43,6368088.75,--,0.0239,0.0239,20191026
20190630,774316853.1,774316853.1,0.0,--,--,--,685208157.28,536828022.46,4352105.45,22716107.14,54404667.11,65740170.1,5237084.53,6336332.94,808131.69,-4069999.51,-22119393.52,0.0,--,--,--,--,--,--,--,3284378.31,10187211.82,7622435.88,--,--,-3003.75,--,--,--,85539455.31,0.03,20664.23,--,--,--,85518791.11,8141689.4,--,--,--,77377101.71,77377101.71,--,-2652400.88,80029502.59,--,75239426.38,-2652400.88,77891827.26,--,0.1975,0.1975,20190830
20190331,292535382.75,292535382.75,0.0,--,--,--,306271892.76,189975070.6,591778.47,17128305.27,52573524.11,35968031.16,5965183.64,6084628.6,665789.97,4069999.51,4069999.51,0.0,--,--,--,--,--,--,--,1149047.2,10794262.34,8661099.03,--,--,-40459.47,--,--,--,-1833659.94,3553.3,10000.0,--,--,--,-1840106.64,3106678.78,--,--,--,-4946785.42,-4946785.42,--,-5932452.72,985667.3,--,-4946785.42,-5932452.72,985667.3,--,0.0025,0.0025,20190425
20181231,1078023742.08,1078023742.08,0.0,--,--,--,959748157.84,741809505.22,8089688.39,56778118.59,59439255.2,79678523.42,6010653.69,7131499.77,551927.31,7942413.33,--,0.0,--,--,--,--,--,--,--,4395822.5,3085987.07,2321355.4,--,--,1961838.07,--,--,--,127719231.88,-38008.73,4137428.1,--,--,--,123543795.05,1894107.8,--,--,--,121649687.25,121649687.25,--,8152182.9,113497504.35,--,121649687.25,8152182.9,113497504.35,--,0.3,0.3,20190425
20180930,303967230.55,303967230.55,0.0,--,--,--,312174816.38,194817446.07,1448382.69,18264841.19,53230634.13,42857531.06,5499075.65,5799301.8,518616.01,-3943094.41,--,0.0,--,--,--,--,--,--,--,9663098.85,13942240.9,13726452.37,--,--,-10460.54,--,--,--,15387293.38,38042.71,114187.57,--,--,--,15311148.52,-203219.3,--,--,--,15514367.82,15514367.82,--,652075.61,14862292.21,--,15514367.82,652075.61,14862292.21,--,0.04,0.04,20181106
20180630,543169396.99,543169396.99,0.0,--,--,--,482875358.21,366789275.29,2174169.02,19192926.18,48915027.95,33706008.7,5305173.74,6736263.59,250827.16,6792777.33,--,0.0,--,--,--,--,--,--,--,3459128.91,26383354.23,18640296.24,--,--,-1839513.42,--,--,--,88297008.5,4224.21,185925.52,--,--,--,88115307.19,8856751.91,--,--,--,79258555.28,79258555.28,--,-3086090.37,82344645.65,--,79258555.28,-3086090.37,82344645.65,--,0.23,0.23,20181016
20180331,215400347.0,215400347.0,0.0,--,--,--,236032929.25,136343986.26,2857588.08,14241878.19,45350686.09,27890887.96,8071380.42,6659231.69,301863.53,1276522.25,--,0.0,--,--,--,--,--,--,--,1851620.56,2618159.84,1722467.03,--,--,-47933.76,--,--,--,-16210735.61,4048.48,2147987.21,--,--,--,-18354674.34,706881.18,--,--,--,-19061555.52,-19061555.52,--,-3975005.44,-15086550.08,--,-19061555.52,-3975005.44,-15086550.08,--,-0.04,-0.04,20190425
20171231,739851218.06,739851218.06,0.0,--,--,--,606450135.0,446263070.73,3889049.11,35370438.04,67095846.31,45576166.49,6938419.01,6284971.07,-244072.44,1317145.31,--,0.0,--,--,--,--,--,--,--,4175611.76,128192.91,-103452.02,--,--,-4711260.52,--,--,--,132993627.21,1235581.79,251081.26,--,--,--,133978127.74,12923486.75,--,--,--,121054640.99,121054640.99,--,5366910.96,115687730.03,--,121054640.99,5366910.96,115687730.03,--,0.32,0.32,20181016
20170930,366327943.34,366327943.34,0.0,--,--,--,317322603.49,220586474.13,2602603.0,15546254.14,-19732933.33,--,6673825.65,--,--,2266097.94,--,0.0,--,--,--,--,--,--,--,17668204.68,10470676.55,5126676.19,--,--,--,--,--,--,92586705.38,-1129044.26,-162960.77,--,--,--,91620621.89,7467907.45,--,--,--,84152714.44,--,--,-1235137.15,85387851.59,--,84152714.44,-1235137.15,85387851.59,--,0.24,0.24,20181106
