报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,16569244378.46,11589745214.41,3261443870.43,1521671621.1,--,7240455530.4,61450028466.57,61034965187.67,--,343723707.68,71339571.22,--,--,51461849.48,2272857688.96,--,381204746.27,--,--,1992951003.3,--,--,--,30536179.29,163061042.66,97573681.17,184671191.68,--,6243686.47,950040529.93,--,645898511.24,--,--,95877164374.46,--,--,--,9369742622.57,2054731348.31,88829809.54,53658701.95,26927368319.56,14237400025.07,--,2138419916.92,--,69058084.35,364219827.15,--,49785847.39,--,--,--,12439580047.94,125086342.76,450000.0,164068898.81,--,--,68648380131.09,--,4469581705.0,--,--,--,15996913110.9,--,-37676750.6,1224211448.52,2912969757.16,2520670328.76,--,--,--,--,27086669599.74,142114643.63,27228784243.37,--,--,95877164374.46,20221026
20220630,--,16993903305.13,12983995547.73,3379378036.56,1653277361.97,--,7387185887.29,60781842635.9,60429838757.46,--,263265473.98,88738404.46,--,--,22559260.0,3154671840.32,--,260876507.89,--,--,2340678327.38,--,--,--,43229738.92,168654038.54,96815011.5,177647244.04,--,6243686.47,943621615.16,--,628452790.01,--,--,96994099310.18,--,--,--,7214708701.71,1583482111.1,892501999.76,73151566.0,26115453921.01,16087376579.3,--,1929273549.36,--,94896559.72,471050777.45,--,59992877.35,--,--,--,14482046277.17,137942211.88,450000.0,155564147.29,--,--,69900156057.09,--,4469581705.0,--,--,--,15996913110.9,--,-25773313.59,1224211448.52,2781851416.73,2514395349.51,--,--,--,--,26961179717.07,132763536.02,27093943253.09,--,--,96994099310.18,20220826
20220331,--,14694622291.94,11599448486.62,3144724655.37,1673662111.41,--,7933826716.82,53281777579.58,52831280481.89,--,329488836.71,121008260.98,--,--,7744349.0,1665369568.27,--,232675091.56,--,--,1963428652.96,--,--,--,43422463.75,163910396.62,90384216.31,179544293.36,--,6243686.47,863133891.38,--,577443295.85,--,--,85483204812.15,--,--,--,9413252925.1,3369047537.51,723561139.32,55789590.24,17691844615.44,14437732106.28,--,2277438411.06,--,42823061.32,469161155.4,--,54618743.32,--,--,--,8902480369.72,86875499.16,450000.0,147111774.22,--,--,58271210316.3,--,4469581705.0,--,--,--,15996913110.9,--,-8581470.87,1224211448.52,2896954137.19,2508201068.91,--,--,--,--,27087279999.65,124714496.2,27211994495.85,--,--,85483204812.15,20220428
20211231,--,16083899156.33,12365602401.31,2847247499.39,1428329186.38,--,8479855429.24,51759695679.9,51372754269.84,--,266300019.86,120641390.2,--,--,10598834.94,1581713915.88,--,273645835.39,--,--,1610545195.84,--,--,--,43638232.67,166194278.33,79535705.6,184542617.48,--,6243686.47,866667683.43,--,458727203.85,--,--,85117942657.24,--,--,--,11357710973.3,2481693444.44,785012709.53,21414030.4,20656604346.5,14830459598.34,--,2230726886.58,--,84865129.86,277041477.75,--,37244155.1,--,--,--,4243853049.64,171308662.25,450000.0,131501013.42,--,--,57908995323.42,--,4469581705.0,--,--,--,15996913110.9,--,-10963424.56,1224211448.52,2919653525.01,2502346982.43,--,--,--,--,27101743347.3,107203986.52,27208947333.82,--,--,85117942657.24,20220428
20210930,--,16525373748.03,12050001420.45,2597231376.77,1343980704.98,--,7998129035.44,40246174310.81,38944532790.22,--,1205493732.47,96147788.12,--,--,751031.8,769421629.56,--,350561547.03,--,--,2027391462.52,--,--,--,39735814.81,155918056.45,127510188.26,174429131.56,--,6243686.47,858771969.45,--,497694224.18,7784994.1,--,72950014167.98,--,--,--,10869903246.9,600928416.67,792774172.73,20105909.58,12057562250.67,14844061644.46,--,867562267.29,1001333906.83,70395955.27,199064627.22,--,29325327.87,--,--,--,4003252174.35,113794052.95,450000.0,139119206.39,--,--,46178201929.59,--,4469581705.0,--,--,--,15996913110.9,--,-21471889.71,1089903913.05,3018509859.48,2114624855.05,--,--,--,--,26668061553.77,103750684.62,26771812238.39,--,--,72950014167.98,20211028
20210630,--,15345277259.66,10958689813.24,2926425844.79,1817490861.57,--,7834463558.82,36181319567.08,34778729988.16,26430357.4,1287034216.25,89125005.27,--,--,1196440.0,506485665.24,--,180086632.63,--,--,1446197141.86,--,--,--,39481652.73,155909410.04,124876576.48,169339174.78,--,6243686.47,834972161.9,--,514987878.16,10482680.53,--,66865931026.36,--,--,--,3074219178.08,800199583.31,800312587.07,10889855.95,15067868643.01,13498319976.53,36521100.0,695077006.43,999129870.63,62010741.14,371524715.41,--,29919951.01,--,--,--,4112081593.06,110548319.59,450000.0,148038367.9,--,--,40393740989.37,--,4469581705.0,--,--,--,15996913110.9,--,-39414663.56,1089903913.05,2740788577.07,2114624855.05,--,--,--,--,26372397497.51,99792539.48,26472190036.99,--,--,66865931026.36,20210826
20210331,--,16440896138.7,11207389414.78,2792922216.99,1409608453.75,--,6952710513.71,32491335795.86,31801535137.12,26061572.86,561247624.83,102491461.05,--,--,1635936.0,1616162628.25,--,125846038.59,--,--,1383725145.5,--,--,--,36450682.89,151969042.86,119089204.94,162319942.58,--,6243686.47,788871434.86,--,606253630.92,10382922.1,--,64288493761.61,--,--,--,3042805479.45,1100446833.29,800985141.84,18627077.87,12536304088.25,13238243691.74,--,1037893393.6,934033843.05,109063004.51,218953237.51,--,79018644.43,--,--,--,4071964851.91,48363959.28,450000.0,123880742.69,--,--,37929664479.37,--,4469581705.0,--,--,--,15996913110.9,--,-32945358.42,1089903913.05,2626421602.45,2114624855.05,--,--,--,--,26264499828.03,94329454.21,26358829282.24,--,--,64288493761.61,20210421
20201231,--,21125476461.86,10674648837.61,3845338427.32,2438037047.79,--,6436584433.54,28739823022.77,27946573750.05,98422429.04,574118612.47,120708231.21,--,--,8660263.0,549295525.52,--,244945883.02,--,--,1161987551.35,--,--,--,35649661.23,156271969.57,96867109.92,170749392.69,--,6243686.47,827438011.97,--,457552587.58,--,--,63862883987.81,--,--,--,3011736986.3,1500507611.14,873405708.21,19406075.14,12305344624.31,13578964783.11,--,1847977108.77,934887526.17,91002076.5,217329553.07,--,30633233.81,--,--,--,4031848110.76,123514165.84,450000.0,122768179.2,--,--,37754888216.16,--,4469581705.0,--,--,--,15996913110.9,--,-20445161.17,1089903913.05,2365770348.57,2114421483.68,--,--,--,--,26016145400.03,91850371.62,26107995771.65,--,--,63862883987.81,20210421
20200930,--,11628204888.23,9550045004.2,3537427403.61,2351322469.89,--,5788839672.72,28283752177.49,27214427774.28,367854498.25,569861313.85,131608591.11,--,--,22861254.81,1341813739.08,--,135812232.65,--,--,1539183727.38,--,--,--,31446989.65,152218365.92,72935245.51,157672559.09,--,6243686.47,736617216.08,--,495047263.83,--,--,53930076422.52,--,--,--,--,1200421527.73,964664548.92,78814786.73,13804021427.24,12710117452.76,--,777868686.14,864037918.03,22191111.45,156776242.06,--,--,--,--,--,4616542408.71,68339685.52,450000.0,200503531.89,--,--,35464749327.18,--,3501839770.0,--,--,--,9501180308.32,--,-9032865.9,979290197.62,2507187236.45,1892808409.48,--,--,--,--,18373273055.97,92054039.37,18465327095.34,--,--,53930076422.52,20201023
20200630,--,11610167957.84,10213261117.75,3429754822.23,2215660326.14,--,5001880069.59,26679163989.78,25608763327.83,316526418.51,628546192.06,125328051.38,--,--,8958257.0,1407232333.23,--,190745264.26,--,--,1319058604.81,--,--,--,31071189.91,149670593.17,69259449.81,158849435.6,--,6243686.47,720470178.68,--,452531004.22,--,--,51235056836.6,--,--,--,--,1000424861.1,999995200.64,40021883.75,13206030649.32,12979031299.84,--,541022403.01,864677824.79,44103045.83,149283658.26,--,--,--,--,--,2971436486.0,85362552.87,450000.0,180059687.07,--,--,33061899552.48,--,3501839770.0,--,--,--,9501180308.32,--,-8362596.69,979290197.62,2219309896.37,1892379930.41,--,--,--,--,18085637506.03,87519778.09,18173157284.12,--,--,51235056836.6,20200827
