报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,9101444230.22,--,--,--,271835417.43,271835417.43,--,--,--,--,--,39452349.65,--,--,--,5173283.78,--,--,--,--,--,0.0,--,149025631.5,2385408.39,62669511.45,2628442.81,10565141.79,762002547.57,20452975.73,5526639439.9,--,15965016916.72,--,--,--,--,806475720.04,40285155.29,--,--,8658023.89,24722997.19,--,--,--,--,--,587442493.99,6600123.57,--,42796158.67,11936676013.89,--,13464203382.13,--,445027102.0,109303397.52,--,--,267398439.49,--,3881420.23,182951479.23,1245302300.82,207652600.08,--,--,--,2461516739.37,39296795.22,2500813534.59,--,--,15965016916.72,20221028
20220630,--,9463135023.42,--,--,--,306991983.13,306991983.13,--,--,--,--,--,25694157.21,--,--,--,4324681.29,--,--,--,--,--,20652117.15,--,140220853.21,2385408.39,63225426.81,2628442.81,7501529.85,767083174.44,34559081.06,6269580609.54,--,17119758571.97,--,--,--,--,957712461.43,42316262.09,--,--,9997418.52,33744925.53,--,--,14621663.65,--,--,580749950.94,5650028.25,--,47470557.96,12968570921.39,--,14672188795.24,--,445027000.0,109303902.62,--,--,267395354.34,--,95980.88,182951479.23,1195120571.54,207608324.94,--,--,--,2407502613.55,40067163.18,2447569776.73,--,--,17119758571.97,20220826
20220331,--,9802234710.16,--,--,--,339084036.0,339084036.0,--,--,--,--,--,56233280.54,--,--,--,2080928.91,--,--,--,--,--,19942229.26,--,139795200.14,14685873.45,65533859.19,2628442.81,7249625.9,759717242.89,21132085.51,6379209201.82,--,17624020909.02,--,--,--,--,937587084.11,66552428.34,--,--,15011319.96,58099097.44,--,--,--,--,--,577435607.75,5730283.46,--,49549218.89,13401404398.31,--,15125731865.33,--,445027000.0,109303902.62,--,--,267395354.34,--,-3642061.69,182951479.23,1250140976.44,207557611.56,--,--,--,2458734262.5,39554781.19,2498289043.69,--,--,17624020909.02,20220429
20211231,--,10126246749.16,--,--,--,368297185.32,368297185.32,--,--,--,--,--,56866088.79,--,--,--,2143382.59,--,--,--,--,--,21005686.02,--,137569889.95,14470728.81,63908885.09,2628442.81,10280406.9,764729641.86,14134820.54,5740735515.71,--,17338587125.61,--,--,--,--,954337102.8,45113458.01,--,--,46003607.27,65777738.2,--,--,0.0,--,--,571022836.63,11361173.4,--,65086497.94,13161097902.93,--,14934906231.04,--,445026565.0,109306074.56,--,--,267382261.7,--,-3058507.6,182951479.23,1154882405.08,207486019.36,--,--,--,2363976297.33,39704597.24,2403680894.57,--,--,17338587125.61,20220331
20210930,--,9639673169.54,--,--,--,342864280.04,342864280.04,--,--,--,--,--,74795171.92,--,--,--,23723649.39,--,--,--,--,--,19682031.23,--,118209040.86,22389001.94,64099385.35,5501692.3,15797595.18,759391327.79,27051430.84,5688016444.09,--,16816441018.06,--,--,--,--,1107471710.85,69335661.46,--,--,8988140.72,52974624.96,--,--,1229955.71,--,--,564142828.72,21162077.27,--,91045053.07,12613311194.03,--,14544748425.97,--,445023986.0,109318172.3,--,--,267442457.29,--,-1681232.98,130851664.69,1125505289.25,155253256.89,--,--,--,2231713593.44,39978998.65,2271692592.09,--,--,16816441018.06,20211027
20210630,--,9023977943.12,--,--,--,437159336.41,437159336.41,--,--,--,--,--,72299862.9,--,--,--,2238878.71,--,--,--,--,--,3851653.93,--,113382897.88,14521924.69,63737220.42,5501692.3,3907245.6,765425331.6,18582262.26,5180580783.73,--,15722445538.41,--,--,--,--,1074716128.84,67133400.35,--,--,10859899.5,56340541.69,--,--,895553.22,--,--,558327396.76,13013417.24,--,64164699.88,11761219644.1,--,13623649825.09,--,445006592.0,109405271.23,--,--,266826844.22,--,-1768985.73,130851664.69,993294191.27,155180135.64,--,--,--,2098795713.32,--,2098795713.32,--,--,15722445538.41,20210826
20210331,--,7544955896.93,--,--,--,399582202.76,399582202.76,--,--,--,--,--,21778659.32,--,--,--,1930127.23,--,--,--,--,--,3704915.69,--,38472790.06,229324784.08,141057024.74,5501692.3,6056482.13,554550429.04,8793818.86,4632506200.46,--,13604427125.52,--,--,--,--,891360687.55,30063251.94,--,--,10336068.87,45366475.03,--,--,918441.55,--,--,554812519.8,7622753.83,--,64818991.95,9912967113.8,--,11534079810.72,--,445006363.0,109406440.23,--,--,266818902.07,--,-577317.79,130851664.69,963661126.96,155180135.64,--,--,--,2070347314.8,--,2070347314.8,--,--,13604427125.52,20210427
20201231,--,6039382104.67,--,--,--,257353811.99,257353811.99,--,--,--,--,--,25324975.99,--,--,--,1405528.58,--,--,--,--,--,3736827.28,--,39690938.37,279997729.78,177226577.48,5501692.3,11928050.94,464054308.77,11107128.01,4016145208.24,--,11332854882.4,--,--,--,--,518118586.43,33047926.25,--,--,28103709.39,49529083.29,--,--,662741.68,--,--,548890267.57,11094247.49,--,76136974.93,8085599197.22,--,9351182734.25,--,445000000.0,109438613.13,--,--,266599163.15,--,-899739.92,130851664.69,875502311.46,155180135.64,--,--,--,1981672148.15,0.0,1981672148.15,--,--,11332854882.4,20210331
20200930,--,5057430019.87,--,--,--,213536449.39,213536449.39,--,--,--,--,--,9885932.2,--,--,--,754168.78,--,--,--,--,--,--,--,37589126.61,242204092.27,174339074.69,5501692.3,7955084.13,455505415.67,14757210.3,2608157353.2,--,8827615619.41,--,--,--,--,409337739.54,10120147.85,--,--,7723236.12,29946286.1,--,--,--,--,--,542772680.59,2570619.55,--,46836007.91,5910326374.07,--,6959633091.73,--,445000000.0,109438613.13,--,--,266599163.15,--,2607211.23,105951776.67,808105515.88,130280247.62,--,--,--,1867982527.68,--,1867982527.68,--,--,8827615619.41,20201029
20200630,--,3511724063.36,--,--,--,188465920.37,188465920.37,--,--,--,--,--,13435678.98,--,--,--,240450.22,--,--,--,--,--,--,--,34525177.17,219160810.61,175117912.45,5501692.3,6376042.38,457340600.34,15200442.55,2383408301.18,--,7010497091.91,--,--,--,--,149480594.84,19555623.41,--,--,7299131.04,23324462.34,--,--,--,--,--,--,1593629.11,--,47268108.85,5060954578.02,--,5309476127.61,--,445000000.0,--,--,--,266599163.15,--,5353353.57,105951776.67,747836423.29,130280247.62,--,--,--,1701020964.3,--,1701020964.3,--,--,7010497091.91,20200826
