报告期,流动资产*,货币资金,交易性金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收账款融资,预付款项,其他应收款（合计）,应收股利,应收利息,其他应收款,买入返售金融资产,存货,其中：消耗性生物资产,合同资产,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,其他流动资产,其他金融类流动资产,结算备付金,拆出资金,应收保费,应收分保账款,应收分保合同准备金,流动资产差额（特殊报表科目）,流动资产差额（合计平衡项目）,流动资产总计*,非流动资产*,发放贷款及垫款,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,债权投资,其他债权投资,可供出售金融资产,其他权益工具投资,持有至到期投资,其他非流动金融资产,长期应收款,长期股权投资,投资性房地产,固定资产（合计）,固定资产,固定资产清理,在建工程（合计）,在建工程,工程物资,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动性资产,非流动性资产差额（特殊报表科目）,非流动性资产差额（合计平衡项目）,非流动资产合计*,资产差额（特殊报表科目）,资产差额（合计平衡项目）,资产总计*,流动负债*,短期借款,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付款项,预收款项,合同负债,应付手续费及佣金,应付职工薪酬,应交税费,其他应付款（合计）,应付利息,应付股利,其他应付款,划分为持有待售的负债,一年内到期的非流动负债,预提费用,递延收益-流动负债,应付短期债券,其他流动负债,其他金融类流动负债,向中央银行借款,吸收存款及同业存放,拆入资金,卖出回购金融资产款,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,流动负债差额（特殊报表科目）,流动负债差额（合计平衡项目）,流动负债合计*,非流动负债*,长期借款,应付债券,长期应付款（合计）,长期应付款,专项应付款,长期应付职工薪酬,预计负债,递延所得税负债,递延收益-非流动负债,其他非流动负债,非流动负债差额（特殊报表科目）,非流动负债差额（合计平衡项目）,非流动负债合计*,负债差额（特殊报表科目）,负债差额（合计平衡项目）,负债合计*,所得者权益(或股东权益)*,实收资本（或股本）,其他权益工具,其中：优先股,永续债,资本公积金,减：库存股,其他综合收益,专项储备,盈余公积金,一般风险准备,未分配利润,外币报表折算差额,未确认的投资损失,股东权益差额（特殊报表科目）,股权权益差额（合计平衡项目）,归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额（特殊报表项目）,负债及股东权益差额（合计平衡项目）,负债及股东权益总计,公告日期#
20220930,--,227103425.45,587287034.24,--,843493049.92,215780718.96,627712330.96,233178479.28,44331732.7,158548210.91,--,--,--,--,626478631.16,--,--,--,--,--,4297755.15,0.0,--,--,--,--,--,--,--,2724718318.81,--,--,--,--,--,--,--,199305400.0,--,--,--,439680139.46,36749933.42,946060214.77,--,--,212133238.76,212133238.76,--,--,--,288060851.75,--,141034281.67,7240133.21,102991921.92,36686831.81,--,--,2443975025.51,--,--,5168693344.32,--,--,--,--,53628846.13,--,--,--,49614389.99,--,32127200.39,130529862.19,764269222.54,--,--,--,--,18116908.94,--,--,--,6406567.4,0.0,--,--,--,--,--,--,--,--,--,--,1054692997.58,--,--,--,--,--,--,--,6167203.13,40645761.99,39031148.27,--,--,--,105542229.72,--,--,1160235227.3,--,869354236.0,--,--,--,1694829845.04,162471964.38,-17342134.35,--,448150521.51,--,1178821769.27,--,--,--,--,4011342273.09,-2884156.07,4008458117.02,--,--,5168693344.32,20221029
20220630,--,361118647.41,339090559.19,--,806571584.99,228281105.48,578290479.51,284552580.92,47728821.31,214016697.56,--,--,214016697.56,--,615576277.86,--,--,--,--,--,4208885.79,0.0,--,--,--,--,--,--,--,2672864055.03,--,--,--,--,--,--,--,199305400.0,--,--,--,486869873.51,37062061.82,966597698.12,966596404.47,1293.65,190139519.7,190139519.7,--,--,--,292789983.56,--,141034281.67,7249507.23,98389671.66,52459004.49,--,--,2509116012.45,--,--,5181980067.48,--,--,--,--,47375407.66,--,--,--,59700695.06,--,32296229.18,111464403.25,804251021.85,--,--,804251021.85,--,18060842.62,--,--,--,7667830.18,0.0,--,--,--,--,--,--,--,--,--,--,1080816429.8,--,--,--,--,--,--,--,6167203.13,41097267.29,40316102.22,--,--,--,107261895.32,--,--,1188078325.12,--,869354236.0,--,--,--,1692152150.14,162471964.38,-7399490.61,--,448150521.51,--,1155943644.72,--,--,--,--,3995729097.38,-1827355.02,3993901742.36,--,--,5181980067.48,20220831
20220331,--,270258296.94,610599698.64,--,927253160.29,259125041.76,668128118.53,372849226.03,54423801.7,10841415.4,--,--,--,--,747691303.16,--,--,--,--,--,8875651.23,0.0,--,--,--,--,--,--,--,3002792553.39,--,--,--,--,--,--,--,199305400.0,--,--,--,325093816.71,37374190.21,1013303564.91,1013303564.91,--,175164226.31,175164226.31,--,--,--,313090708.95,--,141034281.67,29522747.98,101283836.72,51028988.37,--,--,2499768557.99,--,--,5502561111.38,--,--,--,--,167653474.1,--,--,--,48623119.7,--,42628628.5,97970780.61,874101851.6,--,--,--,--,47294955.51,--,--,--,6235058.77,0.0,--,--,--,--,--,--,--,--,--,--,1284507868.79,--,--,--,--,--,--,--,6167203.13,15863281.5,45983276.11,--,--,--,119450935.51,--,--,1403958804.3,--,869354236.0,--,--,--,1688047050.21,162471964.38,888005.02,--,448150521.51,--,1253690758.86,--,--,--,--,4097658607.22,943699.86,4098602307.08,--,--,5502561111.38,20220423
20211231,--,808080655.33,--,--,685692515.29,281492781.45,404199733.84,410671095.7,29665013.13,9462916.21,--,--,9462916.21,--,809992645.08,--,--,--,--,--,8850938.5,0.0,--,--,--,--,--,--,--,2762415779.24,--,--,--,--,--,--,--,199305400.0,--,--,--,323033447.64,37686318.6,1031648868.06,1031648868.06,--,143104435.63,143104435.63,--,--,--,318120119.39,--,141034281.67,30509803.01,97530793.98,55257776.95,--,--,2503118220.73,--,--,5265533999.97,--,--,--,--,191476513.42,--,--,--,83967683.23,--,89357762.82,56462299.9,686715762.09,--,--,686715762.09,--,47087041.48,--,--,--,10778680.93,0.0,--,--,--,--,--,--,--,--,--,--,1165845743.87,--,--,--,--,--,--,--,6167203.13,16029087.61,48297976.2,--,--,--,129450164.72,--,--,1295295908.59,--,869354236.0,--,--,--,1683978317.85,162471964.38,302108.06,--,448150521.51,--,1129877288.03,--,--,--,--,3969190507.07,1047584.31,3970238091.38,--,--,5265533999.97,20220423
20210930,--,307851025.97,649035143.57,--,854529164.73,175206029.26,679323135.47,260796626.5,32686201.72,10805546.58,--,--,--,--,689209824.94,--,--,--,--,--,11004219.34,0.0,--,--,--,--,--,--,--,2815917753.35,--,--,--,--,--,--,--,199305400.0,--,--,--,333935908.7,37998446.99,1041337751.37,1041337751.37,--,112508080.17,112508080.17,--,--,--,322278840.0,--,141034281.67,32676730.55,107661575.6,52326488.52,--,--,2499704582.69,--,--,5315622336.04,--,--,--,--,153833565.41,--,--,--,36686960.94,--,46810571.71,113692574.06,829772671.47,--,--,--,--,--,--,--,--,4684749.06,0.0,--,--,--,--,--,--,--,--,--,--,1185481092.65,--,--,--,--,--,--,--,1728305.14,16473362.5,52535772.59,--,--,--,171908383.42,--,--,1357389476.07,--,869354236.0,--,--,--,1674622426.74,162471964.38,-2089535.56,--,448150521.51,--,1129518357.48,--,--,--,--,3957084041.79,1148818.18,3958232859.97,--,--,5315622336.04,20211026
20210630,--,376386819.2,488808025.5,--,814606835.95,227107291.14,587499544.81,394505343.09,38770961.52,8325411.37,--,--,8325411.37,--,660747949.75,--,--,--,--,--,11940525.1,0.0,--,--,--,--,--,--,--,2794091871.48,--,--,--,--,--,--,--,199305400.0,--,--,--,331902439.81,38310575.39,1051121082.08,1051121082.08,0.0,56121815.41,56121815.41,0.0,--,--,319161037.84,--,141034281.67,32020409.51,105546763.56,57162395.28,--,--,2460874525.15,--,--,5254966396.63,--,1929139.05,--,--,158365077.68,--,--,--,52908029.12,--,45255371.75,93680612.72,820698555.19,--,--,820698555.19,--,--,--,--,--,6802594.18,0.0,--,--,--,--,--,--,--,--,--,--,1179639379.69,--,--,--,--,--,--,--,1728305.14,17008577.98,50176986.12,--,--,--,175838369.07,--,--,1355477748.76,--,869354236.0,--,--,--,1665077511.41,162471964.38,-1543956.89,--,448150521.51,--,1078736186.22,--,--,--,--,3897302533.87,2186114.0,3899488647.87,--,--,5254966396.63,20210814
20210331,--,409817338.63,751006117.81,--,774530292.78,205848034.84,568682257.94,530856130.68,51568454.51,11091207.13,--,--,--,--,619532960.99,--,--,--,--,--,10802980.39,0.0,--,--,--,--,--,--,--,3159205482.92,--,--,--,--,--,--,--,199305400.0,--,--,--,321327413.92,38622703.78,1070801624.9,1070801624.9,--,53022156.57,53022156.57,--,--,--,323924292.96,--,141034281.67,31455412.68,90516407.18,14370268.2,--,--,2414390280.24,--,--,5573595763.16,--,101929139.05,--,--,156869810.51,--,--,--,77726600.2,--,37263845.22,86519144.49,795389928.41,--,--,--,--,--,--,--,--,10025265.11,0.0,--,--,--,--,--,--,--,--,--,--,1265723732.99,--,--,--,--,--,--,--,1728305.14,17107175.61,62484478.13,--,--,--,189726573.82,--,--,1455450306.81,--,869354236.0,--,--,--,1655795726.04,162471964.38,-3928779.43,--,448150521.51,--,1308681793.91,--,--,--,--,4115581533.65,2563922.7,4118145456.35,--,--,5573595763.16,20210423
20201231,--,794782674.86,301390400.0,--,577719559.48,185347004.04,392372555.44,367978481.6,36983373.49,9513493.58,--,--,9513493.58,--,657457098.48,--,--,--,--,--,19875951.95,0.0,--,--,--,--,--,--,--,2765701033.44,--,--,--,--,--,--,--,199305400.0,--,--,--,341873165.47,38934832.17,1090060943.73,1090060943.73,--,17449872.09,17449872.09,--,--,--,328384393.07,--,141034281.67,35166380.89,84692856.78,28905181.49,--,--,2305807307.36,--,--,5071508340.8,--,101929139.05,--,--,155961613.91,--,--,--,68944877.18,--,77803779.7,63385815.0,598891386.56,--,--,598891386.56,--,--,--,--,--,8873801.72,0.0,--,--,--,--,--,--,--,--,--,--,1075790413.12,--,--,--,--,--,--,--,1728305.14,17528104.63,51038438.13,--,--,--,70294847.9,--,--,1146085261.02,--,869354236.0,--,--,--,1762580193.52,356279964.38,-2845019.72,--,448150521.51,--,1201557586.99,--,--,--,--,3922517553.92,2905525.86,3925423079.78,--,--,5071508340.8,20210320
20200930,--,849745074.74,195096575.35,--,748061855.17,167317611.28,580744243.89,289809032.13,62756088.17,15086193.2,--,--,--,--,603875641.93,--,--,--,--,--,9963028.84,0.0,--,--,--,--,--,--,--,2774393489.53,--,--,--,--,--,--,--,199305400.0,--,--,--,345925818.89,39246960.56,1075321796.0,1075321796.0,--,37690993.52,37690993.52,--,--,--,331942048.28,3315988.09,141034281.67,36648902.53,97174734.17,21996407.23,--,--,2329603330.94,--,--,5103996820.47,--,101929139.05,--,--,171610736.75,--,--,1086796.76,53436023.5,--,43095927.25,94753716.14,678808925.29,--,--,--,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,1144721264.74,--,--,--,--,--,--,--,6098308.16,17890597.72,51453016.13,--,--,--,75441922.01,--,--,1220163186.75,--,869354236.0,--,--,--,1762855534.09,356279964.38,-492311.19,--,420937934.64,--,1184524638.2,--,--,--,--,3880900067.36,2933566.36,3883833633.72,--,--,5103996820.47,20201024
20200630,--,555040225.58,339649967.13,--,778685307.77,188564336.0,590120971.77,333867223.73,62940281.16,11562152.12,--,--,11562152.12,--,592191656.91,--,--,--,--,--,17208264.03,0.0,--,--,--,--,--,--,--,2691145078.43,--,--,--,--,--,--,--,199305400.0,--,--,--,334499104.26,39559086.93,1081392852.72,1081392852.72,0.0,36462392.64,36462392.64,--,--,--,336352273.76,3032053.28,141034281.67,40270611.1,93805956.66,20176733.64,--,--,2325890746.66,--,--,5017035825.09,--,100000000.0,--,--,149674027.71,--,--,1179207.85,46176306.72,--,37968283.55,83942736.8,679796217.18,--,--,679796217.18,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,1098736779.81,--,--,--,--,--,--,--,6098308.16,18424040.82,44476681.11,--,--,--,68999030.09,--,--,1167735809.9,--,869354236.0,--,--,--,1763083056.42,356279964.38,-4640288.94,--,420937934.64,--,1153575252.06,--,--,--,--,3846030225.8,3269789.39,3849300015.19,--,--,5017035825.09,20200815
20200331,--,275428462.01,623400525.76,--,755247125.19,217468699.84,537778425.35,439331765.29,84243451.3,15088830.84,--,--,--,--,556979999.24,--,--,--,--,--,21026988.61,0.0,--,--,--,--,--,--,--,2770747148.24,--,--,--,--,--,--,--,199305400.0,--,--,--,359757877.31,39871215.39,1027205354.28,1027205354.28,--,97408328.34,97408328.34,--,--,--,282872174.96,48113.21,141034281.67,41027787.72,81987546.44,78301444.6,--,--,2348819523.92,--,--,5119566672.16,--,--,--,--,165578407.25,--,--,3044228.76,58462558.05,--,29949591.4,66226362.81,648113912.22,--,--,--,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,971375060.49,--,--,--,--,--,--,--,6098308.16,18593580.88,45351762.29,--,--,--,70043651.33,--,--,1041418711.82,--,869354236.0,--,--,--,1763083056.42,356279964.38,-4856401.36,--,420937934.64,--,1381369733.52,--,--,--,--,4073608594.84,4539365.5,4078147960.34,--,--,5119566672.16,20200430
20191231,--,297430863.17,553575386.29,--,678272616.96,202599532.15,475673084.81,326128806.74,56324319.06,10760825.76,--,--,10760825.76,--,590584562.94,--,--,--,--,--,13926794.87,0.0,--,--,--,--,--,--,--,2527004175.79,--,--,--,--,--,--,--,199305400.0,--,--,--,371506699.04,40183345.74,1041618145.94,1041618145.94,--,100631316.24,100631316.24,--,--,--,284544857.05,--,141034281.67,44672513.94,80075214.03,74171721.22,--,--,2377743494.87,--,--,4904747670.66,--,--,--,--,142640930.03,--,--,44809275.44,--,--,59646169.06,58267807.82,537334882.93,--,--,537334882.93,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,842699065.28,--,--,--,--,--,--,--,6098308.16,18820937.64,45351762.29,--,--,--,70271008.09,--,--,912970073.37,--,869354236.0,--,--,--,1763083056.42,356279964.38,-3073352.0,--,420937934.64,--,1292437104.05,--,--,--,--,3986459014.73,5318582.56,3991777597.29,--,--,4904747670.66,20200430
20190930,--,237404586.85,--,--,1161401393.73,489783019.58,671618374.15,--,81017666.55,20799690.8,--,--,--,--,558649887.45,--,--,--,--,--,476379885.97,0.0,--,--,--,--,--,--,--,2535653111.35,--,--,--,--,--,--,--,199305400.0,--,--,--,423573650.28,4133209.45,1054799534.15,1054799534.15,--,112739956.0,112739956.0,--,--,--,288688620.01,--,141034281.67,43092471.87,81804488.01,83901457.43,--,--,2433073068.87,--,--,4968726180.22,--,--,--,--,144323866.0,--,--,38797965.42,--,--,28795785.39,60051516.68,622731719.25,--,--,--,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,894700852.74,--,--,--,--,--,--,--,7883228.55,19201880.52,51815369.54,--,--,--,78900478.61,--,--,973601331.35,--,869354236.0,--,--,--,1763618456.69,356279964.38,--,--,375760594.4,--,1334297977.35,--,--,--,--,3986751300.06,8373548.81,3995124848.87,--,--,4968726180.22,20191031
20190630,--,349399687.15,--,--,1366264326.2,565132919.13,801131407.07,--,58182789.61,19799774.98,--,--,19799774.98,--,531212063.97,--,--,--,--,--,250797906.42,0.0,--,--,--,--,--,--,--,2575656548.33,--,--,--,--,--,--,--,199305400.0,--,--,--,454739774.91,4182792.01,1062386846.68,1062386846.68,--,103249587.33,103249587.33,--,--,--,290489808.77,--,141034281.67,44242714.84,83412967.14,33590966.22,--,--,2416635139.57,--,--,4992291687.9,--,--,--,--,125062275.0,--,--,29599308.72,--,--,27409642.39,74679487.08,671235549.54,--,--,671235549.54,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,927986262.73,--,--,--,--,--,--,--,7883228.55,18934186.73,51815369.54,--,--,--,78632784.82,--,--,1006619047.55,--,869354236.0,--,--,--,1763618456.69,356279964.38,--,--,375760594.4,--,1321918799.03,--,--,--,--,3974372121.74,11300518.61,3985672640.35,--,--,4992291687.9,20190831
20190331,--,307029714.93,--,--,1579851974.52,712215533.98,867636440.54,--,65459396.14,17835832.88,--,--,--,--,511460895.17,--,--,--,--,--,425618295.58,0.0,--,--,--,--,--,--,--,2907256109.22,--,--,--,--,--,--,--,199305400.0,--,--,--,428768540.74,4232375.11,1080511353.34,1080511353.34,--,91384013.6,91384013.6,--,--,--,294192173.96,--,141034281.67,43158453.45,78224408.52,34060750.59,--,--,2394871750.98,--,--,5302127860.2,--,--,--,--,144015068.88,--,--,22771839.81,--,--,24515321.81,87951112.95,711161841.57,--,--,--,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,990415185.02,--,--,--,--,--,--,--,7883228.55,19270861.88,58112410.13,--,--,--,85266500.56,--,--,1075681685.58,--,869354236.0,--,--,--,1763618456.69,356279964.38,--,--,375760594.4,--,1561976285.98,--,--,--,--,4214429608.69,12016565.93,4226446174.62,--,--,5302127860.2,20190430
