报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20221231,--,--,--,--,-89378282.4,--,1389180009.35,--,-1673889294.82,--,--,71357341.29,--,4037350.31,-1960934950.67,9193774.91,1630410775.04,--,-245935709.12,--,311679587.39,--,-376116646.44,-72357037.88,--,57068739056.43,--,--,56603923813.91,-44993519.72,21410341.83,--,--,56292244226.52,--,--,--,521147.17,827518415.07,--,-31064165.82,--,--,796975396.42,653435523.34,6005382.47,-188472584.14,--,--,470968321.67,--,326007074.75,35895359.74,-754371563.82,0.0,-754371563.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20230311
20220930,--,--,--,--,305019624.89,--,1582023183.01,--,3665286769.13,--,--,77975009.59,--,12926232.36,112607132.52,5428128.9,1528615705.24,--,1737552208.61,--,792469806.93,--,689740654.29,33832077.87,--,3455064052.36,0.0,--,4178636784.52,1112023299.08,3050363.43,--,--,3386166977.59,--,--,--,199200000.0,111439689.63,--,0.0,--,--,310639689.63,67552000.0,5498653.8,196502428.0,--,--,269553081.8,--,41086607.83,69418082.73,2830709058.01,0.0,2830709058.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,--,--,--,142707136.11,--,2203061053.01,--,3099558513.5,--,--,82833478.46,--,33618257.92,1325942972.84,6142301.37,1899370931.52,--,3347907942.11,--,-2402675966.83,--,1355476518.49,52733499.13,--,547805036.4,--,--,1972435654.02,1531829325.24,15814562.77,--,--,4375111620.85,--,--,--,--,10000000.0,--,21993172.0,--,--,330941372.0,16655180.0,30324566.75,15845020.0,--,--,62824766.75,--,268116605.25,26594584.92,-2356314205.27,0.0,-2356314205.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220820
20220331,--,--,--,--,292352233.11,--,1500808090.88,--,4185608941.27,--,--,127038076.88,--,69940414.07,1244900139.51,6270096.37,1737683203.0,--,3185831929.83,--,223085179.72,--,145225972.61,422200.78,--,1617954301.95,--,--,1763602475.34,619053307.43,-8563011.81,--,--,1540517295.62,--,--,--,--,118056940.0,--,49215140.0,--,--,167272080.0,91741861.82,5599456.87,14125844.0,--,--,111467162.69,--,55804917.31,-13306120.81,1265360987.66,2955475462.67,4220836450.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,--,--,--,62431629.79,--,4167016259.11,--,3144198182.43,--,--,80120732.07,--,3340273.84,-1271019138.57,6828190.31,4168044493.91,--,2987314551.56,--,-200356706.05,--,307495489.01,90962944.0,--,10997746823.03,--,--,11396302201.84,-657357501.72,22995739.5,--,--,11596658907.89,--,--,--,0.0,487514665.44,--,--,--,--,589241258.03,482405280.0,5626721.62,30471447.99,--,--,518503449.61,--,70737808.42,-10976176.88,16288556.36,0.0,16288556.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220315
20210930,--,--,--,--,138707338.89,--,2558446660.48,--,5307197888.28,--,--,68164319.58,--,22494591.52,732177174.22,7440290.39,2696745577.07,--,3527021952.78,--,-3362119959.4,--,337342854.55,1205435.53,--,118388451.81,--,--,456936741.89,1660617775.44,9762692.08,0.0,--,3819056701.29,--,--,--,0.0,89991808.0,--,--,--,--,89991808.0,80000000.0,5694866.59,56232927.75,--,--,141927794.34,--,-51935986.34,-19835405.31,-1653715415.55,0.0,-1653715415.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211021
20210630,--,--,--,--,202779284.91,--,1797031630.82,--,4768379665.93,--,--,65564481.88,--,24942431.4,700078163.26,9217534.26,1863625849.04,--,2663428459.84,--,-492282303.48,--,1214606145.06,716867.64,--,459876756.66,--,--,1675199769.36,1151425761.1,15858195.68,0.0,--,2167482072.84,--,--,--,0.0,-29991808.0,--,--,--,--,-160660444.0,70024000.0,6406261.04,-83225944.0,--,--,-6795682.96,--,-153864761.04,-18678584.94,1440125556.63,0.0,1440125556.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210817
20210331,--,--,--,--,121796472.08,--,2257427394.84,--,3696393254.43,--,--,103713266.31,--,9689096.53,563141555.54,10511713.17,2103816808.9,--,2790872440.45,--,-822464938.1,--,378247313.72,65113.78,--,1143793730.46,--,--,1522106157.96,248895818.78,10355052.99,33333333.0,--,2344571096.06,--,--,--,361149941.02,185400000.0,--,130668636.0,--,--,677218577.02,185400000.0,6542695.83,84653009.89,--,--,276595705.72,--,400622871.3,16236045.65,499914792.83,2652861972.4,3152776765.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,--,--,--,174354819.53,--,2160895198.43,--,3689475840.55,--,--,60444989.93,--,7035965.0,-968232325.59,12617216.99,1739411659.29,--,851277505.63,--,-2597616700.81,--,-2188856247.08,-157942330.59,--,3120091905.23,--,--,773459379.45,-776075273.41,29684082.25,--,--,3371076080.26,--,--,--,16270.41,64080565.31,--,--,--,--,64096835.72,239146768.32,10329645.35,-246298053.13,--,--,3178360.54,--,60918475.18,17581807.7,319081916.99,0.0,319081916.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210316
20200930,--,--,--,--,85933283.49,--,2769432868.72,--,5182891937.22,--,--,53588117.79,--,14012080.47,771821111.43,10965147.96,3062098129.27,--,3912409071.24,--,-2111372501.65,--,1283770562.05,-5372981.23,--,3796783064.9,--,--,5075180645.72,1153377609.61,16704833.28,--,--,7186553147.37,--,--,--,3679900.0,152300920.0,--,--,--,--,155980820.0,478325120.0,33530850.0,--,--,--,808737042.0,--,-652756222.0,3551962.75,-1490093894.92,0.0,-1490093894.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,--,138285525.95,--,2743202785.9,--,3090683488.56,--,--,56767319.63,--,16321866.25,28950441.56,10410206.6,2923281997.54,--,3035807347.26,--,369441227.63,--,2142821087.08,41211410.9,--,288572746.92,--,--,2472605244.9,1786661547.13,17695950.01,--,--,2103164017.27,--,--,--,0.0,400647552.0,--,--,--,--,327864224.0,226074880.0,34962661.19,--,--,--,183164069.19,--,144700154.81,88931760.46,657949284.2,0.0,657949284.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200828
20200331,--,--,--,--,102277951.78,--,2579937200.46,--,5008750349.96,--,--,62291932.05,--,8347672.15,1804984735.4,7383728.7,2306268486.49,--,4189276554.79,--,383405284.94,--,252383757.03,170887209.02,--,272242794.0,--,--,695513760.05,111896367.35,11736581.06,--,--,312108475.11,--,--,--,4137036.18,150000000.0,--,72783328.0,--,--,226920364.18,150000000.0,6319399.86,77873472.0,--,--,234192871.86,--,-7272507.68,-87922804.03,1107683768.4,2058240897.73,3165924666.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200428
20191231,--,--,--,--,74432600.97,--,2062426403.15,--,-378782614.47,--,--,48813414.89,--,17512135.34,-3235910859.67,2079451.98,3123149856.59,--,-28923986.06,--,-484754270.12,--,9850494.45,-33038159.79,--,1156248569.31,--,--,1133095032.11,-767554585.27,45034485.54,--,--,1617849302.23,--,--,--,2049056.6,144642437.42,--,--,--,--,146691494.02,150000000.0,5876238.88,-30199828.83,--,--,125676410.05,--,21015083.97,2593710.63,-811004103.94,0.0,-811004103.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200314
