报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20221231,2126897000.0,1830144000.0,3299178000.0,1469034000.0,182397000.0,249691000.0,67294000.0,365662000.0,31228000.0,--,-82805000.0,-162155000.0,-16507000.0,4648000.0,5513000.0,1379870000.0,12396000.0,791796000.0,26473000.0,--,--,--,747027000.0,7410000.0,3985000.0,--,--,--,750452000.0,58920000.0,--,--,--,691532000.0,27204000.0,664328000.0,-269340000.0,422192000.0,27204000.0,394988000.0,--,0.24,0.19,20230324
20220930,2308097000.0,2005236000.0,3398632000.0,1393396000.0,3578000.0,56235000.0,52657000.0,240532000.0,--,--,-103803000.0,141882000.0,14150000.0,4452000.0,2070000.0,1221112000.0,10732000.0,911118000.0,0.0,--,--,--,1086985000.0,9452000.0,5047000.0,--,--,--,1091390000.0,160952000.0,--,--,--,930438000.0,51545000.0,878893000.0,-65604000.0,864834000.0,51545000.0,813289000.0,--,0.32,--,20221028
20220630,2246162000.0,1928871000.0,3342017000.0,1413146000.0,1424000.0,34815000.0,33391000.0,188095000.0,--,--,-42682000.0,154848000.0,6217000.0,4069000.0,5320000.0,1572836000.0,11999000.0,888566000.0,--,--,--,--,673326000.0,1353000.0,5778000.0,--,--,--,668901000.0,75238000.0,--,--,--,593663000.0,52231000.0,541432000.0,44253000.0,637916000.0,52231000.0,585685000.0,--,0.2,--,20220816
20220331,2127578000.0,1847217000.0,3192896000.0,1345679000.0,544000.0,48720000.0,48176000.0,183735000.0,--,--,94421000.0,-9961000.0,9354000.0,2161000.0,107000.0,1271310000.0,11887000.0,806765000.0,--,--,--,--,856268000.0,1949000.0,5106000.0,--,--,--,853111000.0,141856000.0,--,--,--,711255000.0,52177000.0,659078000.0,161447000.0,872702000.0,52177000.0,820525000.0,--,0.24,--,20220423
20211231,2022022000.0,1818972000.0,3100576000.0,1281604000.0,47404000.0,93987000.0,46583000.0,95275000.0,23466000.0,--,34800000.0,14112000.0,4082000.0,752000.0,6625000.0,1429019000.0,11171000.0,887107000.0,--,--,--,--,593003000.0,3478000.0,6206000.0,--,--,--,590275000.0,41007000.0,--,--,--,549268000.0,21652000.0,527616000.0,42569000.0,591837000.0,21652000.0,570185000.0,--,0.19,--,20220331
20210930,1953554000.0,1747509000.0,2992225000.0,1244716000.0,-3129000.0,54216000.0,57345000.0,102919000.0,21868000.0,--,96934000.0,-11230000.0,19706000.0,621000.0,224000.0,1125089000.0,10926000.0,825673000.0,--,--,--,--,828465000.0,2909000.0,4058000.0,--,--,--,827316000.0,130647000.0,--,--,--,696669000.0,36963000.0,659706000.0,124978000.0,821647000.0,36963000.0,784684000.0,--,0.24,--,20211021
20210630,1897087000.0,1634843000.0,2812671000.0,1177828000.0,111156000.0,149751000.0,38595000.0,99660000.0,18332000.0,--,20520000.0,8852000.0,18548000.0,2243000.0,1265000.0,1320354000.0,10649000.0,739334000.0,--,--,--,--,576733000.0,1536000.0,5761000.0,--,--,--,572508000.0,63915000.0,--,--,--,508593000.0,42024000.0,466569000.0,-76141000.0,432452000.0,42024000.0,390428000.0,--,0.18,--,20210817
20210331,1782776000.0,1490041000.0,2579146000.0,1089105000.0,82186000.0,129974000.0,47788000.0,218153000.0,15000000.0,--,-16236000.0,-14008000.0,19279000.0,3207000.0,154000.0,1076278000.0,10982000.0,716965000.0,--,--,--,--,706498000.0,1884000.0,2906000.0,--,--,--,705476000.0,118796000.0,--,--,--,586680000.0,52492000.0,534188000.0,92625000.0,679305000.0,52492000.0,626813000.0,--,0.19,--,20210430
20201231,1594971000.0,1460211000.0,2530567000.0,1070356000.0,1141000.0,69841000.0,68700000.0,29175000.0,7200000.0,--,56542000.0,22793000.0,15788000.0,872000.0,8449000.0,1137421000.0,9923000.0,812367000.0,3247000.0,--,--,--,457550000.0,4043000.0,4000000.0,--,--,--,457593000.0,27738000.0,--,--,--,429855000.0,21473000.0,408382000.0,42348000.0,472203000.0,21473000.0,450730000.0,--,0.15,--,20210331
20200930,1570423000.0,1474638000.0,2560169000.0,1085531000.0,19931000.0,82887000.0,62956000.0,17304000.0,11135000.0,--,8853000.0,16451000.0,29905000.0,1893000.0,1448000.0,899772000.0,9961000.0,646105000.0,0.0,--,--,--,670651000.0,3463000.0,4562000.0,--,--,--,669552000.0,108491000.0,--,--,--,561061000.0,32448000.0,528613000.0,-153889000.0,407172000.0,32448000.0,374724000.0,--,0.19,0.19,20201028
