报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,34242641000.0,4702919000.0,--,5786080000.0,240018565000.0,26424868000.0,138648125000.0,74829581000.0,115991000.0,--,--,37901000.0,42172739000.0,--,--,--,--,331860660000.0,--,--,--,2365600000.0,--,3081803000.0,--,449448000.0,--,4444509000.0,4368000.0,984207000.0,--,--,670317628000.0,--,4043966000.0,42503945000.0,33207790000.0,--,140532000.0,9380766000.0,381683844000.0,681289000.0,856430000.0,--,--,--,--,--,140917095000.0,--,269401000.0,3389436000.0,--,--,617214838000.0,--,3474522000.0,5981013000.0,--,--,8044883000.0,--,677074000.0,3910149000.0,21518709000.0,7390759000.0,--,--,--,50997109000.0,2105681000.0,53102790000.0,--,--,670317628000.0,20221027
20220630,--,33238629000.0,4588221000.0,--,3064075000.0,234910340000.0,25500648000.0,133549339000.0,75744362000.0,115991000.0,--,--,7058000.0,48339396000.0,--,--,--,--,328094482000.0,--,--,--,2295846000.0,--,3127539000.0,--,436493000.0,--,4265541000.0,3444000.0,1115459000.0,--,--,663635024000.0,--,9536781000.0,51205279000.0,32141404000.0,--,49395000.0,6396551000.0,376739949000.0,606933000.0,733825000.0,--,--,--,--,--,128844804000.0,--,247230000.0,5510374000.0,--,--,612135475000.0,--,3474505000.0,5981028000.0,4909307000.0,--,8044708000.0,--,613712000.0,3910149000.0,20062052000.0,7390759000.0,--,--,--,49476913000.0,2022636000.0,51499549000.0,--,--,663635024000.0,20220831
20220331,--,39692219000.0,3117667000.0,--,2779046000.0,206418099000.0,19625341000.0,123627444000.0,63049323000.0,115991000.0,--,--,8063000.0,61883630000.0,--,--,--,--,318308540000.0,--,--,--,2289969000.0,--,3143450000.0,--,423938000.0,--,3993107000.0,3507000.0,960741000.0,--,--,643150436000.0,--,9171779000.0,49978322000.0,32017373000.0,--,6463000.0,7404457000.0,357755633000.0,461711000.0,591148000.0,--,--,--,--,--,130329745000.0,--,230813000.0,3453414000.0,--,--,591507890000.0,--,3474505000.0,5981028000.0,5981028000.0,--,8045809000.0,--,744156000.0,3910149000.0,20499125000.0,6967494000.0,--,--,--,49622266000.0,2020280000.0,51642546000.0,--,--,643150436000.0,20220430
20211231,--,37200469000.0,6705902000.0,--,506255000.0,219132286000.0,24580566000.0,130464527000.0,63971202000.0,115991000.0,--,--,4556000.0,37619662000.0,--,--,--,--,306883598000.0,--,--,--,2228158000.0,--,3152421000.0,--,434144000.0,--,3846343000.0,3569000.0,1123154000.0,--,--,618953620000.0,--,13570425000.0,50631405000.0,25860244000.0,--,5772000.0,17179075000.0,338695343000.0,719387000.0,536183000.0,--,--,--,--,--,118852070000.0,--,195231000.0,3365013000.0,--,--,569706925000.0,--,3474505000.0,4909307000.0,4909307000.0,--,8044708000.0,--,911282000.0,3910149000.0,19143032000.0,6880205000.0,--,--,--,47273188000.0,1973507000.0,49246695000.0,--,--,618953620000.0,20220401
20210930,--,33915323000.0,7563421000.0,--,668924000.0,207452356000.0,23414987000.0,124652793000.0,59272256000.0,112320000.0,--,--,38494000.0,48672094000.0,--,--,--,--,303221389000.0,--,--,--,2122477000.0,--,3126916000.0,--,381450000.0,--,3781357000.0,3631000.0,1680984000.0,--,--,612740988000.0,--,17895439000.0,37081081000.0,26093603000.0,--,6020000.0,17875447000.0,336567592000.0,648776000.0,850813000.0,--,--,--,--,--,122252558000.0,--,198503000.0,4442106000.0,--,--,564003295000.0,--,3474505000.0,4909307000.0,4909307000.0,--,8038476000.0,--,762400000.0,3458521000.0,19292034000.0,6880205000.0,--,--,--,46815448000.0,1922245000.0,48737693000.0,--,--,612740988000.0,20211030
20210630,--,34529426000.0,8584706000.0,--,2239482000.0,196245595000.0,21041545000.0,121429543000.0,53662187000.0,112320000.0,--,--,11918000.0,53856316000.0,--,--,--,--,299867341000.0,--,--,--,2040925000.0,--,3155556000.0,--,380870000.0,--,3681597000.0,3693000.0,1841597000.0,--,--,606552941000.0,--,19125959000.0,31844024000.0,28341897000.0,--,6840000.0,9917541000.0,339823749000.0,574367000.0,827084000.0,--,--,--,--,--,123238692000.0,--,235301000.0,5518003000.0,--,--,559547141000.0,--,3474505000.0,4909307000.0,4909307000.0,--,8038476000.0,--,494532000.0,3458521000.0,17880224000.0,6880205000.0,--,--,--,45135770000.0,1870030000.0,47005800000.0,--,--,606552941000.0,20210831
20210331,--,33120323000.0,4730441000.0,--,2978388000.0,196178442000.0,29382960000.0,116518548000.0,49999934000.0,277000000.0,--,--,5756000.0,50877696000.0,--,--,--,--,287251904000.0,--,--,--,1997450000.0,--,3220481000.0,--,371966000.0,--,3500561000.0,2525000.0,1700164000.0,--,--,586058847000.0,--,30205857000.0,29491825000.0,26269940000.0,--,6138000.0,13970480000.0,325784002000.0,422213000.0,773234000.0,--,--,--,--,--,106290100000.0,--,232525000.0,5552847000.0,--,--,539119241000.0,--,3474505000.0,4909307000.0,4909307000.0,--,8038476000.0,--,364215000.0,3458521000.0,18535812000.0,6295346000.0,--,--,--,45076182000.0,1863424000.0,46939606000.0,--,--,586058847000.0,20210429
20201231,--,35305289000.0,4288991000.0,--,2693485000.0,190785416000.0,31204210000.0,113700026000.0,45604180000.0,277000000.0,--,--,4543000.0,45677021000.0,--,--,--,--,272259348000.0,--,--,--,1945081000.0,--,3233280000.0,--,379381000.0,--,3353016000.0,2575000.0,1583307000.0,--,--,561641397000.0,--,32054204000.0,27724168000.0,22279169000.0,--,6904000.0,15354359000.0,314500257000.0,707531000.0,734444000.0,--,--,--,--,--,101040342000.0,--,390402000.0,4729559000.0,--,--,519647183000.0,--,3127055000.0,4909307000.0,4909307000.0,--,4680638000.0,--,602454000.0,3458521000.0,17101676000.0,6295346000.0,--,--,--,40174997000.0,1819217000.0,41994214000.0,--,--,561641397000.0,20210331
20200930,--,36827236000.0,4457411000.0,--,2141537000.0,186187076000.0,27207988000.0,114224182000.0,44477906000.0,277000000.0,--,--,4442000.0,48906077000.0,--,--,--,--,257703443000.0,--,--,--,1875629000.0,--,3111345000.0,--,332478000.0,--,3155270000.0,2740000.0,2099448000.0,--,--,546941032000.0,--,30195064000.0,19608219000.0,20248567000.0,--,6904000.0,11137612000.0,311232518000.0,517750000.0,917017000.0,--,--,--,--,--,106121856000.0,--,206729000.0,4829648000.0,--,--,505152450000.0,--,3127055000.0,4909307000.0,4909307000.0,--,4680638000.0,--,690221000.0,3026522000.0,17374005000.0,6232010000.0,--,--,--,40039758000.0,1748824000.0,41788582000.0,--,--,546941032000.0,20201222
20200630,--,33433777000.0,4134940000.0,--,3844664000.0,174204135000.0,29122305000.0,105360708000.0,39444122000.0,277000000.0,--,--,4007000.0,51012739000.0,--,--,--,--,255231236000.0,--,--,--,1831412000.0,--,3094001000.0,--,333408000.0,--,2905104000.0,3529000.0,2072069000.0,--,--,532221715000.0,--,25877279000.0,9358042000.0,20343041000.0,--,7761000.0,19589256000.0,302850600000.0,502496000.0,899784000.0,--,--,--,--,--,107744773000.0,--,280310000.0,4191013000.0,--,--,491752714000.0,--,3127055000.0,4909307000.0,4909307000.0,--,4680638000.0,--,756642000.0,3026522000.0,16025969000.0,6232010000.0,--,--,--,38758143000.0,1710858000.0,40469001000.0,--,--,532221715000.0,20201222
