报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,4196796000.0,2706341000.0,--,1687179000.0,0.0,-6139818000.0,--,2439299000.0,2561742000.0,198301000.0,130154000.0,-25657000.0,70067000.0,112278000.0,665826000.0,-1199218000.0,--,2513493000.0,--,-160560000.0,--,33445405000.0,-1333000.0,--,--,--,--,33444078000.0,33454847000.0,149791000.0,--,--,33604638000.0,--,--,--,--,--,--,--,--,--,--,0.0,31603000.0,4966000.0,--,--,36569000.0,--,1774504000.0,41163000.0,1580913000.0,0.0,1580913000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221026
20220630,--,4677786000.0,927072000.0,--,1711143000.0,40000000.0,-3425092000.0,--,4107302000.0,3048356000.0,-402301000.0,140401000.0,-149757000.0,82319000.0,124627000.0,774183000.0,10593000.0,--,3628421000.0,--,12147000.0,--,7760776000.0,54392000.0,--,--,--,--,7815168000.0,7794722000.0,8299000.0,--,--,7803021000.0,--,--,--,--,--,--,--,--,--,--,0.0,391184000.0,591000.0,--,--,391775000.0,--,-391775000.0,37485000.0,136738000.0,0.0,136738000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220816
20220331,--,1879696000.0,102412000.0,--,1631499000.0,60000000.0,2937503000.0,--,6688490000.0,5159663000.0,270907000.0,199780000.0,-97011000.0,70622000.0,143646000.0,938386000.0,11144000.0,--,6697137000.0,--,369799000.0,--,13501223000.0,118037000.0,--,--,--,--,13619260000.0,13201574000.0,47887000.0,--,--,13249461000.0,--,--,--,--,--,--,--,--,--,--,200000000.0,18050000.0,2622000.0,--,--,220672000.0,--,-220672000.0,-4210000.0,136270000.0,2311313000.0,2447583000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220430
20211231,--,5219536000.0,1263368000.0,--,1436824000.0,931000000.0,-872449000.0,--,7989295000.0,126140000.0,270162000.0,183751000.0,44753000.0,64378000.0,215197000.0,379804000.0,17549000.0,--,1301734000.0,--,-7150501000.0,--,4046876000.0,39939000.0,1554000.0,--,--,--,4088369000.0,11187088000.0,51782000.0,--,--,11238870000.0,--,--,--,--,--,1316388000.0,--,--,--,1316388000.0,1120000000.0,39236000.0,2112000.0,--,--,1161348000.0,--,155040000.0,-11315000.0,-319215000.0,-2000.0,-319217000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220330
20210930,--,-3480496000.0,-208064000.0,--,1672258000.0,669000000.0,796314000.0,--,-564564000.0,596193000.0,-784154000.0,121129000.0,130644000.0,87502000.0,167518000.0,657497000.0,158800000.0,--,1135129000.0,--,-205162000.0,--,9151456000.0,21754000.0,-4000.0,--,--,--,9173206000.0,9342657000.0,35711000.0,--,--,9378368000.0,--,--,--,--,--,--,--,--,--,--,0.0,1708000.0,4436000.0,--,--,6144000.0,--,993856000.0,-8819000.0,-919818000.0,0.0,-919818000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,4329619000.0,-818906000.0,--,1755619000.0,--,-1395315000.0,--,3780758000.0,6449550000.0,228868000.0,111577000.0,167302000.0,76912000.0,52706000.0,782787000.0,756439000.0,--,8626141000.0,--,6484115000.0,--,11691030000.0,172160000.0,19000.0,--,--,--,11863209000.0,5318424000.0,60670000.0,--,--,5379094000.0,--,--,--,--,--,--,--,--,--,--,0.0,391711000.0,392000.0,--,--,392103000.0,--,-392103000.0,0.0,1246629000.0,-357761000.0,888868000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210828
20210331,--,5316798000.0,-85528000.0,--,1320730000.0,--,2126086000.0,--,8698832000.0,4150690000.0,-219415000.0,198672000.0,6473000.0,73868000.0,197479000.0,712221000.0,-353070000.0,--,4766918000.0,--,1590066000.0,--,3964355000.0,26937000.0,41000.0,--,--,--,3991333000.0,2371272000.0,29995000.0,--,--,2401267000.0,--,--,--,--,--,--,--,--,--,--,6180000000.0,14501000.0,2512000.0,--,--,6197013000.0,--,-6197013000.0,3503000.0,-671530000.0,3333010000.0,2661480000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,-632553000.0,1317726000.0,--,1144828000.0,5394258000.0,--,--,7352277000.0,1431616000.0,323044000.0,232971000.0,--,84118000.0,326478000.0,398563000.0,--,--,3264938000.0,--,-4240828000.0,--,13816176000.0,106490000.0,245000.0,--,--,--,13922911000.0,18076348000.0,87391000.0,--,--,18163739000.0,--,--,--,--,--,1000000000.0,--,--,--,1000000000.0,0.0,0.0,--,--,--,0.0,--,1000000000.0,-8629000.0,837881000.0,-1000.0,837880000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210331
20200930,--,-151781000.0,441426000.0,--,1498007000.0,1351237000.0,--,--,3116787000.0,2637850000.0,-334768000.0,97204000.0,--,70949000.0,-74048000.0,423508000.0,--,--,2820697000.0,--,776801000.0,--,21306898000.0,91568000.0,61000.0,--,--,--,21398526000.0,20595122000.0,26603000.0,--,--,20621725000.0,--,--,--,--,--,0.0,--,--,--,0.0,730000000.0,0.0,--,--,--,730000000.0,--,-730000000.0,-17645000.0,325246000.0,0.0,325246000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201031
20200630,--,5014490000.0,319534000.0,--,1399231000.0,-2399884000.0,--,--,4325338000.0,3860593000.0,34050000.0,75895000.0,--,86166000.0,5226000.0,418490000.0,--,--,4480418000.0,--,1346620000.0,--,18516962000.0,131848000.0,-27000.0,--,--,--,18648784000.0,17283276000.0,18888000.0,--,--,17302164000.0,--,--,--,--,--,0.0,--,--,--,0.0,750000000.0,--,--,--,--,1140959000.0,--,-1140959000.0,6260000.0,56843000.0,0.0,56843000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200827
20200331,--,5245136000.0,165689000.0,--,1057923000.0,-3954718000.0,--,1000.0,2533157000.0,3418196000.0,-1364353000.0,172219000.0,--,72627000.0,250994000.0,863939000.0,--,--,3413622000.0,--,-3274684000.0,--,10848605000.0,192232000.0,30000.0,--,--,--,11040867000.0,14294470000.0,21081000.0,--,--,14315551000.0,--,--,--,--,--,6736998000.0,--,--,--,6736998000.0,2870000000.0,--,--,--,--,2870000000.0,--,3866998000.0,1927000.0,-286225000.0,2041503000.0,1755278000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200425
20191231,--,1294184000.0,107997000.0,--,1177400000.0,6079095000.0,--,--,8724699000.0,1120944000.0,-458588000.0,202315000.0,--,97669000.0,1187000.0,827505000.0,--,--,1791031000.0,--,-4664096000.0,--,13257748000.0,233365000.0,-78000.0,--,--,--,13491003000.0,18066914000.0,88185000.0,--,--,18155099000.0,--,--,--,--,--,2676244000.0,--,--,--,2676244000.0,5444001000.0,0.0,--,--,--,5444002000.0,--,-2767757000.0,-14586000.0,-512771000.0,1000.0,-512771000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200331
20190930,--,4208106000.0,-643431000.0,--,1343772000.0,-4490051000.0,--,--,196270000.0,1652771000.0,-640669000.0,127640000.0,--,50856000.0,121645000.0,128472000.0,--,2000.0,1440717000.0,--,6226554000.0,--,17695960000.0,161154000.0,--,--,--,--,17857253000.0,11633956000.0,-3257000.0,--,--,11630699000.0,--,--,--,--,--,6547450000.0,--,--,--,6547450000.0,10325999000.0,0.0,--,--,--,10325998000.0,-2000.0,-3778550000.0,16766000.0,1220324000.0,0.0,1220324000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20191029
20190630,--,-1195646000.0,2246603000.0,--,888189000.0,6481589000.0,--,--,8609945000.0,2781972000.0,1349707000.0,129462000.0,--,52630000.0,43578000.0,-1167439000.0,--,0.0,3189910000.0,--,-198537000.0,--,22349097000.0,131253000.0,--,--,--,--,22480349000.0,22649939000.0,28947000.0,--,--,22678886000.0,--,--,--,--,--,6816395000.0,--,--,--,6816395000.0,12254001000.0,--,--,--,--,12347493000.0,0.0,-5531098000.0,12333000.0,-297268000.0,0.0,-297267000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20190802
20190331,--,4521335000.0,-84079000.0,--,1596706000.0,-1518512000.0,--,1000.0,4626574000.0,1989795000.0,-640070000.0,144856000.0,--,73865000.0,173982000.0,2526933000.0,--,-1000.0,4269360000.0,--,-6178089000.0,--,19738216000.0,17965000.0,--,1000.0,--,--,19756182000.0,25901459000.0,32812000.0,--,--,25934271000.0,--,--,--,--,--,13061591000.0,--,--,--,13061591000.0,8125999000.0,--,--,--,--,8125999000.0,1000.0,4935593000.0,-12228000.0,-897510000.0,2528726000.0,1631216000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20190426
20181231,--,2503138000.0,547012000.0,--,1299236000.0,-4929903000.0,--,--,-560420000.0,1238598000.0,-249720000.0,144071000.0,--,67264000.0,20176000.0,646778000.0,--,--,1867167000.0,--,1037307000.0,--,12276113000.0,201591000.0,210000.0,--,--,--,12477914000.0,11233345000.0,207262000.0,--,--,11440607000.0,--,--,--,--,--,11661263000.0,--,--,--,10867556000.0,9690000000.0,0.0,--,--,--,8882603000.0,--,1984953000.0,-24161000.0,570512000.0,0.0,570512000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20190315
20180930,--,2156467000.0,384918000.0,--,1183316000.0,-2117201000.0,--,--,1512894000.0,2377315000.0,712950000.0,123115000.0,--,60825000.0,82816000.0,479128000.0,--,--,3836149000.0,--,-522830000.0,--,14845518000.0,187626000.0,1876000.0,--,--,--,15035019000.0,15526059000.0,31790000.0,--,--,15557849000.0,--,--,--,--,--,15017004000.0,--,--,--,15810711000.0,12520000000.0,0.0,--,--,--,13327397000.0,--,2483314000.0,28486000.0,-334285000.0,0.0,-334285000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20181026
20180630,--,328968000.0,27547000.0,--,1090853000.0,-5156556000.0,--,--,-3600571000.0,2223572000.0,354007000.0,96937000.0,--,56249000.0,136518000.0,926366000.0,--,--,3793648000.0,--,4996874000.0,--,16250463000.0,195386000.0,--,--,--,--,16447150000.0,11420753000.0,29523000.0,--,--,11450276000.0,--,--,--,--,--,10553696000.0,--,--,--,9821974000.0,6880000000.0,--,--,--,--,6982049000.0,--,2839925000.0,30449000.0,473028000.0,0.0,473028000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20180828
20180331,--,-95470000.0,-1165959000.0,--,1215910000.0,3161720000.0,--,--,3204434000.0,2063207000.0,-235948000.0,208438000.0,--,81781000.0,125675000.0,713256000.0,--,1000.0,2956410000.0,--,-3456949000.0,--,19040045000.0,92711000.0,--,--,--,--,19132756000.0,22554686000.0,35019000.0,--,--,22589705000.0,--,--,--,--,--,7128501000.0,731722000.0,--,--,7860223000.0,6470000000.0,--,81286000.0,--,--,6551286000.0,--,1308937000.0,-25083000.0,-1925070000.0,3744542000.0,1819472000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20180427
20171231,--,475172000.0,1293460000.0,--,1223623000.0,-2737644000.0,--,--,138078000.0,791749000.0,-179176000.0,95659000.0,--,94852000.0,-201026000.0,532669000.0,--,--,1134726000.0,--,-7659844000.0,--,17711043000.0,312249000.0,134000.0,--,--,--,18023426000.0,25570489000.0,112780000.0,--,--,25683270000.0,--,--,--,--,--,9655572000.0,--,--,--,9655572000.0,8355291000.0,4400000.0,--,--,--,8359691000.0,--,1295881000.0,-3361000.0,-7363970000.0,0.0,-7363971000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20180328
20170930,--,2770727000.0,-155020000.0,--,1176055000.0,311281000.0,--,--,4142886000.0,802238000.0,187979000.0,188596000.0,--,43434000.0,357733000.0,334550000.0,--,0.0,1914530000.0,--,7019418000.0,--,7726284000.0,60000.0,806000.0,--,--,--,7727150000.0,671389000.0,36344000.0,--,--,707732000.0,--,--,--,--,--,8493448000.0,--,--,--,8493448000.0,8314709000.0,12244000.0,--,--,--,8326953000.0,--,166495000.0,-4084000.0,9410183000.0,0.0,9410184000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20171030
20170630,--,-26586000.0,14024000.0,--,1078535000.0,245387000.0,--,--,1445871000.0,628564000.0,-334452000.0,94932000.0,--,68779000.0,36653000.0,451623000.0,--,0.0,946100000.0,--,-3454431000.0,--,12356825000.0,0.0,--,--,--,--,12356913000.0,15666687000.0,144656000.0,--,2000.0,15811344000.0,--,--,--,--,--,--,--,--,--,8548632000.0,--,--,--,--,--,9715257000.0,--,-1166625000.0,1935000.0,-4119349000.0,0.0,-4119350000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20170829
20170331,--,2047516000.0,-122381000.0,--,1158563000.0,275374000.0,--,--,3443393000.0,1175196000.0,1013301000.0,193158000.0,--,53080000.0,187214000.0,519104000.0,--,1000.0,3141053000.0,--,2822600000.0,--,14828310000.0,5445000.0,--,--,--,--,14833755000.0,11969455000.0,41700000.0,--,-1000.0,12011155000.0,--,--,--,--,--,--,2549755000.0,--,--,2549755000.0,--,--,4098602000.0,--,--,4098602000.0,--,-1548847000.0,-6432000.0,1569661000.0,4248018000.0,5817679000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20170428
