报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20221231,--,629201000000.0,--,4607000000.0,5668000000.0,--,--,--,639476000000.0,356837000000.0,54626000000.0,--,49643000000.0,20570000000.0,73640000000.0,3731000000.0,--,--,567825000000.0,8778000000.0,71651000000.0,-73285000000.0,393076000000.0,49202000000.0,464000000.0,--,--,--,442742000000.0,508525000000.0,530000000.0,6576000000.0,396000000.0,--,--,516027000000.0,--,-73285000000.0,--,--,215000000.0,3000000000.0,842000000.0,23292000000.0,--,27349000000.0,3804000000.0,13839000000.0,--,1149000000.0,--,18792000000.0,--,8557000000.0,400000000.0,7323000000.0,33276000000.0,40599000000.0,--,34325000000.0,2652000000.0,2477000000.0,1215000000.0,--,--,--,-321000000.0,--,579000000.0,--,-56656000000.0,--,--,--,-20015000000.0,22214000000.0,--,83870000000.0,--,71651000000.0,--,--,--,21952000000.0,21910000000.0,19509000000.0,11978000000.0,--,--,7323000000.0,20230325
20220930,--,462696000000.0,--,3726000000.0,4936000000.0,--,--,--,471358000000.0,259109000000.0,39969000000.0,--,39048000000.0,22962000000.0,49940000000.0,3398000000.0,--,--,418887000000.0,4461000000.0,52471000000.0,-47364000000.0,290853000000.0,35903000000.0,561000000.0,--,--,--,327317000000.0,372353000000.0,292000000.0,1736000000.0,300000000.0,--,--,374681000000.0,--,-47364000000.0,--,--,--,3000000000.0,784000000.0,486000000.0,--,4270000000.0,3560000000.0,12594000000.0,--,874000000.0,--,17028000000.0,--,-12758000000.0,1208000000.0,-6443000000.0,33276000000.0,26833000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,323906000000.0,--,2469000000.0,1967000000.0,--,--,--,328342000000.0,169146000000.0,27685000000.0,--,25966000000.0,14772000000.0,37376000000.0,2255000000.0,--,--,278637000000.0,1437000000.0,49705000000.0,-24948000000.0,192700000000.0,24192000000.0,109000000.0,--,--,--,217001000000.0,240509000000.0,261000000.0,1056000000.0,123000000.0,--,--,241949000000.0,--,-24948000000.0,--,--,--,3000000000.0,256000000.0,--,--,3256000000.0,60000000.0,2552000000.0,--,24710000000.0,--,27322000000.0,--,-24066000000.0,347000000.0,1038000000.0,33276000000.0,34314000000.0,--,24807000000.0,1675000000.0,1215000000.0,593000000.0,--,--,--,-80000000.0,--,-92000000.0,--,-32432000000.0,--,--,--,-69128000000.0,16559000000.0,--,105912000000.0,--,49705000000.0,--,--,--,20297000000.0,21910000000.0,15584000000.0,11978000000.0,--,--,1038000000.0,20220827
20220331,--,172712000000.0,--,4657000000.0,1561000000.0,--,--,--,178930000000.0,101598000000.0,12794000000.0,--,15654000000.0,5003000000.0,17607000000.0,1880000000.0,--,--,155312000000.0,776000000.0,23618000000.0,-7132000000.0,113625000000.0,9953000000.0,122000000.0,--,--,--,123700000000.0,129944000000.0,86000000.0,631000000.0,171000000.0,--,--,130832000000.0,--,-7132000000.0,--,--,--,3000000000.0,227000000.0,--,--,3227000000.0,58000000.0,746000000.0,--,16291000000.0,--,17095000000.0,--,-13868000000.0,-12000000.0,2606000000.0,33276000000.0,35882000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,600020000000.0,--,5383000000.0,4206000000.0,--,--,--,609609000000.0,337457000000.0,49964000000.0,--,51264000000.0,17301000000.0,70203000000.0,2438000000.0,--,--,536878000000.0,8251000000.0,72731000000.0,-81555000000.0,237562000000.0,41944000000.0,494000000.0,--,416000000.0,--,280416000000.0,357419000000.0,594000000.0,3655000000.0,303000000.0,--,--,361971000000.0,--,-81555000000.0,--,--,292000000.0,2000000000.0,--,--,--,2292000000.0,15247000000.0,13329000000.0,177000000.0,9400000000.0,--,38153000000.0,--,-35861000000.0,-248000000.0,-44933000000.0,78209000000.0,33276000000.0,--,30602000000.0,1518000000.0,2385000000.0,958000000.0,--,--,--,-330000000.0,--,-636000000.0,--,-62835000000.0,--,--,--,-5422000000.0,8630000000.0,--,96575000000.0,--,72731000000.0,--,--,--,21910000000.0,23476000000.0,11978000000.0,55709000000.0,--,--,-44933000000.0,20220326
20210930,--,431517000000.0,--,2668000000.0,3209000000.0,--,--,--,437394000000.0,243042000000.0,37336000000.0,--,39071000000.0,13128000000.0,46585000000.0,2068000000.0,--,--,390458000000.0,9228000000.0,46936000000.0,-50472000000.0,256062000000.0,32489000000.0,508000000.0,--,416000000.0,--,289475000000.0,337273000000.0,433000000.0,1800000000.0,441000000.0,--,--,339947000000.0,--,-50472000000.0,--,--,287000000.0,2000000000.0,--,--,--,2287000000.0,171000000.0,12376000000.0,--,30338000000.0,--,42885000000.0,--,-40598000000.0,-98000000.0,-44232000000.0,78209000000.0,33977000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-29646000000.0,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,296084000000.0,--,1991000000.0,1972000000.0,--,--,--,300047000000.0,153758000000.0,25502000000.0,--,27160000000.0,12127000000.0,30445000000.0,914000000.0,--,--,251692000000.0,1786000000.0,48355000000.0,-14057000000.0,149984000000.0,19171000000.0,478000000.0,--,416000000.0,--,170049000000.0,182162000000.0,342000000.0,1295000000.0,307000000.0,--,--,184106000000.0,--,-14057000000.0,--,--,272000000.0,--,--,--,--,272000000.0,106000000.0,2774000000.0,--,60150000000.0,--,63030000000.0,--,-62758000000.0,-55000000.0,-28515000000.0,78209000000.0,49694000000.0,--,23281000000.0,1618000000.0,1185000000.0,466000000.0,--,--,--,-80000000.0,--,119000000.0,--,-35895000000.0,--,--,--,-53586000000.0,8901000000.0,--,101703000000.0,--,48355000000.0,--,--,--,21560000000.0,23476000000.0,28608000000.0,55709000000.0,--,--,-28515000000.0,20210821
20210331,--,148828000000.0,--,2810000000.0,1660000000.0,--,--,--,153298000000.0,79766000000.0,13209000000.0,--,13995000000.0,3710000000.0,17335000000.0,614000000.0,--,--,130100000000.0,1471000000.0,23198000000.0,-17090000000.0,57676000000.0,13793000000.0,302000000.0,--,--,--,71771000000.0,87861000000.0,316000000.0,625000000.0,59000000.0,--,--,88861000000.0,--,-17090000000.0,--,--,--,--,--,--,--,--,4000000.0,675000000.0,7416000000.0,7838000000.0,--,8517000000.0,--,-8517000000.0,-12000000.0,-2421000000.0,78209000000.0,75788000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,582492000000.0,--,7180000000.0,--,--,--,--,589672000000.0,302752000000.0,48741000000.0,--,64410000000.0,18031000000.0,109561000000.0,2810000000.0,--,--,557805000000.0,11500000000.0,31867000000.0,-51370000000.0,244682000000.0,52309000000.0,202000000.0,--,594000000.0,--,297787000000.0,336610000000.0,787000000.0,11616000000.0,144000000.0,--,--,349157000000.0,--,-51370000000.0,--,9000000.0,592000000.0,8000000000.0,--,27563000000.0,--,36164000000.0,--,13748000000.0,--,1302000000.0,--,15050000000.0,--,21114000000.0,-386000000.0,1225000000.0,76984000000.0,78209000000.0,--,28274000000.0,3839000000.0,2377000000.0,804000000.0,--,--,--,-105000000.0,--,150000000.0,--,-59866000000.0,--,--,--,772000000.0,4501000000.0,--,49853000000.0,--,31867000000.0,--,--,--,23476000000.0,23350000000.0,55709000000.0,53752000000.0,--,--,1225000000.0,20210324
20200930,--,426658000000.0,--,2941000000.0,--,--,--,--,429599000000.0,212340000000.0,35333000000.0,--,52018000000.0,14296000000.0,88832000000.0,2350000000.0,634000000.0,--,413012000000.0,7843000000.0,16587000000.0,-45522000000.0,211140000000.0,38299000000.0,157000000.0,--,594000000.0,751000000.0,250190000000.0,286864000000.0,583000000.0,8214000000.0,51000000.0,--,634000000.0,295712000000.0,--,-45522000000.0,--,9000000.0,205000000.0,8000000000.0,--,24844000000.0,214000000.0,33058000000.0,--,11137000000.0,--,743000000.0,743000000.0,11880000000.0,--,21178000000.0,-298000000.0,-8055000000.0,76984000000.0,68929000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
