报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,1241853000000.0,154041000000.0,--,271383000000.0,4666768000000.0,850318000000.0,3427430000000.0,379298000000.0,9722000000.0,--,--,3831000000.0,100926000000.0,--,--,--,--,6915278000000.0,--,--,--,653000000.0,--,55033000000.0,--,4360000000.0,--,62764000000.0,--,35682000000.0,--,--,13523061000000.0,--,73449000000.0,21721000000.0,53221000000.0,--,4989000000.0,90159000000.0,12265045000000.0,18382000000.0,11093000000.0,--,--,--,--,--,101029000000.0,14000000.0,--,56251000000.0,--,--,12705054000000.0,--,92384000000.0,139983000000.0,--,139983000000.0,125366000000.0,--,7647000000.0,50105000000.0,243482000000.0,157496000000.0,--,--,--,816463000000.0,1544000000.0,818007000000.0,--,--,13523061000000.0,20221027
20220630,--,1229495000000.0,158554000000.0,--,261175000000.0,4556578000000.0,826947000000.0,3345503000000.0,373073000000.0,11055000000.0,--,--,2768000000.0,291126000000.0,--,--,--,--,6757294000000.0,--,--,--,650000000.0,--,54601000000.0,--,4314000000.0,--,61938000000.0,--,37589000000.0,--,--,13426421000000.0,--,139649000000.0,18740000000.0,41983000000.0,--,2670000000.0,39325000000.0,12122517000000.0,17312000000.0,9813000000.0,--,--,--,--,--,102224000000.0,9000000.0,--,81416000000.0,--,--,12585183000000.0,--,92384000000.0,187852000000.0,47869000000.0,139983000000.0,125486000000.0,--,9654000000.0,50105000000.0,216792000000.0,157451000000.0,--,--,--,839724000000.0,1514000000.0,841238000000.0,--,--,13426421000000.0,20220823
20220331,--,1251270000000.0,110140000000.0,--,262705000000.0,4560510000000.0,797132000000.0,3347244000000.0,406553000000.0,9581000000.0,--,--,5293000000.0,334305000000.0,--,--,--,--,6580600000000.0,--,--,--,650000000.0,--,54722000000.0,--,4205000000.0,--,59049000000.0,--,40102000000.0,--,--,13274075000000.0,--,105891000000.0,18710000000.0,60792000000.0,--,3999000000.0,118780000000.0,11919329000000.0,16840000000.0,13229000000.0,--,--,--,--,--,101346000000.0,9000000.0,--,62025000000.0,--,--,12430546000000.0,--,92384000000.0,187853000000.0,47869000000.0,139984000000.0,125486000000.0,--,8629000000.0,50105000000.0,220158000000.0,157407000000.0,--,--,--,842022000000.0,1507000000.0,843529000000.0,--,--,13274075000000.0,20220430
20211231,--,1189458000000.0,90782000000.0,--,280093000000.0,4348620000000.0,750597000000.0,3280003000000.0,306132000000.0,11888000000.0,--,--,6053000000.0,265229000000.0,--,--,--,--,6237199000000.0,--,--,--,--,--,54669000000.0,--,4067000000.0,--,56319000000.0,--,44720000000.0,--,--,12587873000000.0,--,154809000000.0,17316000000.0,42565000000.0,--,5176000000.0,34643000000.0,11354073000000.0,19071000000.0,8721000000.0,--,--,--,--,--,81426000000.0,11000000.0,--,64830000000.0,--,--,11792324000000.0,--,92384000000.0,157855000000.0,47869000000.0,109986000000.0,125486000000.0,--,12054000000.0,50105000000.0,198840000000.0,157367000000.0,--,--,--,794091000000.0,1458000000.0,795549000000.0,--,--,12587873000000.0,20220331
20210930,--,1215627000000.0,87480000000.0,--,251244000000.0,4132947000000.0,537844000000.0,3252156000000.0,331179000000.0,11768000000.0,--,--,4408000000.0,218558000000.0,--,--,--,--,6152542000000.0,--,--,--,--,--,50232000000.0,--,4049000000.0,--,57157000000.0,--,36610000000.0,--,--,12221662000000.0,--,87963000000.0,8228000000.0,48023000000.0,--,3877000000.0,62965000000.0,11019437000000.0,15719000000.0,11815000000.0,--,--,--,--,--,117037000000.0,--,--,57724000000.0,--,--,11442541000000.0,--,92384000000.0,157855000000.0,47869000000.0,109986000000.0,125486000000.0,--,8468000000.0,42688000000.0,220686000000.0,130139000000.0,--,--,--,777706000000.0,1415000000.0,779121000000.0,--,--,12221662000000.0,20211029
20210630,--,1249615000000.0,49901000000.0,--,264362000000.0,4082168000000.0,495476000000.0,3208712000000.0,371676000000.0,6304000000.0,--,--,6820000000.0,420891000000.0,--,--,--,--,5977969000000.0,--,--,--,--,--,49285000000.0,--,4122000000.0,--,57531000000.0,--,43691000000.0,--,--,12217051000000.0,--,190713000000.0,20951000000.0,57272000000.0,--,6105000000.0,114593000000.0,10913567000000.0,12929000000.0,8908000000.0,--,--,--,--,--,56309000000.0,--,--,75579000000.0,--,--,11466666000000.0,--,92384000000.0,157855000000.0,47869000000.0,109986000000.0,125486000000.0,--,3527000000.0,42688000000.0,197007000000.0,130108000000.0,--,--,--,749055000000.0,1330000000.0,750385000000.0,--,--,12217051000000.0,20210828
20210331,--,1253073000000.0,53906000000.0,--,264541000000.0,4152781000000.0,528690000000.0,3175711000000.0,442299000000.0,6081000000.0,--,--,8769000000.0,288298000000.0,--,--,--,--,5776488000000.0,--,--,--,--,--,48841000000.0,--,4184000000.0,--,55372000000.0,--,44882000000.0,--,--,11961876000000.0,--,78559000000.0,25251000000.0,43248000000.0,--,6986000000.0,87033000000.0,10819275000000.0,13109000000.0,18749000000.0,--,--,--,--,--,57569000000.0,--,--,51436000000.0,--,--,11210895000000.0,--,92384000000.0,157858000000.0,47869000000.0,109989000000.0,125486000000.0,--,2416000000.0,42688000000.0,198803000000.0,130089000000.0,--,--,--,749724000000.0,1257000000.0,750981000000.0,--,--,11961876000000.0,20210430
20201231,--,1219862000000.0,43682000000.0,--,248396000000.0,3914650000000.0,419281000000.0,3173643000000.0,315922000000.0,5804000000.0,--,--,11140000000.0,259956000000.0,--,--,--,--,5512361000000.0,--,--,--,--,--,48706000000.0,--,4272000000.0,--,53217000000.0,--,26661000000.0,--,--,11353263000000.0,--,85912000000.0,25288000000.0,30743000000.0,--,9632000000.0,25134000000.0,10358029000000.0,15615000000.0,14635000000.0,--,--,--,--,--,57974000000.0,--,--,48093000000.0,--,--,10680333000000.0,--,86979000000.0,127858000000.0,47869000000.0,79989000000.0,100906000000.0,--,2725000000.0,42688000000.0,180572000000.0,130071000000.0,--,--,--,671799000000.0,1131000000.0,672930000000.0,--,--,11353263000000.0,20210330
20200930,--,1156533000000.0,43345000000.0,--,263072000000.0,3998805000000.0,430588000000.0,3250735000000.0,312039000000.0,5443000000.0,--,--,6751000000.0,60176000000.0,--,--,--,--,5452224000000.0,--,--,--,--,--,46617000000.0,--,4029000000.0,--,52412000000.0,--,39759000000.0,--,--,11133942000000.0,--,92645000000.0,23432000000.0,54388000000.0,--,6102000000.0,103935000000.0,10006331000000.0,15217000000.0,14553000000.0,--,--,--,--,--,97696000000.0,--,--,52228000000.0,--,--,10475700000000.0,--,86979000000.0,127858000000.0,47869000000.0,79989000000.0,100906000000.0,--,-540000000.0,36439000000.0,189400000000.0,116137000000.0,--,--,--,657179000000.0,1063000000.0,658242000000.0,--,--,11133942000000.0,20201030
20200630,--,1129845000000.0,35699000000.0,--,310334000000.0,3960416000000.0,423148000000.0,3214398000000.0,317954000000.0,4916000000.0,--,--,3772000000.0,96117000000.0,--,--,--,--,5287494000000.0,--,--,--,--,--,45787000000.0,--,4163000000.0,--,51566000000.0,--,31210000000.0,--,--,10966186000000.0,--,69914000000.0,10721000000.0,49825000000.0,--,3173000000.0,117414000000.0,9866583000000.0,13724000000.0,6529000000.0,--,--,--,--,--,123123000000.0,--,--,54763000000.0,--,--,10324470000000.0,--,86979000000.0,127858000000.0,47869000000.0,79989000000.0,100906000000.0,--,2156000000.0,36439000000.0,170222000000.0,116129000000.0,--,--,--,640689000000.0,1027000000.0,641716000000.0,--,--,10966186000000.0,20200831
20200331,--,1146480000000.0,57984000000.0,--,303542000000.0,3876105000000.0,419235000000.0,3160430000000.0,292298000000.0,4142000000.0,--,--,4727000000.0,210637000000.0,--,--,--,--,5068206000000.0,--,--,--,--,--,45964000000.0,--,3708000000.0,--,47789000000.0,--,24081000000.0,--,--,10798624000000.0,--,45990000000.0,4395000000.0,44193000000.0,--,4509000000.0,112953000000.0,9762687000000.0,13522000000.0,14411000000.0,--,--,--,--,--,96149000000.0,--,--,40234000000.0,--,--,10147563000000.0,--,86979000000.0,127858000000.0,47869000000.0,79989000000.0,100906000000.0,--,4202000000.0,36439000000.0,177525000000.0,116129000000.0,--,--,--,650038000000.0,1023000000.0,651061000000.0,--,--,10798624000000.0,20200429
20191231,--,1154843000000.0,28373000000.0,--,269597000000.0,3675030000000.0,310161000000.0,3135144000000.0,228672000000.0,1053000000.0,--,--,5009000000.0,147394000000.0,--,--,--,--,4808062000000.0,--,--,--,--,--,46490000000.0,--,3745000000.0,--,47237000000.0,--,21466000000.0,--,--,10216706000000.0,--,47252000000.0,--,25796000000.0,--,5065000000.0,98658000000.0,9314066000000.0,14046000000.0,12931000000.0,--,--,--,--,--,96979000000.0,--,--,48638000000.0,--,--,9671827000000.0,--,86203000000.0,47869000000.0,47869000000.0,--,97477000000.0,--,2319000000.0,36439000000.0,157431000000.0,116129000000.0,--,--,--,543867000000.0,1012000000.0,544879000000.0,--,--,10216706000000.0,20200326
20190930,--,1133555000000.0,50800000000.0,--,246244000000.0,3680183000000.0,262766000000.0,3215002000000.0,201362000000.0,1053000000.0,--,--,12080000000.0,167744000000.0,--,--,--,--,4690788000000.0,--,--,--,--,--,44825000000.0,--,3478000000.0,--,43591000000.0,--,28159000000.0,--,--,10110524000000.0,--,43732000000.0,--,30485000000.0,--,12672000000.0,161960000000.0,9165526000000.0,14103000000.0,9339000000.0,--,--,--,--,--,105214000000.0,--,--,47703000000.0,--,--,9598929000000.0,--,81031000000.0,47869000000.0,47869000000.0,--,74648000000.0,--,3728000000.0,30371000000.0,169024000000.0,103959000000.0,--,--,--,510630000000.0,965000000.0,511595000000.0,--,--,10110524000000.0,20191209
20190630,--,1163545000000.0,49361000000.0,--,275405000000.0,3761871000000.0,316236000000.0,3237043000000.0,208039000000.0,553000000.0,--,--,3755000000.0,144595000000.0,--,--,--,--,4550381000000.0,--,--,--,--,--,44744000000.0,--,3429000000.0,--,40780000000.0,--,20418000000.0,--,--,10067175000000.0,--,71965000000.0,--,33688000000.0,--,4049000000.0,172299000000.0,9101191000000.0,11840000000.0,6565000000.0,--,--,--,--,--,102280000000.0,--,--,61043000000.0,--,--,9573116000000.0,--,81031000000.0,47869000000.0,47869000000.0,--,74648000000.0,--,3114000000.0,30371000000.0,152117000000.0,103959000000.0,--,--,--,493109000000.0,950000000.0,494059000000.0,--,--,10067175000000.0,20191029
20190331,--,1160421000000.0,74250000000.0,--,292611000000.0,3654685000000.0,348904000000.0,--,--,--,3118433000000.0,187348000000.0,4519000000.0,432519000000.0,--,--,--,--,4397857000000.0,--,--,--,--,--,45060000000.0,--,--,--,37903000000.0,--,43975000000.0,--,--,10143800000000.0,--,62716000000.0,--,--,62000000.0,4507000000.0,243067000000.0,9142684000000.0,--,--,--,--,--,--,--,75999000000.0,--,--,79990000000.0,41084000000.0,--,9650109000000.0,--,81031000000.0,47869000000.0,47869000000.0,--,74648000000.0,--,--,--,151453000000.0,--,--,137751000000.0,--,492752000000.0,939000000.0,493691000000.0,--,--,10143800000000.0,20190509
20181231,--,1202935000000.0,140351000000.0,--,285622000000.0,3387487000000.0,341662000000.0,2861922000000.0,183350000000.0,553000000.0,--,--,7166000000.0,239687000000.0,--,--,--,--,4149538000000.0,--,--,--,--,--,45399000000.0,--,3435000000.0,--,35887000000.0,--,18704000000.0,--,--,9516211000000.0,--,74165000000.0,--,39845000000.0,2360000000.0,6463000000.0,134919000000.0,8627440000000.0,9698000000.0,17832000000.0,--,--,--,--,--,76154000000.0,--,--,52022000000.0,--,--,9040898000000.0,--,81031000000.0,47869000000.0,47869000000.0,--,74648000000.0,--,3593000000.0,30371000000.0,132933000000.0,103959000000.0,--,--,--,474404000000.0,909000000.0,475313000000.0,--,--,9516211000000.0,20191029
20180930,--,1246178000000.0,239058000000.0,--,275122000000.0,3185561000000.0,283247000000.0,--,--,--,2730829000000.0,171485000000.0,7391000000.0,201538000000.0,--,--,--,--,4044759000000.0,--,--,--,--,--,44101000000.0,--,--,--,32212000000.0,--,74937000000.0,--,--,9350857000000.0,--,59101000000.0,--,--,5595000000.0,7053000000.0,135435000000.0,8349929000000.0,--,--,--,--,--,--,--,76926000000.0,--,--,171987000000.0,74895000000.0,--,8880921000000.0,--,81031000000.0,47869000000.0,47869000000.0,--,74648000000.0,--,--,--,--,--,--,265545000000.0,--,469093000000.0,843000000.0,469936000000.0,--,--,9350857000000.0,20181031
20180630,--,1265721000000.0,266361000000.0,--,290552000000.0,3149953000000.0,346347000000.0,--,--,--,2628062000000.0,175544000000.0,6826000000.0,293622000000.0,--,--,--,--,3911440000000.0,--,--,--,--,--,44023000000.0,--,--,--,26372000000.0,--,71293000000.0,--,--,9326163000000.0,--,59244000000.0,--,--,14984000000.0,6645000000.0,176699000000.0,8332830000000.0,--,--,--,--,--,--,--,76182000000.0,--,--,167399000000.0,38682000000.0,--,8872665000000.0,--,81031000000.0,47846000000.0,47846000000.0,--,74648000000.0,--,--,--,--,--,--,249113000000.0,--,452638000000.0,860000000.0,453498000000.0,--,--,9326163000000.0,20180828
20180331,--,1370862000000.0,324286000000.0,--,282807000000.0,3143149000000.0,477603000000.0,--,--,--,2494770000000.0,170776000000.0,8407000000.0,151746000000.0,--,--,--,--,3783702000000.0,--,--,--,--,--,44029000000.0,--,--,--,23623000000.0,--,94742000000.0,--,--,9227353000000.0,--,50913000000.0,--,--,26043000000.0,8567000000.0,11679000000.0,8441162000000.0,--,--,--,--,--,--,--,74932000000.0,--,--,133504000000.0,31451000000.0,--,8778251000000.0,--,81031000000.0,47846000000.0,47846000000.0,--,74648000000.0,--,--,--,--,--,--,244724000000.0,--,448249000000.0,853000000.0,449102000000.0,--,--,9227353000000.0,20180430
20171231,--,1411962000000.0,296758000000.0,--,315999000000.0,119992000000.0,119992000000.0,--,--,--,--,--,6584000000.0,141974000000.0,--,41878000000.0,--,--,3541571000000.0,--,686748000000.0,935735000000.0,--,1424558000000.0,43804000000.0,--,3554000000.0,--,22258000000.0,--,64608000000.0,--,--,9012551000000.0,--,48454000000.0,--,73617000000.0,42193000000.0,6616000000.0,115143000000.0,8062659000000.0,8040000000.0,9083000000.0,88541000000.0,--,--,--,--,74932000000.0,--,--,157580000000.0,73617000000.0,--,8581194000000.0,--,81031000000.0,47846000000.0,47846000000.0,--,74659000000.0,--,-5044000000.0,25159000000.0,106311000000.0,101011000000.0,--,121126000000.0,--,430973000000.0,384000000.0,431357000000.0,--,--,9012551000000.0,20191029
20170930,--,1377104000000.0,255618000000.0,--,227694000000.0,120692000000.0,120692000000.0,--,--,--,--,--,6300000000.0,126567000000.0,--,--,--,--,3417079000000.0,--,775058000000.0,854134000000.0,--,1485930000000.0,40447000000.0,--,--,--,16091000000.0,--,62241000000.0,--,--,8764955000000.0,--,37832000000.0,--,--,32346000000.0,6616000000.0,100242000000.0,7913433000000.0,--,--,--,--,--,--,--,74928000000.0,--,--,138478000000.0,34836000000.0,--,8338711000000.0,--,81031000000.0,47846000000.0,--,--,74659000000.0,--,--,--,--,--,--,222324000000.0,--,425860000000.0,384000000.0,426244000000.0,--,--,8764955000000.0,20171027
20170630,--,1348535000000.0,251857000000.0,--,215331000000.0,123726000000.0,123726000000.0,--,--,--,--,--,3304000000.0,129333000000.0,--,--,--,--,3261436000000.0,--,766353000000.0,826514000000.0,--,1491089000000.0,39899000000.0,--,--,--,15781000000.0,--,70668000000.0,--,--,8543826000000.0,--,55621000000.0,--,--,18486000000.0,3162000000.0,80627000000.0,7806235000000.0,--,--,--,--,--,--,--,74925000000.0,--,--,130223000000.0,9765000000.0,--,8179044000000.0,--,81031000000.0,--,--,--,74659000000.0,--,--,--,--,--,--,208742000000.0,--,364432000000.0,350000000.0,364782000000.0,--,--,8543826000000.0,20170829
20170331,--,1366773000000.0,147739000000.0,--,227247000000.0,97703000000.0,97703000000.0,--,--,--,--,--,3466000000.0,218144000000.0,--,--,--,--,3114506000000.0,--,866957000000.0,794071000000.0,--,1524720000000.0,39327000000.0,--,--,--,14213000000.0,--,72001000000.0,--,--,8486867000000.0,--,113050000000.0,--,--,8557000000.0,3792000000.0,14707000000.0,7780555000000.0,--,--,--,--,--,--,--,74922000000.0,--,--,119966000000.0,11175000000.0,--,8126724000000.0,--,81031000000.0,--,--,--,74586000000.0,--,--,--,--,--,--,204171000000.0,--,359788000000.0,355000000.0,360143000000.0,--,--,8486867000000.0,20170428
20161231,--,1310273000000.0,175776000000.0,--,193287000000.0,68976000000.0,68976000000.0,--,--,--,--,--,6179000000.0,73131000000.0,--,33448000000.0,--,--,2939217000000.0,--,1160187000000.0,736154000000.0,--,1498524000000.0,39282000000.0,--,3566000000.0,--,13465000000.0,--,51171000000.0,--,--,8265622000000.0,--,281687000000.0,--,14158000000.0,10623000000.0,6404000000.0,129789000000.0,7286311000000.0,5996000000.0,3703000000.0,89558000000.0,--,--,--,--,54943000000.0,--,--,134819000000.0,14158000000.0,--,7918734000000.0,--,81031000000.0,--,--,--,74659000000.0,--,70000000.0,20395000000.0,76572000000.0,93803000000.0,--,190840000000.0,--,346530000000.0,358000000.0,346888000000.0,--,--,8265622000000.0,20191029
