报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,130056000000.0,42000000.0,1571000000.0,8214000000.0,--,--,--,139883000000.0,46310000000.0,6401000000.0,--,8620000000.0,487000000.0,2377000000.0,1379000000.0,--,--,65574000000.0,--,74309000000.0,-60493000000.0,306726000000.0,28120000000.0,3000000.0,--,7860000000.0,--,342709000000.0,391469000000.0,2198000000.0,1386000000.0,450000000.0,7699000000.0,--,403202000000.0,--,-60493000000.0,--,20577000000.0,--,--,5530000000.0,--,--,26107000000.0,--,5062000000.0,14035000000.0,25326000000.0,--,44423000000.0,--,-18316000000.0,512000000.0,-3988000000.0,15459000000.0,11471000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,95107000000.0,--,677000000.0,6934000000.0,--,--,--,102718000000.0,31670000000.0,4688000000.0,--,6397000000.0,407000000.0,1224000000.0,1026000000.0,--,--,45447000000.0,35000000.0,57271000000.0,-48923000000.0,204523000000.0,19603000000.0,2000000.0,--,7939000000.0,--,232067000000.0,278130000000.0,1424000000.0,1103000000.0,333000000.0,--,--,280990000000.0,--,-48923000000.0,--,17501000000.0,--,--,2770000000.0,--,--,20271000000.0,--,616000000.0,--,25871000000.0,--,26487000000.0,--,-6216000000.0,222000000.0,2354000000.0,15459000000.0,17813000000.0,--,5189000000.0,569000000.0,426000000.0,177000000.0,62000000.0,--,--,1000000.0,--,428000000.0,--,-23529000000.0,--,--,--,-3295000000.0,2782000000.0,--,74195000000.0,--,57271000000.0,--,--,--,17813000000.0,15459000000.0,--,--,--,--,2354000000.0,20220831
20220331,--,58118000000.0,124000000.0,367000000.0,4055000000.0,--,--,--,62664000000.0,18315000000.0,2944000000.0,--,3738000000.0,586000000.0,915000000.0,17000000.0,--,--,26515000000.0,--,36149000000.0,-18410000000.0,122960000000.0,7649000000.0,--,--,3410000000.0,--,134019000000.0,143657000000.0,735000000.0,867000000.0,101000000.0,7069000000.0,--,152429000000.0,--,-18410000000.0,--,12585000000.0,--,--,--,--,--,12585000000.0,--,112000000.0,2417000000.0,25761000000.0,--,28290000000.0,--,-15705000000.0,-26000000.0,2008000000.0,15459000000.0,17467000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,161648000000.0,--,1413000000.0,3957000000.0,--,--,--,167018000000.0,61837000000.0,8988000000.0,--,14869000000.0,3192000000.0,2742000000.0,1200000000.0,--,--,93165000000.0,337000000.0,73853000000.0,-106531000000.0,402725000000.0,37478000000.0,7000000.0,--,5166000000.0,--,445376000000.0,542177000000.0,3074000000.0,3258000000.0,408000000.0,2990000000.0,--,551907000000.0,--,-106531000000.0,--,41159000000.0,--,--,2770000000.0,13611000000.0,--,57540000000.0,--,4886000000.0,16828000000.0,585000000.0,--,22299000000.0,--,35241000000.0,-97000000.0,2466000000.0,12993000000.0,15459000000.0,--,14951000000.0,2272000000.0,740000000.0,313000000.0,129000000.0,--,--,5000000.0,--,327000000.0,--,-60217000000.0,--,--,--,-1282000000.0,3449000000.0,--,112602000000.0,--,73853000000.0,--,--,--,15459000000.0,12993000000.0,--,--,--,--,2466000000.0,20220330
20210930,--,126658000000.0,--,1058000000.0,3857000000.0,--,--,--,131573000000.0,48539000000.0,7089000000.0,--,11903000000.0,3126000000.0,1865000000.0,981000000.0,--,--,73775000000.0,272000000.0,57798000000.0,-58993000000.0,297919000000.0,25278000000.0,5000000.0,--,4677000000.0,--,327879000000.0,378876000000.0,2070000000.0,1515000000.0,306000000.0,4105000000.0,--,386872000000.0,--,-58993000000.0,--,42019000000.0,--,--,2770000000.0,--,--,44789000000.0,--,4859000000.0,14858000000.0,23388000000.0,--,43105000000.0,--,1684000000.0,-15000000.0,474000000.0,12993000000.0,13467000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,91415000000.0,--,777000000.0,2306000000.0,--,--,--,94498000000.0,34511000000.0,5228000000.0,--,8732000000.0,2253000000.0,1450000000.0,16000000.0,--,--,52430000000.0,240000000.0,42068000000.0,-14214000000.0,180419000000.0,18526000000.0,2000000.0,--,2418000000.0,--,201365000000.0,208755000000.0,1494000000.0,962000000.0,187000000.0,4181000000.0,--,215579000000.0,--,-14214000000.0,--,29120000000.0,--,--,--,--,--,29120000000.0,--,513000000.0,12594000000.0,52512000000.0,--,53025000000.0,--,-23905000000.0,-46000000.0,3903000000.0,12993000000.0,16896000000.0,--,10548000000.0,1484000000.0,357000000.0,154000000.0,66000000.0,--,--,3000000.0,--,299000000.0,--,-32604000000.0,--,--,--,-2690000000.0,-3448000000.0,--,67610000000.0,--,42068000000.0,--,--,--,16896000000.0,12993000000.0,--,--,--,--,3903000000.0,20210827
20210331,--,54443000000.0,85000000.0,401000000.0,1883000000.0,--,--,--,56812000000.0,20203000000.0,3155000000.0,--,5447000000.0,1249000000.0,708000000.0,7000000.0,--,--,30769000000.0,--,26043000000.0,6405000000.0,94314000000.0,7363000000.0,--,--,15000000.0,--,101692000000.0,88239000000.0,833000000.0,467000000.0,113000000.0,5635000000.0,--,95287000000.0,--,6405000000.0,--,18840000000.0,--,--,--,--,--,18840000000.0,--,71000000.0,8894000000.0,37378000000.0,--,46343000000.0,--,-27503000000.0,58000000.0,5003000000.0,12993000000.0,17996000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,161879000000.0,--,865000000.0,3458000000.0,--,--,--,166202000000.0,67258000000.0,8516000000.0,--,17822000000.0,1161000000.0,2928000000.0,575000000.0,--,--,99023000000.0,763000000.0,67179000000.0,-67728000000.0,290586000000.0,45405000000.0,1000000.0,--,6564000000.0,--,342556000000.0,399007000000.0,2584000000.0,3035000000.0,356000000.0,5302000000.0,--,410284000000.0,--,-67728000000.0,--,31891000000.0,--,10000000000.0,--,--,--,41891000000.0,--,4416000000.0,8948000000.0,26555000000.0,--,39919000000.0,--,1972000000.0,-195000000.0,1228000000.0,11765000000.0,12993000000.0,--,14297000000.0,2740000000.0,657000000.0,286000000.0,138000000.0,--,--,14000000.0,--,1900000000.0,--,-51267000000.0,--,--,--,783000000.0,8665000000.0,--,88391000000.0,--,67179000000.0,--,--,--,12993000000.0,11765000000.0,--,--,--,--,1228000000.0,20210325
20200930,--,127131000000.0,--,723000000.0,3225000000.0,--,--,--,131079000000.0,51415000000.0,6624000000.0,--,13476000000.0,849000000.0,2190000000.0,377000000.0,--,--,75469000000.0,538000000.0,55610000000.0,-19380000000.0,239352000000.0,31755000000.0,1000000.0,--,1632000000.0,--,272739000000.0,284959000000.0,1849000000.0,1555000000.0,80000000.0,3676000000.0,--,292119000000.0,--,-19380000000.0,--,81000000.0,--,10000000000.0,--,--,--,10081000000.0,--,4416000000.0,70000000.0,43565000000.0,--,48051000000.0,--,-37970000000.0,-62000000.0,-1802000000.0,11765000000.0,9963000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,90442000000.0,--,447000000.0,2646000000.0,--,--,--,93535000000.0,34213000000.0,4762000000.0,--,8488000000.0,1372000000.0,1425000000.0,174000000.0,--,--,50785000000.0,351000000.0,42750000000.0,-31803000000.0,167636000000.0,21608000000.0,1000000.0,--,4433000000.0,--,193678000000.0,219652000000.0,932000000.0,1005000000.0,50000000.0,3842000000.0,--,225481000000.0,--,-31803000000.0,--,80000000.0,--,10000000000.0,--,--,--,10080000000.0,--,18000000.0,57000000.0,20987000000.0,--,21062000000.0,--,-10982000000.0,45000000.0,10000000.0,11765000000.0,11775000000.0,--,8219000000.0,2379000000.0,319000000.0,141000000.0,63000000.0,--,--,1000000.0,--,1948000000.0,--,-25296000000.0,--,--,--,-1457000000.0,325000000.0,--,55824000000.0,--,42750000000.0,--,--,--,11775000000.0,11765000000.0,--,--,--,--,10000000.0,20200826
