报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,10591411687.42,7442648282.83,3052688380.59,1902325656.48,--,8683061618.43,39815139562.09,30379410503.66,--,6512749258.68,2922979799.75,--,--,1144463804.1,2379713519.41,--,865593269.83,--,--,374217204.07,--,--,--,109416213.65,87865541.01,--,60713246.32,--,--,1382337.61,--,1478946085.84,--,--,68806722430.94,--,--,--,131202737.08,450140000.0,1417744850.95,591415211.2,12430438680.34,9780488514.07,--,442617268.6,--,68350696.85,454395865.75,--,10233997.57,--,--,--,20457015135.46,162433054.55,1868504.15,5564083960.73,--,--,52124905598.91,--,2831773168.0,--,--,--,8174228056.61,--,17826095.17,676925174.98,3261995055.11,1719069282.16,--,--,--,--,16681816832.03,--,16681816832.03,--,--,68806722430.94,20221028
20220630,--,11176095354.41,9526349011.72,2852088876.16,1940729086.04,--,9917162136.18,45922078281.07,39618983216.88,--,3835236315.68,2467858748.51,--,--,667592979.04,4667211822.84,--,1419135843.0,--,--,605370632.02,--,--,--,108229791.44,86126061.15,--,46805855.66,--,--,20408429.5,--,1049327918.2,--,--,78681769415.62,--,40411332.23,--,400512952.58,450105000.0,1637336306.21,360580679.72,22093107901.8,12539001785.85,--,301173247.8,--,59057277.06,252527258.36,--,10477432.13,--,--,--,18847403661.13,236971302.16,1868504.15,4746329874.79,--,--,62121893131.05,--,2831773168.0,--,--,--,8174228056.61,--,102183831.47,676925174.98,3056558464.76,1718207588.75,--,--,--,--,16559876284.57,--,16559876284.57,--,--,78681769415.62,20220827
20220331,--,10355335910.01,8018306188.27,3272609430.37,2265082638.91,--,9917975377.02,40156815959.79,33878846422.16,--,3855590067.09,2422379470.54,--,--,657297213.18,5169823577.49,--,884805799.93,--,--,715948464.76,--,--,--,103150948.4,89522763.34,--,52924096.87,--,--,10401206.23,--,830973402.51,--,--,72371982469.17,--,38089101.6,--,1118667815.51,450105000.0,1717361999.56,332689001.96,17692848836.71,10826217123.86,--,328335742.27,--,47797240.15,297846756.84,--,6824115.01,--,--,--,18252188525.87,134037029.77,1868504.16,4356317961.41,--,--,55757974836.4,--,2831773168.0,--,--,--,8174228056.61,--,121656949.35,676925174.98,3095262827.61,1714161456.22,--,--,--,--,16614007632.77,--,16614007632.77,--,--,72371982469.17,20220430
20211231,--,10573545683.78,8572113184.27,3268117652.94,2358282114.37,--,10791338961.33,36529739015.8,27710091437.19,--,6240445043.09,2579202535.52,--,--,485040643.78,2958133791.1,--,92023767.72,--,--,327299091.6,--,--,--,102921196.05,95843101.5,--,57761962.66,--,--,24550698.11,--,467292811.09,--,--,65939237816.69,--,38268095.04,--,2125115342.48,850314873.13,1429705934.26,430771643.91,12796010185.02,11182579145.67,--,584243823.19,--,116593745.26,474256396.47,--,11866669.61,--,--,--,16107301891.74,90876068.44,1868504.15,3151602940.58,--,--,49558169528.79,--,2831773168.0,--,--,--,8174228056.61,--,182664775.22,676925174.98,2801580855.88,1713896257.21,--,--,--,--,16381068287.9,--,16381068287.9,--,--,65939237816.69,20220325
20210930,--,11885169066.3,7966074809.72,3449576923.55,2258137428.95,--,10804355965.74,30314694174.35,22905876717.92,--,5071433093.59,2337384362.84,--,--,503516109.59,4740023961.94,--,1113855800.39,--,--,361505824.15,--,--,--,103850182.96,90913363.55,--,55067007.98,--,--,--,--,1113755683.35,--,--,64712605501.54,--,--,--,4400358876.76,1098576572.89,1336126949.27,412355564.51,11405296817.72,11144700542.41,--,387767468.63,--,98886857.5,398528795.42,--,4590408.7,--,--,--,14555583006.14,35490120.43,1868504.16,3200395858.33,--,--,48657958357.69,--,2831773168.0,--,--,--,8174228056.61,--,89494634.1,605753268.17,2796585931.66,1556812085.31,--,--,--,--,16054647143.85,--,16054647143.85,--,--,64712605501.54,20211029
20210630,--,11447942987.15,9089886184.12,2258075314.62,1695662960.82,--,9778755194.6,30277406411.47,25002503630.23,--,3416377008.59,1858525772.65,--,--,410309596.21,2973953934.84,--,456393334.63,--,--,301872391.83,--,--,--,103850182.96,90882257.5,--,44835047.77,--,--,27182253.42,--,1242546678.38,--,--,59599039632.44,--,--,--,2932304000.04,728132155.55,1148551538.57,371435790.49,15169264258.93,11014433645.9,--,178172173.78,--,81327376.49,345715563.24,--,9390974.64,--,--,--,13992847424.61,5070141.12,1868504.15,2799118404.55,--,--,48965098818.36,--,2378119000.0,--,--,--,3644894031.04,--,-71831946.2,605753268.17,2520331447.42,1556675013.65,--,--,--,--,10633940814.08,--,10633940814.08,--,--,59599039632.44,20210825
20210331,--,11173253474.72,7909195933.18,2532414459.96,1917698252.94,--,8726472668.1,26588455261.42,24372273737.42,--,2216181524.0,--,--,--,31023653.88,2196698038.28,--,92595914.69,--,--,306597052.29,--,--,--,95531758.27,87740782.75,--,51512248.17,--,--,20244831.38,--,955516305.29,--,--,53056060491.47,--,--,--,2944983972.65,330048725.0,792128895.22,24194422.65,15492405560.99,9846010768.01,--,131817376.76,--,56749352.39,525539313.28,--,8168157.18,--,--,--,9927336249.62,--,1868504.16,2026500718.48,--,--,42309104604.08,--,2378119000.0,--,--,--,3644894031.04,--,-22505033.07,605753268.17,2584383126.0,1556311495.25,--,--,--,--,10746955887.39,--,10746955887.39,--,--,53056060491.47,20210430
20201231,--,10730382109.56,7449016142.02,2511605857.37,1813037716.62,--,8413065763.46,18633128179.99,16955091369.99,--,1678036810.0,--,--,--,77644449.09,4127518683.31,--,65402959.74,--,--,236637112.58,--,--,--,104902945.62,88752286.14,--,59145356.02,--,--,36960676.29,--,957242195.07,--,--,46219949000.19,--,--,--,4781417643.87,300070000.0,899281775.15,116583312.93,8707694506.95,9327198348.4,--,338241761.69,--,50883860.71,378890335.52,--,9312408.65,--,--,--,8998341095.85,--,1868504.15,1540352141.84,--,--,35625778979.1,--,2378119000.0,--,--,--,3644894031.04,--,-17979824.58,605753268.17,2427072051.21,1556311495.25,--,--,--,--,10594170021.09,--,10594170021.09,--,--,46219949000.19,20210319
20200930,--,10906502564.52,7187610881.92,2838229172.95,1847469691.82,--,7477978382.21,17133831211.68,16122883029.68,--,1010948182.0,--,--,--,41737985.98,1782710736.07,--,25380534.16,--,--,132013470.96,--,--,--,89908717.64,88953227.87,--,45575553.1,--,--,38610794.87,--,759394061.55,--,--,41513506834.02,--,--,--,3519837260.29,300046666.67,1154053754.34,58457294.43,8218942054.29,9118051362.91,--,253038151.15,--,71895305.38,372677435.96,--,4305193.43,--,--,--,6920416383.51,--,1868504.16,894713587.36,--,--,31043558821.78,--,2378119000.0,--,--,--,3644894031.04,--,-13485800.53,548961098.9,2481247963.75,1430211719.08,--,--,--,--,10469948012.24,--,10469948012.24,--,--,41513506834.02,20201029
20200630,--,10711277063.34,8844614055.73,1795480829.68,1442426221.12,--,5976546109.68,15159975981.58,15159975981.58,--,--,--,--,--,6865627.15,2435284927.79,--,59892035.02,--,--,105632040.35,--,--,--,108920530.5,86024883.72,--,37763926.96,--,--,33103405.47,--,260098641.24,--,--,36932076101.23,--,--,--,1106229416.67,--,890751090.57,17170226.4,7528453124.71,10278581110.24,--,124730248.28,--,71889528.98,89882091.07,--,9445644.66,--,--,--,7956777561.53,217704.48,1868504.15,312601557.34,--,--,28543318008.56,--,1902400000.0,--,--,--,2163660566.51,--,188961.16,548961098.9,2343554107.91,1429993358.19,--,--,--,--,8388758092.67,--,8388758092.67,--,--,36932076101.23,20200828
