报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,--,155674594.44,--,--,--,1566888293.49,--,--,33247345.1,--,43610614.29,1251769052.62,--,17699860.6,--,1346326872.61,--,97793110.87,--,103136573.72,1198276.18,8716.5,--,--,--,104343566.4,-6021034.47,12571490.0,--,--,6550455.53,--,--,--,--,--,--,-16039713.79,--,--,-16039713.79,207000000.0,6712249.48,131792999.28,--,--,345505248.76,--,-361544962.55,6986444.4,-36203986.4,0.0,-36203986.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,--,--,--,199332440.37,--,--,--,1141428999.95,--,--,37019900.06,--,65712517.06,660046843.2,--,51291705.75,--,814070966.07,--,323784279.47,--,104097210.69,1679579.28,3577.74,--,--,--,105780367.71,-225186899.9,7181988.14,--,--,-218003911.76,--,--,--,--,--,--,-251086467.26,--,--,-251086467.26,--,155188428.46,56477543.84,--,--,211665972.3,--,-462752439.56,5340698.98,193730572.77,0.0,193730572.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220826
20220331,--,--,--,--,294449199.94,--,--,--,949188616.8,--,--,64009025.26,--,56090169.15,811936322.26,--,39230088.46,--,971265605.13,--,-228058935.62,--,128703757.32,335756.88,31897.92,--,--,--,129071412.12,329060000.25,28070347.49,--,--,357130347.74,--,--,--,--,--,--,314610851.83,--,--,314610851.83,--,3836250.0,14675938.3,--,--,18512188.3,--,296098663.53,-740484.34,45222255.24,1176527306.09,1221749561.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,--,--,--,274472569.57,--,--,--,815103900.21,--,--,36424698.17,--,60499338.37,207726337.82,--,60473838.28,--,365124212.64,--,-4366804.54,--,-7241380.25,6118855.26,-17714.17,--,--,--,-1140239.16,-21472322.53,24698887.91,--,--,3226565.38,--,--,--,0.0,0.0,--,-47165219.8,--,--,-47165219.8,0.0,6571726.02,91838023.06,--,--,98409749.08,--,-145574968.88,-1764017.0,298273897.15,0.0,298273897.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220331
20210930,--,--,--,--,292214259.98,--,--,--,1447287745.44,--,--,34362395.79,--,63791723.95,1711136806.03,--,101232564.81,--,1910523490.58,--,7479451.24,--,215601843.42,2093691.83,629872.82,0.0,--,--,218325408.07,190007928.6,20838028.23,--,--,210845956.83,--,--,--,--,0.0,--,-18068017.73,--,--,21931982.27,0.0,4760226.67,-81048843.06,--,--,-76288616.39,--,98220598.66,203532.37,-357332162.87,0.0,-357332162.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211027
20210630,--,--,--,--,314787392.08,--,--,--,2321179297.55,--,--,32851207.84,--,53264502.93,2042548323.82,--,94827904.28,--,2223491938.87,--,203605592.05,--,383110798.78,11353115.86,19372.92,0.0,--,--,394483287.56,176757633.68,14120061.83,--,--,190877695.51,--,--,--,--,--,--,110231548.84,--,--,440231548.84,--,124231439.25,112695578.47,--,--,477007017.72,--,-36775468.88,-2853916.63,261663565.22,0.0,261663565.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210826
20210331,--,--,--,--,262628287.44,--,--,--,2415107904.98,--,--,45856865.93,--,52051871.58,2734180837.75,--,102321251.33,--,2934410826.59,--,-213715905.07,--,180944831.9,2778368.69,350.0,0.0,--,--,183723550.59,376479987.74,20919467.92,--,--,397439455.66,--,--,--,--,--,--,376108789.97,--,--,376108789.97,--,2851550.19,15357595.47,--,--,18209145.66,--,357899644.31,901078.99,-374218103.38,1348140109.97,973922006.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210427
20201231,--,--,--,--,265067715.57,--,--,--,3291591199.13,--,--,23053818.28,--,29933580.85,3791171547.51,--,41562369.53,--,3885721316.17,--,139222036.58,--,381626412.18,5226576.19,6413026.49,--,--,--,392561598.86,225624500.04,28315062.24,--,--,253339562.28,--,--,--,0.0,-651547047.14,--,53877068.0,--,--,49530020.86,71080000.0,-13976547.03,40724217.47,--,--,97827670.44,--,-48297649.58,-9694753.83,-512900483.87,0.0,-512900483.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210331
20200930,--,--,--,--,184417309.04,--,--,--,-31112304.69,--,--,21035236.41,--,23994370.46,197010614.26,--,95166574.83,--,337206795.96,--,-22875330.87,--,233331113.6,-22601363.46,2120418.97,578475.07,--,--,213428644.18,209157364.42,26586610.63,--,--,236303975.05,--,--,--,--,651547047.14,--,240305665.82,--,--,891852712.96,0.0,3697831.86,0.0,--,--,3697831.86,--,888154881.1,-5026719.55,491933730.03,0.0,491933730.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
20200630,--,--,--,--,132349276.05,--,--,--,463917007.93,--,--,18542410.56,--,16061088.72,378336863.89,--,45930249.63,--,458870612.8,--,34017860.3,--,146780211.93,25200801.38,58026.14,2017.33,--,--,172041056.78,128852769.37,9170427.11,--,--,138023196.48,--,--,--,--,--,--,94904361.6,--,--,94904361.6,--,101797446.74,4211543.15,--,--,177088989.89,--,-82184628.29,-19945.05,-43140317.91,0.0,-43140317.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200826
