报告期,营业总收入*,营业收入,其他类金融业务收入,利息收入,已赚保费,手续费及佣金收入,营业总成本*,营业成本,营业税金及附加,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,资产减值损失,信用减值损失,其他业务成本（金融类）,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,加：其他收益,投资净收益,其中：对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,资产处置收益,汇兑净收益,加：营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加：营业外收入,减：营业外支出,其中:非流动资产处置净损失,加：利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减：所得税,加：未确认的投资损失,加：净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,持续经营净利润,终止经营净利润,减：少数股东损益,归属于母公司所有者净利润,加：其他综合收益,综合收益总额*,减：归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,636932466.23,636932466.23,0.0,--,--,--,472837484.28,444445014.42,3260770.93,26253159.02,23978241.27,19368998.7,-44468700.06,24580.39,2590459.11,-3765456.68,-2320172.71,0.0,--,--,--,--,--,--,--,2555958.63,0.0,--,--,2259616.43,277480.13,--,--,--,163102407.75,155133.59,63974.11,--,--,--,163193567.23,17951620.18,--,--,--,145241947.05,145241947.05,--,--,145241947.05,21933168.83,167175115.88,--,167175115.88,--,0.36,0.36,20221031
20220630,634289100.22,634289100.22,0.0,--,--,--,498423419.91,457638401.36,3612308.83,27742952.96,23834666.33,27200148.32,-41605057.89,2163752.04,2544594.66,-4720114.86,315631.28,0.0,--,--,--,--,--,--,--,2922842.22,--,--,--,671883.56,14323.94,--,--,--,135227561.52,54031.25,104675.51,--,--,--,135176917.26,11760982.08,--,--,--,123415935.18,123415935.18,--,--,123415935.18,25299397.05,148715332.23,--,148715332.23,--,0.31,0.31,20220818
20220331,681208503.94,681208503.94,0.0,--,--,--,588296002.5,517103159.77,3332568.19,25390428.33,24041824.05,18005400.43,422621.73,85700.85,3574717.94,-2269517.46,-6882668.07,0.0,--,--,--,--,--,--,--,3340978.3,--,--,--,42500.0,-15780.7,--,--,--,87128013.51,1041944.62,104372.84,--,--,--,88065585.29,2770510.18,--,--,--,85295075.11,85295075.11,--,--,85295075.11,-4685082.25,80609992.86,--,80609992.86,--,0.21,0.21,20220428
20211231,552750307.99,552750307.99,0.0,--,--,--,493743927.59,428756702.26,1615981.54,24706758.45,19020716.09,10390522.84,9253246.41,98889.56,3401315.38,-2375677.05,2232000.88,0.0,--,--,--,--,--,--,--,2697080.54,270545.87,--,--,--,36647.61,--,--,--,61880485.1,37778.22,118590.06,--,--,--,61799673.26,1948209.11,--,--,--,59851464.15,59851464.15,--,--,59851464.15,-8945031.01,50906433.14,--,50906433.14,--,0.15,0.15,20220428
20210930,583633431.17,583633431.17,0.0,--,--,--,480628547.68,418023884.56,3286979.84,24132051.84,23984446.02,18520393.78,-7319208.36,112297.89,2042435.37,-1502888.84,1487117.8,0.0,--,--,--,--,--,--,--,5335538.99,1001524.77,--,--,--,-124457.18,--,--,--,109201719.03,36500.25,685485.26,--,--,--,108552734.02,4508314.99,--,--,--,104044419.03,104044419.03,--,--,104044419.03,7078159.91,111122578.94,--,111122578.94,--,0.26,0.26,20211030
20210630,632169954.18,632169954.18,0.0,--,--,--,526206824.4,446634689.28,2806744.1,23973430.94,20403935.95,26629531.75,5758492.38,123633.16,3092656.04,-2464774.45,-4426934.49,0.0,--,--,--,--,--,--,--,14502699.65,3272224.07,--,--,--,-31729.45,--,--,--,117255042.25,10120.23,613244.81,--,--,--,116651917.67,-791432.3,--,--,--,117443349.97,117443349.97,--,--,117443349.97,-6149525.27,111293824.7,--,111293824.7,--,0.29,0.29,20210816
20210331,533106569.67,533106569.67,0.0,--,--,--,426148157.6,366047267.6,3026368.5,21387647.55,22506452.61,18689816.91,-5509395.57,300691.88,4273012.29,-2401300.55,-3818035.99,0.0,--,--,--,--,--,--,--,3127533.25,1066265.77,--,--,-440427.14,48133.52,--,--,--,104540580.93,8527.65,191026.07,--,--,--,104358082.51,5403895.97,--,--,--,98954186.54,98954186.54,--,--,98954186.54,3318253.9,102272440.44,--,102272440.44,--,0.25,0.25,20210420
20201231,507087004.13,507087004.13,0.0,--,--,--,412013088.98,330716233.35,2649657.06,21940638.6,23483376.1,15446507.06,17776676.81,-18763.96,588067.2,-517775.11,1068348.39,0.0,--,--,--,--,--,--,--,6925574.78,1618356.16,--,--,--,220478.2,--,--,--,104388897.57,5140.3,385583.5,--,--,--,104008454.37,6952762.22,--,--,--,97055692.15,97055692.15,--,--,97055692.15,-15200833.86,81854858.29,--,81854858.29,--,0.24,0.24,20210408
20200930,539630120.6,539630120.6,0.0,--,--,--,399462143.73,321852752.36,3993414.78,19608295.69,22501969.67,13812654.26,17693056.97,62368.59,107249.92,1410427.02,-2526088.24,0.0,--,--,--,--,--,--,--,3901018.4,135521.94,--,--,--,4800.42,--,--,--,143093656.41,2936.64,96056.02,--,--,--,143000537.03,9318216.04,--,--,--,133682320.99,133682320.99,--,--,133682320.99,-12546762.24,121135558.75,--,121135558.75,--,0.37,0.37,20201030
20200630,445773846.12,445773846.12,0.0,--,--,--,324577614.98,271262510.08,3370950.86,18652902.92,18268550.55,15547449.73,-2524749.16,1961316.26,22631.09,-2655311.5,-1118085.15,0.0,--,--,--,--,--,--,--,2903685.48,266156.1,--,--,--,-1006.76,--,--,--,120591669.31,35473.59,-310932.66,--,--,--,120938075.56,7914792.81,--,--,--,113023282.75,--,--,--,113023282.75,3149501.9,116172784.65,--,116172784.65,--,0.31,0.31,20200910
20200331,357797282.42,357797282.42,0.0,--,--,--,294125550.79,243332767.43,3842048.04,16958839.27,15141880.02,13559909.64,1290106.39,1035734.02,21054.85,-2856396.5,-1244833.17,0.0,--,--,--,--,--,--,--,17636545.36,47027.23,--,--,--,-2483.32,--,--,--,77251591.23,4595.68,1812374.62,--,--,--,75443812.29,8282783.83,--,--,--,67161028.46,--,--,--,67161028.46,1173268.32,68334296.78,--,68334296.78,--,0.19,0.19,20210420
20191231,385724805.72,385724805.72,0.0,--,--,--,308990534.53,229202098.66,4710199.64,33615055.22,20576858.02,14122948.65,6763374.34,1915030.19,71785.56,-2026905.31,1922942.34,0.0,--,--,--,--,--,--,--,6039622.17,0.0,--,--,0.0,112809.43,--,--,--,82782739.82,11907.89,158094.6,--,--,--,82636553.11,9542788.08,--,--,--,73093765.03,73093765.03,--,--,73093765.03,-2377887.87,70715877.16,--,70715877.16,--,0.2,0.2,20200910
20190930,432750159.35,432750159.35,0.0,--,--,--,321408607.84,269723177.06,3282474.73,29730737.43,16699860.85,14991593.73,-13019235.96,3034232.92,24192.92,-303069.2,838559.78,0.0,--,--,--,--,--,--,--,4433157.99,-0.1,--,--,0.0,-18580.8,--,--,--,116291619.18,364625.15,100.26,--,--,--,116656144.07,17005284.58,--,--,--,99650859.49,99650859.49,--,--,99650859.49,7038819.51,106689679.0,--,106689679.0,--,0.28,0.28,20201030
20140331,173433741.75,173433741.75,0.0,--,--,--,158690564.56,127858363.92,957380.58,13842709.98,13649534.05,--,2382576.03,--,--,--,--,0.0,--,--,--,--,--,--,--,--,1484400.0,--,--,--,--,--,--,--,16227577.19,362000.0,155947.56,--,--,--,16433629.63,2771490.5,--,--,--,13662139.13,--,--,--,13662139.13,--,--,--,--,--,--,--,20140502
20131231,167780827.11,167780827.11,0.0,--,--,--,156080572.78,124367267.15,700104.46,13043521.03,13179597.16,--,4790082.98,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10386.51,12947640.84,2543700.0,1163489.75,--,--,0.0,14327851.09,2277586.24,--,--,0.0,12050264.85,--,--,--,12050264.85,--,--,--,--,--,--,--,20140502
20130930,214369024.35,214369024.35,0.0,--,--,--,187423501.67,149590583.39,1493548.44,14876388.45,17417391.72,--,4045589.67,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-31480.75,26914041.93,0.0,14697.4,--,--,0.0,26899344.53,4043865.98,--,--,0.0,22855478.55,--,--,--,22855478.55,--,--,--,--,--,--,--,20131028
20130630,191451126.39,191451126.39,0.0,--,--,--,179842853.27,141824218.48,697871.58,13593439.73,17804043.36,--,5923280.12,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11418908.18,0.0,132639.0,--,--,--,11286269.18,1755174.23,--,--,--,9531094.95,--,--,--,9531094.95,--,--,--,--,--,--,--,20130910
20130331,117536534.07,117536534.07,0.0,--,--,--,117161972.9,88560386.85,40618.26,12477698.61,13007922.2,--,3075346.98,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,374561.17,13462252.3,20200.0,--,--,--,13816613.47,2115191.76,--,--,--,11701421.71,--,--,--,11701421.71,--,--,--,--,--,--,--,20140502
