报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,22703156430.78,10563407177.08,4574052518.73,4566275472.77,731402951.19,1780456775.49,4484141047.99,9998349.88,--,-159289091.45,100820408.26,76306875.72,5857144139.6,169098.09,14472653922.74,14472653922.74,116703172.1,8303257064.24,25502161.8,5849012670.24,--,--,8230502508.04,2323540.53,17794820.78,--,--,--,8215031227.79,1769773801.86,--,--,--,6445257425.93,8726091.09,6436531334.84,417295845.43,6862553271.36,8726091.09,6853827180.27,--,0.75,0.75,20221029
20220630,14422506609.03,6744599415.68,3058196518.45,2831866706.96,404373583.19,971888769.56,2892750763.94,7183024.51,--,46822141.88,121491364.07,65226820.0,3579341952.14,385381.76,8930084329.07,8930084329.07,78059719.01,5196853251.18,22037368.54,3568030248.09,--,--,5492422279.96,1065823.56,4828675.5,--,--,--,5488659428.02,1106232759.78,--,--,--,4382426668.24,7070880.58,4375355787.66,159428393.53,4541855061.77,7070880.58,4534784181.19,--,0.52,0.52,20220831
20220331,6332416285.26,3510854333.97,1565987199.48,1587126552.31,166045759.17,335665879.51,1196539004.38,-210667.62,--,-565275315.7,122369554.89,64307191.43,1667827224.68,128412.1,4327647338.38,4327647338.38,38871516.92,2521795831.04,4244791.96,1655985652.05,--,--,2004768946.88,770938.99,1762834.83,--,--,--,2003777051.04,458251162.96,--,--,--,1545525888.08,3812001.63,1541713886.45,-154697571.39,1390828316.69,3812001.63,1387016315.06,--,0.18,0.18,20220429
20211231,29872018672.13,13436621139.61,6236363958.58,5631368359.53,1001042035.65,1750437167.49,7094790891.07,2144455.52,--,931436287.1,-33121750.41,89386278.61,6602468658.66,--,16831934262.19,16831934262.19,167800908.7,10379299236.34,31290949.22,6551414201.02,--,--,13040084409.94,8039066.51,27297000.58,--,--,--,13020826475.87,2785762879.64,--,--,--,10235063596.23,-3639750.61,10238703346.84,368065962.25,10603129558.48,-3639750.61,10606769309.09,--,1.25,1.25,20220331
20210930,20610694485.2,9112417720.85,4576981231.0,3469327647.52,719424756.63,1438374534.14,4847115174.69,1804636.25,--,715622717.32,-51631042.82,38440807.91,4510354573.11,--,11431033955.8,11431033955.8,116600269.53,6913061912.8,21203989.34,4466313759.67,--,--,9179660529.4,4285245.82,20201124.61,--,--,--,9163744650.61,1939457098.43,--,--,--,7224287552.18,-33566522.11,7257854074.29,197888697.37,7422176249.55,-33566522.11,7455742771.66,--,0.89,0.89,20211029
20210630,12325949328.93,5426076921.02,2781289710.14,1959808917.31,473567915.34,829674096.03,3275475090.15,2591819.04,--,208458916.51,7326335.76,34372482.11,2544565487.35,--,6669126608.24,6669126608.24,73464642.09,4373317968.66,12475300.85,2514962840.84,--,--,5656822720.69,2659690.26,-374932.22,--,--,--,5659857343.17,1167286559.56,--,--,--,4492570783.61,-36554829.5,4529125613.11,18872782.09,4511443565.7,-36554829.5,4547998395.2,--,0.55,0.55,20210827
20210331,4803597573.57,2511461379.21,1378326524.07,812075962.11,221366489.88,297025283.24,2024103285.03,423269.53,--,-819311535.56,-3392934.39,30404265.53,763307830.51,--,2755006511.61,2755006511.61,33895119.16,2066540226.78,6835755.71,757253245.94,--,--,2048591061.96,441724.98,1227614.3,--,--,--,2047805172.64,362514543.32,--,--,--,1685290629.32,-36556258.87,1721846888.19,-77324249.98,1607966379.34,-36556258.87,1644522638.21,--,0.21,0.21,20210423
20201231,23350881646.49,12024387749.85,4836321040.99,5856571140.77,886774597.77,1330721405.5,7636014004.47,11865293.13,--,1049173618.48,-16471131.91,82897494.48,1244158505.62,--,11185728027.56,11185728027.56,156046774.18,8427842465.14,77323820.28,1205665002.57,--,--,12165153618.93,8306977.35,47737568.56,--,--,--,12125723027.72,2589037694.66,--,--,--,9536685333.06,27256532.81,9509428800.25,-17353178.92,9519332154.14,27256532.81,9492075621.33,--,1.2,1.2,20210401
20200930,15859122717.93,8502449074.66,3529950596.1,3945106949.78,658280207.93,1071183761.55,5653623627.79,8173572.35,--,439935452.46,447944.84,38261078.88,153221777.75,--,6271539219.14,6271539219.14,112911798.8,5782168821.21,--,141194170.94,--,--,9587583498.79,6531372.91,34627916.74,--,--,--,9559486954.96,2048845622.13,--,--,--,7510641332.83,19606328.62,7491035004.21,-260723620.33,7249917712.5,19606328.62,7230311383.88,--,0.94,0.94,20201024
20200630,9899613915.66,4617456851.86,1996088594.27,1982035352.13,401007283.47,657208789.29,3645340429.96,878273.41,--,805907178.54,5309238.36,19335542.96,149055884.69,--,4002612752.83,4002612752.83,65499070.37,3587214462.0,--,140595424.72,--,--,5897001162.83,4780910.2,33034200.73,--,--,--,5868747872.3,1280602281.66,--,--,--,4588145590.64,9688538.87,4578457051.77,-98245124.76,4489900465.88,9688538.87,4480211927.01,--,0.58,0.58,20200826
20200331,4381718138.78,2103496040.96,1077276731.22,738262097.99,156333294.57,332692763.75,1633801850.35,-203717.91,--,247829645.72,5446640.29,3754145.85,54697051.86,--,1880397030.95,1880397030.95,27341678.77,1694956101.78,--,50295558.65,--,--,2501321107.83,3601826.21,10974849.05,--,--,--,2493948084.99,535827048.22,--,--,--,1958121036.77,7318170.47,1950802866.3,140082018.0,2098203054.77,7318170.47,2090884884.3,--,0.25,0.25,20200425
20191231,13693187802.2,7625043429.59,2846683722.9,3684648821.78,792854432.97,1559140651.95,2754579400.82,-7605510.94,--,1644324816.88,287498.01,48237142.76,61574862.19,--,6528176559.58,6528176559.58,98596737.38,6459340066.99,--,29669298.84,--,--,7165011242.62,15072608.53,26343881.93,--,--,--,7153739969.22,1624091521.47,--,--,--,5529648447.75,27960196.29,5501688251.46,270053676.26,5799702124.01,27960196.29,5771741927.72,--,0.67,0.67,20200327
20190930,9696990134.1,5499334822.9,2191062423.15,2532314820.65,546767539.71,1178825478.79,1959322983.0,-9016726.14,--,1013770317.73,2362069.12,29306645.46,14067817.1,--,4638752528.44,4638752528.44,70666929.07,4571974126.12,--,3555468.85,--,--,5058237605.66,13636996.16,18108131.07,--,--,--,5053766470.75,1206051024.94,--,--,--,3847715445.81,27945432.55,3819770013.26,295921759.8,4143637205.61,27945432.55,4115691773.06,--,0.5,0.5,20191030
20190630,5905562044.24,3561232815.43,1498964715.26,1621216322.03,330389585.15,812739525.65,1102784346.22,1772474.1,--,400250657.34,33212.4,18217761.26,10303725.94,--,2848776231.53,2848776231.53,43349902.03,2902243424.38,--,3087103.72,--,--,3056785812.71,12125132.56,4096436.95,--,--,--,3064814508.32,722887595.58,--,--,--,2341926912.74,12412077.19,2329514835.55,232546440.76,2574473353.5,12412077.19,2562061276.31,--,0.3,0.3,20190824
20190331,3107663328.89,1587133281.97,723202987.16,655966945.71,157918916.38,381116985.59,678908510.55,-1528732.36,--,442038834.12,-2646540.18,17771563.48,3340693.36,--,1121777909.83,1121777909.83,19178977.19,1525914815.46,--,489674.43,--,--,1985885419.06,10734731.45,2530651.11,--,--,--,1994089499.4,496247256.11,--,--,--,1497842243.29,9924173.0,1487918070.29,215183867.29,1713026110.58,9924173.0,1703101937.58,--,0.19,0.19,20190426
20181231,10907166796.66,6428934584.25,2291256038.0,3134659579.86,691014534.91,1993344054.45,1435921166.19,7873783.72,--,988850480.08,-22371297.86,57397486.97,25090322.58,--,6866666593.79,6866666593.79,79927780.49,5625951991.78,--,6881772.06,--,--,4040500202.87,18951266.07,8008944.83,--,--,--,4051442524.11,948014873.1,--,--,--,3103427651.01,15967720.19,3087459930.82,328859575.2,3432287226.21,15967720.19,3416319506.02,--,0.38,0.38,20190319
