报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20221231,--,285277000000.0,98329000000.0,16555000000.0,133921000000.0,1356596000000.0,446133000000.0,731850000000.0,172233000000.0,6380000000.0,--,--,27553000000.0,41561000000.0,--,--,--,--,3242258000000.0,--,--,--,--,--,11083000000.0,--,6879000000.0,7568000000.0,44079000000.0,477000000.0,42848000000.0,--,--,5321514000000.0,--,407278000000.0,191916000000.0,53282000000.0,69054000000.0,36525000000.0,13303000000.0,3352266000000.0,18571000000.0,14674000000.0,--,--,--,--,--,692075000000.0,--,9730000000.0,21238000000.0,--,--,4886834000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,2660000000.0,10781000000.0,186305000000.0,64768000000.0,--,--,--,434680000000.0,--,434680000000.0,--,--,5321514000000.0,20230309
20220930,--,308211000000.0,83395000000.0,14112000000.0,97273000000.0,1293486000000.0,387335000000.0,745821000000.0,152924000000.0,7406000000.0,--,--,60728000000.0,16352000000.0,--,--,--,--,3214689000000.0,--,--,--,--,--,10975000000.0,--,6699000000.0,7568000000.0,42063000000.0,512000000.0,32422000000.0,--,--,5195133000000.0,--,271268000000.0,163520000000.0,39469000000.0,101040000000.0,62991000000.0,75119000000.0,3283643000000.0,17375000000.0,12865000000.0,--,--,--,--,--,702138000000.0,--,9236000000.0,24069000000.0,--,--,4769749000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,1516000000.0,10781000000.0,183674000000.0,59247000000.0,--,--,--,425384000000.0,--,425384000000.0,--,--,5195133000000.0,20221025
20220630,--,313690000000.0,67118000000.0,14125000000.0,138322000000.0,1284180000000.0,363622000000.0,755185000000.0,158105000000.0,7268000000.0,--,--,27348000000.0,2403000000.0,--,--,--,--,3143840000000.0,--,--,--,--,--,11268000000.0,--,5516000000.0,7568000000.0,40477000000.0,520000000.0,45661000000.0,--,--,5108776000000.0,--,361624000000.0,132100000000.0,41388000000.0,83021000000.0,27649000000.0,16400000000.0,3277612000000.0,16179000000.0,9184000000.0,--,--,--,--,--,677361000000.0,--,9141000000.0,37924000000.0,--,--,4696678000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,2801000000.0,10781000000.0,169341000000.0,59009000000.0,--,--,--,412098000000.0,--,412098000000.0,--,--,5108776000000.0,20220818
20220331,--,354541000000.0,71279000000.0,14276000000.0,131340000000.0,1303029000000.0,399245000000.0,730932000000.0,167442000000.0,5410000000.0,--,--,30842000000.0,27871000000.0,--,--,--,--,3073982000000.0,--,--,--,--,--,11566000000.0,--,5644000000.0,7568000000.0,38041000000.0,516000000.0,40943000000.0,--,--,5117949000000.0,--,345324000000.0,207891000000.0,35852000000.0,73630000000.0,30706000000.0,--,3179933000000.0,14730000000.0,12908000000.0,--,--,--,--,--,770219000000.0,--,4188000000.0,29581000000.0,--,--,4711774000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,1691000000.0,10781000000.0,164804000000.0,58733000000.0,--,--,--,406175000000.0,--,406175000000.0,--,--,5117949000000.0,20220427
20211231,--,312033000000.0,78215000000.0,17820000000.0,94473000000.0,1282889000000.0,389703000000.0,738166000000.0,152428000000.0,2592000000.0,--,--,30238000000.0,6388000000.0,--,--,--,--,2984753000000.0,--,--,--,--,--,11974000000.0,--,5801000000.0,7568000000.0,39735000000.0,558000000.0,42164000000.0,--,--,4921380000000.0,--,345131000000.0,148162000000.0,32394000000.0,43421000000.0,31092000000.0,47703000000.0,2990518000000.0,18095000000.0,11685000000.0,--,--,--,--,--,823934000000.0,--,3944000000.0,22885000000.0,--,--,4525932000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,1785000000.0,10781000000.0,154377000000.0,58339000000.0,--,--,--,395448000000.0,--,395448000000.0,--,--,4921380000000.0,20220310
20210930,--,330292000000.0,80429000000.0,17398000000.0,117850000000.0,1242329000000.0,372580000000.0,730418000000.0,136733000000.0,2598000000.0,--,--,28825000000.0,15077000000.0,--,--,--,--,2903935000000.0,--,--,--,--,--,11359000000.0,--,5878000000.0,7568000000.0,39572000000.0,567000000.0,45002000000.0,--,--,4853074000000.0,--,346744000000.0,173540000000.0,40872000000.0,43156000000.0,31141000000.0,25090000000.0,2951867000000.0,18309000000.0,11709000000.0,--,--,--,--,--,787845000000.0,--,3061000000.0,23588000000.0,--,--,4464216000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,1576000000.0,10781000000.0,154001000000.0,52334000000.0,--,--,--,388858000000.0,--,388858000000.0,--,--,4853074000000.0,20211021
20210630,--,329376000000.0,75789000000.0,22478000000.0,106005000000.0,1169100000000.0,321164000000.0,699294000000.0,146102000000.0,2540000000.0,--,--,29627000000.0,76559000000.0,--,--,--,--,2803444000000.0,--,--,--,--,--,11473000000.0,--,6091000000.0,7568000000.0,39161000000.0,611000000.0,39736000000.0,--,--,4723520000000.0,--,379996000000.0,122961000000.0,33274000000.0,47162000000.0,32715000000.0,--,2893011000000.0,16167000000.0,9449000000.0,--,--,--,--,--,777467000000.0,--,2961000000.0,24392000000.0,--,--,4346327000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,1463000000.0,10781000000.0,143239000000.0,51544000000.0,--,--,--,377193000000.0,--,377193000000.0,--,--,4723520000000.0,20210820
20210331,--,312903000000.0,93802000000.0,24658000000.0,78386000000.0,1138251000000.0,290115000000.0,657588000000.0,188314000000.0,2234000000.0,--,--,32910000000.0,80024000000.0,--,--,--,--,2711981000000.0,--,--,--,--,--,11828000000.0,--,6328000000.0,7568000000.0,37207000000.0,522000000.0,29872000000.0,--,--,4572974000000.0,--,478467000000.0,124245000000.0,24239000000.0,50990000000.0,35514000000.0,17484000000.0,2764635000000.0,14231000000.0,12750000000.0,--,--,--,--,--,648738000000.0,1000000.0,1309000000.0,20776000000.0,--,--,4200357000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,845000000.0,10781000000.0,139287000000.0,51538000000.0,--,--,--,372617000000.0,--,372617000000.0,--,--,4572974000000.0,20210421
20201231,--,283982000000.0,106174000000.0,31340000000.0,70996000000.0,1143611000000.0,311270000000.0,633619000000.0,197073000000.0,1649000000.0,--,--,36607000000.0,95314000000.0,--,--,--,--,2610841000000.0,--,--,--,--,--,10893000000.0,--,3852000000.0,7568000000.0,39034000000.0,573000000.0,20580000000.0,--,--,4468514000000.0,--,469551000000.0,124587000000.0,41034000000.0,31505000000.0,41485000000.0,35286000000.0,2695935000000.0,16959000000.0,11444000000.0,--,--,--,--,--,611865000000.0,2000000.0,958000000.0,16426000000.0,--,--,4104383000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,462000000.0,10781000000.0,131186000000.0,51536000000.0,--,--,--,364131000000.0,--,364131000000.0,--,--,4468514000000.0,20210202
20200930,--,298880000000.0,85691000000.0,36611000000.0,98137000000.0,1124134000000.0,282951000000.0,608155000000.0,230970000000.0,2058000000.0,--,--,30820000000.0,63338000000.0,--,--,--,--,2518314000000.0,--,--,--,--,--,10280000000.0,--,3903000000.0,7568000000.0,37815000000.0,580000000.0,23371000000.0,--,--,4346921000000.0,--,423992000000.0,122074000000.0,55400000000.0,53440000000.0,35286000000.0,94676000000.0,2573072000000.0,15897000000.0,10262000000.0,--,--,--,--,--,571203000000.0,--,1011000000.0,24058000000.0,--,--,3988150000000.0,--,19406000000.0,69944000000.0,19953000000.0,49991000000.0,80816000000.0,--,812000000.0,10781000000.0,130664000000.0,46348000000.0,--,--,--,358771000000.0,--,358771000000.0,--,--,4346921000000.0,20201022
