报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,3890136000.0,2860856000.0,7017425000.0,4156569000.0,232607000.0,272202000.0,39595000.0,496901000.0,69753000.0,--,-72877000.0,344666000.0,18194000.0,9539000.0,250000.0,1987911000.0,38033000.0,879560000.0,--,7196000.0,--,--,1902225000.0,1020000.0,3084000.0,--,--,--,1900161000.0,360459000.0,--,--,--,1539702000.0,83045000.0,1456657000.0,63362000.0,1603064000.0,83045000.0,1520019000.0,--,0.42,0.33,20221027
20220630,3582805000.0,2665884000.0,6880989000.0,4215105000.0,194423000.0,230817000.0,36394000.0,276868000.0,63550000.0,--,81013000.0,337036000.0,15439000.0,11301000.0,841000.0,1888150000.0,48048000.0,813004000.0,--,7156000.0,--,--,1694655000.0,608000.0,7683000.0,--,--,--,1687580000.0,280215000.0,--,--,--,1407365000.0,66116000.0,1341249000.0,-130444000.0,1276921000.0,66116000.0,1210805000.0,--,0.38,0.29,20220831
20220331,3184348000.0,2688655000.0,6775315000.0,4086660000.0,218043000.0,254663000.0,36620000.0,673072000.0,61811000.0,--,-341050000.0,-96671000.0,26923000.0,10445000.0,4931000.0,1401709000.0,33076000.0,732554000.0,--,7229000.0,--,--,1782639000.0,3156000.0,1308000.0,--,--,--,1784487000.0,294882000.0,--,--,--,1489605000.0,46223000.0,1443382000.0,-167126000.0,1322479000.0,46223000.0,1276256000.0,--,0.42,0.42,20220430
20211231,3326898000.0,2957635000.0,7046662000.0,4089027000.0,175338000.0,212031000.0,36693000.0,361404000.0,105681000.0,--,-125508000.0,-68367000.0,1047000.0,10716000.0,14633000.0,2542309000.0,50874000.0,919709000.0,1569000.0,7128000.0,--,--,784589000.0,4462000.0,7580000.0,--,--,--,781471000.0,138545000.0,--,--,--,642926000.0,48154000.0,594772000.0,148882000.0,791808000.0,48154000.0,743654000.0,--,0.08,0.08,20220401
20210930,3914130000.0,3043523000.0,7053230000.0,4009707000.0,164958000.0,200185000.0,35227000.0,367903000.0,81552000.0,--,238292000.0,66046000.0,17547000.0,10092000.0,5769000.0,2065204000.0,33653000.0,764144000.0,0.0,7128000.0,--,--,1848926000.0,796000.0,346000.0,--,--,--,1849376000.0,387587000.0,--,--,--,1461789000.0,52215000.0,1409574000.0,267868000.0,1729657000.0,52215000.0,1677442000.0,--,0.41,0.41,20211030
20210630,3617943000.0,2718124000.0,6650703000.0,3932579000.0,254758000.0,270870000.0,16112000.0,536186000.0,56220000.0,--,137872000.0,-88124000.0,46912000.0,11560000.0,--,2019051000.0,47676000.0,757663000.0,4510000.0,7124000.0,--,--,1598892000.0,930000.0,1217000.0,--,--,--,1598605000.0,322638000.0,--,--,--,1275967000.0,50706000.0,1225261000.0,130317000.0,1406284000.0,50706000.0,1355578000.0,--,0.38,0.38,20210831
20210331,3656259000.0,2877491000.0,6659941000.0,3782450000.0,173768000.0,220667000.0,46899000.0,405201000.0,52369000.0,--,145360000.0,30923000.0,12838000.0,10678000.0,--,1794396000.0,37761000.0,670839000.0,3406000.0,7116000.0,--,--,1861863000.0,3267000.0,2425000.0,--,--,--,1862705000.0,384362000.0,--,--,--,1478343000.0,44207000.0,1434136000.0,-238239000.0,1240104000.0,44207000.0,1195897000.0,--,0.41,0.41,20210429
20201231,3161393000.0,2871147000.0,6561908000.0,3690761000.0,196659000.0,244576000.0,47917000.0,309590000.0,69452000.0,--,-27098000.0,-226154000.0,23910000.0,9148000.0,4191000.0,2452872000.0,47186000.0,916768000.0,111608000.0,5100000.0,--,--,708521000.0,2921000.0,4061000.0,--,--,--,707381000.0,145656000.0,--,--,--,561725000.0,28925000.0,532800000.0,-80298000.0,481427000.0,28925000.0,452502000.0,--,0.08,0.08,20210331
20200930,3348735000.0,2853426000.0,6426046000.0,3572620000.0,318194000.0,343081000.0,24887000.0,330865000.0,63612000.0,--,-1768000.0,-221450000.0,35448000.0,6721000.0,27299000.0,1626451000.0,33727000.0,625858000.0,5267000.0,4821000.0,--,--,1722284000.0,806000.0,5169000.0,--,--,--,1717921000.0,334119000.0,--,--,--,1383802000.0,38589000.0,1345213000.0,-73890000.0,1309912000.0,38589000.0,1271323000.0,--,0.43,0.43,20201222
20200630,3193889000.0,2726582000.0,6131971000.0,3405389000.0,298874000.0,317864000.0,18990000.0,400901000.0,-4506000.0,--,-237797000.0,-2634000.0,--,3294000.0,--,1715748000.0,43935000.0,587913000.0,3326000.0,1093000.0,--,--,1478141000.0,1765000.0,4185000.0,--,--,--,1475721000.0,261871000.0,--,--,--,1213850000.0,45689000.0,1168161000.0,-211082000.0,1002768000.0,45689000.0,957079000.0,--,0.37,0.37,20201222
20200331,3344334000.0,2609583000.0,6071123000.0,3461540000.0,223320000.0,246376000.0,23056000.0,398769000.0,34345000.0,--,18131000.0,91512000.0,--,3019000.0,--,1502509000.0,30930000.0,563142000.0,-898000.0,1083000.0,--,--,1841825000.0,1163000.0,10229000.0,--,34345000.0,--,1832759000.0,426441000.0,--,--,--,1406318000.0,28859000.0,1377459000.0,212161000.0,1618479000.0,28859000.0,1589620000.0,--,0.44,0.44,20200428
20191231,3292221000.0,2782158000.0,6140397000.0,3358239000.0,26637000.0,52395000.0,25758000.0,436580000.0,44860000.0,--,124213000.0,-82378000.0,11458000.0,-47294000.0,-3428000.0,2483150000.0,41618000.0,789139000.0,-1834000.0,904000.0,--,--,809071000.0,1832000.0,25992000.0,--,--,--,662806000.0,150007000.0,--,--,--,512799000.0,25706000.0,487093000.0,37435000.0,550234000.0,25706000.0,524528000.0,--,0.06,0.06,20201222
20190930,3182241000.0,2316795000.0,5527345000.0,3210550000.0,314550000.0,341342000.0,26792000.0,371459000.0,--,--,--,--,--,5679000.0,--,1539931000.0,--,629683000.0,--,--,--,--,1642310000.0,--,--,--,73488000.0,--,1715798000.0,396062000.0,--,--,--,1319736000.0,21230000.0,1298506000.0,52022000.0,1371758000.0,21230000.0,1350528000.0,--,0.42,0.42,20201222
20190630,2742845000.0,2025990000.0,5290267000.0,3264277000.0,315057000.0,356477000.0,41420000.0,296991000.0,--,--,--,--,--,34986000.0,--,1111862000.0,--,661702000.0,--,--,--,--,1630983000.0,--,--,--,-2901000.0,--,1628082000.0,371330000.0,--,--,--,1256752000.0,46657000.0,1210095000.0,108225000.0,1364977000.0,46657000.0,1318320000.0,--,0.38,0.38,20190830
20190331,2730687000.0,2023267000.0,5243713000.0,3220446000.0,292268000.0,304389000.0,12121000.0,368820000.0,--,--,--,--,--,12019000.0,--,1212889000.0,--,509560000.0,--,--,--,--,1517798000.0,--,--,--,47803000.0,--,1565601000.0,333431000.0,--,--,--,1232170000.0,20376000.0,1211794000.0,285405000.0,1517575000.0,20376000.0,1497199000.0,--,0.39,0.39,20190430
20181231,2598259000.0,1747531000.0,4857236000.0,3109705000.0,314087000.0,355553000.0,41466000.0,663520000.0,--,--,--,--,--,37770000.0,--,2160117000.0,--,847166000.0,--,--,--,--,438142000.0,--,--,--,77987000.0,--,516129000.0,62128000.0,--,--,--,454001000.0,15145000.0,438856000.0,416477000.0,870478000.0,15145000.0,855333000.0,--,0.04,0.04,20201222
20180930,2912452000.0,1867642000.0,4980189000.0,3112547000.0,347793000.0,370007000.0,22214000.0,274479000.0,--,--,--,--,--,5356000.0,--,1532908000.0,--,586624000.0,--,--,--,--,1379544000.0,--,--,--,47462000.0,--,1427006000.0,353077000.0,--,--,--,1073929000.0,15212000.0,1058717000.0,156661000.0,1230590000.0,15212000.0,1215378000.0,--,0.34,0.34,20181030
20180630,2807699000.0,1658835000.0,4883905000.0,3225070000.0,405018000.0,352795000.0,-52223000.0,565069000.0,--,--,--,--,--,27439000.0,--,1256187000.0,--,549872000.0,--,--,--,--,1551512000.0,--,--,--,35804000.0,--,1587316000.0,414358000.0,--,--,--,1172958000.0,14291000.0,1158667000.0,-98487000.0,1074471000.0,14291000.0,1060180000.0,--,0.37,0.37,20181031
20180331,2311674000.0,1601638000.0,4601442000.0,2999804000.0,275024000.0,375357000.0,100333000.0,366709000.0,--,--,--,--,--,4403000.0,--,1058677000.0,--,587459000.0,--,--,--,--,1252997000.0,--,--,--,59174000.0,--,1312171000.0,190964000.0,--,--,--,1121207000.0,7600000.0,1113607000.0,7797000.0,1129004000.0,7600000.0,1121404000.0,--,0.36,0.36,20180426
