报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,120746856344.58,79757110604.06,26317318240.63,8294521600.09,--,63388031334.64,325358473595.68,282119956366.0,3994165028.96,36640948787.96,2603403412.76,--,--,10598655030.75,22746553775.53,--,9198943533.16,--,--,27268761064.72,--,--,--,3923709079.91,1147175313.04,208156421.47,246690079.04,--,--,2799397540.72,49101555.25,2254738030.89,--,--,617169198166.51,--,3538910689.73,--,36486755776.29,504703803.97,5106891880.26,5421146696.28,138423619398.77,102373821475.1,486660313.05,4629973375.66,--,778053049.68,28337847001.91,--,118357384.54,--,--,--,158098902185.6,2481627.49,--,13258609153.12,--,--,498511103281.62,--,25039944560.0,--,--,--,19367146136.46,--,-689812035.6,3860338868.32,33050061353.51,16284846785.84,--,--,--,--,96912525668.53,21745569216.36,118658094884.89,--,--,617169198166.51,20221029
20220630,--,129810200675.82,92345402417.97,23887122744.96,8279710283.21,--,67378075125.46,316252697195.43,268043439543.04,4586626251.96,40604245017.5,3018386382.93,--,--,6302754939.03,29461463942.51,--,7900778736.56,--,--,31148219336.93,--,--,--,4562330436.17,1113309777.0,203660829.17,231338904.83,--,--,2674863925.98,50222968.17,3068884694.8,--,--,624957963235.55,--,3089108001.74,--,36032626484.09,3337755264.73,4959070430.38,8010149615.46,130220011282.1,116768953955.58,19909120.0,6675269633.09,--,888936303.69,27852018147.57,--,112812838.9,--,--,--,161899437257.6,4731819.62,--,16166221135.65,--,--,516988313524.72,--,25039944560.0,--,--,--,19367146136.46,--,-760608328.5,3860338868.32,32155624056.2,16270655717.86,--,--,--,--,95933101010.34,12036548700.49,107969649710.83,--,--,624957963235.55,20220831
20220331,--,119892382992.87,82815193631.63,25770796402.68,11051173349.81,--,71438637043.15,325697905952.12,275551380220.27,5078231167.94,42590280114.32,2478014449.59,--,--,6556402151.49,22458206387.76,--,3933578798.98,--,--,31087232517.87,--,--,--,4669414538.25,1128518019.44,207857461.83,250218332.28,--,--,2612632470.09,51344381.08,3038920129.75,--,--,619863397872.56,--,2396406258.62,--,36493888245.85,3090635762.13,4328506036.26,5993557269.4,148132142276.46,108279393065.27,--,5874249084.9,--,1216868243.64,18836617195.43,--,88027904.81,--,--,--,162949338071.9,11079300.8,--,13108244086.66,--,--,511901432048.55,--,25039944560.0,--,--,--,19367146136.46,--,-836285835.27,3860338868.32,32409780624.97,16256100189.05,--,--,--,--,96097024543.53,11864941280.48,107961965824.01,--,--,619863397872.56,20220430
20211231,--,108580453632.49,77541617392.65,24343165506.63,9081223853.06,--,76296755210.91,317347230132.21,272576458805.6,5021564425.53,37125399149.14,2623807751.94,--,--,2800299619.84,25398184483.4,--,4093736594.48,--,--,29113660023.59,--,--,--,4512057679.62,1126484508.82,227067332.24,250180959.41,--,--,2570403334.75,52465794.0,3350716236.12,--,--,601011467253.09,--,3229797786.23,--,29586843198.81,4366724506.15,6166995391.55,7309855457.95,137977519780.54,104738358649.63,--,6226949469.47,--,2689015801.16,16950753669.24,--,140220205.93,--,--,--,160486724010.28,27297930.73,--,13090602080.24,--,--,493956873232.83,--,25039944560.0,--,--,--,19367146136.46,--,-640305705.98,3860338868.32,31358141449.76,16236742750.91,--,--,--,--,95222008059.47,11832585960.79,107054594020.26,--,--,601011467253.09,20220331
20210930,--,112442970793.99,79088281136.96,25072245485.96,13253238376.49,--,75450684726.45,286535462805.42,246638038221.65,4970940423.84,31947139675.0,2979344484.93,--,--,3509235493.02,24201919183.14,--,6700428234.57,--,--,24376710040.84,--,--,--,4251624868.11,1102947883.3,181430358.54,208505647.49,--,--,2327824364.4,53587206.91,3038933628.22,--,--,570371867002.55,--,3504801805.02,--,24062143949.17,7145358486.31,6147175019.34,5189221851.1,127410339447.17,106187844791.05,405323000.0,4598521521.71,--,1366149189.02,11539004473.37,--,136605370.4,--,--,--,157875198582.71,7454604.17,--,13595726619.95,--,--,470106367681.02,--,25039944560.0,5300000000.0,--,5300000000.0,19367146136.46,--,-807774373.57,3563550860.4,31809044976.84,14289532101.98,--,--,--,--,98561444262.11,1704055059.42,100265499321.53,--,--,570371867002.55,20211030
20210630,--,100248352967.6,73932915362.98,22248607380.39,12841160603.87,--,79500970495.75,253254583284.19,211164707701.67,5170066509.27,33403630852.63,3516178220.62,--,--,2701410312.56,24172609565.29,--,4799832366.84,--,--,21716631043.12,--,--,--,4167813668.46,1107088107.73,170924631.11,189899181.38,--,--,2351067933.42,54708619.84,3018641733.8,--,--,520597661777.09,--,7751382096.63,--,29192109677.1,3889489399.7,5755616413.11,4887137877.59,116976848642.98,98136266808.31,--,6342216704.04,--,504954532.31,8218018869.93,--,118177682.02,--,--,--,129470224027.97,1774999.49,--,14481970735.47,--,--,426634352707.01,--,25039944560.0,2000000000.0,--,2000000000.0,19367146136.46,--,-1142966056.15,3563550860.4,29169870934.19,14271732205.01,--,--,--,--,92269278639.91,1694030430.17,93963309070.08,--,--,520597661777.09,20210828
20210331,--,106888704169.42,75623058319.42,19641302411.11,11370805671.2,--,73900936836.54,240003984253.33,181516395213.81,5238322635.94,49851743854.12,3397522549.46,--,--,289465899.79,22470532237.3,--,3526636127.23,--,--,21206913491.66,--,--,--,4032988914.05,1121584606.67,170345931.69,184905669.35,--,--,2185497788.19,55830032.77,3428293044.95,--,--,499976096973.76,--,3626400430.07,--,34979467943.68,4391360882.68,3650159014.09,1911682655.78,110502495186.4,95722247788.44,--,5699385882.48,--,1314003090.34,5302298530.5,--,188168546.66,--,--,--,127548141789.56,6511967.82,146788.99,12005577425.93,--,--,407725421837.89,--,25039944560.0,--,--,--,19367146136.46,--,-1283006417.73,3563550860.4,29596886295.61,14259011977.56,--,--,--,--,90543533412.3,1707141723.57,92250675135.87,--,--,499976096973.76,20210430
20201231,--,98793909304.68,75871042528.07,18239263358.77,12265249174.68,--,74212400779.95,237374491080.2,164567857020.29,6452202502.5,57282608667.83,9071822889.58,--,--,1650557818.88,26659737121.39,--,3088616075.67,--,--,18347661263.26,--,--,--,4706513720.78,1137137261.49,158151922.44,187902853.38,--,--,2206891829.08,56951445.7,3439408238.95,--,--,491124275720.23,--,4346935041.21,--,40505069024.09,4430000000.0,3451936529.57,2221290853.65,103314546514.1,97535040412.63,473250054.25,5178621005.17,--,1578916592.47,6271590506.64,--,141790852.68,--,--,--,118167945322.39,2148084.31,--,12551785946.06,--,--,401033686262.09,--,25039944560.0,--,--,--,19367146136.46,--,-930712658.95,3563550860.4,27183981098.98,14240706517.92,--,--,--,--,88464616514.81,1625972943.33,90090589458.14,--,--,491124275720.23,20210331
20200930,--,94032558392.74,70602106049.25,17028892609.28,12028241826.69,--,78986574647.78,227834825559.92,148846052293.43,7332317689.94,62626444641.45,9030010935.1,--,--,1330751456.42,24151339697.49,--,5220435211.81,--,--,14843576822.85,--,--,--,2906918695.71,1149836078.04,157066439.63,135609847.75,--,--,1799179584.33,58072858.63,2419958473.22,--,--,472843549641.32,--,11642338912.44,--,35742993606.15,4689053665.89,4661997660.0,1437385284.82,95603844049.72,92634517039.27,--,4094711436.6,--,633994997.96,7003272570.08,--,155847224.85,--,--,--,112746883437.37,2967868.03,--,12131359899.93,--,--,383931653589.05,--,25039944560.0,--,--,--,19367146136.46,--,-887542994.87,3390426172.88,28042662952.03,12318546576.4,--,--,--,--,87271183402.9,1640712649.37,88911896052.27,--,--,472843549641.32,20201031
20200630,--,95532742882.31,77910934769.78,14406277668.14,10682558518.3,--,62384674333.42,210402860345.26,131755333381.64,7060400201.96,62655520531.33,8931606230.33,--,--,532337112.72,32646913822.75,--,4150391274.98,--,--,12375698783.95,--,--,--,2557390939.04,1149040933.8,140120535.43,136462821.8,--,--,1989406849.36,59194271.56,2384326362.71,--,--,441633888737.09,--,4571048116.86,--,17741780322.73,8999667491.83,4055169940.02,765825814.03,89441329666.85,98077218952.03,--,3793383782.1,--,859029359.94,3130050373.77,--,157614615.18,--,--,300506301.37,106227335140.62,3003042.31,--,16424964960.72,--,--,355333614626.48,--,25039944560.0,--,--,--,19367146136.46,--,-957683500.34,3390426172.88,25490842953.49,12302919663.68,--,--,--,--,84633595986.17,1666678124.44,86300274110.61,--,--,441633888737.09,20200829
