报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,26341185531.0,15617143297.0,2872577002.0,639123361.0,--,6585128134.0,43315702388.0,42906598956.0,41065150.0,112342635.0,255695647.0,--,--,191181716.0,3760298755.0,--,41824986.0,--,--,5326250294.0,--,--,--,255087174.0,380714030.0,--,172172892.0,--,476939901.0,259355602.0,--,781367530.0,--,--,91150527221.0,--,863582628.0,--,3137505751.0,10540436800.0,5198013250.0,30660562.0,16804760145.0,17328833561.0,--,146916594.0,--,83090207.0,1010167952.0,--,--,--,--,--,15851772166.0,65589669.0,--,1995065396.0,--,--,73459256930.0,--,3589771547.0,--,--,--,9723419390.0,--,-54021834.0,702760057.0,1739641872.0,1545968216.0,--,--,--,--,17247539248.0,443731043.0,17691270291.0,--,--,91150527221.0,20221029
20220630,--,28260469750.0,18474646815.0,3076714702.0,763843053.0,--,6660125084.0,36855891567.0,36382376933.0,40538653.0,159488832.0,273487149.0,--,--,87481918.0,5086605002.0,--,39605621.0,--,--,5755507270.0,--,--,--,254087174.0,385805648.0,--,169205881.0,--,476939901.0,240828184.0,--,691061073.0,--,--,88455367367.0,--,959682162.0,--,4304858761.0,10344634262.0,4646816533.0,191533671.0,14812148330.0,18774975480.0,18248850.0,192729612.0,--,69066550.0,845681721.0,--,--,--,--,--,12961739685.0,86220145.0,--,2214571928.0,--,--,70848659626.0,--,3589771547.0,--,--,--,9723419390.0,--,-72509066.0,702760057.0,1669428983.0,1545968216.0,--,--,--,--,17158839127.0,447868614.0,17606707741.0,--,--,88455367367.0,20220829
20220331,--,24313472800.0,14913572944.0,3176459726.0,872708675.0,--,7204616600.0,33657145564.0,33030370544.0,247357722.0,130357132.0,249060166.0,--,--,24724896.0,4419977458.0,--,64360623.0,--,--,5511630726.0,--,--,--,254087174.0,387577814.0,--,170724778.0,--,476939901.0,255880426.0,--,766826535.0,--,--,81081431666.0,--,976062637.0,--,4278799206.0,9697791978.0,2787949127.0,37761193.0,14406089602.0,16389407558.0,--,151379235.0,--,57796733.0,800254648.0,--,--,--,--,--,10909029971.0,87618296.0,--,2341503393.0,--,--,63324827491.0,--,3589771547.0,--,--,--,9723419390.0,--,-123104617.0,702760057.0,1858372224.0,1545968216.0,--,--,--,--,17297186817.0,459417358.0,17756604175.0,--,--,81081431666.0,20220428
20211231,--,24708749820.0,14321311160.0,3268344293.0,803585435.0,--,7669491331.0,28922991809.0,28261356216.0,245562979.0,168464245.0,247608369.0,--,--,48306818.0,4828834513.0,--,62963064.0,--,--,4391577765.0,--,--,--,150687174.0,401362621.0,--,172640222.0,--,476939901.0,238330350.0,--,537772814.0,--,--,76302381884.0,--,890372709.0,--,4190960434.0,13426719743.0,2700652386.0,90200606.0,6753855799.0,15368712212.0,--,192342274.0,--,121167466.0,480582017.0,--,--,--,--,--,12166623726.0,61233982.0,--,1732634399.0,--,--,58596200808.0,--,3589771547.0,--,--,--,9723419390.0,--,-114889595.0,702760057.0,1793317471.0,1545968216.0,--,--,--,--,17240347086.0,465833990.0,17706181076.0,--,--,76302381884.0,20220428
20210930,--,22043176353.0,14325819981.0,3510164241.0,878144015.0,--,7778993362.0,35140400476.0,34572860458.0,49280137.0,235773062.0,282486819.0,--,--,67162462.0,3094354593.0,--,81839817.0,--,--,4312542715.0,--,--,--,145210881.0,397365323.0,--,153489877.0,--,476939901.0,192422242.0,--,499496970.0,--,--,78365479125.0,--,727628081.0,--,2916880543.0,10902882214.0,2647713083.0,27742855.0,14305787298.0,15874903293.0,28160000.0,173727245.0,--,126185320.0,464593950.0,--,--,--,--,--,10754602568.0,10634449.0,--,1389304817.0,--,--,60823537465.0,--,3589771547.0,--,--,--,9723419390.0,--,-73861797.0,650431550.0,1774260506.0,1430378523.0,--,--,--,--,17094399719.0,447541941.0,17541941660.0,--,--,78365479125.0,20211030
20210630,--,20393933559.0,12275392271.0,4310278052.0,1005578616.0,--,7719361550.0,37905415883.0,37249865009.0,49164824.0,332260429.0,274125621.0,--,--,42169072.0,2549923947.0,--,63833070.0,--,--,4031738257.0,--,--,--,145210881.0,393589733.0,--,145823145.0,--,476939901.0,214692270.0,--,637988076.0,--,--,79365015224.0,--,403075487.0,--,5020258594.0,7500796334.0,3462773201.0,31639270.0,18975603999.0,14183483308.0,--,238285585.0,--,156896194.0,438283654.0,--,--,--,--,--,9996495412.0,25021306.0,--,1227732849.0,--,--,61984370257.0,--,3589771547.0,--,--,--,9723419390.0,--,-71006359.0,650431550.0,1582028769.0,1430378523.0,--,--,--,--,16905023420.0,475621547.0,17380644967.0,--,--,79365015224.0,20210827
20210331,--,20006140528.0,11450476949.0,3406860686.0,1269681929.0,--,7149660380.0,35439007125.0,34599094984.0,50309963.0,550957103.0,238645075.0,--,--,13151797.0,2885917826.0,--,76715300.0,--,--,3593998548.0,--,--,--,146102915.0,374382523.0,--,144494199.0,--,476939901.0,206725410.0,--,967806408.0,--,--,75159820206.0,--,229807734.0,--,6210679205.0,9210975300.0,2044878631.0,5046544.0,16646026864.0,13358933635.0,15000000.0,128471371.0,--,128735060.0,136714972.0,--,--,--,--,--,8617597620.0,1158508.0,--,614322810.0,--,--,57603154139.0,--,3589771547.0,--,--,--,9723419390.0,--,-53420544.0,650431550.0,1692266657.0,1426359605.0,--,--,--,--,17028828205.0,527837862.0,17556666067.0,--,--,75159820206.0,20210420
20201231,--,17221704814.0,10752989736.0,5212171280.0,1377001845.0,--,7237799738.0,24482913220.0,22521225349.0,50144943.0,1693438010.0,218104918.0,--,--,25399386.0,2909890823.0,--,110334334.0,--,--,3266499930.0,--,--,--,295210881.0,376978614.0,--,143246203.0,--,476939901.0,191483677.0,--,501476023.0,--,--,62452048824.0,--,224453083.0,--,5520485844.0,10022257097.0,730528365.0,20883097.0,6799897076.0,12817075071.0,--,220586623.0,--,142252957.0,90780258.0,--,--,--,--,--,7654291213.0,6421703.0,--,750692966.0,--,--,45000605353.0,--,3589771547.0,--,--,--,9723419390.0,--,-41830649.0,650431550.0,1557284480.0,1426359605.0,--,--,--,--,16905435923.0,546007548.0,17451443471.0,--,--,62452048824.0,20210420
20200930,--,17750856515.0,9264918586.0,3691971649.0,1414529358.0,--,6982249703.0,30766735907.0,29756630733.0,31611679.0,738442672.0,240050823.0,--,--,7611991.0,2542803409.0,--,89199166.0,--,--,3065888995.0,--,--,--,468141397.0,383240512.0,--,127124975.0,--,476939901.0,207704441.0,--,1050755429.0,--,--,67611223990.0,--,234339111.0,--,6788068562.0,5879888250.0,588442750.0,133182888.0,17641796926.0,11448254735.0,--,185568859.0,--,168269962.0,144640173.0,--,--,--,--,--,6186839756.0,18746389.0,--,771132810.0,--,--,50189171171.0,--,3589771547.0,--,--,--,9723419390.0,--,-77060694.0,556740074.0,1810581029.0,1227939441.0,--,--,--,--,16831390787.0,590662032.0,17422052819.0,--,--,67611223990.0,20201027
20200630,--,19071467944.0,10075044573.0,3740783117.0,1554510188.0,--,6007359979.0,27712429298.0,26180667035.0,32884589.0,1248564887.0,250312787.0,--,--,50192600.0,3460977830.0,--,79059820.0,--,--,2847629869.0,--,--,--,421754695.0,386092475.0,--,116518687.0,--,476939901.0,206818227.0,--,659091991.0,--,--,65237116433.0,--,191879317.0,--,5083526278.0,6407738389.0,1064878110.0,137919460.0,17186705013.0,12192448128.0,--,132059434.0,--,163698139.0,119378744.0,--,--,--,--,--,4628498399.0,31613323.0,--,700581582.0,--,--,48040924316.0,--,2828725153.0,--,--,--,10484465784.0,--,-59876507.0,556740074.0,1605065552.0,1227939441.0,--,--,--,--,16643059497.0,553132620.0,17196192117.0,--,--,65237116433.0,20200825
20200331,--,12915739991.0,9206365966.0,3739720396.0,1527497910.0,--,5815635444.0,30909236226.0,28956807883.0,33730170.0,1677380535.0,241317638.0,--,--,2872798.0,3680480303.0,--,88791990.0,--,--,2719526539.0,--,--,--,421709605.0,377065656.0,--,109792276.0,--,476939901.0,193184396.0,--,815511563.0,--,--,62266207084.0,--,192028904.0,--,4746430563.0,8440414375.0,1675067370.0,25025.0,16558215270.0,11051407116.0,--,275007434.0,--,197378494.0,93293026.0,--,--,--,--,--,4621308339.0,20726155.0,--,932706989.0,--,--,48804009060.0,--,2828725153.0,--,--,--,6713296178.0,--,-26357973.0,556740074.0,1601981262.0,1227939441.0,--,--,--,--,12902324135.0,559873889.0,13462198024.0,--,--,62266207084.0,20200428
20191231,--,15734010625.0,8460155123.0,2620361716.0,1281863152.0,--,5468405079.0,23685130840.0,22247491671.0,32520311.0,1165745108.0,239373750.0,--,--,18351897.0,2742426644.0,--,100204889.0,--,--,2940672900.0,--,--,--,421754695.0,384302724.0,--,117553798.0,--,476939901.0,174961762.0,--,810699711.0,--,--,55695777181.0,--,183832245.0,--,4323301803.0,5511784061.0,2132321710.0,19615860.0,12200643294.0,10149086367.0,--,150267996.0,--,93071311.0,25186640.0,--,--,--,--,--,6251917663.0,33049056.0,--,1405958569.0,--,--,42480036575.0,--,2828725153.0,--,--,--,6713296178.0,--,-54799201.0,556740074.0,1382574910.0,1227939441.0,--,--,--,--,12654476555.0,561264051.0,13215740606.0,--,--,55695777181.0,20200428
20190930,--,14219151846.0,8223277492.0,2296071251.0,1009504167.0,--,5346861499.0,26911686068.0,23390265036.0,31434609.0,3254357655.0,235628768.0,--,--,81156971.0,3006158861.0,--,115330425.0,--,--,3169773820.0,--,--,--,271884670.0,369536686.0,--,102038625.0,--,476939901.0,129237544.0,--,1454911339.0,--,--,57950739506.0,--,185061003.0,--,3767766115.0,8014392000.0,1007885970.0,32419976.0,13741076509.0,9942775470.0,--,103707917.0,--,134407007.0,37367957.0,--,--,--,--,--,6269187059.0,27812105.0,--,1460588115.0,--,--,44724447203.0,--,2828725153.0,--,--,--,6713296178.0,--,-32287366.0,507232749.0,1551750759.0,1103551073.0,--,--,--,--,12672268546.0,554023757.0,13226292303.0,--,--,57950739506.0,20191029
20190630,--,16809948691.0,8932905303.0,2486674797.0,1212109173.0,--,5237851315.0,27403445807.0,23983410290.0,32480272.0,3135608230.0,251947015.0,--,--,61069247.0,2765820669.0,--,170647873.0,--,--,2773652395.0,--,--,--,271884670.0,372608250.0,--,101315446.0,--,476939901.0,113075977.0,--,1208136533.0,--,--,60253071571.0,--,176164430.0,--,4901934424.0,6422450167.0,1331398640.0,13925585.0,15501444249.0,10584458404.0,--,188647709.0,--,131270755.0,125189261.0,--,--,--,--,--,6196923986.0,16662962.0,--,1571149486.0,--,--,47161620058.0,--,2828725153.0,--,--,--,6713296178.0,--,-83376592.0,507232749.0,1471098904.0,1103551073.0,--,--,--,--,12540527465.0,550924048.0,13091451513.0,--,--,60253071571.0,20190820
20190331,--,15050031448.0,10098609300.0,2634133478.0,1315560849.0,--,5398349322.0,29570382471.0,28321139300.0,31203327.0,815889184.0,402150660.0,--,--,--,3721363438.0,--,158328163.0,--,--,2780405585.0,--,--,--,261616403.0,375240553.0,--,108251969.0,--,476939901.0,88454850.0,--,1494458897.0,--,--,62117956478.0,--,171558000.0,--,4589104130.0,5925265000.0,2850241010.0,--,15419980993.0,11832117150.0,--,156593256.0,--,127006572.0,167886918.0,--,--,--,--,--,6145900848.0,28385344.0,--,1575246278.0,--,--,48989285499.0,--,2828725153.0,--,--,--,6713296178.0,--,-19295356.0,507232749.0,1445931658.0,1103551073.0,--,--,--,--,12579441455.0,549229524.0,13128670979.0,--,--,62117956478.0,20190423
20181231,--,12681464251.0,6984996649.0,2323843791.0,996866389.0,--,4435571620.0,22240168027.0,22240168027.0,--,--,--,--,--,50153341.0,3976462481.0,--,213912303.0,--,403710586.0,2556538862.0,--,6159863661.0,--,61616403.0,383164837.0,--,114708680.0,--,476939901.0,90589967.0,--,1075905312.0,--,--,57244614023.0,--,--,--,6112580000.0,6650000000.0,1712809520.0,84039710.0,15007619444.0,8376478762.0,--,133968410.0,--,110104124.0,451201456.0,409466345.0,--,--,--,--,4075084151.0,4723337.0,--,1119678364.0,--,--,44247753623.0,--,2828725153.0,--,--,--,6713296178.0,--,1225975.0,507232749.0,1289250284.0,1103551073.0,--,--,--,--,12443281412.0,553578988.0,12996860400.0,--,--,57244614023.0,20190423
20180930,--,13477697330.0,7690007485.0,2013944564.0,996943541.0,--,4573743064.0,19812429140.0,19812429140.0,--,--,--,--,--,--,3034079777.0,--,100230272.0,--,431539310.0,2778809060.0,--,1524462510.0,--,68800000.0,383381760.0,--,103431204.0,--,476939901.0,70280811.0,--,1218382861.0,--,--,50068151564.0,--,--,--,6632350000.0,4690000000.0,273044700.0,--,11663046130.0,9210520744.0,--,109994401.0,--,31950354.0,604230975.0,244085397.0,--,--,--,--,2036004151.0,21539106.0,--,1476662445.0,--,--,36993428403.0,--,2828725153.0,--,--,--,6713296178.0,--,48918251.0,478801939.0,1277952569.0,1037563600.0,--,--,--,--,12385257690.0,689465471.0,13074723161.0,--,--,50068151564.0,20181024
20180630,--,14019349767.0,7570225922.0,2285897016.0,1252797528.0,--,4991540455.0,21430754436.0,21430754436.0,--,--,--,--,--,--,5624648935.0,--,174946856.0,--,494510804.0,4330200200.0,--,1425443355.0,--,12000000.0,390891987.0,--,102826933.0,--,476939901.0,69146564.0,--,734439631.0,--,--,56563536840.0,--,--,--,6991500000.0,5190000000.0,971304240.0,927512.0,15222494576.0,11247138200.0,--,72950714.0,--,55897359.0,230461232.0,193836171.0,--,--,--,--,2036004151.0,16320711.0,--,1288450862.0,--,--,43517285728.0,--,2828725153.0,--,--,--,6713296178.0,--,20723296.0,478801939.0,1272178987.0,1037563600.0,--,--,--,--,12351289153.0,694961959.0,13046251112.0,--,--,56563536840.0,20180807
20180331,--,15427811830.0,9291055039.0,2084881644.0,994185526.0,--,5129557219.0,20881405507.0,20881405507.0,--,--,--,--,--,--,7088970657.0,--,228378594.0,--,517541486.0,3938378555.0,--,1488751106.0,--,12000000.0,393451664.0,--,97744467.0,--,476939901.0,45850818.0,--,1061486708.0,--,--,58873150156.0,--,--,--,7434730000.0,4100000000.0,2537344880.0,--,15033551969.0,11825549078.0,261999999.0,156773222.0,--,78281747.0,142627274.0,216314631.0,--,--,--,--,1999764151.0,19552575.0,--,1797664818.0,--,--,45604154344.0,--,2828725153.0,--,--,--,6713296178.0,--,-8027257.0,478801939.0,1503066443.0,1037563600.0,--,--,--,--,12553426056.0,715569756.0,13268995812.0,--,--,58873150156.0,20180424
20171231,--,14500119469.0,9214317929.0,2178725149.0,1266002750.0,--,5405752310.0,14971270405.0,14971270405.0,--,--,--,--,--,1138099.0,6337536131.0,--,316793292.0,--,373685877.0,4099000995.0,--,1587546791.0,--,10000000.0,399980903.0,--,105125347.0,--,476939901.0,53779653.0,--,833458432.0,--,--,51650852754.0,--,--,--,5563170000.0,3800000000.0,1584489910.0,5893102.0,11108347214.0,12314261428.0,--,206805832.0,--,74977302.0,206606431.0,219489328.0,--,--,--,--,1999764151.0,16030077.0,--,1287415269.0,--,--,38387250044.0,--,2828725153.0,--,--,--,6713296178.0,--,26999718.0,478801939.0,1416490777.0,1037563600.0,--,--,--,--,12501877365.0,761725345.0,13263602710.0,--,--,51650852754.0,20180403
20170930,--,13734948279.0,8565967859.0,2393546737.0,1248857739.0,--,5477195070.0,16583544916.0,16583544916.0,--,--,--,--,--,--,6447678489.0,--,213641050.0,--,423092752.0,3744350515.0,--,1646868201.0,--,--,345129668.0,--,101449100.0,--,476939901.0,49701817.0,--,1039769338.0,--,--,52677855833.0,--,--,--,3164900000.0,4395000000.0,120998660.0,--,15588597821.0,11993310521.0,--,127822780.0,--,47125436.0,53362363.0,120961508.0,--,--,--,--,3199764151.0,10986354.0,--,568688896.0,--,--,39391518490.0,--,2828725153.0,--,--,--,6713296178.0,--,-2850149.0,436404985.0,1531705455.0,932630555.0,--,--,--,--,12439912177.0,846425166.0,13286337343.0,--,--,52677855833.0,20171024
