报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,129280000000.0,--,1617000000.0,11022000000.0,--,-73000000.0,--,141846000000.0,44697000000.0,6323000000.0,--,11381000000.0,1801000000.0,9468000000.0,6124000000.0,--,--,95775000000.0,15981000000.0,46071000000.0,82111000000.0,373968000000.0,46543000000.0,49000000.0,--,--,--,420815000000.0,353210000000.0,3671000000.0,349000000.0,--,-18526000000.0,--,338704000000.0,--,82111000000.0,--,--,--,--,--,--,--,--,23000000.0,19162000000.0,-1781000000.0,87663000000.0,--,105067000000.0,--,-101826000000.0,23000000.0,26379000000.0,0.0,26379000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,130138000000.0,--,8031000000.0,14460000000.0,--,-9949000000.0,--,142680000000.0,39242000000.0,7363000000.0,--,13304000000.0,1537000000.0,4920000000.0,8071000000.0,--,--,74333000000.0,-104000000.0,68347000000.0,-151006000000.0,209442000000.0,42421000000.0,72000000.0,--,--,--,251935000000.0,384447000000.0,3585000000.0,803000000.0,--,14106000000.0,--,402941000000.0,--,-151006000000.0,--,--,--,--,--,--,--,--,0.0,2150000000.0,-855000000.0,-95509000000.0,--,-94214000000.0,--,94214000000.0,233000000.0,11788000000.0,0.0,11788000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220826
20220331,--,235040000000.0,--,3254000000.0,12960000000.0,--,11887000000.0,--,263141000000.0,49126000000.0,6497000000.0,--,21684000000.0,2143000000.0,5110000000.0,3608000000.0,--,--,88804000000.0,636000000.0,174337000000.0,14315000000.0,347132000000.0,45531000000.0,27000000.0,--,--,--,392690000000.0,342774000000.0,5666000000.0,531000000.0,--,29404000000.0,--,378375000000.0,--,14315000000.0,--,--,--,--,--,--,--,--,69000000.0,3097000000.0,3864000000.0,159695000000.0,--,166725000000.0,--,-166725000000.0,-28000000.0,21899000000.0,60440000000.0,82339000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220428
20211231,--,132050000000.0,--,4676000000.0,977000000.0,--,--,--,137406000000.0,40005000000.0,5750000000.0,--,11257000000.0,-1595000000.0,10232000000.0,4713000000.0,--,--,97331000000.0,26969000000.0,40075000000.0,-92337000000.0,203808000000.0,53057000000.0,94000000.0,--,78000000.0,--,257037000000.0,320412000000.0,8651000000.0,2368000000.0,--,17943000000.0,--,349374000000.0,--,-92337000000.0,--,5540000000.0,--,--,--,51369000000.0,--,56909000000.0,--,1253000000.0,412000000.0,--,--,1665000000.0,--,55244000000.0,-41000000.0,2941000000.0,0.0,2941000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220325
20210930,--,120890000000.0,--,3806000000.0,2565000000.0,--,-4225000000.0,--,123036000000.0,43017000000.0,5603000000.0,--,13318000000.0,3006000000.0,5307000000.0,6715000000.0,--,--,74983000000.0,-1983000000.0,48053000000.0,-74670000000.0,184452000000.0,44677000000.0,3000000.0,--,466000000.0,--,229598000000.0,291066000000.0,5948000000.0,885000000.0,--,6369000000.0,--,304268000000.0,--,-74670000000.0,--,5491000000.0,--,--,--,18166000000.0,--,23657000000.0,--,20931000000.0,415000000.0,--,--,21346000000.0,--,2311000000.0,8000000.0,-24298000000.0,0.0,-24298000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,123245000000.0,--,3033000000.0,1194000000.0,--,-9467000000.0,--,118005000000.0,39866000000.0,6475000000.0,--,14663000000.0,6403000000.0,2539000000.0,8752000000.0,--,--,80914000000.0,2216000000.0,37091000000.0,-106804000000.0,135556000000.0,34474000000.0,225000000.0,--,-593000000.0,--,169662000000.0,251556000000.0,9338000000.0,1157000000.0,--,--,--,276466000000.0,--,-106804000000.0,--,8078000000.0,--,--,--,--,--,55754000000.0,--,2381000000.0,686000000.0,--,--,-10708000000.0,--,66462000000.0,-8000000.0,-3259000000.0,0.0,-3259000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210826
20210331,--,240417000000.0,--,2828000000.0,8182000000.0,--,13989000000.0,--,265416000000.0,53385000000.0,6255000000.0,--,28155000000.0,4256000000.0,8105000000.0,3838000000.0,--,--,104187000000.0,193000000.0,161229000000.0,-119920000000.0,170016000000.0,42280000000.0,19000000.0,--,608000000.0,--,212923000000.0,320236000000.0,11542000000.0,1065000000.0,--,--,--,332843000000.0,--,-119920000000.0,--,3741000000.0,--,--,--,--,--,3741000000.0,--,2090000000.0,754000000.0,13775000000.0,--,16619000000.0,--,-12878000000.0,-30000000.0,28401000000.0,56655000000.0,85056000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,126008000000.0,--,144000000.0,-29000000.0,--,3194000000.0,--,129317000000.0,39097000000.0,5265000000.0,--,12517000000.0,-5156000000.0,11249000000.0,4780000000.0,--,--,64216000000.0,-3536000000.0,65101000000.0,-117541000000.0,206494000000.0,43122000000.0,28000000.0,--,940000000.0,--,250584000000.0,374939000000.0,7687000000.0,2852000000.0,--,-17353000000.0,--,368125000000.0,--,-117541000000.0,--,5295000000.0,2681000000.0,--,--,771000000.0,--,13957000000.0,-6393000000.0,684000000.0,778000000.0,-37774000000.0,--,-42705000000.0,--,56662000000.0,-146000000.0,4076000000.0,33000000.0,4109000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210326
20200930,--,137287000000.0,--,7720000000.0,3575000000.0,--,-1309000000.0,--,147273000000.0,42209000000.0,6082000000.0,--,15806000000.0,7229000000.0,9109000000.0,6315000000.0,--,--,91147000000.0,4397000000.0,56126000000.0,-86619000000.0,53069000000.0,42618000000.0,7000000.0,--,644000000.0,--,96338000000.0,209056000000.0,8321000000.0,1392000000.0,--,-35812000000.0,--,182957000000.0,--,-86619000000.0,--,10756000000.0,3460000000.0,--,--,--,--,14216000000.0,12375000000.0,21160000000.0,918000000.0,-22497000000.0,--,11956000000.0,--,2260000000.0,-110000000.0,-28343000000.0,0.0,-28343000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
20200630,--,134490000000.0,--,2235000000.0,7633000000.0,--,1283000000.0,--,145641000000.0,41043000000.0,6230000000.0,--,24690000000.0,1300000000.0,5814000000.0,9572000000.0,--,--,88158000000.0,-491000000.0,57483000000.0,-32084000000.0,184322000000.0,35957000000.0,20000000.0,--,0.0,--,220299000000.0,215610000000.0,5389000000.0,1487000000.0,--,29897000000.0,--,252383000000.0,--,-32084000000.0,--,2316000000.0,557000000.0,--,--,--,--,2873000000.0,--,823000000.0,825000000.0,15588000000.0,--,17759000000.0,--,-14886000000.0,96000000.0,10609000000.0,0.0,10609000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200827
