报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,1118180264.94,506603514.81,226764529.08,39502708.4,42109166.05,127336908.57,229386623.96,-1637470.3,--,-203220242.9,661791.48,7294903.99,450112350.14,4414.89,1016314393.59,1016314393.59,3717690.2,523391346.62,--,471178710.58,--,--,101865871.35,846073.27,5072212.44,--,--,--,97639732.18,12072531.3,--,--,--,85567200.88,25609141.11,59958059.77,-5942897.23,79624303.65,25609141.11,54015162.54,--,0.02,0.02,20221029
20220630,1020914647.4,501984744.94,216230761.04,44383559.66,49656639.19,102812604.99,263265895.2,-2863231.34,--,67468491.95,640957.58,6945144.83,77796926.2,-118.29,675235192.29,675235192.29,4778781.62,502311716.21,--,81794426.68,--,--,345679455.11,134580.6,59005025.42,--,--,--,286809010.29,53261580.66,--,--,--,233547429.63,44447889.7,189099539.93,4314774.29,237862203.92,44447889.7,193414314.22,--,0.03,0.03,20220820
20220331,663104291.3,504197322.1,218747613.37,44131750.95,45903186.99,132803174.18,-8441861.88,-5708192.19,--,-154586834.01,-58378.17,10495541.7,178695137.75,189.63,570820434.91,570820434.91,8593822.01,458214284.84,--,153766898.44,--,--,92283856.39,486877.31,1014709.48,--,--,--,91756024.22,13902506.16,--,--,--,77853518.06,25608492.76,52245025.3,-14584844.98,63268673.08,25608492.76,37660180.32,--,0.01,0.01,20220428
20211231,1230043551.91,612927163.22,440055412.83,123021063.65,65140658.08,95776264.31,186375223.08,51850534.34,--,81842714.2,-216781.94,7051522.34,246263888.79,23557.91,1211397083.95,1211397083.95,6675457.04,878069355.3,--,236529740.59,--,--,18646467.96,6780551.31,51541866.66,--,--,--,-26114847.39,-45825860.98,--,--,--,19711013.59,34796421.14,-15085407.55,18488966.94,38199980.53,34796421.14,3403559.39,--,0.0,0.0,20220318
20210930,1302630382.23,613129346.3,81465775.76,57129359.92,56837544.75,10360164.61,450514849.62,2990238.0,--,174209297.66,7602.23,7805014.49,46355354.9,248752.42,827607192.53,827607192.53,10119337.82,643706762.48,--,43244150.93,--,--,475023189.7,3176246.14,788065.84,--,--,--,477411370.0,122283981.76,--,--,--,355127388.24,35055148.51,320072239.73,496170.02,355623558.26,35055148.51,320568409.75,--,0.06,0.06,20211029
20210630,1568337620.47,611560436.14,226587939.82,134003014.11,51949280.64,2551977.19,367675918.03,4482949.38,--,172533071.45,-1685977.22,2737851.17,412991243.01,--,1146728752.2,1146728752.2,9470877.47,586501790.84,--,413591040.49,--,--,421608868.27,1621105.02,2240839.88,--,--,--,420989133.41,95620074.39,--,--,--,325369059.02,39771751.31,285597307.71,-427849.55,324941209.47,39771751.31,285169458.16,--,0.05,0.05,20210821
20210331,1069250000.52,484750399.06,214518161.93,41709498.25,55439801.44,-885999.93,385161574.36,3675910.79,--,-71283637.34,458313.35,4331981.09,266717369.93,--,793919398.69,793919398.69,2757888.54,467538810.48,--,259548962.99,--,--,275330601.83,2620864.38,2614384.93,--,--,--,275337081.28,68468336.15,--,--,--,206868745.13,32833488.7,174035256.43,-44300409.7,162568335.43,32833488.7,129734846.73,--,0.03,0.03,20210428
20201231,836677790.36,544787055.68,203234150.53,121082616.22,99453001.82,64062278.06,148225638.05,-1081388.69,--,-46600201.01,-1597180.83,3018210.32,124796359.8,-14369.71,1092056012.63,1092056012.63,2210877.77,598464174.35,30890000.0,115266458.35,--,--,-255378222.27,2073285.16,4132602.49,--,--,--,-257437539.6,-89133658.52,--,--,--,-168303881.08,24736404.01,-193040285.09,14407080.47,-153896800.61,24736404.01,-178633204.62,--,-0.04,-0.04,20210320
20200930,1198644103.28,552522611.69,261070431.21,109139418.58,82659666.69,93737136.93,485780048.96,-2338658.68,--,-148657905.88,-978939.86,11119952.38,205124434.7,--,746654991.96,746654991.96,6828060.94,542380412.0,0.0,192867717.78,--,--,451989111.32,620794.47,1406077.98,--,--,--,451203827.81,110539196.32,--,--,--,340664631.49,26765333.25,313899298.24,-19180885.57,321483745.92,26765333.25,294718412.67,--,0.06,0.06,20201028
20200630,1418639748.24,424331334.97,166649421.14,101471306.31,74380283.23,118167219.72,473396222.87,-3969664.18,--,193781242.81,-5444.8,7801365.99,201167806.68,--,983888362.82,983888362.82,7114583.13,627560824.1,--,198930771.31,--,--,434751385.42,665050.12,1132063.71,--,--,--,434284371.83,109104103.99,--,--,--,325180267.84,21138600.7,304041667.14,-53467905.62,271712362.22,21138600.7,250573761.52,--,0.05,0.05,20200822
20200331,1028053575.52,441944458.96,191446145.46,89930803.76,82226387.62,132786793.6,278717064.74,751529.83,--,67511563.47,421196.92,3151445.81,103521052.02,--,610115850.76,610115850.76,6959557.63,463948198.06,--,101965950.66,--,--,417937724.76,344853.47,5084320.88,--,--,--,413198257.35,101205552.53,--,--,--,311992704.82,11517111.34,300475593.48,50453477.01,362446181.83,11517111.34,350929070.49,--,0.06,0.06,20200428
20191231,793690429.03,421166714.7,114251472.79,126994716.27,97463871.64,123491233.45,277732030.57,8210235.56,--,-207062474.18,-288223.99,6619102.5,172032045.98,--,907482937.47,907482937.47,5618157.48,540585754.64,--,170141048.91,--,--,-113792508.44,4373042.43,1987927.19,--,--,--,-111407393.2,-33958581.96,--,--,--,-77448811.24,17219605.4,-94668416.64,22545970.75,-54902840.49,17219605.4,-72122445.89,--,-0.02,-0.02,20200328
20190930,903985347.38,358178771.17,125957574.4,97070377.29,64946518.1,115807071.67,143830664.81,26348245.13,--,191154782.83,667923.81,11550943.58,82795189.51,--,632559185.76,632559185.76,5020854.79,426441601.55,--,85207097.97,--,--,271426161.62,504196.38,1133119.69,--,--,--,270797238.31,63410771.16,--,--,--,207386467.15,13457252.59,193929214.56,-1528073.32,205858393.83,13457252.59,192401141.24,--,0.05,0.05,20191029
20190630,896183601.39,365606951.18,150616041.54,81620217.72,66612846.16,193643649.85,111378979.77,1132874.37,--,78611709.71,569204.85,3180251.63,143192854.4,--,694950564.48,694950564.48,5030428.64,426361472.28,--,141504327.14,--,--,201233036.91,663276.59,1341024.18,--,--,--,200555289.32,54728270.03,--,--,--,145827019.29,7611198.69,138215820.6,816802.81,146643822.1,7611198.69,139032623.41,--,0.03,0.03,20190824
20190331,966348700.02,330164443.38,152233405.54,52213977.41,67858413.3,101263262.44,227177224.35,-1391436.68,--,156872673.68,-219562.93,750181.72,150340477.38,--,609731509.92,609731509.92,5583066.48,455568520.33,--,144150161.24,--,--,356617190.1,701799.61,535029.22,--,--,--,356783960.49,88664979.45,--,--,--,268118981.04,17878818.09,250240162.95,9010698.16,277129679.2,17878818.09,259250861.11,--,0.05,0.05,20190427
20181231,635611987.8,376657751.07,113091908.82,120171962.19,87140185.81,-96110972.13,280949046.08,-865632.35,--,32950749.99,263628.68,6836734.0,34026023.82,39026.29,699586783.58,699586783.58,4633321.89,536933139.73,--,32849041.89,--,--,-63974795.78,81457.68,1489649.84,--,--,--,-65382987.94,-15732183.62,--,--,--,-49650804.32,5307350.85,-54958155.17,20956543.85,-28694260.47,1169661.82,-29863922.29,--,-0.01,-0.01,20190323
20180930,500072376.16,295114381.29,135257104.15,72221692.7,33359935.3,-105302131.55,261589463.02,-361065.68,--,-34462894.45,4013253.26,24247717.14,54882652.81,-10065.36,449713164.89,449713164.89,11257933.45,363387845.3,--,53256210.31,--,--,50359211.27,1457020.08,5626075.87,--,--,--,46190155.48,8126292.23,--,--,--,38063863.25,12013052.9,26050810.35,-5341974.55,32721888.7,11251958.44,21469930.26,--,0.01,0.01,20181027
20180630,399698715.27,275935536.52,134160777.24,50071150.15,36061382.31,-149184691.98,266719581.11,-298026.71,--,-105824021.21,508262.64,3544853.67,108048809.02,--,437651296.95,437651296.95,5211500.13,306672477.36,--,106529616.56,--,--,-37952581.68,1134477.52,1321219.47,--,--,--,-38139323.63,-12473605.46,--,--,--,-25665718.17,12252562.44,-37918280.61,-16706191.01,-42371909.18,6388205.97,-48760115.15,--,-0.01,-0.01,20180825
20180331,587218998.57,252933876.82,141337572.87,19194153.19,35395603.77,-155899270.32,436698633.57,2213324.83,--,19783164.58,-399232.82,249741.93,33852084.81,--,387325461.95,387325461.95,5319227.41,353552874.5,--,30374785.22,--,--,199893536.62,943434.6,1559973.44,--,--,--,199276997.78,50154657.26,--,--,--,149122340.52,9153886.52,139968454.0,-11623963.98,137498376.54,9510984.58,127987391.96,--,0.03,0.03,20180428
20171231,398194135.63,359727408.08,149819885.73,93730634.1,47285557.93,-173491949.8,268298131.75,-33502.11,--,-116644781.75,-246908.63,17830624.84,42721357.78,253.36,625193940.65,625193940.65,5299006.85,523545867.8,--,41828519.99,--,--,-226999805.02,2086505.25,2711374.44,--,--,--,-227624674.21,-56565747.23,--,--,--,-171058926.98,14425986.66,-185484913.64,5946609.08,-165112317.9,14824163.99,-179936481.89,--,-0.04,-0.04,20180421
20170930,789900687.3,452241950.16,195099492.06,137655514.01,38536760.56,-85044836.28,393793895.21,-336324.63,--,-9416428.2,-302826.51,14259493.91,24219112.59,150326.42,496708230.65,496708230.65,6890425.93,465478583.35,--,23075610.49,--,--,293192456.65,2237928.13,775722.57,--,--,--,294654662.21,69388350.08,--,--,--,225266312.13,21904947.1,203361365.03,27030986.62,252297298.75,25075654.5,227221644.25,--,0.05,0.05,20171027
20170630,701547258.27,344888577.28,160184648.16,76486070.83,45652330.06,-60546467.15,294877876.71,-613425.68,--,46667262.94,-314794.33,581000.0,75412608.81,-18805.99,505253800.77,505253800.77,6671185.47,426279247.02,--,69673689.14,--,--,196293457.5,984228.78,1319885.46,--,--,--,195957800.82,47808995.61,--,--,--,148148805.21,9790822.12,138357983.09,-8907041.73,139241763.48,10921636.48,128320127.0,--,0.03,0.03,20170829
20170331,769240518.95,412990588.58,166387580.61,154202232.14,34702771.61,-44885623.15,295975412.84,-146014.84,--,29446754.15,-115927.16,912550.5,43617368.8,31299394.39,462370507.57,462370507.57,6275483.6,408437987.24,--,41514742.95,--,--,306870011.38,511267.18,507687.3,--,--,--,306873591.26,78285102.66,--,--,--,228588488.6,9062679.97,219525808.63,23907593.06,252496081.66,8998568.7,243497512.96,--,0.05,0.05,20170428
