报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,5418856133.55,--,--,3566508322.99,389569269.5,4407072966.37,--,13782006692.41,2696495661.5,1250000000.0,891675480.69,896081891.89,2993381584.89,--,9463354883.68,--,4318651808.73,--,739235091.02,33991908.17,117173.63,--,--,--,773344172.82,4576911062.25,76363922.06,--,--,--,4653274984.31,--,-3879930811.49,--,5766745620.75,174249416.72,11966535346.0,--,--,--,17907530383.47,15796065904.46,790162659.17,83335225.89,--,--,16669563789.52,--,1237966593.95,47878099.7,1724565690.89,22829021068.1,24553586758.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,--,--,3335349871.17,--,--,3614305348.88,4061837551.55,5478828750.03,--,16490321521.63,2033898873.67,1050000000.0,675282841.3,399075897.86,664719935.89,--,5314177674.17,--,11176143847.46,--,405435091.1,20192163.75,34305.62,--,--,--,425661560.47,1828196708.8,31050420.39,--,--,--,1859247129.19,--,-1433585568.72,--,5763245620.75,174249416.72,7794107421.44,--,--,--,13731602458.91,10623742854.46,378289625.49,52613827.36,--,--,11054646307.31,--,2676956151.6,18277115.05,12437791545.39,22829021068.1,35266812613.49,--,547188171.36,--,27353806.37,19268200.38,7209535.7,--,--,-148765.02,96055.47,482673610.09,--,-8390409.82,-60373089.77,--,4247471704.11,2356684865.8,--,3619286220.75,--,11176143847.46,--,--,--,35266812613.49,22829021068.1,--,--,--,--,12437791545.39,20220831
20220331,--,--,--,1642960312.77,100000000.0,5351941587.0,2262014254.05,2701862835.11,1635155361.96,--,13693934350.89,1400784238.7,--,303697339.28,314325904.11,--,--,8399578762.28,--,5294355588.61,--,73999999.9,3323831.2,2138.36,--,--,--,77325969.46,320000000.0,10271924.51,--,--,--,330271924.51,--,-252945955.05,--,--,116399732.2,4447157987.45,--,--,--,4563557719.65,4747229811.45,124302363.19,22020916.84,--,--,4893553091.48,--,-329995371.83,-2780636.02,4708633625.71,22829021068.1,27537654693.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,--,--,7156828340.62,100000000.0,3189530352.59,807777605.52,2457058489.74,--,--,13711194788.47,2814100453.24,--,1058839497.75,1008528614.97,--,--,17329750543.45,--,-3618555754.98,--,2113641815.46,208664495.66,329901.2,--,12540821.58,--,2335177033.9,2248000000.0,124217463.36,--,--,--,2372217463.36,--,-37040429.46,--,--,1201392359.98,30953456069.19,--,--,--,32154848429.17,23954193464.06,756141917.77,75312012.55,--,--,24785647394.38,--,7369201034.79,-6704427.21,3706900423.14,19122120644.96,22829021068.1,--,2327507886.18,--,49781578.83,40911174.77,10960939.42,--,--,-199649.68,1308685.11,-437108644.63,--,-131309778.47,99787911.44,--,-9056626833.33,9723473265.79,--,-6146862581.66,--,-3618555754.98,--,--,--,22829021068.1,19122120644.96,--,--,--,--,3706900423.14,20220429
20210930,--,--,--,4922017671.52,800000000.0,1884661895.06,676350186.16,3151356868.96,--,--,11434386621.7,2469092892.84,--,801039908.6,691175783.64,1070240530.69,--,10229407828.35,--,1204978793.35,--,1869351880.49,156230972.28,275290.1,--,540821.58,--,2026398964.45,2018000000.0,55003703.43,--,--,--,2073003703.43,--,-46604738.98,--,--,948487412.32,22355190000.0,--,--,--,23303677412.32,16951391262.32,645628004.38,49947965.35,--,--,17646967232.05,--,5656710180.27,-3375804.87,6811708429.77,19122120644.96,25933829074.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,--,--,2994878411.78,--,1628686070.54,1003470308.69,2447527729.45,--,--,8074562520.46,1980736974.63,--,602337896.2,711265179.61,1143666179.25,--,9069606680.23,--,-995044159.77,--,1548799239.31,168887667.95,170622.72,--,--,--,1717857529.98,882000000.0,36822621.3,928506.53,--,--,919751127.83,--,798106402.15,--,--,471412723.01,13362850000.0,--,--,--,13834262723.01,10040065573.01,538729062.34,28707614.92,--,--,10607502250.27,--,3226760472.74,-3877764.87,3025944950.25,19122120644.96,22148065595.21,--,1020440191.59,--,24301159.46,20123939.29,5117246.78,--,--,-7242.15,784600.34,-88970725.53,--,-143721957.49,35725742.33,--,-6856470404.5,6480895844.09,--,-1481704065.61,--,-995044159.77,--,--,--,22148065595.21,19122120644.96,--,--,--,--,3025944950.25,20210831
20210331,--,--,--,1522634892.61,--,225353941.82,501542880.9,1678989574.06,1445880375.2,--,5374401664.59,1343857438.75,200000000.0,140929517.4,228023888.68,--,--,2951808417.33,--,2422593247.26,--,1455199239.42,160640429.32,145369.43,--,--,--,1615985038.17,358000000.0,10977688.09,--,--,--,368977688.09,--,1247007350.08,--,--,212589800.0,4432020000.0,--,--,--,4644609800.0,4712217950.0,124174168.88,11306594.49,--,--,4847698713.37,--,-203088913.37,1790985.89,3468302669.86,19122120644.96,22590423314.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,--,--,6118952854.28,950000000.0,938956682.16,728933864.84,2765111143.75,--,--,11501954545.03,1997597772.46,--,713914119.78,1629954144.66,4166696425.62,--,14917446469.33,--,-3415491924.3,--,840094237.11,46023143.25,313218.53,--,2378311.94,--,888808910.83,1073411392.69,111379455.61,--,--,--,1184790848.3,--,-295981937.47,--,--,261949300.0,20990610000.0,--,--,--,21252559300.0,14068643000.0,531151730.28,--,--,--,14599794730.28,--,6652764569.72,-23804034.64,2917486673.31,16204633971.65,19122120644.96,--,1873691862.26,--,40065767.01,33069025.83,12852737.37,--,--,-73950.03,1048911.12,-14879820.19,--,-17373488.34,8894742.82,--,-8781278466.43,8465967510.02,--,-4922182024.2,--,-3415491924.3,--,--,--,19122120644.96,16204633971.65,--,--,--,--,2917486673.31,20210402
20200930,--,--,--,4658864581.91,1250000000.0,2797891108.72,600883624.76,938436035.78,--,--,10246075351.17,1723877766.42,--,425214276.07,1234281151.43,4731152026.57,--,13914968154.66,--,-3668892803.49,--,783607975.07,33901946.15,154711.3,--,--,--,817664632.52,783411290.15,62730491.86,11545.06,--,--,846153327.07,--,-28488694.55,--,--,2307244950.0,15792730000.0,--,--,--,18099974950.0,11560294950.0,490694024.01,--,--,--,12050988974.01,--,6048985975.99,10169976.43,2361774454.38,16204633971.65,18566408426.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,2725744488.84,450000000.0,6373387910.07,982653633.13,2905778920.32,--,--,13437564952.36,1330105952.69,--,258756678.49,771269166.02,8176124255.2,--,12536770080.26,--,900794872.1,--,368011712.0,28504318.71,144165.04,--,--,--,396660195.75,207811290.15,32896652.59,11545.06,--,--,240719487.8,--,155940707.95,--,--,94638500.0,9276590000.0,--,--,--,9371228500.0,5219469500.0,440036669.86,--,--,--,5659506169.86,--,3711722330.14,7494614.03,4775952524.22,16204633971.65,20980586495.87,--,1003510159.52,--,18449490.67,15720176.87,6348228.15,--,--,-44.4,182894.51,-212072581.19,--,-5986864.65,65500194.82,--,-1515341778.77,10119817207.33,--,-8582326654.75,--,900794872.1,--,--,--,20980586495.87,16204633971.65,--,--,--,--,4775952524.22,20200828
