报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,1434608619.91,772154800.17,462863204.72,245298544.56,34763843.81,126724038.59,624095874.31,--,--,-184493289.4,2653174.49,5625184.51,87777268.24,71569.0,934082366.29,934082366.29,13928159.72,766507534.57,--,80067824.73,--,--,500526253.62,7313168.8,1180266.31,--,--,--,506659156.11,132409351.98,--,--,--,374249804.13,33938.38,374215865.75,--,374249804.13,33938.38,374215865.75,--,0.12,0.12,20221026
20220630,947957129.67,509891727.06,313236919.85,157962138.42,22939806.9,84559081.97,349625315.41,--,--,-60848550.82,1204166.46,4230879.76,59294774.27,-264.44,615332404.58,615332404.58,9506230.99,500315240.42,--,53697637.5,--,--,332624725.09,5721419.23,151007.84,--,--,--,338195136.48,89870522.41,--,--,--,248324614.07,14735.75,248309878.32,--,248324614.07,14735.75,248309878.32,--,0.08,0.08,20220830
20220331,349698695.68,244318152.06,167127886.66,56788684.13,10349693.46,32037304.31,197873765.54,--,--,-143811556.59,-129299.23,2686592.91,16723736.68,--,244076381.62,244076381.62,4043442.45,218616360.91,--,17020017.66,--,--,105622314.06,1960682.05,398926.83,--,--,--,107184069.28,30244357.42,--,--,--,76939711.86,-101122.86,77040834.72,--,76939711.86,-101122.86,77040834.72,--,0.02,0.02,20220429
20211231,2524296711.14,1096871085.21,753995749.28,275822169.02,42380689.94,98779303.29,843622551.77,--,--,88948494.69,-608795.45,1328422.85,395355648.78,--,1597845628.07,1597845628.07,20424726.62,1099067816.6,--,384689984.35,--,--,926451083.07,7766322.09,21852690.74,--,--,--,912364714.42,231841876.16,--,--,--,680522838.26,46768.08,680476070.18,--,680522838.26,46768.08,680476070.18,--,0.22,0.22,20220416
20210930,1963274221.51,827802727.23,538986418.82,199762172.28,31594787.01,45475887.56,725989347.99,--,--,55735957.36,-188792.38,1087322.13,307371771.62,--,1178206482.92,1178206482.92,14735258.81,1011036388.68,--,300238001.78,--,--,785067738.59,4925157.85,21274847.47,--,--,--,768718048.97,222711547.63,--,--,--,546006501.34,62945.09,545943556.25,--,546006501.34,62945.09,545943556.25,--,0.18,0.18,20211028
20210630,1222782206.84,503029808.75,331466747.22,136760805.75,20563201.97,25919428.33,442080484.79,--,--,47749779.9,-262983.06,904781.65,203360906.48,--,597276755.79,597276755.79,10451383.35,538462565.85,--,198678890.7,--,--,625505451.05,4623577.51,20608724.06,--,--,--,609520304.5,178924372.98,--,--,--,430595931.52,65323.05,430530608.47,--,430595931.52,65323.05,430530608.47,--,0.15,0.15,20210827
20210331,498979482.9,227515487.08,172654154.38,39648130.03,10710453.72,9182462.87,215827046.79,--,--,-28831212.37,137972.4,542336.28,74605389.85,--,198421768.65,198421768.65,4040425.26,236511206.83,--,72414185.37,--,--,300557714.25,463247.74,20602386.37,--,--,--,280418575.62,70236028.99,--,--,--,210182546.63,10698.13,210171848.5,--,210182546.63,10698.13,210171848.5,--,0.08,0.08,20210506
20201231,2049789593.71,1037602895.61,732129898.22,271530809.07,30838584.84,94136129.77,821035174.14,--,--,-67603296.79,-870210.78,3231873.43,162352328.48,-95300.15,1323629650.31,1323629650.31,20849192.1,812296391.66,--,153736199.35,--,--,726159943.4,14558477.94,21194979.25,--,--,--,719523442.09,187517020.6,--,--,--,532006421.49,93910.31,531912511.18,-130000.0,531876421.49,93910.31,531782511.18,--,0.19,0.19,20210409
20200930,1578009287.78,790593744.78,580388569.4,185785470.94,21932220.77,89028646.74,637948656.9,--,--,-57712351.33,-286780.66,2904482.36,115529074.25,3814.74,1081769654.83,1081769654.83,15335295.82,637268635.57,--,109998365.68,--,--,496239632.95,8576282.21,21160634.71,--,--,--,483655280.45,124542179.88,--,--,--,359113100.57,107619.94,359005480.63,-30000.0,359083100.57,107619.94,358975480.63,--,0.13,0.13,20211028
20200630,1056491947.49,475891623.11,342080030.1,118069748.24,14230291.1,66968648.65,409595444.59,--,--,37206612.21,188492.72,2244093.78,64392413.89,4618.54,759579669.39,759579669.39,10000261.81,421932838.46,--,62163270.65,--,--,296912278.1,6653556.94,21012487.95,--,--,--,282553347.09,73569803.0,--,--,--,208983544.09,69548.37,208913995.72,-30000.0,208953544.09,69548.37,208883995.72,--,0.08,0.08,20200930
20200331,599414005.06,253588405.81,199062578.3,45737723.25,8560052.54,14489045.35,203405362.9,--,--,103192272.12,197588.58,2358322.82,22183007.48,--,312815682.86,312815682.86,3517076.79,280421237.09,--,20318066.85,--,--,286598322.2,3476708.8,21020607.87,--,--,--,269054423.13,67459081.77,--,--,--,201595341.36,58645.58,201536695.79,--,201595341.36,58645.58,201536695.79,--,0.07,0.07,20210506
20191231,1813260306.57,765323328.86,544273411.33,207563699.77,11225276.57,136603086.39,622389338.57,--,--,108764674.93,206549.08,1523193.6,178387172.68,62962.46,990543490.1,990543490.1,14852423.48,923135868.18,--,167381255.56,--,--,822716816.47,16827249.52,21380058.33,--,--,--,818164007.66,208917918.67,--,--,--,609246088.99,72581.99,609173507.0,-70000.0,609176088.99,72581.99,609103507.0,--,0.22,0.22,20210409
20190630,981606194.55,442125727.87,320412493.38,117701617.06,3648342.22,71443567.39,307982786.02,--,--,73177790.46,25874.36,349011.3,86478219.91,23217.24,461670969.94,461670969.94,7314929.45,572924772.85,--,82628762.43,--,--,519935224.61,16625348.11,20028957.8,--,--,--,516531614.92,129513069.12,--,--,--,387018545.8,65243.88,386953301.92,-10000.0,387008545.8,65243.88,386943301.92,--,0.14,0.14,20191220
20181231,1460659256.36,577834215.09,438010475.62,131824312.26,6417082.55,240847618.02,436842554.85,--,--,78849912.73,559597.54,928230.77,124852929.81,-55802.45,1361225838.03,1361225838.03,16475408.12,793935548.85,--,118008843.05,--,--,99433418.33,5397662.45,1538860.16,--,--,--,103292220.62,29617318.16,--,--,--,73674902.46,42550.31,73632352.15,-19097954.32,54576948.14,35214.61,54541733.53,--,0.03,0.03,20210409
20180630,705705208.84,288323634.72,259082178.84,25029757.31,3624655.6,166067917.66,173495373.37,--,--,9919975.19,135888.17,--,67762419.73,--,667659365.69,667659365.69,7873695.03,340406517.61,--,63943309.69,--,--,38045843.15,1182880.14,1407872.46,--,--,--,37820850.83,10481111.29,--,--,--,27339739.54,37378.83,27302360.71,-24389.66,27315349.88,12989.17,27302360.71,--,--,--,20180831
20171231,1481847432.06,724809070.66,640724201.55,70136413.19,6205223.05,339965565.39,420662880.09,--,--,-111327576.46,-670083.53,1590060.49,106164020.42,653495.0,1064330197.65,1064330197.65,14698619.99,871737472.56,--,90497747.86,--,--,417517234.41,384082.76,2370422.79,--,--,--,415530894.38,106352805.47,--,--,--,309178088.91,113851.84,309064237.07,-25085854.54,284092234.37,82529.23,284009705.14,--,0.11,0.11,20200930
20170630,691605027.88,345852116.11,318774701.74,22076886.77,135874.44,146158916.59,263764152.43,--,--,-92788481.32,-272650.07,--,28890974.14,--,443761642.23,443761642.23,6696582.52,414438864.78,--,27606774.76,--,--,247843385.65,1201329.89,667420.76,--,--,--,248377294.78,63672710.85,--,--,--,184704583.93,79630.61,184624953.32,-13491471.27,171213112.66,49445.21,171163667.45,--,--,--,20170831
20161231,1835266073.89,982042808.88,881484944.7,81353698.78,9416559.71,331949312.65,615734534.02,--,--,-113040989.09,908792.57,--,17643058.62,28556.24,949823116.79,949823116.79,43200438.17,895733480.16,--,7073558.97,--,--,885442957.1,3960080.6,1729650.96,--,--,--,887673386.74,223749460.39,--,--,--,663923926.35,159708.41,663764217.94,1540773.72,665464700.07,187477.52,665277222.55,--,0.24,0.24,20191220
