报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,34949000000.0,--,894000000.0,1280000000.0,--,--,--,37165000000.0,14640000000.0,1713000000.0,--,2223000000.0,80000000.0,1153000000.0,353000000.0,--,--,20127000000.0,--,17038000000.0,-11570000000.0,102203000000.0,8517000000.0,1000000.0,--,-79000000.0,--,110642000000.0,113339000000.0,774000000.0,283000000.0,117000000.0,--,--,122212000000.0,--,-11570000000.0,--,3076000000.0,--,--,2760000000.0,--,--,5836000000.0,--,4446000000.0,--,-545000000.0,--,17936000000.0,--,-12100000000.0,290000000.0,-6342000000.0,0.0,-6342000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,36989000000.0,--,310000000.0,2879000000.0,--,--,--,40054000000.0,13355000000.0,1744000000.0,--,2659000000.0,-179000000.0,309000000.0,1009000000.0,--,--,18932000000.0,--,21122000000.0,-30513000000.0,81563000000.0,11954000000.0,--,--,4529000000.0,--,98048000000.0,134473000000.0,689000000.0,236000000.0,232000000.0,--,--,128561000000.0,--,-30513000000.0,--,4916000000.0,--,--,--,--,--,7686000000.0,--,504000000.0,--,110000000.0,--,-1803000000.0,--,9489000000.0,248000000.0,346000000.0,0.0,346000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220831
20220331,--,58118000000.0,124000000.0,367000000.0,4055000000.0,--,--,--,62664000000.0,18315000000.0,2944000000.0,--,3738000000.0,586000000.0,915000000.0,17000000.0,--,--,26515000000.0,--,36149000000.0,-18410000000.0,122960000000.0,7649000000.0,--,--,3410000000.0,--,134019000000.0,143657000000.0,735000000.0,867000000.0,101000000.0,7069000000.0,--,152429000000.0,--,-18410000000.0,--,12585000000.0,--,--,--,--,--,12585000000.0,--,112000000.0,2417000000.0,25761000000.0,--,28290000000.0,--,-15705000000.0,-26000000.0,2008000000.0,15459000000.0,17467000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,34990000000.0,--,355000000.0,100000000.0,--,--,--,35445000000.0,13298000000.0,1899000000.0,--,2966000000.0,66000000.0,877000000.0,219000000.0,--,--,19390000000.0,65000000.0,16055000000.0,-47538000000.0,104806000000.0,12200000000.0,2000000.0,--,489000000.0,--,117497000000.0,163301000000.0,1004000000.0,1743000000.0,102000000.0,-1115000000.0,--,165035000000.0,--,-47538000000.0,--,-860000000.0,--,--,0.0,--,--,12751000000.0,--,27000000.0,1970000000.0,-22803000000.0,--,-20806000000.0,--,33557000000.0,-82000000.0,1992000000.0,0.0,1992000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220330
20210930,--,35243000000.0,--,281000000.0,1551000000.0,--,--,--,37075000000.0,14028000000.0,1861000000.0,--,3171000000.0,873000000.0,415000000.0,965000000.0,--,--,21345000000.0,32000000.0,15730000000.0,-44779000000.0,117500000000.0,6752000000.0,3000000.0,--,2259000000.0,--,126514000000.0,170121000000.0,576000000.0,553000000.0,119000000.0,-76000000.0,--,171293000000.0,--,-44779000000.0,--,12899000000.0,--,--,--,--,--,15669000000.0,--,4346000000.0,2264000000.0,-29124000000.0,--,-9920000000.0,--,25589000000.0,31000000.0,-3429000000.0,0.0,-3429000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,36972000000.0,--,376000000.0,423000000.0,--,--,--,37686000000.0,14308000000.0,2073000000.0,--,3285000000.0,1004000000.0,742000000.0,9000000.0,--,--,21661000000.0,--,16025000000.0,-20619000000.0,86105000000.0,11163000000.0,--,--,2403000000.0,--,99673000000.0,120516000000.0,661000000.0,495000000.0,74000000.0,-1454000000.0,--,120292000000.0,--,-20619000000.0,--,10280000000.0,--,--,--,--,--,10280000000.0,--,442000000.0,3700000000.0,15134000000.0,--,6682000000.0,--,3598000000.0,-104000000.0,-1100000000.0,0.0,-1100000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210827
20210331,--,54443000000.0,85000000.0,401000000.0,1883000000.0,--,--,--,56812000000.0,20203000000.0,3155000000.0,--,5447000000.0,1249000000.0,708000000.0,7000000.0,--,--,30769000000.0,--,26043000000.0,6405000000.0,94314000000.0,7363000000.0,--,--,15000000.0,--,101692000000.0,88239000000.0,833000000.0,467000000.0,113000000.0,5635000000.0,--,95287000000.0,--,6405000000.0,--,18840000000.0,--,--,--,--,--,18840000000.0,--,71000000.0,8894000000.0,37378000000.0,--,46343000000.0,--,-27503000000.0,58000000.0,5003000000.0,12993000000.0,17996000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,34748000000.0,--,142000000.0,233000000.0,--,--,--,35123000000.0,15843000000.0,1892000000.0,--,4346000000.0,312000000.0,738000000.0,198000000.0,--,--,23554000000.0,225000000.0,11569000000.0,-48348000000.0,51234000000.0,13650000000.0,0.0,--,4932000000.0,--,69817000000.0,114048000000.0,735000000.0,1480000000.0,276000000.0,1626000000.0,--,118165000000.0,--,-48348000000.0,--,31810000000.0,--,0.0,--,--,--,31810000000.0,--,0.0,8878000000.0,-17010000000.0,--,-8132000000.0,--,39942000000.0,-133000000.0,3030000000.0,0.0,3030000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210325
20200930,--,36689000000.0,--,276000000.0,579000000.0,--,--,--,37544000000.0,17202000000.0,1862000000.0,--,4988000000.0,-523000000.0,765000000.0,203000000.0,--,--,24684000000.0,187000000.0,12860000000.0,12423000000.0,71716000000.0,10147000000.0,0.0,--,-2801000000.0,--,79061000000.0,65307000000.0,917000000.0,550000000.0,30000000.0,-166000000.0,--,66638000000.0,--,12423000000.0,--,1000000.0,--,0.0,--,--,--,1000000.0,--,4398000000.0,13000000.0,22578000000.0,--,26989000000.0,--,-26988000000.0,-107000000.0,-1812000000.0,0.0,-1812000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,39036000000.0,--,215000000.0,-342000000.0,--,--,--,38909000000.0,16796000000.0,1658000000.0,--,4028000000.0,950000000.0,927000000.0,--,--,--,24856000000.0,323000000.0,14053000000.0,-1079000000.0,100883000000.0,11612000000.0,0.0,--,-43000000.0,--,112452000000.0,108572000000.0,689000000.0,433000000.0,16000000.0,3821000000.0,--,113531000000.0,--,-1079000000.0,--,43000000.0,--,--,--,--,--,-11134000000.0,--,0.0,55000000.0,20842000000.0,--,20897000000.0,--,-32031000000.0,-50000000.0,-19107000000.0,0.0,-19107000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200826
