报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,351299712.87,154949322.72,137294880.78,3557489.53,11246304.26,102016229.73,35399722.08,--,--,46440792.0,8113828.32,4337049.35,24857.13,17911.54,196779518.7,196779518.7,443141.9,199018542.54,--,27756.06,--,--,154520194.17,1105170.48,169121.64,--,--,--,155456243.01,5350356.98,--,--,--,150105886.03,--,150191361.07,-302408452.63,-152302566.6,--,-152217091.56,--,0.05,0.05,20221029
20220630,346988639.99,192340379.64,143875431.1,36759647.36,9448677.92,106950974.71,51309695.48,--,--,-35943212.2,890190.25,31429060.23,25523.8,-13971.92,199437860.43,199437860.43,979997.42,195083901.25,--,27756.06,--,--,147550779.56,1026312.45,403504.0,--,--,--,148173588.01,9622277.18,--,--,--,138551310.83,--,138551310.83,12864446.62,151415757.45,--,151415757.45,--,0.0551,0.0551,20220827
20220331,328648082.47,200605047.51,136240829.82,52899716.98,7370584.4,107673983.63,65035897.18,--,--,-45571985.3,-97645.23,991345.96,18272.66,-6833.94,161002400.92,161002400.92,1360493.16,159666746.23,--,27756.06,--,--,167645681.55,1095776.36,39679.71,--,--,--,168701778.2,20394962.64,--,--,--,148306815.56,--,148306815.56,-14122680.13,134184135.43,--,134184135.43,--,0.0549,0.0549,20220429
20211231,331768693.86,170527357.86,152931549.28,6637106.07,8553457.24,115289538.31,116106225.1,--,--,-82538285.35,-287045.57,12225962.88,-15646.94,460587.57,347085698.37,347085698.37,2561757.92,344153617.04,--,27756.06,--,--,-15317004.51,-1456855.37,1418743.33,--,--,--,-18192603.21,-21013465.82,--,--,--,2820862.61,--,2820862.61,-3188050.43,-367187.82,--,-367187.82,--,0.0,0.0,20220326
20210930,285634304.63,252929481.04,193806116.88,50089353.47,5754610.02,116287354.32,-89351129.6,--,--,5679510.72,41532.17,0.0,39875.95,7680.03,212592341.33,212592341.33,1279101.59,213136061.2,--,27756.06,--,--,73041963.3,2258986.61,3328862.17,--,--,--,71972087.74,3536391.57,--,--,--,68435696.17,--,68435696.17,12266185.62,80701881.79,--,80701881.79,--,0.03,0.03,20211023
20210630,416439111.09,262664583.63,133011941.29,118277716.01,6932472.57,104515347.73,-52979438.95,--,--,64380379.35,-264189.56,--,41442.27,427038.21,169674161.53,169674161.53,1325234.58,165890489.78,--,27756.06,--,--,246764949.56,1247862.44,1002211.93,--,--,--,247010600.07,18621969.44,--,--,--,228388630.63,--,228388630.63,4702479.82,233091110.45,--,233091110.45,--,0.0818,0.0818,20210818
20210331,361513857.52,171492063.25,120988166.81,37184275.48,8287918.87,92981691.49,72198922.74,--,--,24709629.54,91622.32,--,39828.18,100.0,151844232.3,151844232.3,2505141.57,150847250.06,--,27756.06,--,--,209669625.22,1171831.54,1002800.4,--,--,--,209838656.36,25757634.07,--,--,--,184081022.29,--,184081022.29,-8589700.07,175491322.22,--,175491322.22,--,0.0682,0.0682,20210428
20201231,337909644.07,157973400.14,104178298.5,15231088.53,12920499.02,91266074.43,44812160.07,--,--,35546450.45,-703329.47,9157331.57,-157675.34,15232.22,173644495.25,173644495.25,2479954.83,160581192.03,--,27756.06,--,--,164265148.82,783286.28,3171585.81,--,--,--,161876849.29,9920770.27,--,--,--,151956079.02,--,151956079.02,39022384.92,190978463.94,--,190978463.94,--,0.06,0.06,20210331
20200930,577556461.37,245696496.85,153169205.61,71075148.91,10540843.28,98471948.81,-38597911.72,--,--,272420519.2,-658320.66,0.0,223728.89,--,154194511.89,154194511.89,2062878.79,152531377.04,--,27756.06,--,--,423361949.48,1131313.48,3459110.0,--,--,--,421034152.96,45100873.84,--,--,--,375933279.12,--,375933279.12,-29560898.0,346372381.12,--,346372381.12,--,0.13,0.13,20201017
20200630,260966029.46,103441069.32,87213989.44,5448025.36,13238373.64,83427200.35,2317947.15,--,--,35545449.92,-9445.27,--,-385518.32,--,127804122.54,127804122.54,449797.9,127051377.97,--,27756.06,--,--,133161906.92,725993.55,19475.07,--,--,--,133868425.4,15640250.24,--,--,--,118228175.16,--,118228175.16,-30609217.65,87618957.51,--,87618957.51,--,0.05,0.05,20200812
