报告期,资产*,货币资金,其中:客户资金存款,结算备付金,其中:客户备付金,拆出资金,融出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收款项,合同资产,应收利息,存出保证金,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,固定资产,在建工程,无形资产,其中:交易席位费,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,其中:质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,代理买卖证券款,代理承销证券款,应付职工薪酬,长期应付职工薪酬,应交税费,应付款项,应付利息,合同负债,持有待售的负债,代理业务负债,长期借款,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,86922233285.61,58975622945.42,12834405816.43,7552949638.4,--,28905536801.93,96506567791.61,72703297294.05,2203041647.14,20190848479.6,1409380370.82,--,--,2428860499.81,5604493578.98,--,1876523881.74,--,--,9364226035.3,--,--,--,4860725264.73,753756894.33,1463951.36,302736712.07,--,12264149.78,876907251.35,9905365.45,1601566351.76,--,--,253606942181.26,--,624203539.23,--,4561449289.57,2470613969.44,2282458441.22,415662538.99,31619992894.88,70820891101.44,--,5101647030.93,--,302183284.04,10532193707.53,--,82138314.79,--,--,--,65290298512.78,139131976.94,--,594526664.28,--,--,195584808219.55,--,8635987294.0,--,--,--,22464368544.8,--,543150539.11,2308549565.26,13154462283.87,6164050901.38,--,--,--,--,53270569128.42,4751564833.29,58022133961.71,--,--,253606942181.26,20221029
20220630,--,77588999462.29,60891304056.61,6511341042.73,4726927068.47,--,30063992800.84,96202482295.61,73079008559.11,2016241758.17,20493639559.23,613592419.1,--,--,916262373.35,5184369542.86,--,2449770149.0,--,--,9717924547.83,--,--,--,4802026381.78,772222221.96,1380849.92,315919410.23,--,12264149.78,802189927.41,10045402.39,2047342103.76,--,--,238200870910.88,--,427633319.66,--,5918537865.7,1380280361.12,2049915837.82,514928614.99,30671626476.4,71155212387.05,39300000.0,5454970115.87,--,449330602.22,7878243620.8,--,77957159.78,--,--,--,63403659918.76,165305059.37,--,536581017.5,--,--,190924059658.01,--,6696671674.0,--,--,--,14376951849.01,--,388500132.38,2308549565.26,12805134287.13,6106752317.52,--,--,--,--,42682559825.3,4594251427.57,47276811252.87,--,--,238200870910.88,20220831
20220331,--,73672900803.8,56269540685.35,7626895326.88,5199659142.69,--,31493689835.06,85028627131.77,63783793394.95,--,21244833736.82,--,--,--,1238723151.44,7317534557.16,--,1888902306.8,--,--,10053591379.9,--,--,--,4771027405.69,780042996.76,5353708.33,321278302.25,--,12264149.78,1244081721.27,10185439.33,1704688505.73,--,--,228026639390.29,--,648941132.02,--,9247562796.72,630076361.11,2025057578.73,362405230.18,28857378320.21,66987930054.62,--,6282868952.81,--,1170166307.0,7249380885.54,--,75031189.67,--,--,--,57180390901.38,154558335.63,--,587777715.92,--,--,182315040264.91,--,6696671674.0,--,--,--,14376951849.01,--,209405594.62,2308549565.26,11642849006.71,6051397763.19,--,--,--,--,41285825452.79,4425773672.59,45711599125.38,--,--,228026639390.29,20220430
20211231,--,66854433851.14,51191896726.28,6612407979.83,3641705077.19,--,34458474418.54,82234821325.15,60101961570.2,--,22132859754.95,--,--,--,268756832.59,6671664926.94,--,1691381835.04,--,--,9181176019.72,--,--,--,4728881309.84,799668579.9,4260032.65,362434047.53,--,12264149.78,1149739934.53,10325476.27,1570866124.99,--,--,217463340970.96,--,433448118.55,--,7970752053.37,1500411111.12,1987544553.91,474744342.04,30245317379.95,60512270942.02,100000000.0,6603204876.66,--,2062192802.67,5764636707.72,--,71524080.39,--,--,--,52881795085.13,222697703.06,--,430320527.21,--,--,172107865454.05,--,6696671674.0,--,--,--,14376951849.01,--,269294297.19,2308549565.26,11547539511.44,5990435130.55,--,--,--,--,41189442027.45,4166033489.46,45355475516.91,--,--,217463340970.96,20220331
20210930,--,63562329724.99,47898446618.05,11189006524.08,9705752900.32,--,32673847245.32,79648922338.69,57872350859.91,--,21776571478.78,--,--,--,279414519.39,11018476315.87,--,2388363812.14,--,--,8440125375.46,--,--,--,2183438213.22,726789964.5,1047278.54,233170485.55,--,12264149.78,976391202.49,10465513.21,1006740105.86,--,--,215274686487.0,--,619705397.16,--,13856109991.11,--,2531018987.65,246962070.22,32584859932.3,61331269337.17,153924995.55,5874064613.27,--,1179214583.67,5661909807.76,--,67892667.86,--,--,--,45559885319.97,104167129.43,--,614808474.57,--,--,171301847840.62,--,6696671674.0,--,--,--,14376954393.87,--,263625974.8,2010988801.99,11334277138.2,5281380991.38,--,--,--,--,39963898974.24,4008939672.14,43972838646.38,--,--,215274686487.0,20211030
20210630,--,59430472450.14,45313807602.35,7615194647.02,5508858718.83,--,35037931298.65,79094124349.73,57958953322.36,--,21135171027.37,--,--,--,153318408.54,6286376365.85,--,2176734886.29,--,--,8044517121.9,--,--,--,2240060546.18,636013417.77,--,223678073.31,--,12264149.78,931376892.6,101110823.18,1268712343.68,--,--,204159958040.62,--,3402004066.77,--,8382243519.42,--,2464087683.26,201161015.92,31188582456.28,56004420230.73,79000000.0,6253835544.36,--,742887068.39,5166685342.01,--,66446178.2,--,--,--,44981790679.29,47815673.85,--,1660421677.37,--,--,161538930522.3,--,6696671674.0,--,--,--,14376954393.87,--,228758902.77,2010988801.99,10318281207.88,5213606809.07,--,--,--,--,38845261789.58,3775765728.74,42621027518.32,--,--,204159958040.62,20210828
20210331,--,56419570465.68,42492940760.17,7312936404.58,5498665618.01,--,30779844609.0,74640106415.39,53727563267.68,--,20912543147.71,--,--,--,183761778.01,8236865124.89,--,2367383979.42,--,--,7284907901.14,--,--,--,2246306110.67,653151630.59,--,245791940.41,--,12264149.78,1207492001.95,102179012.12,1420523749.5,--,--,194032588032.59,--,2222022490.33,--,7307570296.61,--,2501837707.06,54245119.55,28682933674.23,52623742339.03,--,6303644060.34,--,1919854751.69,4673270913.01,--,71612167.51,--,--,--,43910200536.38,27481037.25,--,532478187.69,--,--,151733739602.02,--,6696671674.0,--,--,--,14376951849.01,--,252104646.44,2010988801.99,10372099474.73,5121123018.62,--,--,--,--,38829939464.79,3468908965.78,42298848430.57,--,--,194032588032.59,20210430
20201231,--,48924494020.52,33966321465.71,7308103925.3,5974384034.76,--,31025020388.27,73719633437.54,49574401398.72,--,21592386057.78,2552845981.04,--,--,49479531.67,4552495226.73,--,1951852142.6,--,--,6922793130.17,--,--,--,2333951696.91,651685915.56,--,259154817.04,--,12264149.78,1109217090.86,103247201.06,2096303933.42,--,--,181019696607.43,--,3863492274.65,--,8583219337.18,530079333.33,2617019758.2,132678348.19,25780652893.1,44535262960.73,136603936.4,5479760964.44,--,1866394695.66,2668336901.81,--,63519506.29,--,--,--,43175255512.22,25800566.85,--,726195156.71,--,--,140184272145.76,--,6696671674.0,--,--,--,14376951849.01,--,356092965.1,2010988801.99,9279419567.64,5018446395.58,--,--,--,--,37738571253.32,3096853208.35,40835424461.67,--,--,181019696607.43,20210403
20200930,--,49066136171.94,32458489646.64,7802284957.26,6493744773.02,--,30737232550.66,71394935732.05,48266546125.52,--,20623647462.08,2504742144.45,--,--,127075431.63,4911222334.92,--,1755699799.43,--,--,6118053808.1,--,--,--,1601217887.57,633784111.6,--,175871506.2,--,12264149.78,1134419411.09,104315390.0,1247210823.0,--,--,176821724065.23,--,9044185986.64,--,3470418303.91,1000180555.56,2441973939.79,62991435.44,22434340742.57,42892745861.75,--,6070043013.32,--,1487284263.98,2281865226.41,--,55741658.76,--,--,--,44932497280.47,59769039.21,--,635715299.47,--,--,136869752607.28,--,6696671674.0,--,--,--,14374587738.15,--,457610670.99,1714889826.09,9283028575.61,4336648056.88,--,--,--,--,36863436541.72,3088534916.23,39951971457.95,--,--,176821724065.23,20201031
20200630,--,50175906207.81,34880946791.73,4406157827.64,3219913758.84,--,23124403863.9,72264345047.58,48253651568.82,--,21588479775.63,2422213703.13,--,--,15996011.72,6063234896.45,--,1795206483.83,--,--,5009241752.48,--,--,--,1609549253.23,638074378.49,--,171886762.76,--,12264149.78,958599598.09,105383578.94,1354612491.54,--,--,167704862304.24,--,5886695254.37,--,2623488108.59,400141305.56,2880515420.11,13349604.46,23979427102.99,41712160611.57,--,5060380921.97,--,734850188.2,2288018130.67,--,43219510.64,--,--,1063225395.6,41428238206.02,14907924.69,--,1208268600.07,--,--,129336886285.51,--,6696671674.0,--,--,--,14374587738.15,--,556326439.39,1714889826.09,7960845880.59,4249218751.14,--,--,--,--,35552540309.36,2815435709.37,38367976018.73,--,--,167704862304.24,20200829
20200331,--,52655349401.96,32700516145.44,6877541913.05,5343103081.06,--,19721626074.28,75143008258.08,50434928009.41,--,22323577771.45,2384502477.22,--,--,52237229.74,7271572115.4,--,2410108043.86,--,--,4153987774.4,--,--,--,1579235333.99,586377497.54,--,196424362.45,--,12264149.78,1289939537.67,150399864.08,1325952159.26,--,--,173426023715.54,--,4876943080.63,--,2296442944.13,--,3535956448.47,22820592.3,27169708317.45,40805953815.62,--,4461357792.04,--,1237876000.4,3519557009.91,--,42922018.73,--,--,3061824253.48,44263947160.17,15262135.89,3400000.0,751332207.13,--,--,136065303776.35,--,6696671674.0,--,--,--,14374587738.15,--,542896709.04,1714889826.09,7235228527.92,4162479692.43,--,--,--,--,34726754167.63,2633965771.56,37360719939.19,--,--,173426023715.54,20200425
20191231,--,47637137011.81,25536800242.34,6640493386.17,5817385083.44,--,20735063327.66,74042154120.88,48549780285.64,--,22996386469.82,2495987365.42,--,--,15379993.11,8627869455.01,--,2412086360.68,--,--,4174674771.44,--,--,--,1773261294.0,606697731.54,--,200171764.85,--,12264149.78,1036594700.16,151880668.98,2509226494.07,--,--,170574955230.14,--,5883211119.82,--,6365189163.47,505444444.43,3993399431.59,18023444.6,25756432946.93,34604898441.09,--,4343811031.95,--,903660728.25,2133791582.74,--,--,--,--,2999186930.04,45375193660.59,10805777.24,3400000.0,634819545.89,--,--,133531268248.63,--,6696671674.0,--,--,--,14374587738.15,--,498725163.41,1716990955.34,6978612569.58,4166681950.93,--,--,--,--,34432270051.41,2611416930.1,37043686981.51,--,--,170574955230.14,20200425
20190930,--,40250856947.01,23391863646.57,7578843812.72,6093367307.31,--,20584999688.41,66352602779.54,41347080388.28,--,22497017176.52,2508505214.74,--,--,3596741.89,10785772819.64,--,3426650371.52,--,--,3921808091.71,--,--,--,1735160080.34,612774728.09,--,120545527.1,--,12264149.78,1028510254.62,153361473.89,1602073983.16,--,--,158169821449.42,--,7075819094.16,--,314472316.01,500972222.22,3405526889.24,12569361.69,24966100758.8,33160777878.96,--,4233917617.87,--,845905505.88,2856335360.37,--,--,--,--,3050425265.9,39537679063.59,25145888.12,3400000.0,695780960.33,--,--,120684828183.14,--,6696671674.0,--,--,--,14374358340.24,--,483127343.22,1536265414.73,7585425647.03,3731129310.6,--,--,--,--,34406977729.82,3078015536.46,37484993266.28,--,--,158169821449.42,20191030
20190630,--,44142010085.28,26721886528.48,4453754361.76,3041591576.16,--,20066102354.01,68218383443.81,43651708595.22,--,22024633460.68,2542041387.91,--,--,5080439.79,13700947937.08,--,2162272288.1,--,--,4144942237.59,--,--,--,1727018491.51,598536736.14,--,125062221.97,--,12264149.78,1038001605.67,154842278.79,1772873760.39,--,--,162322092391.67,--,9564884027.04,--,275239849.81,1000450000.0,3372652639.31,13009815.13,23875915967.97,33601730263.48,--,3959920693.07,--,810250923.81,2232555537.93,--,--,--,--,2977320113.32,43002895398.59,23705316.37,4461811.81,805059352.14,--,--,125520051709.78,--,6696671674.0,--,--,--,14373917944.81,--,374857330.47,1536265414.73,7195402942.6,3701433367.77,--,--,--,--,33878548674.38,2923492007.51,36802040681.89,--,--,162322092391.67,20190828
20190331,--,35168316557.36,25095667349.77,6948085875.41,5398078323.93,--,20459185191.78,70965710862.17,45127822018.63,--,23273574820.86,2564314022.68,--,--,147194.27,17887188578.83,--,2144987838.15,--,--,3858184254.84,--,--,--,1751980500.01,523306668.01,--,112474469.92,--,12264149.78,1064648521.52,244523312.82,1161646151.52,696429627.85,--,162999079754.24,--,7654452965.78,--,405520109.98,1011705555.56,3555631957.67,15977427.2,21881827702.04,33412088968.54,--,4234278082.55,--,706218827.52,1939149221.19,--,--,--,--,2900916467.46,47972796681.46,30184454.34,4461811.81,546075742.08,--,--,126271285975.18,--,6696671674.0,--,--,--,14372636896.73,--,326630621.17,1536265414.73,8043237409.0,2853764940.06,--,--,--,--,33829206955.69,2898586823.37,36727793779.06,--,--,162999079754.24,20190430
20181231,--,27313400415.02,20256135192.4,6027321671.1,4332630174.55,--,17492122392.09,40474266480.47,40474266480.47,--,--,--,--,--,4738721.96,21135207051.97,--,2258413112.06,--,--,3016807850.88,--,31142420975.29,--,1711928961.78,533096766.35,731853.81,122136230.78,--,12264149.78,1299854541.44,244057825.35,2349046880.49,--,--,155137815880.62,--,6237585757.76,--,642692157.48,1000000000.0,1414669869.66,10849807.14,24888048019.11,26393764961.34,--,3223861458.12,--,597651101.13,963705331.55,--,--,--,--,2961556000.0,48501477143.04,27878385.34,4461811.81,2961783979.11,--,--,119829985782.59,--,6696671674.0,--,--,--,14372689029.26,--,130209693.76,1559994821.18,6844659423.43,2901223752.96,--,--,--,--,32505448394.59,2802381703.44,35307830098.03,--,--,155137815880.62,20190403
