报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,25457383000.0,1758453000.0,--,9849058000.0,185128548000.0,47748375000.0,--,--,--,123699584000.0,13680589000.0,--,11636939000.0,--,--,--,--,319295244000.0,--,--,--,282441000.0,--,3020486000.0,--,1072614000.0,--,4685195000.0,--,3222066000.0,30722687000.0,--,596131114000.0,--,35438423000.0,21413635000.0,31719177000.0,--,124181000.0,11984611000.0,339884171000.0,636801000.0,1179152000.0,--,--,--,--,--,88001246000.0,--,215314000.0,2342902000.0,--,--,532939613000.0,--,8265538000.0,17824363000.0,7825508000.0,9998855000.0,7452490000.0,--,-36241000.0,3281678000.0,17076566000.0,7511704000.0,--,--,--,61376098000.0,1815403000.0,63191501000.0,--,--,596131114000.0,20221031
20220630,--,28046789000.0,3140947000.0,--,4324687000.0,190575202000.0,45315546000.0,--,--,--,130810883000.0,14448773000.0,--,6490938000.0,--,--,--,--,309505729000.0,--,--,--,410026000.0,--,2944723000.0,--,1066163000.0,--,4657444000.0,--,2587199000.0,30545717000.0,--,584295564000.0,--,31495945000.0,21609804000.0,28983675000.0,--,74600000.0,17298191000.0,327616719000.0,591133000.0,1320331000.0,--,--,--,--,--,90522112000.0,--,212837000.0,2424063000.0,--,--,522149410000.0,--,8265538000.0,17824363000.0,7825508000.0,9998855000.0,7452490000.0,--,-135414000.0,3281678000.0,16231433000.0,7484458000.0,--,--,--,60404546000.0,1741608000.0,62146154000.0,--,--,584295564000.0,20220831
20220331,--,25367079000.0,2443507000.0,--,3207867000.0,193552515000.0,44013549000.0,--,--,--,136570778000.0,12968188000.0,5597000.0,10102820000.0,--,--,--,--,298897729000.0,--,--,--,409956000.0,--,2913100000.0,--,1088113000.0,--,3900289000.0,--,3502372000.0,29718403000.0,--,575109347000.0,--,32074643000.0,21662767000.0,27087296000.0,--,--,13455268000.0,325161235000.0,580178000.0,590137000.0,--,--,--,--,--,91302647000.0,--,209749000.0,2282438000.0,--,--,514406358000.0,--,8265538000.0,17824363000.0,7825508000.0,9998855000.0,7452490000.0,--,-175388000.0,3281678000.0,14869898000.0,7481353000.0,--,--,--,58999932000.0,1703057000.0,60702989000.0,--,--,575109347000.0,20220429
20211231,--,33433058000.0,2919058000.0,--,4182213000.0,197749624000.0,41109728000.0,--,--,--,139328387000.0,17311509000.0,173981000.0,14228603000.0,--,--,--,--,282399091000.0,--,--,--,407086000.0,--,2874435000.0,--,1110085000.0,--,3900289000.0,--,3377283000.0,28224856000.0,--,574979662000.0,--,37666420000.0,22785695000.0,27636976000.0,--,--,12371414000.0,321574215000.0,908965000.0,359712000.0,--,--,--,--,--,90076717000.0,--,208600000.0,1979408000.0,--,--,515568122000.0,--,8265538000.0,17824363000.0,7825508000.0,9998855000.0,7452490000.0,--,-242712000.0,3281678000.0,13703472000.0,7481353000.0,--,--,--,57766182000.0,1645358000.0,59411540000.0,--,--,574979662000.0,20220331
20210930,--,26867645000.0,2994332000.0,--,4385792000.0,208615814000.0,40714991000.0,--,--,--,150056263000.0,17844560000.0,59414000.0,3880203000.0,--,--,--,--,275485118000.0,--,--,--,413010000.0,--,2760599000.0,--,1031984000.0,--,4089197000.0,--,3029987000.0,28348811000.0,--,561961906000.0,--,34194338000.0,24168235000.0,27938862000.0,--,5851000.0,17728287000.0,315378562000.0,593607000.0,774083000.0,--,--,--,--,--,88440313000.0,--,211008000.0,2574783000.0,--,--,512007929000.0,--,7514125000.0,7825508000.0,7825508000.0,--,8203903000.0,--,-229808000.0,2976573000.0,14987310000.0,7078451000.0,--,--,--,48356062000.0,1597915000.0,49953977000.0,--,--,561961906000.0,20211030
20210630,--,30114089000.0,3120376000.0,--,3884939000.0,229357855000.0,42207944000.0,--,--,--,164207949000.0,22941962000.0,41072000.0,5251418000.0,--,--,--,--,261229036000.0,--,--,--,407340000.0,--,2707282000.0,--,1016690000.0,--,4049197000.0,--,2742298000.0,28047988000.0,--,571969580000.0,--,32639097000.0,27024291000.0,27178315000.0,--,5463000.0,16342651000.0,325977048000.0,489036000.0,1012636000.0,--,--,--,--,--,89466121000.0,--,212150000.0,2682493000.0,--,--,523029301000.0,--,7514125000.0,7825508000.0,7825508000.0,--,8203903000.0,--,-327398000.0,2976573000.0,14109367000.0,7078451000.0,--,--,--,47380529000.0,1559750000.0,48940279000.0,--,--,571969580000.0,20210830
20210331,--,26503375000.0,2443218000.0,--,4310297000.0,233958861000.0,45199558000.0,--,--,--,159578099000.0,29181204000.0,212000.0,3032945000.0,--,--,--,--,246417681000.0,--,--,--,410270000.0,--,2696590000.0,--,993106000.0,--,3718962000.0,--,2622194000.0,27279829000.0,--,554387540000.0,--,26969178000.0,26199441000.0,25160097000.0,--,97505000.0,21432334000.0,314567197000.0,554889000.0,938155000.0,--,--,--,--,--,88121478000.0,--,308806000.0,2865784000.0,--,--,507214864000.0,--,7514125000.0,7825508000.0,7825508000.0,--,8203903000.0,--,-723448000.0,2976573000.0,12780752000.0,7078451000.0,--,--,--,45655864000.0,1516812000.0,47172676000.0,--,--,554387540000.0,20210429
20201231,--,36492083000.0,2357591000.0,--,3083574000.0,232677307000.0,46463308000.0,--,--,--,164230569000.0,21983430000.0,362970000.0,8585647000.0,--,--,--,--,231250013000.0,--,--,--,400250000.0,--,2686802000.0,--,1014006000.0,--,3718962000.0,--,2618414000.0,22565825000.0,--,547813444000.0,--,20210404000.0,25966645000.0,20467593000.0,--,--,21303430000.0,316512735000.0,794032000.0,653304000.0,--,--,--,--,--,93164057000.0,--,211170000.0,2558153000.0,--,--,501841523000.0,--,7514125000.0,7825508000.0,7825508000.0,--,8203903000.0,--,-759159000.0,2976573000.0,11655496000.0,7078451000.0,--,--,--,44494897000.0,1477024000.0,45971921000.0,--,--,547813444000.0,20210331
20200930,--,29897284000.0,2819401000.0,--,1491479000.0,246064721000.0,55509335000.0,--,--,--,170462241000.0,20093145000.0,145044000.0,--,--,--,--,--,223158570000.0,--,--,--,374904000.0,--,2656157000.0,--,889374000.0,--,3382277000.0,--,2834387000.0,21672576000.0,--,535386174000.0,--,23280999000.0,19394122000.0,19287654000.0,--,375000.0,21292705000.0,313595639000.0,582581000.0,814368000.0,--,--,--,--,--,92307376000.0,--,315783000.0,2226000000.0,--,--,493097602000.0,--,6514125000.0,7825508000.0,7825508000.0,--,4571462000.0,--,-395683000.0,2675548000.0,13033968000.0,6619553000.0,--,--,--,40844481000.0,1444091000.0,42288572000.0,--,--,535386174000.0,20201030
20200630,--,31833892000.0,2914964000.0,--,1872743000.0,253534991000.0,61021348000.0,--,--,--,167034098000.0,25479545000.0,30000000.0,7669685000.0,--,--,--,--,209294377000.0,--,--,--,374717000.0,--,2559325000.0,--,868375000.0,--,3342277000.0,--,2008952000.0,17568635000.0,--,533872933000.0,--,20301652000.0,16408987000.0,17320293000.0,--,65967000.0,19624666000.0,319548187000.0,548183000.0,997030000.0,--,--,--,--,--,94582627000.0,--,315528000.0,2529483000.0,--,--,492242603000.0,--,6514125000.0,7825508000.0,7825508000.0,--,4571462000.0,--,-89381000.0,2675548000.0,12159147000.0,6619553000.0,--,--,--,40275962000.0,1354368000.0,41630330000.0,--,--,533872933000.0,20200831
