报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,3694615092.17,--,--,2774533505.04,--,1918442212.9,--,8387590810.11,1562768637.95,119000000.0,582794063.28,1070903544.53,6008360739.64,--,10784298245.07,--,-2396707434.96,--,9638834937.22,485481572.95,177150.76,--,--,--,10124493660.93,7128166033.37,89062490.55,--,--,--,7217228523.92,--,2907265137.01,--,--,--,12024971279.0,--,--,--,12024971279.0,13677354065.0,789724686.86,63295386.61,--,--,14530374138.47,--,-2505402859.47,3412265.55,-1991432891.87,29950856072.78,27959423180.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221031
20220630,--,--,--,2492229169.54,--,2368142575.34,1170768022.58,1256661959.02,1942572823.89,--,9230374550.37,1165666755.97,929000000.0,442946580.66,762400435.27,226252646.16,--,3935022943.5,--,5295351606.87,--,6248802614.76,297338242.5,134011.21,--,--,--,6546274868.47,6664859684.17,61906792.82,--,--,--,6726766476.99,--,-180491608.52,--,--,--,7069054059.0,--,--,--,7069054059.0,10093662614.0,527611946.86,45799723.41,--,--,10667074284.27,--,-3598020225.27,1549321.81,1518389094.89,29950856072.78,31469245167.67,--,290468284.96,183086824.72,23558993.87,18500376.74,5735204.39,--,--,-185124.59,--,-2816773.85,--,-3046635.68,-21081762.37,--,1432216857.7,3150635985.43,--,152567372.37,--,5295351606.87,--,--,--,31469245167.67,29950856072.78,--,--,--,--,1518389094.89,20220826
20220331,--,--,--,1222728375.64,--,--,836052928.28,--,6249680451.22,--,8308461755.14,800200951.66,139000000.0,135003049.39,1507259948.61,1871925549.05,--,4670643926.23,--,3637817828.91,--,1676754051.14,127449323.0,19614.31,--,--,--,1804222988.45,3924686762.08,41427655.05,--,--,--,3966114417.13,--,-2161891428.68,--,--,--,3752241831.0,--,--,--,3752241831.0,4676429630.0,357668580.99,21559233.04,--,--,5055657444.03,--,-1303415613.03,-170061.95,172340725.25,29950856072.78,30123196798.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220426
20211231,--,--,--,5288621519.31,3049000000.0,2325276301.38,576464961.6,6814398572.59,--,--,18053761354.88,2125352678.75,--,936086951.25,1392812139.1,5402845519.11,--,14213904896.0,--,3839856458.88,--,6282384900.67,537533037.12,57850.72,--,--,--,6819975788.51,6483900487.39,98864159.26,5268812.39,--,--,6588033459.04,--,231942329.47,--,24000000.0,--,27488133420.0,1622553.49,--,--,27513755973.49,22695799000.0,969921568.41,131838952.32,--,--,23797559520.73,--,3716196452.76,-700027.74,7787295213.37,22163560859.41,29950856072.78,--,1682323584.13,209946677.63,45779214.65,32469456.02,10906590.93,--,--,599122.8,1334.95,565366672.09,--,-587641612.15,-59683772.68,--,-8837224785.63,12328858597.32,--,-1527850927.2,--,3839856458.88,--,--,--,29950856072.78,22163560859.41,--,--,--,--,7787295213.37,20220426
20210930,--,--,--,3862903180.98,1189000000.0,--,1619030247.98,4665828891.86,1746033010.98,--,13082795331.8,1626188010.24,--,675072145.43,1020595655.72,2212524785.29,--,8519823768.67,--,4562971563.13,--,4332271752.82,995725572.54,13592.97,--,--,--,5328010918.33,6582458915.75,64632624.36,--,--,--,6647091540.11,--,-1319080621.78,--,--,--,20383650000.0,--,--,--,20383650000.0,15402299000.0,807950299.44,103407772.67,--,--,16313657072.11,--,4069992927.89,-187044.2,7313696825.04,22163560859.41,29477257684.45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,--,--,2372504824.16,910000000.0,3031734520.54,723509508.87,586509997.06,745450282.17,--,8369709132.8,1155267971.7,--,378473133.69,539694785.68,--,--,3675711495.92,--,4693997636.88,--,2344643108.77,822595344.05,9109.97,--,--,--,3167247562.79,5783467427.08,39955867.87,--,--,--,5823423294.95,--,-2656175732.16,--,--,--,10443150000.0,--,--,--,10443150000.0,9255399000.0,419983839.81,88501411.32,--,--,9763884251.13,--,679265748.87,-285642.79,2716802010.8,22163560859.41,24880362870.21,--,980557738.54,11784398.45,22479636.53,15334846.91,5247210.73,--,--,-7935.99,--,211796283.72,--,-360205187.67,-44429259.99,--,-1353665024.03,4882218491.6,--,277651112.83,--,4693997636.88,--,--,--,24880362870.21,22163560859.41,--,--,--,--,2716802010.8,20210813
20210331,--,--,--,1196275673.58,1310000000.0,1568302702.81,1091837270.45,--,1198943788.65,--,6365359435.49,770940431.72,--,184337100.92,9924466.3,211434551.46,--,1372059238.07,--,4993300197.42,--,1097473507.69,622161804.45,7293.0,--,--,--,1719642605.14,3013157918.63,21603240.67,0.0,--,--,3034761159.3,--,-1315118554.16,--,--,0.0,3674550000.0,--,--,--,3674550000.0,6528850000.0,263272658.09,68948485.58,--,--,6861071143.67,--,-3186521143.67,171472.7,491831972.29,22163560859.41,22655392831.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,--,--,4640301790.92,--,--,1726787552.94,3617105625.21,3259287272.04,--,13243482241.11,1540574547.36,1860000000.0,899124545.98,1146741577.38,1809028609.69,--,17633391326.78,--,-4389909085.67,--,9287487655.06,534628316.11,329365.9,--,--,--,9822445337.07,7310187766.3,126949281.5,--,--,--,7437137047.8,--,2385308289.27,--,--,--,27839400000.0,--,--,--,27839400000.0,21882650000.0,760848659.41,26678249.2,--,--,22670176908.61,--,5169223091.39,-1766548.67,3162855746.32,19000705113.09,22163560859.41,--,1901526390.01,84674421.65,40507156.0,26460385.25,9958019.12,--,--,749642.32,--,-291571580.86,--,-441988837.94,42176722.31,--,-1142508760.65,1621701913.85,--,-6203096724.03,--,-4389909085.67,--,--,--,22163560859.41,19000705113.09,--,--,--,--,3162855746.32,20210413
20200930,--,--,--,3516042555.74,--,566722815.87,1935122479.83,1377077251.22,2145138272.04,--,9540103374.7,1205183052.85,1150000000.0,643729240.22,567346706.54,5997157514.94,--,13477749260.51,--,-3937645885.81,--,6440696182.48,442113770.04,274822.41,--,--,--,6883084774.93,5763478097.67,81685209.25,--,--,--,5845163306.92,--,1037921468.01,--,--,--,22617050000.0,--,--,--,22617050000.0,16285000000.0,528413857.12,3508294.99,--,--,16816922152.11,--,5800127847.89,-601690.83,2899801739.26,19000705113.09,21900506852.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,2140510498.16,--,4031567308.12,2865307325.22,3180243389.57,1555208113.29,--,13772836634.36,924841664.41,1020000000.0,374791369.41,247309285.54,10416402495.8,--,14511948427.51,--,-739111793.15,--,3106082136.22,342317664.7,25633.82,--,--,--,3448425434.74,2102422918.84,60700375.62,--,--,--,2163123294.46,--,1285302140.28,--,--,--,14296350000.0,--,--,--,14296350000.0,10556550000.0,251583049.15,2457888.02,--,--,10810590937.17,--,3485759062.83,422705.42,4032372115.38,19000705113.09,23033077228.47,--,923922741.39,-18606908.33,19135972.84,11995590.08,4663925.17,--,--,47960.8,--,-24932373.07,--,-31273449.51,-19245425.16,--,330454019.79,8682767671.88,--,-10664290703.72,--,-739111793.15,--,--,--,23033077228.47,19000705113.09,--,--,--,--,4032372115.38,20200813
