报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,34397000000.0,26585000000.0,66146000000.0,39561000000.0,4505000000.0,5927000000.0,1422000000.0,3755000000.0,--,--,-2210000000.0,585000000.0,119000000.0,1058000000.0,--,24915000000.0,460000000.0,12754000000.0,248000000.0,732000000.0,--,--,9482000000.0,20000000.0,76000000.0,--,--,--,9426000000.0,273000000.0,--,--,--,9153000000.0,13000000.0,9140000000.0,200000000.0,9353000000.0,131000000.0,9222000000.0,--,0.19,0.19,20221029
20220630,37565000000.0,27276000000.0,66354000000.0,39078000000.0,4413000000.0,5713000000.0,1300000000.0,3051000000.0,--,--,-175000000.0,1610000000.0,31000000.0,1359000000.0,--,26511000000.0,477000000.0,11521000000.0,143000000.0,710000000.0,--,--,11054000000.0,8000000.0,73000000.0,--,--,--,10989000000.0,-76000000.0,--,--,--,11065000000.0,151000000.0,10914000000.0,642000000.0,11707000000.0,327000000.0,11380000000.0,--,0.18,0.18,20220827
20220331,36634000000.0,27547000000.0,65374000000.0,37827000000.0,5452000000.0,6540000000.0,1088000000.0,3199000000.0,--,--,-1513000000.0,653000000.0,70000000.0,1226000000.0,--,21153000000.0,406000000.0,9543000000.0,167000000.0,737000000.0,--,--,15481000000.0,61000000.0,12000000.0,--,--,--,15530000000.0,1711000000.0,--,--,--,13819000000.0,95000000.0,13724000000.0,-1580000000.0,12239000000.0,92000000.0,12147000000.0,--,0.31,0.31,20220430
20211231,38169000000.0,27978000000.0,66596000000.0,38618000000.0,9042000000.0,10705000000.0,1663000000.0,3426000000.0,--,--,-3511000000.0,72000000.0,-5000000.0,1167000000.0,--,40268000000.0,552000000.0,17259000000.0,826000000.0,756000000.0,--,--,-2099000000.0,86000000.0,424000000.0,--,--,--,-2437000000.0,-1510000000.0,--,--,--,-927000000.0,179000000.0,-1106000000.0,-1066000000.0,-1993000000.0,142000000.0,-2135000000.0,--,-0.04,-0.04,20220330
20210930,42860000000.0,32044000000.0,70347000000.0,38303000000.0,5840000000.0,7071000000.0,1231000000.0,3259000000.0,--,--,-102000000.0,500000000.0,176000000.0,1143000000.0,--,33764000000.0,452000000.0,12552000000.0,48000000.0,732000000.0,--,--,9096000000.0,9000000.0,8000000.0,--,--,--,9097000000.0,54000000.0,--,--,--,9043000000.0,112000000.0,8931000000.0,2678000000.0,11721000000.0,161000000.0,11560000000.0,--,0.19,0.19,20211030
20210630,44703000000.0,31864000000.0,69895000000.0,38031000000.0,5764000000.0,7186000000.0,1422000000.0,3534000000.0,--,--,1896000000.0,43000000.0,84000000.0,1518000000.0,--,32465000000.0,488000000.0,10040000000.0,298000000.0,612000000.0,--,--,12238000000.0,12000000.0,196000000.0,--,--,--,12054000000.0,-67000000.0,--,--,--,12121000000.0,312000000.0,11809000000.0,-234000000.0,11887000000.0,328000000.0,11559000000.0,--,0.22,0.22,20210828
20210331,43072000000.0,33889000000.0,70841000000.0,36952000000.0,6920000000.0,8173000000.0,1253000000.0,1248000000.0,--,--,245000000.0,-154000000.0,30000000.0,894000000.0,--,26165000000.0,457000000.0,9381000000.0,203000000.0,608000000.0,--,--,16907000000.0,8000000.0,29000000.0,--,--,--,16886000000.0,2270000000.0,--,--,--,14616000000.0,-131000000.0,14747000000.0,893000000.0,15509000000.0,-121000000.0,15630000000.0,--,0.34,0.34,20210430
20201231,41630000000.0,30213000000.0,66773000000.0,36560000000.0,7395000000.0,9140000000.0,1745000000.0,171000000.0,--,--,2409000000.0,119000000.0,282000000.0,1041000000.0,--,47542000000.0,518000000.0,15305000000.0,498000000.0,698000000.0,--,--,-5912000000.0,24000000.0,196000000.0,--,--,--,-6084000000.0,-3293000000.0,--,--,--,-2791000000.0,229000000.0,-3020000000.0,125000000.0,-2666000000.0,28000000.0,-2694000000.0,--,-0.08,-0.08,20210331
20200930,45213000000.0,35991000000.0,72282000000.0,36291000000.0,5707000000.0,7175000000.0,1468000000.0,2230000000.0,--,--,-298000000.0,553000000.0,53000000.0,977000000.0,--,35305000000.0,528000000.0,13475000000.0,1127000000.0,724000000.0,--,--,9908000000.0,9000000.0,210000000.0,--,--,--,9707000000.0,594000000.0,--,--,--,9113000000.0,237000000.0,8876000000.0,-2640000000.0,6473000000.0,247000000.0,6226000000.0,--,0.18,0.18,20201031
20200630,48775000000.0,35382000000.0,73830000000.0,38448000000.0,6832000000.0,8084000000.0,1252000000.0,2144000000.0,--,--,3339000000.0,-54000000.0,202000000.0,930000000.0,--,35691000000.0,495000000.0,10332000000.0,0.0,600000000.0,--,--,13084000000.0,23000000.0,49000000.0,--,--,--,13058000000.0,1089000000.0,--,--,--,11969000000.0,166000000.0,11803000000.0,-3535000000.0,8434000000.0,253000000.0,8181000000.0,--,0.23,0.23,20200829
20200331,49333000000.0,33638000000.0,73708000000.0,40070000000.0,7730000000.0,8714000000.0,984000000.0,11474000000.0,--,--,-5010000000.0,529000000.0,31000000.0,941000000.0,--,29222000000.0,510000000.0,9322000000.0,3000000.0,637000000.0,--,--,20111000000.0,15000000.0,101000000.0,--,--,--,20025000000.0,3214000000.0,--,--,--,16811000000.0,161000000.0,16650000000.0,1766000000.0,18577000000.0,56000000.0,18521000000.0,--,0.38,0.38,20200430
20191231,47313000000.0,50733000000.0,88446000000.0,37713000000.0,-11279000000.0,-9902000000.0,1377000000.0,4315000000.0,--,--,1399000000.0,327000000.0,393000000.0,1425000000.0,--,37625000000.0,508000000.0,16686000000.0,61000000.0,699000000.0,--,--,9688000000.0,77000000.0,189000000.0,--,--,--,9576000000.0,762000000.0,--,--,--,8814000000.0,524000000.0,8290000000.0,-458000000.0,8356000000.0,372000000.0,7984000000.0,--,0.18,0.18,20200331
20190930,44872000000.0,25778000000.0,63501000000.0,37723000000.0,12201000000.0,13400000000.0,1199000000.0,7994000000.0,--,--,-2929000000.0,612000000.0,31000000.0,1185000000.0,--,28087000000.0,429000000.0,13169000000.0,0.0,666000000.0,--,--,16785000000.0,15000000.0,61000000.0,--,--,--,16739000000.0,2597000000.0,--,--,--,14142000000.0,236000000.0,13906000000.0,289000000.0,14431000000.0,282000000.0,14149000000.0,--,0.32,0.32,20191031
20190630,44397000000.0,23501000000.0,61814000000.0,38313000000.0,13407000000.0,14352000000.0,945000000.0,3793000000.0,--,--,1794000000.0,841000000.0,40000000.0,1021000000.0,--,25151000000.0,407000000.0,9053000000.0,5000000.0,610000000.0,--,--,19246000000.0,5000000.0,44000000.0,--,--,--,19207000000.0,3207000000.0,--,--,--,16000000000.0,169000000.0,15831000000.0,-240000000.0,15760000000.0,192000000.0,15568000000.0,--,0.36,0.36,20190831
20190331,43859000000.0,22022000000.0,61054000000.0,39032000000.0,13875000000.0,15083000000.0,1208000000.0,4772000000.0,--,--,1173000000.0,871000000.0,33000000.0,1113000000.0,--,24646000000.0,428000000.0,9336000000.0,118000000.0,527000000.0,--,--,19213000000.0,19000000.0,16000000.0,--,--,--,19216000000.0,3248000000.0,--,--,--,15968000000.0,176000000.0,15792000000.0,1077000000.0,17045000000.0,221000000.0,16824000000.0,--,0.36,0.36,20190430
20181231,41117000000.0,22858000000.0,60857000000.0,37999000000.0,11964000000.0,13547000000.0,1583000000.0,4537000000.0,--,--,-6074000000.0,6449000000.0,461000000.0,922000000.0,--,33740000000.0,709000000.0,16323000000.0,164000000.0,651000000.0,--,--,7377000000.0,17000000.0,142000000.0,--,--,--,7252000000.0,80000000.0,--,--,--,7172000000.0,-470000000.0,7642000000.0,1933000000.0,9105000000.0,-349000000.0,9454000000.0,--,0.17,0.17,20190330
20180930,40235000000.0,19948000000.0,60364000000.0,40416000000.0,11840000000.0,12946000000.0,1106000000.0,846000000.0,--,--,2961000000.0,3579000000.0,20000000.0,1041000000.0,--,24427000000.0,429000000.0,12725000000.0,-72000000.0,541000000.0,--,--,15808000000.0,9000000.0,170000000.0,--,--,--,15647000000.0,2342000000.0,--,--,--,13305000000.0,238000000.0,13067000000.0,1122000000.0,14427000000.0,257000000.0,14170000000.0,--,0.29,0.29,20181031
20180630,38669000000.0,18133000000.0,58705000000.0,40572000000.0,12399000000.0,12784000000.0,385000000.0,669000000.0,--,--,4152000000.0,2176000000.0,43000000.0,1097000000.0,--,20836000000.0,419000000.0,8993000000.0,--,464000000.0,--,--,17833000000.0,18000000.0,47000000.0,--,--,--,17804000000.0,3076000000.0,--,--,--,14728000000.0,52000000.0,14676000000.0,587000000.0,15315000000.0,-13000000.0,15328000000.0,--,0.34,0.34,20180831
20180331,36748000000.0,15741000000.0,55421000000.0,39680000000.0,11928000000.0,13407000000.0,1479000000.0,6609000000.0,--,--,7318000000.0,-5904000000.0,34000000.0,1022000000.0,--,18475000000.0,362000000.0,9096000000.0,--,446000000.0,--,--,18273000000.0,3000000.0,194000000.0,--,--,--,18082000000.0,2957000000.0,--,--,--,15125000000.0,183000000.0,14942000000.0,1085000000.0,16210000000.0,144000000.0,16066000000.0,--,0.34,0.34,20180428
20171231,38106000000.0,23579000000.0,60774000000.0,37195000000.0,11564000000.0,13199000000.0,1635000000.0,38000000.0,--,--,3145000000.0,-1927000000.0,392000000.0,1315000000.0,--,26415000000.0,382000000.0,15797000000.0,--,742000000.0,--,--,11691000000.0,-135000000.0,157000000.0,--,--,--,11399000000.0,1584000000.0,--,--,--,9815000000.0,245000000.0,9570000000.0,-1235000000.0,8580000000.0,326000000.0,8254000000.0,--,0.21,0.21,20180330
20170930,35525000000.0,21858000000.0,57003000000.0,35145000000.0,11701000000.0,13494000000.0,1793000000.0,56000000.0,--,--,-2580000000.0,3397000000.0,119000000.0,974000000.0,--,20684000000.0,349000000.0,12403000000.0,--,425000000.0,--,--,14841000000.0,34000000.0,163000000.0,--,--,--,14712000000.0,2219000000.0,--,--,--,12493000000.0,338000000.0,12155000000.0,-882000000.0,11611000000.0,198000000.0,11413000000.0,--,0.28,0.28,20171031
