报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,5210258454.96,212923185.47,237991142.16,25067956.69,392504719.54,--,--,-190763812.34,-354233.45,24573798.51,219986011.56,-11559451.35,2325317.04,4560257622.56,11063.97,5036207340.83,12416238.41,418857169.67,--,4539335091.91,--,--,174051114.13,637855.23,3354441.63,--,--,--,171334527.73,39196445.07,--,--,--,132138082.66,211196.55,131926886.11,66159616.39,198297699.05,248158.55,198049540.5,--,0.22,0.22,20221028
20220630,3411192353.14,130741666.9,143763421.94,13021755.04,251254288.52,--,--,-205953659.63,-776160.88,13135562.38,217561355.0,-7753762.22,1458783.65,3010735729.16,12389.38,3302509586.27,10660575.22,263345579.05,--,2983107277.58,--,--,108682766.87,408481.45,2803793.52,--,--,--,106287454.8,30660734.02,--,--,--,75626720.78,341791.49,75284929.29,30628297.21,106255017.99,374404.2,105880613.79,--,0.12,0.12,20220820
20220331,1539041197.7,62476448.73,68243119.79,5766671.06,140529131.54,--,--,-163065517.9,-47120.24,--,141234003.08,589632.85,528356.12,1356736753.9,12389.38,1497771238.89,8064344.14,137522048.34,--,1334762602.0,--,--,41269958.81,336627.91,2694881.03,--,--,--,38911705.69,10093530.24,--,--,--,28818175.45,710200.36,28107975.09,-2486813.19,26331362.26,728718.89,25602643.37,--,0.0461,0.0461,20220429
20211231,10514796719.55,240168500.39,266709113.8,26540613.41,511047694.06,--,--,79701433.44,-3342715.42,62107616.81,-19938884.72,7435626.35,3338365.95,9630936367.27,--,10175778454.44,8506155.91,586440756.35,--,9529983779.38,--,--,339018265.11,142423.13,6549283.27,--,--,--,332611404.97,90008672.23,--,--,--,242602732.74,-995833.67,243598566.41,-22360902.21,220241830.53,-1392937.19,221634767.72,--,0.4,0.4,20220315
20210930,6876614310.04,167404515.11,189010520.29,21606005.18,361158314.53,--,--,55234673.02,-712338.64,--,-1871310.11,4253404.59,982513.95,6289452947.77,-748.82,6647378780.83,3221150.15,431600062.23,--,6171404848.2,--,--,229235529.21,250461.75,3163472.54,--,--,--,226322518.42,56463868.6,--,--,--,169858649.82,-716112.2,170574762.02,-10704371.53,159154278.29,-700238.38,159854516.67,--,0.28,0.28,20211021
20210630,4243454718.72,105447711.17,120754847.39,15307136.22,218421370.28,--,--,3239484.23,-785317.19,--,-10728468.57,3398171.92,765094.85,3922912103.66,-748.82,4121769517.93,2349013.78,271185980.67,--,3825564519.67,--,--,121685200.79,163382.67,3020900.73,--,--,--,118827682.73,32769884.08,--,--,--,86057798.65,-423802.45,86481601.1,-9177615.88,76880182.77,-436053.48,77316236.25,--,0.15,0.15,20210817
20210331,2015357802.16,49889714.13,55837081.13,5947367.0,102133451.97,--,--,-51749373.12,-480442.87,--,22221576.02,802410.84,653443.77,1891406578.55,--,1965807242.01,1078354.42,119184657.27,--,1836216015.58,--,--,49550560.15,68823.14,1243716.71,--,--,--,48375666.58,14185655.6,--,--,--,34190010.98,-516996.11,34707007.09,3380792.14,37570803.12,-745534.01,38316337.13,--,0.0598,0.0598,20210428
20201231,9915230244.26,167005604.0,215490710.7,48485106.7,369831066.19,--,--,184513477.9,-546840.25,--,41476282.48,962276.88,9434139.55,9141992608.2,14789.06,9794366803.93,3855489.51,489084325.71,--,9249217363.77,--,--,120863440.33,8370169.04,2045280.83,--,--,--,127188328.54,34596682.86,--,--,--,92591645.68,-1581767.41,94173413.09,-36867650.92,55723994.76,-1455148.01,57179142.77,--,0.16,0.16,20210316
20200930,7825629032.21,141490246.03,183300194.52,41809948.49,278849085.19,--,--,197260226.43,-145869.16,--,20740298.39,-703370.69,6588529.18,7181404017.68,--,7739393629.57,3174322.77,362795578.94,--,7358336387.45,--,--,86235402.64,8083741.45,1204803.57,--,--,--,93114340.52,26807019.01,--,--,--,66307321.51,-910426.11,67217747.62,-3103496.32,63203825.19,-667622.23,63871447.42,--,0.1191,0.1191,20201030
20200630,5318573474.07,75939427.0,105429504.82,29490077.82,162713735.47,--,--,213388439.75,-135979.8,--,46736420.42,-2501512.91,5754658.55,4816542305.79,--,5275786028.46,2199020.52,224079118.13,--,5039114986.02,--,--,42787445.61,4943751.39,1018595.34,--,--,--,46712601.66,14100383.38,--,--,--,32612218.28,-644378.97,33256597.25,14229069.7,46841287.98,-326081.86,47167369.84,--,0.06,0.06,20200828
