报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,--,35221993.64,--,51496864450.26,--,51578820263.07,--,--,218017147.43,--,739081917.18,120977141.4,1972732021.85,51377078929.36,--,54427887157.22,--,-134880171.81,--,--,--,77530.0,--,--,--,77530.0,--,134957701.81,--,--,134957701.81,--,--,--,--,--,1500000000.0,--,--,--,1500000000.0,500000000.0,1261459782.7,3635640.39,651634.78,--,1765747057.87,--,-265747057.87,4281196.35,-3245412927.48,4050654724.6,805241797.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,--,--,--,16814259.04,--,36577964417.99,--,36621246715.25,--,127783129.36,170571238.42,--,549249936.67,81683959.2,1344879228.95,35498143065.93,--,37772310558.53,--,-70397829.85,--,--,--,77530.0,--,--,--,77530.0,--,70475359.85,--,--,70475359.85,--,--,--,--,--,--,--,--,--,--,500000000.0,1261459782.7,221362.4,557094.58,--,1762238239.68,--,-1762238239.68,5514257.48,-2978185655.33,4050654724.6,1072469069.27,--,1182927167.39,--,--,--,--,--,--,3547635.2,--,--,--,--,10485285.04,--,--,-10256237959.4,7334392990.57,--,210229676.93,--,-1151063843.28,--,--,--,1072469069.27,4050654724.6,--,--,--,--,-2978185655.33,20220819
20220331,--,--,--,--,11277214.64,--,16434424756.39,--,16461999667.37,--,--,126839299.19,--,166245502.94,49926320.63,704935144.65,16597097605.29,--,17645043872.7,--,-16138541.28,--,--,--,55000.0,--,--,--,55000.0,--,16193541.28,--,--,16193541.28,--,--,--,--,--,--,--,--,--,--,--,30494944.93,55677.91,79534.0,--,30630156.84,--,-30630156.84,5011942.56,-1224800960.89,4050654724.6,2825853763.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220422
20211231,--,--,--,--,233760101.26,--,62027345898.49,--,62316674225.91,--,--,238077192.64,--,889148790.22,148430174.33,2171363855.97,57842253539.1,--,61289273552.26,--,-193677166.37,--,--,--,--,--,--,--,--,--,193677166.37,--,--,193677166.37,--,--,--,--,--,8995283018.87,--,--,--,8995283018.87,5092568000.0,1311722053.61,12495220.72,393815.56,--,6417179089.89,--,2578103928.98,8828540.07,3420655976.33,629998748.27,4050654724.6,--,2072453335.57,--,--,--,--,--,--,--,--,--,--,--,-192531900.81,--,--,-14363443081.3,12293510189.2,--,414654454.71,--,1027400673.65,--,--,--,4050654724.6,629998748.27,--,--,--,--,3420655976.33,20220422
20210930,--,--,--,--,216876863.24,--,49773935132.53,--,50029237270.73,--,--,192870674.54,--,716632254.69,108652367.58,1598578357.48,43623851743.8,--,46240585398.09,--,-169293443.01,--,--,--,--,--,--,--,--,--,169293443.01,--,--,169293443.01,--,--,--,--,--,4000000000.0,--,--,--,4000000000.0,5092568000.0,1231449986.79,7803279.76,--,--,6331821266.55,--,-2331821266.55,-3847644.04,1283689519.04,629998748.27,1913688267.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211021
20210630,--,--,--,--,186283546.34,--,36387236862.13,--,36598382209.02,--,19089033.88,152954923.6,--,547223683.37,73313255.65,977243589.66,32313708793.16,--,34083533279.32,--,-25134918.14,--,--,--,--,--,--,--,--,--,25134918.14,--,--,25134918.14,--,--,--,--,--,4000000000.0,--,--,--,4000000000.0,5092568000.0,1228696728.63,7738947.99,--,--,6329003676.62,--,-2329003676.62,-1220649.55,159489685.39,629998748.27,789488433.66,--,1063114034.66,--,--,--,--,--,--,--,--,--,--,--,-33916271.6,--,--,-12616587634.04,13461603495.56,--,204839254.63,--,2514848929.7,--,--,--,789488433.66,629998748.27,--,--,--,--,159489685.39,20210820
20210331,--,--,--,--,148472939.6,--,16178356902.29,--,16335892672.76,--,6610667.45,115123015.32,--,156439564.64,42617758.09,452713489.41,13863354437.59,--,14636858932.5,--,-14939647.14,--,--,--,--,--,--,--,--,--,14939647.14,--,--,14939647.14,--,--,--,--,--,--,--,--,--,--,1048496000.0,86915627.91,135455.88,--,--,1135547083.79,--,-1135547083.79,-5.42,548547003.91,629998748.27,1178545752.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,--,--,--,432283709.88,--,44779259584.25,--,45247935058.43,--,299632313.74,146830727.02,--,736733807.71,150803494.08,1640445572.11,43353157971.54,--,46327603886.2,--,-44224390.88,--,--,--,55800.0,--,--,--,55800.0,--,44280190.88,--,--,44280190.88,--,--,--,--,--,3000000000.0,--,113432228.84,--,3113432228.84,450633000.0,1039415776.31,5883875.01,165127356.44,--,1661060007.76,--,1452372221.08,--,328479002.43,301519745.84,629998748.27,--,1877155682.19,--,--,--,--,--,--,28915.59,--,--,--,--,-203792189.0,--,--,-13274400448.09,9205475354.91,--,385515574.53,--,-1079668827.77,--,--,--,629998748.27,301519745.84,--,--,--,--,328479002.43,20210325
20200930,--,--,--,--,351268850.77,--,35938895780.21,--,36312829111.24,--,289594537.03,112955991.86,--,577204882.35,118436657.87,1200686509.61,32923668953.27,--,35222547531.99,--,-27310700.36,--,--,--,15800.0,--,--,--,15800.0,--,27326500.36,--,--,27326500.36,--,--,--,--,--,1000000000.0,--,113432228.84,--,1113432228.84,278881000.0,1035482164.13,2870351.82,165127356.44,--,1482360872.39,--,-368928643.55,--,694042235.34,301519745.84,995561981.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,--,--,--,273810209.74,--,24703169218.15,--,24994232257.44,--,278237562.8,79490977.07,--,421316471.1,66772622.9,809846302.38,23001474119.58,--,24657138055.83,--,-12725164.01,--,--,--,15800.0,--,--,--,15800.0,--,12740964.01,--,--,12740964.01,--,--,--,--,--,1000000000.0,--,113432228.84,--,1113432228.84,164115000.0,1029954932.15,2400800.88,165127356.44,--,1361598089.47,--,-248165860.63,--,76203176.97,301519745.84,377722922.81,--,939962264.97,--,--,--,--,--,--,--,--,--,--,--,-67235994.21,--,--,-10383614405.56,9203459821.58,--,182469230.08,--,337094201.61,--,--,--,377722922.81,301519745.84,--,--,--,--,76203176.97,20200820
