报告期,经营活动产生的现金流量*,销售商品、提供劳务收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入（金融类）,保户储金净增加额,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,收到原保险合同保费取得的现金,收到再保业务现金净额,处置交易性金融资产净增加额,拆入资金净增加额,回购业务资金净增加额,经营活动现金流入差额（特殊报表项目）,经营活动现金流入差额（合计平衡项目）,经营活动现金流入小计*,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出（金融类）,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付原保险合同赔付款项的现金,支付手续费的现金,支付保单红利的现金,经营活动现金流出差额（特殊报表科目）,经营活动现金流出差额（合计平衡项目）,经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目)）,经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额（特殊报表科目）,投资活动现金流入差额（合计平衡项目）,投资活动现金流入小计*,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出差额（特殊报表科目）,投资活动现金流出差额（合计平衡项目）,投资活动现金流出小计*,投资活动产生的现金流量净额差额（合计平衡项目）,投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,收到其他与筹资活动有关的现金,发行债券收到的现金,筹资活动现金流入差额（特殊报表科目）,筹资活动现金流入差额（合计平衡项目）,筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出差额（特殊报表科目）,筹资活动现金流出差额（合计平衡项目）,筹资活动现金流出小计*,筹资活动产生的现金流量净额差额（合计平衡项目）,筹资活动产生的现金流量净额*,汇率变动对现金的影响*,直接法-现金及现金等价物净增加额差值（特殊报表科目）,直接法-现金及现金等价物净增加额差值（合计平衡项目）,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,未确认投资损失,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),公告日期#
20220930,--,306982704.12,6255811.98,14834401.7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,328072917.8,225723623.01,45167715.77,10751771.42,41715926.98,0.0,--,--,--,--,--,--,--,323359037.18,--,4713880.62,--,--,--,--,--,--,--,--,--,692067.7,--,--,--,--,--,692067.7,--,109666799.56,--,--,--,--,6995784.58,--,--,--,6995784.58,--,--,--,31491497.48,--,--,31491497.48,--,-24495712.9,684776.74,--,--,90569744.02,0.0,90569744.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,229103193.19,7767433.3,7939707.49,0.0,--,--,--,--,--,--,--,--,--,--,--,--,244810333.98,169725651.09,42512002.98,6432894.42,28794720.04,0.0,--,--,--,--,--,--,--,247465268.53,--,-2654934.55,--,--,--,--,--,--,--,--,--,90900.0,--,--,--,--,--,90900.0,--,-91515.57,--,--,--,--,41220185.21,--,--,--,41220185.21,--,--,--,17276985.01,--,--,17276985.01,--,23943200.2,1086369.73,--,--,22283119.81,0.0,22283119.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220826
20220331,--,187138754.73,4754542.76,7126257.21,0.0,--,--,--,--,--,--,--,--,--,--,--,--,199019554.7,200698764.6,63515558.76,10680152.61,30808736.92,0.0,--,--,--,--,--,--,--,305703212.89,--,-106683658.19,--,--,615.57,--,--,--,--,--,615.57,19750.0,--,--,--,--,--,19750.0,--,-19134.43,--,--,--,--,24314607.22,--,--,--,24314607.22,--,--,--,8172706.76,--,--,8172706.76,--,16141900.46,-243733.76,--,--,-90804625.92,263549549.65,172744923.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220428
20211231,--,227382825.71,4705324.36,29689277.23,0.0,--,--,--,--,--,--,--,--,--,--,--,--,261777427.3,159648866.62,39283485.34,9993983.78,27400078.39,0.0,--,--,--,--,--,--,--,236326414.13,--,25451013.17,--,--,123080.29,700.0,--,--,--,--,1156933.87,141772.7,--,--,--,--,--,141772.7,--,1015161.17,--,--,--,--,15780139.76,--,--,--,15780139.76,--,--,--,28102535.32,--,--,28102535.32,--,-12322395.56,-536690.81,--,--,13607087.97,0.0,13607087.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220413
20210930,--,271523758.95,1385288.93,14124134.94,0.0,--,--,--,--,--,--,--,--,--,--,--,--,287033182.82,197228500.3,39933175.36,7639890.85,38881212.55,0.0,--,--,--,--,--,--,--,283682779.06,--,3350403.76,--,--,293144.17,301130.0,--,--,--,--,594274.17,134610.0,--,--,--,--,--,134610.0,--,459664.17,--,--,--,--,976928.71,--,--,--,976928.71,--,--,--,12738654.9,--,--,12738654.9,--,-11761726.19,17746.16,--,--,-7933912.1,0.0,-7933912.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,229737474.82,844044.3,20469207.7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,251050726.82,186650214.09,38245047.42,7582737.74,39380380.46,0.0,--,--,--,--,--,--,--,271858379.71,--,-20807652.89,--,--,289068.12,--,--,--,--,--,1389698.12,--,--,--,--,--,--,--,--,1108905.92,--,--,--,--,44655798.87,--,--,--,44655798.87,--,--,--,5655155.45,--,--,5655155.45,--,39000643.42,-425012.8,--,--,18876883.65,0.0,18876883.65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210826
20210331,--,245317974.85,2186611.53,30596644.01,0.0,--,--,--,--,--,--,--,--,--,--,--,--,278101230.39,145914530.61,61604766.91,9140583.87,38470658.97,0.0,--,--,--,--,--,--,--,255130540.36,--,22970690.03,--,--,16761.87,--,--,--,--,--,16761.87,--,--,--,--,--,--,--,--,16761.87,--,--,--,--,1987996.16,--,--,--,1987996.16,--,--,--,13193358.77,--,--,13193358.77,--,-11205362.61,-359714.98,--,--,11422374.31,227577115.82,238999490.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,257733364.04,3411690.4,33036105.99,0.0,--,--,--,--,--,--,--,--,--,--,--,--,294181160.43,149691981.22,39871006.39,14375758.26,29808010.62,0.0,--,--,--,--,--,--,--,233746756.49,--,60434403.94,--,--,--,297773.12,--,--,--,--,863683.43,25174799.94,--,--,--,--,--,25174799.94,--,-24311116.51,--,--,--,--,23206046.59,--,--,--,23206046.59,--,--,--,8877690.67,--,--,8877690.67,--,14328355.92,-2256996.16,--,--,48194647.19,0.0,48194647.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210424
20200930,--,262597153.85,290570.19,25647845.87,0.0,--,--,--,--,--,--,--,--,--,--,--,--,288535569.91,143999291.9,40193590.17,10050429.86,49880409.13,0.0,--,--,--,--,--,--,--,244123721.06,--,44411848.85,--,--,--,381560.55,--,--,--,--,381560.55,1631539.55,--,--,--,--,--,1631539.55,--,-1249979.0,--,--,--,--,265776.9,--,--,--,265776.9,--,--,--,606467.5,--,--,606467.5,--,-340690.6,-3035091.65,--,--,39786087.6,0.0,39786087.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,217838271.75,2702888.81,27515398.32,0.0,--,--,--,--,--,--,--,--,--,--,--,--,248056558.88,125279456.72,35918977.74,8708583.15,40162656.84,0.0,--,--,--,--,--,--,--,210069674.45,--,37986884.43,--,--,--,--,--,--,--,--,--,290172.91,--,--,--,--,--,290172.91,--,2041129.41,--,--,--,--,110221.44,--,--,--,110221.44,--,--,--,1660876.9,--,--,1660876.9,--,-1550655.46,295145.33,--,--,38772503.71,0.0,38772503.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200828
