报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,301143000000.0,14496000000.0,--,72082000000.0,15931000000.0,29662000000.0,--,445782000000.0,164413000000.0,40637000000.0,8332000000.0,6493000000.0,9956000000.0,6964000000.0,28290000000.0,57609000000.0,--,322694000000.0,--,-72127000000.0,--,928460000000.0,19196000000.0,199000000.0,--,--,--,947855000000.0,1015121000000.0,4861000000.0,--,--,1019982000000.0,--,--,--,--,--,232388000000.0,--,--,--,232388000000.0,273521000000.0,7832000000.0,551000000.0,14687000000.0,--,296591000000.0,--,-64203000000.0,1831000000.0,-11411000000.0,90825000000.0,79414000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,224781000000.0,5017000000.0,--,47663000000.0,6548000000.0,25464000000.0,--,316923000000.0,130032000000.0,10673000000.0,6147000000.0,549000000.0,8209000000.0,6336000000.0,19192000000.0,5206000000.0,--,186344000000.0,--,-44889000000.0,--,634886000000.0,13426000000.0,13000000.0,--,--,--,648325000000.0,690191000000.0,3023000000.0,--,--,693214000000.0,--,--,--,--,--,209534000000.0,--,--,--,209534000000.0,209061000000.0,5824000000.0,388000000.0,14687000000.0,--,229960000000.0,--,-20426000000.0,852000000.0,66116000000.0,90825000000.0,156941000000.0,--,7173000000.0,--,--,--,--,--,--,-1000000.0,--,1293000000.0,--,-4196000000.0,--,--,--,-117807000000.0,233965000000.0,--,-5149000000.0,--,130579000000.0,--,--,--,156941000000.0,90825000000.0,--,--,--,--,66116000000.0,20220830
20220331,--,130182000000.0,3339000000.0,--,23595000000.0,8268000000.0,5575000000.0,--,174496000000.0,80565000000.0,9267000000.0,4432000000.0,--,3572000000.0,9113000000.0,8577000000.0,10622000000.0,--,126148000000.0,--,-38556000000.0,--,334542000000.0,6704000000.0,55000000.0,--,--,--,341301000000.0,379581000000.0,276000000.0,--,--,379857000000.0,--,--,--,--,--,103796000000.0,--,--,--,103796000000.0,47236000000.0,3021000000.0,215000000.0,14777000000.0,--,65249000000.0,--,38547000000.0,-108000000.0,48231000000.0,90825000000.0,139056000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220426
20211231,--,166751000000.0,--,--,89108000000.0,--,11594000000.0,--,287440000000.0,157336000000.0,7675000000.0,8777000000.0,8817000000.0,10530000000.0,8014000000.0,41652000000.0,81722000000.0,--,324523000000.0,--,-77722000000.0,--,2210859000000.0,18945000000.0,10000000.0,--,--,--,2229814000000.0,2304983000000.0,2553000000.0,--,--,2307536000000.0,--,--,--,490000000.0,--,496321000000.0,--,24995000000.0,--,521806000000.0,413502000000.0,13359000000.0,707000000.0,--,--,427568000000.0,--,94238000000.0,-729000000.0,-21296000000.0,112121000000.0,90825000000.0,--,12916000000.0,--,--,--,--,--,--,2000000.0,--,-2412000000.0,--,-2178000000.0,--,--,--,-176580000000.0,116499000000.0,--,-10161000000.0,--,-37083000000.0,--,--,--,90825000000.0,112121000000.0,--,--,--,--,-21296000000.0,20220330
20210930,--,91512000000.0,--,--,65085000000.0,2117000000.0,26652000000.0,--,201826000000.0,119957000000.0,4979000000.0,7051000000.0,3115000000.0,8962000000.0,5898000000.0,31155000000.0,51012000000.0,--,232129000000.0,--,-32791000000.0,--,1605759000000.0,14903000000.0,26000000.0,--,--,--,1620688000000.0,1652491000000.0,988000000.0,--,--,1653479000000.0,--,--,--,--,--,335412000000.0,--,--,--,335412000000.0,309597000000.0,11849000000.0,513000000.0,--,--,321959000000.0,--,13453000000.0,-325000000.0,-49966000000.0,112121000000.0,62155000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,48817000000.0,--,--,43655000000.0,1666000000.0,34720000000.0,--,143475000000.0,79409000000.0,--,5086000000.0,6848000000.0,4475000000.0,1676000000.0,21785000000.0,49696000000.0,--,168975000000.0,--,-15286000000.0,--,802961000000.0,10101000000.0,2000000.0,--,--,--,813064000000.0,827990000000.0,360000000.0,--,--,828350000000.0,--,--,--,--,--,242709000000.0,--,--,--,242709000000.0,186544000000.0,5989000000.0,359000000.0,--,--,192892000000.0,--,49817000000.0,-485000000.0,8546000000.0,112121000000.0,120667000000.0,--,6988000000.0,--,--,--,--,--,--,1000000.0,--,-610000000.0,--,-1132000000.0,--,--,--,-84054000000.0,47275000000.0,--,-4802000000.0,--,-25500000000.0,--,--,--,120667000000.0,112121000000.0,--,--,--,--,8546000000.0,20210831
20210331,--,26844000000.0,--,--,21618000000.0,125000000.0,39075000000.0,--,98314000000.0,48709000000.0,999000000.0,3472000000.0,7730000000.0,1498000000.0,564000000.0,10389000000.0,95081000000.0,--,168442000000.0,--,7063000000.0,--,371748000000.0,4696000000.0,12000000.0,--,--,--,376456000000.0,369194000000.0,199000000.0,--,--,369393000000.0,--,--,--,--,--,130442000000.0,--,--,--,130442000000.0,82960000000.0,3171000000.0,194000000.0,--,--,86325000000.0,--,44117000000.0,45000000.0,-18903000000.0,112121000000.0,93218000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,203509000000.0,--,--,80307000000.0,14751000000.0,30564000000.0,--,333569000000.0,175782000000.0,16335000000.0,7763000000.0,1511000000.0,8799000000.0,5183000000.0,39747000000.0,28869000000.0,--,283989000000.0,--,-880000000.0,--,2600356000000.0,18959000000.0,35000000.0,--,--,--,2619350000000.0,2618492000000.0,1738000000.0,--,--,2620230000000.0,--,--,--,--,--,273452000000.0,--,--,--,273452000000.0,243698000000.0,11602000000.0,673000000.0,--,--,255973000000.0,--,17479000000.0,-1002000000.0,65177000000.0,46944000000.0,112121000000.0,--,12559000000.0,--,--,--,--,--,--,9000000.0,--,1882000000.0,--,-5401000000.0,--,--,--,-170188000000.0,200974000000.0,--,-10421000000.0,--,49580000000.0,--,--,--,112121000000.0,46944000000.0,--,--,--,--,65177000000.0,20210331
20200930,--,230304000000.0,--,--,55691000000.0,17498000000.0,21869000000.0,--,338243000000.0,136550000000.0,24024000000.0,6318000000.0,2296000000.0,7552000000.0,6866000000.0,28275000000.0,14524000000.0,--,226405000000.0,--,-61727000000.0,--,1666133000000.0,15545000000.0,21000000.0,--,--,--,1681699000000.0,1742026000000.0,1400000000.0,--,--,1743426000000.0,--,--,--,--,--,155781000000.0,--,--,--,155781000000.0,156704000000.0,11406000000.0,451000000.0,--,--,168561000000.0,--,-12780000000.0,-500000000.0,36831000000.0,46944000000.0,83775000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,208217000000.0,--,--,37610000000.0,4995000000.0,60217000000.0,--,328418000000.0,103203000000.0,16192000000.0,4265000000.0,1611000000.0,3894000000.0,1485000000.0,19131000000.0,63099000000.0,--,212880000000.0,--,-75023000000.0,--,814026000000.0,10831000000.0,12000000.0,--,--,--,824869000000.0,898886000000.0,1006000000.0,--,--,899892000000.0,--,--,--,--,--,94531000000.0,--,--,--,94531000000.0,102038000000.0,4338000000.0,318000000.0,--,--,106694000000.0,--,-12163000000.0,266000000.0,28618000000.0,46944000000.0,75562000000.0,--,6912000000.0,--,--,--,--,--,--,1000000.0,--,1390000000.0,--,-4186000000.0,-1212000000.0,--,--,-75003000000.0,180358000000.0,--,-4967000000.0,--,115538000000.0,--,--,--,75562000000.0,46944000000.0,--,--,--,--,28618000000.0,20200829
