报告期,流动资产*,货币资金,交易性金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收账款融资,预付款项,其他应收款（合计）,应收股利,应收利息,其他应收款,买入返售金融资产,存货,其中：消耗性生物资产,合同资产,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,其他流动资产,其他金融类流动资产,结算备付金,拆出资金,应收保费,应收分保账款,应收分保合同准备金,流动资产差额（特殊报表科目）,流动资产差额（合计平衡项目）,流动资产总计*,非流动资产*,发放贷款及垫款,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,债权投资,其他债权投资,可供出售金融资产,其他权益工具投资,持有至到期投资,其他非流动金融资产,长期应收款,长期股权投资,投资性房地产,固定资产（合计）,固定资产,固定资产清理,在建工程（合计）,在建工程,工程物资,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动性资产,非流动性资产差额（特殊报表科目）,非流动性资产差额（合计平衡项目）,非流动资产合计*,资产差额（特殊报表科目）,资产差额（合计平衡项目）,资产总计*,流动负债*,短期借款,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付款项,预收款项,合同负债,应付手续费及佣金,应付职工薪酬,应交税费,其他应付款（合计）,应付利息,应付股利,其他应付款,划分为持有待售的负债,一年内到期的非流动负债,预提费用,递延收益-流动负债,应付短期债券,其他流动负债,其他金融类流动负债,向中央银行借款,吸收存款及同业存放,拆入资金,卖出回购金融资产款,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,流动负债差额（特殊报表科目）,流动负债差额（合计平衡项目）,流动负债合计*,非流动负债*,长期借款,应付债券,长期应付款（合计）,长期应付款,专项应付款,长期应付职工薪酬,预计负债,递延所得税负债,递延收益-非流动负债,其他非流动负债,非流动负债差额（特殊报表科目）,非流动负债差额（合计平衡项目）,非流动负债合计*,负债差额（特殊报表科目）,负债差额（合计平衡项目）,负债合计*,所得者权益(或股东权益)*,实收资本（或股本）,其他权益工具,其中：优先股,永续债,资本公积金,减：库存股,其他综合收益,专项储备,盈余公积金,一般风险准备,未分配利润,外币报表折算差额,未确认的投资损失,股东权益差额（特殊报表科目）,股权权益差额（合计平衡项目）,归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额（特殊报表项目）,负债及股东权益差额（合计平衡项目）,负债及股东权益总计,公告日期#
20220930,--,130136657.49,20000000.0,--,610285290.4,127745030.81,482540259.59,85014349.83,47367490.78,1308899.16,--,--,--,--,503081609.14,--,20579000.0,--,--,--,9618701.11,0.0,--,--,--,--,--,--,--,1427391997.91,--,--,--,--,--,--,--,--,--,--,--,--,--,1016404281.68,--,--,302196524.23,302196524.23,--,--,--,181268933.37,14001078.93,97190686.92,16084655.11,42499846.39,86705530.01,--,--,1762113535.58,--,--,3189505533.49,--,563490529.81,--,--,528657301.99,150785570.91,--,--,3746130.49,--,15632126.77,11860825.91,10034156.17,--,--,--,--,2456886.28,--,--,--,483659.76,0.0,--,--,--,--,--,--,--,--,--,--,1136361617.18,--,351768401.12,--,--,--,--,--,13221017.56,24191882.3,32706891.73,--,--,--,425476614.83,--,--,1561838232.01,--,358730089.0,-126194148.99,--,--,1015983086.36,--,--,--,39345245.0,--,272224944.06,--,--,--,--,1560089215.43,67578086.05,1627667301.48,--,--,3189505533.49,20221029
20220630,--,95141822.24,20071770.83,--,568909299.52,148153778.12,420755521.4,99930331.6,37386179.46,1770668.57,--,--,1770668.57,--,495622798.27,--,20579000.0,--,--,--,17219880.78,0.0,--,--,--,--,--,--,--,1356631751.27,--,--,--,--,--,--,--,--,--,--,--,--,--,1019939500.93,1019939500.93,--,293639798.97,293639798.97,--,--,--,185457786.72,13105417.36,97190686.92,19036509.61,41108476.44,112525421.0,--,0.01,1788487304.11,--,--,3145119055.38,--,539529929.81,--,--,509369214.4,111849162.18,--,--,2195326.0,--,11217465.55,7683642.44,10632945.97,--,--,10632945.97,--,4390086.33,--,--,--,276281.18,0.0,--,--,--,--,--,--,--,--,--,-0.01,1085294891.67,--,365550101.12,--,--,--,--,--,14324365.98,24530377.06,34252257.2,--,--,-0.01,442885767.37,--,0.01,1528180659.05,--,358730089.0,-126194148.99,--,--,1015983086.36,--,--,--,39345245.0,--,260720558.36,--,--,--,--,1548584829.73,68353566.61,1616938396.34,--,-0.01,3145119055.38,20220825
20220331,--,71439841.32,23116543.84,--,583426008.14,124897200.17,458528807.97,117843072.92,25257304.04,7329323.71,--,--,--,--,500682159.3,--,20586500.0,--,--,--,42905923.96,0.0,--,--,--,--,--,--,--,1392586677.23,--,--,--,--,--,--,--,--,--,--,--,--,--,1109238583.63,--,--,173642524.17,173642524.17,--,--,--,188398207.11,12886422.56,97190686.92,21601874.47,43311804.66,75045723.68,--,--,1729285558.92,--,--,3121872236.15,--,516589926.66,--,--,461720566.01,124127327.82,--,--,2793251.64,--,23602640.85,7490950.04,13701447.42,--,--,--,--,9852127.96,--,--,--,351812.28,0.0,--,--,--,--,--,--,--,--,--,--,1036102722.86,--,374460819.33,--,16022.56,--,--,--,15296081.18,25207366.57,31001448.34,--,--,--,451468165.49,--,--,1487570888.35,--,358730089.0,-126194148.99,--,--,1013583086.36,--,--,--,39345245.0,--,280311653.18,--,--,--,--,1565775924.55,68525423.25,1634301347.8,--,--,3121872236.15,20220430
20211231,--,102808093.03,23116543.84,--,624123690.6,131119980.24,493003710.36,132985564.91,25168100.0,6200523.62,--,--,6200523.62,--,443459091.25,--,20252940.22,--,--,--,40188340.32,0.0,--,--,--,--,--,--,--,1418302887.79,--,--,--,--,--,--,--,--,--,--,--,--,--,1074060495.68,1074060495.68,--,231790409.71,231790409.71,--,--,--,191882339.0,12662816.96,97190686.92,24561734.92,42708956.36,63869515.63,--,--,1746696686.9,--,--,3164999574.69,--,524108938.7,--,--,520458199.5,125220385.24,--,--,4506909.52,--,23264387.16,10281488.58,12533647.08,--,--,12533647.08,--,17417015.36,--,--,--,493201.66,0.0,--,--,--,--,--,--,--,--,--,--,1113063787.56,--,362523826.27,--,41057.12,41057.12,0.0,--,15512079.23,25207366.57,32271826.97,--,--,--,441042583.67,--,--,1554106371.23,--,358730089.0,-126194148.99,--,--,1017807664.28,--,--,--,39345245.0,--,256359090.47,--,--,--,--,1546047939.76,64845263.7,1610893203.46,--,--,3164999574.69,20220408
20210930,--,90193200.1,11000000.0,--,596906384.61,167621807.21,429284577.4,152454569.73,49025189.71,5995539.04,--,--,--,--,431790531.21,--,10146000.0,--,--,--,38604420.13,0.0,--,--,--,--,--,--,--,1386115834.53,--,--,--,--,--,--,--,--,--,--,--,--,--,978072418.99,--,--,289896541.23,289896541.23,--,--,--,181477862.54,23559544.0,97190686.92,26883706.07,44927925.57,131771703.04,--,--,1773780388.36,--,--,3159896222.89,--,463897069.59,--,--,582800083.64,158887169.16,--,--,6435715.19,--,16469432.01,6701983.14,9892115.26,--,--,--,--,30338112.54,--,--,--,816570.6,0.0,--,--,--,--,--,--,--,--,--,--,1117351081.97,--,368358388.64,--,285279.07,--,--,--,16747076.74,25463721.96,30721066.82,--,--,--,441575533.23,--,--,1558926615.2,--,358730089.0,-126194148.99,--,--,1017911234.17,--,--,--,37186312.26,--,244814644.52,--,--,--,--,1532448130.96,68521476.73,1600969607.69,--,--,3159896222.89,20211028
20210630,--,134338110.27,22000000.0,--,720957942.1,254615326.43,466342615.67,103937890.53,39560173.38,3384011.04,--,--,3384011.04,--,391791261.79,--,13547000.0,--,--,--,34808317.55,0.0,--,--,--,--,--,--,--,1464324706.66,--,--,--,--,--,--,--,--,--,--,--,--,--,1003912735.86,1003912735.86,--,271875735.44,271875735.44,--,--,--,184801780.07,22712819.13,97190686.92,30358947.96,43968497.92,136495253.89,--,--,1791316457.19,--,--,3255641163.85,--,446079798.93,--,--,662474702.11,121672839.31,--,--,2636934.01,--,14834724.33,11366830.58,8430322.1,--,--,8430322.1,--,68748654.34,--,--,--,321985.06,0.0,--,--,--,--,--,--,--,--,--,--,1214893951.46,--,373843799.75,--,2164577.63,2164577.63,--,--,16384898.4,25811425.91,32261401.34,--,--,--,450466103.03,--,--,1665360054.49,--,358730089.0,-126194148.99,--,--,1017911234.17,--,--,--,37186312.26,--,234459596.64,--,--,--,--,1522093083.08,68188026.28,1590281109.36,--,--,3255641163.85,20210730
20210331,--,133822575.93,20000000.0,--,739478946.63,274291225.63,465187721.0,115747674.25,50738623.32,39343142.37,--,--,--,--,378599420.53,--,11647000.0,--,--,--,35853382.08,0.0,--,--,--,--,--,--,--,1525230765.11,--,--,--,--,--,--,--,--,--,--,--,--,--,1047868539.96,--,--,232165512.47,232165512.47,--,--,--,187983390.94,21133799.81,97190686.92,32210386.03,42704923.95,115712736.0,--,--,1776969976.08,--,--,3302200741.19,--,507747168.36,--,--,706277649.14,168238527.61,--,--,4170616.11,--,19241665.36,10216270.48,9265749.34,--,--,--,--,82857512.49,--,--,--,505625.05,0.0,--,--,--,--,--,--,--,--,--,--,1340282256.33,--,303747182.75,--,8731836.11,--,--,--,18219497.6,26159129.85,31041933.46,--,--,--,387899579.77,--,--,1728181836.1,--,359002153.0,-127883666.43,--,--,1020331168.01,--,--,--,37186312.26,--,215763378.11,--,--,--,--,1504399344.95,69619560.14,1574018905.09,--,--,3302200741.19,20210427
20201231,--,118080206.86,20000000.0,--,742476184.51,238864757.83,503611426.68,155276341.31,27993952.95,4721263.52,--,--,4721263.52,--,375191234.14,--,9027000.0,--,--,--,35108638.34,0.0,--,--,--,--,--,--,--,1487874821.63,--,--,--,--,--,--,--,--,--,--,--,--,--,1075174582.27,1075174582.27,--,221694377.45,221694377.45,--,--,--,191107952.87,20165462.86,97190686.92,36115823.2,40815203.97,109330918.51,--,--,1791595008.05,--,--,3279469829.68,--,496375648.21,--,--,692583227.21,152581601.65,--,--,2692428.31,--,21389430.27,11772448.93,7522220.16,--,--,7522220.16,--,81540951.0,--,--,--,270544.77,0.0,--,--,--,--,--,--,--,--,--,--,1314146898.86,--,316249138.85,--,19067175.66,19067175.66,0.0,--,14287608.07,26506833.79,32822376.59,--,--,--,408933132.96,--,--,1723080031.82,--,359002153.0,-127883666.43,--,--,1025050068.25,--,--,--,37186312.26,--,193424661.66,--,--,--,--,1486779528.74,69610269.12,1556389797.86,--,--,3279469829.68,20210427
20200930,--,115376973.93,120676052.38,--,484738234.76,1651246.96,483086987.8,276172434.59,36075862.74,8366918.68,--,--,--,--,368347003.36,--,--,--,--,--,59177636.05,0.0,--,--,--,--,--,--,--,1468931116.49,--,--,--,--,--,--,--,--,--,--,--,--,--,895774520.98,--,--,363842778.39,363842778.39,--,--,--,193170463.93,17249704.85,97190686.92,36709234.62,41202632.77,163454180.19,--,--,1808594202.65,--,--,3277525319.14,--,341629459.07,--,--,715108846.36,164124889.66,--,3036428.82,--,--,15454820.29,7810835.17,12267830.92,--,--,--,--,94550966.53,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,1189859187.16,--,291376132.41,--,65700356.94,--,--,--,11335230.02,25737295.94,30527945.16,--,--,--,424676960.47,--,--,1614536147.63,--,359002153.0,--,--,--,1025050068.25,--,--,--,36152659.21,--,170796742.58,--,--,--,--,1591001623.04,71987548.47,1662989171.51,--,--,3277525319.14,20201031
20200630,--,143873604.49,120470120.55,--,425163546.1,375659.9,424787886.2,265883144.03,27593511.17,7392205.83,--,--,7392205.83,--,347804639.59,--,--,--,--,--,72371683.94,0.0,--,--,--,--,--,--,--,1410552455.7,--,--,--,--,--,--,--,--,--,--,--,--,--,888141304.17,887786518.9,354785.27,359745086.21,359745086.21,0.0,--,--,196266408.02,14845894.9,97190686.92,39182588.02,40209865.06,161789852.66,--,--,1797371685.96,--,--,3207924141.66,--,507122406.48,--,--,656464119.27,129727164.4,--,936102.74,--,--,13888013.43,6469001.98,12136095.99,0.0,0.0,12136095.99,--,100894692.12,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,1297910432.01,--,146081067.18,--,42081478.98,42081478.98,0.0,--,11510158.89,26066738.52,32368132.66,--,--,--,258107576.23,--,--,1556018008.24,--,359002153.0,--,--,--,1025050068.25,--,--,--,36152659.21,--,158169676.6,--,--,--,--,1578374557.06,73531576.36,1651906133.42,--,--,3207924141.66,20200815
