报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,549662376.39,--,-573250076.64,-724165216.67,--,276567128.39,--,-1657481180.56,281918761.37,--,80118704.69,707036797.97,--,--,879507106.31,--,-2536988286.87,--,--,--,-47446.43,--,--,--,-47446.43,--,16748187.24,--,--,--,16748187.24,--,-16795633.67,--,--,--,1500000000.0,--,--,--,1500000000.0,1500000000.0,369002311.68,18434885.19,--,--,1887437196.87,--,-387437196.87,3941105.15,-2937280012.26,0.0,-2937280012.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221026
20220630,--,--,--,440839394.92,--,796581381.91,676852907.54,--,33729839.64,--,3134298916.04,146367972.2,--,72855277.63,18625500.86,--,--,1621503104.41,--,1512795811.63,--,--,--,219690.76,--,--,--,219690.76,--,13643499.63,--,--,--,13643499.63,--,-13423808.87,--,--,--,--,--,--,--,--,--,--,12251970.45,--,--,897699410.83,--,1102300589.17,2944956.3,2604617548.23,0.0,2604617548.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220830
20220331,--,--,--,616842869.58,--,66054475.52,208453851.31,--,351482145.84,--,1242833342.25,201530687.64,--,64052572.45,254310673.4,512389568.74,--,1741196659.35,--,-498363317.1,--,--,--,27831.2,--,--,--,27831.2,--,13873144.75,--,--,--,13873144.75,--,-13845313.55,--,--,--,--,--,--,--,--,--,--,10233366.98,--,--,10233366.98,--,-10233366.98,-285661.72,-522727659.35,14646739987.44,14124012328.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,--,--,205401996.57,--,-329186527.52,100734471.0,60401584.28,--,--,37351524.33,119324974.56,--,33995502.64,854276861.09,--,--,-843710462.97,--,881061987.3,--,--,--,--,--,--,--,--,--,88637791.92,--,--,--,88637791.92,--,-88431340.23,--,0.0,--,1800000000.0,--,--,--,1800000000.0,1883960832.49,248365469.98,9338773.79,--,--,2141665076.26,--,-341665076.26,-890836.96,450074733.85,0.0,450074733.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220416
20210930,--,--,--,736977468.86,--,1028512844.25,67486156.42,--,--,--,2870778051.31,261244347.15,--,148434735.19,254518431.96,755745103.17,--,2657429806.65,--,213348244.66,--,--,--,--,--,--,--,--,--,-17162108.43,--,--,--,-17162108.43,--,17162108.43,--,0.0,--,1500000000.0,--,--,--,1500000000.0,196039167.51,309741650.4,12173344.91,--,--,517954162.82,--,982045837.18,155661.5,1212711851.77,0.0,1212711851.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20210630,--,--,--,691310185.01,--,1196052228.87,128304842.08,--,--,--,1723975938.61,233627084.25,--,193465108.82,-32202326.9,-365121646.78,--,2612000419.62,--,-888024481.01,--,--,--,--,--,--,--,--,--,26494424.01,--,--,--,26494424.01,--,-26494424.01,--,--,--,300000000.0,--,--,--,2114542688.66,1300000000.0,78601012.17,7678984.28,--,--,1386279996.45,--,728262692.21,-895789.78,-187152002.59,0.0,-187152002.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210827
20210331,--,--,--,615441706.9,--,1066327009.18,230259926.56,--,291691317.35,--,2203719959.99,206749550.33,--,108874896.26,452410047.13,478101986.14,--,2500628748.79,--,-296908788.8,--,--,--,--,--,--,--,--,--,2194615.8,--,--,--,2194615.8,--,-2194615.8,--,--,--,1080000000.0,--,--,--,1080000000.0,1300000000.0,21411481.73,9768392.99,--,--,1331179874.72,--,-251179874.72,314984.81,-549968294.51,13721073698.92,13171105404.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210506
20201231,--,--,--,551223613.03,--,-1530876555.9,195025101.49,171852003.29,--,--,-612775838.09,173889113.18,0.0,63055479.03,77603348.78,--,--,-953427727.3,--,340651889.21,--,--,--,0.0,--,--,--,0.0,--,29967675.05,--,--,--,29967675.05,--,-29967675.05,--,--,--,4200000000.0,--,--,--,4200000000.0,4078750000.0,573819732.3,--,--,--,4652569732.3,--,-452569732.3,-2109353.54,-143994871.68,0.0,-143994871.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210409
20200930,--,--,--,621736121.95,--,135943720.24,-425735394.96,-324262878.8,--,--,7681568.43,181489375.62,0.0,6519998.02,281359134.66,--,--,1820719700.33,--,-1813038131.9,--,--,--,150345.58,--,--,--,150345.58,--,11380231.16,--,--,--,11380231.16,--,-11229885.58,--,--,--,1500000000.0,--,--,--,1500000000.0,--,--,--,--,--,--,--,-717753698.63,-2128642.11,-2544150358.22,0.0,-2544150358.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20200630,--,--,--,21550097.17,--,1065623450.24,588741947.92,604492521.34,--,--,2280408016.67,124618055.25,0.0,98207896.7,106376385.43,--,--,1097868139.9,--,1182539876.77,--,--,--,--,--,--,--,--,--,17248000.47,--,--,--,-82751999.53,--,82756618.07,--,--,--,1580000000.0,--,--,--,1580000000.0,--,--,--,--,--,--,--,1580000000.0,-42617.22,2845253877.62,37102171.25,2882356048.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200930
