报告期,经营活动产生的现金流量*,销售商品、提供劳务收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入（金融类）,保户储金净增加额,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,收到原保险合同保费取得的现金,收到再保业务现金净额,处置交易性金融资产净增加额,拆入资金净增加额,回购业务资金净增加额,经营活动现金流入差额（特殊报表项目）,经营活动现金流入差额（合计平衡项目）,经营活动现金流入小计*,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出（金融类）,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付原保险合同赔付款项的现金,支付手续费的现金,支付保单红利的现金,经营活动现金流出差额（特殊报表科目）,经营活动现金流出差额（合计平衡项目）,经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目)）,经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额（特殊报表科目）,投资活动现金流入差额（合计平衡项目）,投资活动现金流入小计*,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出差额（特殊报表科目）,投资活动现金流出差额（合计平衡项目）,投资活动现金流出小计*,投资活动产生的现金流量净额差额（合计平衡项目）,投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,收到其他与筹资活动有关的现金,发行债券收到的现金,筹资活动现金流入差额（特殊报表科目）,筹资活动现金流入差额（合计平衡项目）,筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出差额（特殊报表科目）,筹资活动现金流出差额（合计平衡项目）,筹资活动现金流出小计*,筹资活动产生的现金流量净额差额（合计平衡项目）,筹资活动产生的现金流量净额*,汇率变动对现金的影响*,直接法-现金及现金等价物净增加额差值（特殊报表科目）,直接法-现金及现金等价物净增加额差值（合计平衡项目）,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,未确认投资损失,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),公告日期#
20220930,--,2755695194.23,25601191.99,663373613.71,0.0,--,--,--,--,--,--,--,--,--,--,--,--,3444669999.93,1612544264.44,136651061.66,290305243.92,1221464027.98,0.0,--,--,--,--,--,--,--,3260964598.0,--,183705401.93,--,10270000.0,--,67365099.1,--,--,--,--,77635099.1,254332650.28,139409287.45,--,2420192.62,--,--,396162130.35,--,-318527031.25,--,19765320.0,4500000.0,607849950.0,370994370.0,--,--,--,998609640.0,453513638.89,64358511.81,2777974.0,468103548.11,--,--,985975698.81,--,12633941.19,1192593.78,--,--,-120995094.35,475624192.04,354629097.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221026
20220630,--,1775212662.31,16657548.8,560424254.61,0.0,--,--,--,--,--,--,--,--,--,--,--,--,2352294465.72,1195616359.96,89759952.15,250005578.88,829687630.04,0.0,--,--,--,--,--,--,--,2365069521.03,--,-12775055.31,--,10270000.0,--,41250000.0,0.0,--,--,--,51520000.0,128821820.55,67614221.88,--,2418392.62,--,--,198854435.05,--,-147334435.05,--,4500000.0,4500000.0,415728000.0,130000000.0,--,--,--,550228000.0,345513638.89,58273020.77,2777974.0,174708098.97,--,--,578494758.63,--,-28266758.63,842345.05,--,--,-187533903.94,475624192.04,288090288.1,--,200494942.56,-12143935.29,46300584.79,33764960.63,6564941.13,--,--,56778.49,--,--,45838308.83,13362470.01,7960801.3,-7542827.77,-22598649.24,16970873.83,-112806744.4,--,--,--,--,--,--,--,288090288.1,475624192.04,--,--,--,--,20220823
20220331,--,917425287.72,1163497.36,156856412.83,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1075445197.91,504179344.79,44335062.36,162637096.35,358383354.71,0.0,--,--,--,--,--,--,--,1069534858.21,--,5910339.7,--,5135000.0,--,30000000.0,0.0,--,--,--,35135000.0,66329167.48,52799117.45,7000000.0,--,--,--,126128284.93,--,-90993284.93,--,4500000.0,4500000.0,287728000.0,50000000.0,--,--,--,342228000.0,182000000.0,6937688.32,--,135208506.39,--,--,324146194.71,--,18081805.29,0.0,--,--,-67001139.94,475624192.04,408623052.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220427
20211231,--,1941370253.36,17458384.88,167448036.94,0.0,--,--,--,--,--,--,--,--,--,--,--,--,2126276675.18,1161469009.49,177764499.0,141353357.85,426280088.95,0.0,--,--,--,--,--,--,--,1906866955.29,--,219409719.89,--,1301029.03,74040.0,634198395.27,42630000.0,--,--,--,678203464.3,342166496.91,350421800.19,38079982.5,83026620.12,--,--,813694899.72,--,-135491435.42,--,4500000.0,4500000.0,537360000.0,785548482.5,--,--,--,1327408482.5,889190000.0,52443787.59,--,932105021.14,--,--,1873738808.73,--,-546330326.23,-246043.26,--,--,-462658085.02,938282277.06,475624192.04,--,192805780.03,112671440.88,90615889.83,61597071.13,10329002.88,--,--,-74045820.4,114987.62,--,79398977.5,28357922.5,-62497220.26,13457689.4,-38051692.08,-134951908.25,-66788521.1,--,--,--,--,--,--,--,475624192.04,938282277.06,--,--,--,--,20220427
20210930,--,1158775730.55,7037670.59,412610931.31,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1578424332.45,662433848.98,129251282.77,107263007.11,403778286.34,0.0,--,--,--,--,--,--,--,1302726425.2,--,275697907.25,--,1301029.03,74040.0,99121779.0,42633208.61,0.0,--,--,143130056.64,251603030.61,153900815.29,38079734.5,26620.12,--,--,443610200.52,--,-300480143.88,--,450000.0,450000.0,355560000.0,316619124.64,--,--,--,672629124.64,1000570000.0,40625260.34,--,404672327.35,--,--,1445867587.69,--,-773238463.05,-31326.56,--,--,-798052026.24,938282277.06,140230250.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211028
20210630,--,710364895.62,5125832.04,385457053.02,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1100947780.68,421479407.52,80648865.05,86835699.15,261650383.44,0.0,--,--,--,--,--,--,--,850614355.16,--,250333425.52,--,--,74040.0,98121779.0,42633208.61,--,--,--,140829027.61,201661360.48,121901439.29,38079734.5,--,--,--,361642534.27,--,-220813506.66,--,450000.0,450000.0,259560000.0,169322902.43,--,--,--,429332902.43,950070000.0,21991687.46,--,263179424.33,--,--,1235241111.79,--,-805908209.36,-29633.76,--,--,-776417924.26,938282277.06,161864352.8,--,41626844.82,-1031115.45,42813664.66,24320041.46,5084611.9,--,--,295309.0,57978.89,--,41818987.9,3198761.46,-15192.56,-4316671.03,-31744897.79,1570820.79,-3488890.67,--,--,--,--,--,--,--,161864352.8,938282277.06,--,--,--,--,20210821
20210331,--,327077033.54,3681727.5,61993860.17,0.0,--,--,--,--,--,--,--,--,--,--,--,--,392752621.21,144838133.09,43234995.4,58447543.4,62142305.42,0.0,--,--,--,--,--,--,--,308662977.31,--,84089643.9,--,--,--,132000.0,42630000.0,0.0,--,--,42762000.0,105032273.24,92411887.72,--,--,--,--,197444160.96,--,-154682160.96,--,--,--,95120000.0,0.0,--,--,--,95120000.0,416100000.0,14412546.5,--,142425540.06,--,--,572938086.56,--,-477818086.56,-19304.78,--,--,-548429908.4,938282277.06,389852368.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210428
20201231,--,1533602282.94,26303494.85,276449554.96,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1836355332.75,762180355.95,195585390.0,130562728.65,504191763.03,0.0,--,--,--,--,--,--,--,1592520237.63,--,243835095.12,--,--,834389.46,1098092935.5,99427539.93,1262386.66,--,--,1199617251.55,245863148.23,195498252.6,--,--,--,--,441361400.83,--,758255850.72,--,400000.0,400000.0,1302050000.0,1145195269.24,--,--,--,2447645269.24,1239435761.5,88027008.78,--,1234160530.59,--,--,2561623300.87,--,-113978031.63,-101186.44,--,--,888011727.77,50270549.29,938282277.06,--,53729316.7,84031632.22,181469627.59,44144164.66,18546260.86,--,--,-88155372.87,9120741.09,--,129774819.46,91037776.38,-49652199.44,-15692168.17,24000418.42,-115142059.83,-123377861.95,--,--,--,--,--,--,--,938282277.06,50270549.29,--,--,--,--,20210424
20200930,--,1069424415.83,19002023.26,173163478.16,0.0,--,--,--,--,--,--,--,--,--,--,--,--,1261589917.25,417044694.29,140643501.24,99904102.83,227250340.62,0.0,--,--,--,--,--,--,--,884842638.98,--,376747278.27,--,--,834389.46,3703070.0,--,1262386.66,--,--,5799846.12,145344407.15,67883000.0,--,1007976.54,--,--,214235383.69,--,-208435537.57,--,400000.0,400000.0,661570000.0,1006440895.0,--,--,--,1668410895.0,903214272.2,78639574.07,--,851988217.37,--,--,1833842063.64,--,-165431168.64,153585.31,--,--,3034157.37,50270549.29,53304706.66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,719444967.1,11699726.6,143429903.48,0.0,--,--,--,--,--,--,--,--,--,--,--,--,874574597.18,268586564.55,88859301.54,77580305.91,249633368.81,0.0,--,--,--,--,--,--,--,684659540.81,--,189915056.37,--,--,--,3070.0,0.0,1262386.66,--,--,1265456.66,84105621.92,13500000.0,--,--,--,--,97605621.92,--,-96340165.26,--,400000.0,400000.0,628200000.0,899667113.61,--,--,--,1528267113.61,815914272.2,47316383.96,0.0,628823935.11,--,--,1492054591.27,--,36212522.34,182392.67,--,--,129969806.12,50270549.29,180240355.41,--,39218403.76,-909586.29,80794491.0,22127090.06,6835247.26,--,--,32638.63,439.9,--,65645276.96,7473058.64,-47151195.76,-4345863.43,-4977458.13,-61307427.36,86479941.13,--,--,--,--,--,--,--,180240355.41,50270549.29,--,--,--,--,20200804
