报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,19989609000.0,7483663000.0,--,11898014000.0,149947851000.0,46074511000.0,81277914000.0,22583363000.0,12063000.0,--,--,187696000.0,8931826000.0,--,--,--,--,229191284000.0,--,--,--,--,--,3050399000.0,637167000.0,80216000.0,--,3904225000.0,71000.0,373868000.0,--,--,436112214000.0,--,6784292000.0,6942397000.0,10289609000.0,150716000.0,205920000.0,12036091000.0,281728578000.0,1547765000.0,731072000.0,--,--,--,--,--,76932702000.0,--,316881000.0,1105005000.0,--,--,398978981000.0,--,5555608000.0,5471446000.0,--,--,3818173000.0,--,657398000.0,4162892000.0,10433696000.0,6150310000.0,--,--,--,36249523000.0,883710000.0,37133233000.0,--,--,436112214000.0,20221029
20220630,--,23007608000.0,7072203000.0,--,11804177000.0,150337404000.0,46689763000.0,81978899000.0,21655660000.0,13082000.0,--,--,157110000.0,9070779000.0,--,--,--,--,234367784000.0,--,--,--,--,--,3033019000.0,703960000.0,80797000.0,--,3748094000.0,71000.0,369940000.0,--,--,444211531000.0,--,6508146000.0,7326104000.0,11926103000.0,--,161545000.0,19055619000.0,288332363000.0,1484963000.0,559066000.0,--,--,--,--,--,70509044000.0,--,298278000.0,1751508000.0,--,--,408129666000.0,--,5555606000.0,5471447000.0,--,4992849000.0,3818168000.0,--,664386000.0,4162891000.0,9383919000.0,6150263000.0,--,--,--,35206680000.0,875185000.0,36081865000.0,--,--,444211531000.0,20220827
20220331,--,23115670000.0,6780215000.0,--,12392441000.0,151465757000.0,46709012000.0,79591610000.0,25151573000.0,13562000.0,--,--,170102000.0,11178882000.0,--,--,--,--,229356403000.0,--,--,--,--,--,3085740000.0,672043000.0,81378000.0,--,3482805000.0,71000.0,377689000.0,--,--,442633894000.0,--,6558801000.0,8939166000.0,13235632000.0,--,191249000.0,4840675000.0,283394220000.0,1434615000.0,623579000.0,--,--,--,--,--,85952479000.0,--,307155000.0,1086429000.0,--,--,406792723000.0,--,5555604000.0,5471448000.0,--,--,3818162000.0,--,623897000.0,3857841000.0,10071395000.0,5564733000.0,--,--,--,34963080000.0,878091000.0,35841171000.0,--,--,442633894000.0,20220429
20211231,--,22692629000.0,6432243000.0,--,13893386000.0,155136730000.0,47880389000.0,80730885000.0,26510126000.0,15330000.0,--,--,177503000.0,453706000.0,--,--,--,--,223632277000.0,--,--,--,--,--,3098771000.0,660883000.0,80514000.0,--,3269950000.0,71000.0,412817000.0,--,--,430438090000.0,--,6956135000.0,10153924000.0,10268186000.0,--,195607000.0,11050124000.0,268823042000.0,1708719000.0,822305000.0,--,--,--,--,--,83769939000.0,--,295773000.0,1107207000.0,--,--,395388008000.0,--,5555601000.0,5471449000.0,--,4992849000.0,3818151000.0,--,670407000.0,3857841000.0,9226231000.0,5564733000.0,--,--,--,34164413000.0,885669000.0,35050082000.0,--,--,430438090000.0,20220429
20210930,--,23473155000.0,6362070000.0,--,13702073000.0,153988704000.0,50399903000.0,80462789000.0,23119640000.0,6372000.0,--,--,147350000.0,1387311000.0,--,--,--,--,222127180000.0,--,--,--,--,--,3142283000.0,607391000.0,81341000.0,--,3250123000.0,71000.0,371619000.0,--,--,429143077000.0,--,8201001000.0,8964016000.0,11576971000.0,--,164656000.0,14242302000.0,269829622000.0,1450931000.0,870327000.0,--,--,--,--,--,77389234000.0,--,355572000.0,1041564000.0,--,--,394324943000.0,--,5555598000.0,5471450000.0,--,5471450000.0,3818140000.0,--,674596000.0,3552791000.0,9295830000.0,5563139000.0,--,--,--,33931544000.0,886590000.0,34818134000.0,--,--,429143077000.0,20211030
20210630,--,24848212000.0,6614384000.0,--,10388021000.0,149470228000.0,49804975000.0,74903661000.0,24754939000.0,6653000.0,--,--,113751000.0,6935034000.0,--,--,--,--,224712455000.0,--,--,--,--,--,3139265000.0,541011000.0,81915000.0,--,3057790000.0,71000.0,381517000.0,--,--,430787852000.0,--,10357536000.0,9425533000.0,11732659000.0,420292000.0,116945000.0,15799124000.0,267079026000.0,1391361000.0,650383000.0,--,--,--,--,--,76825278000.0,--,407721000.0,2693320000.0,--,--,397127711000.0,--,5555593000.0,5471452000.0,--,4992849000.0,3818123000.0,--,595515000.0,3552792000.0,8227689000.0,5563137000.0,--,--,--,32784301000.0,875840000.0,33660141000.0,--,--,430787852000.0,20210828
20210331,--,24240741000.0,6919588000.0,--,7684371000.0,145895508000.0,49745823000.0,70802580000.0,25341905000.0,5200000.0,--,--,97470000.0,7021310000.0,--,--,--,--,223981834000.0,--,--,--,--,--,3170070000.0,564514000.0,82489000.0,--,2710577000.0,203000.0,413272000.0,--,--,423292259000.0,--,9799522000.0,9285399000.0,8804790000.0,360498000.0,119917000.0,12400424000.0,262271228000.0,1345130000.0,572623000.0,--,--,--,--,--,83480093000.0,--,356268000.0,1608237000.0,--,--,390634586000.0,--,5555573000.0,4472924000.0,--,4472924000.0,3818044000.0,--,518026000.0,3257488000.0,9141514000.0,5026591000.0,--,--,--,31790160000.0,867513000.0,32657673000.0,--,--,423292259000.0,20210427
20201231,--,24452766000.0,8731969000.0,--,7323505000.0,138019316000.0,42355418000.0,65771741000.0,29886957000.0,5200000.0,--,--,86672000.0,11426520000.0,--,--,--,--,209517804000.0,--,--,--,--,--,3212742000.0,573275000.0,83063000.0,--,2550604000.0,203000.0,832634000.0,--,--,406811073000.0,--,8316733000.0,8128071000.0,9921799000.0,--,108160000.0,19591897000.0,250693543000.0,1613586000.0,784957000.0,--,--,--,--,--,76115320000.0,--,275157000.0,1559458000.0,--,--,377108681000.0,--,5555556000.0,2475613000.0,--,1996991000.0,3817959000.0,--,479959000.0,3257488000.0,8228516000.0,5026591000.0,--,--,--,28841682000.0,860710000.0,29702392000.0,--,--,406811073000.0,20210427
20200930,--,25763005000.0,8688010000.0,--,7177041000.0,131243327000.0,39863498000.0,60986345000.0,30388284000.0,5200000.0,--,--,121234000.0,9391969000.0,--,--,--,--,202860714000.0,--,--,--,--,--,3073758000.0,654094000.0,83637000.0,--,2345292000.0,203000.0,811998000.0,--,--,392214282000.0,--,6195570000.0,5707668000.0,6529787000.0,--,113610000.0,16402143000.0,255530947000.0,1450876000.0,739032000.0,--,--,--,--,--,70735271000.0,--,282618000.0,1407652000.0,--,--,365095174000.0,--,5555556000.0,478622000.0,--,--,3817959000.0,--,386692000.0,2962185000.0,8041408000.0,5022665000.0,--,--,--,26265087000.0,854021000.0,27119108000.0,--,--,392214282000.0,20201027
20200630,--,22532587000.0,7083518000.0,--,6664593000.0,133796407000.0,50577199000.0,58083839000.0,25130169000.0,5200000.0,--,--,94451000.0,5761311000.0,--,--,--,--,193178124000.0,--,--,--,--,--,3071961000.0,573055000.0,84211000.0,--,2161295000.0,203000.0,948201000.0,--,--,375949917000.0,--,5159166000.0,5269524000.0,5703474000.0,--,123081000.0,14634846000.0,239966081000.0,1409646000.0,556858000.0,--,--,--,--,--,75094625000.0,--,262572000.0,1880157000.0,--,--,350060030000.0,--,5555556000.0,--,--,--,3817959000.0,--,625848000.0,2962185000.0,7052243000.0,5022665000.0,--,--,--,25036456000.0,853431000.0,25889887000.0,--,--,375949917000.0,20200825
