报告期,营业收入*,已赚保费,保费业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保户红利支出,分保费用,营业税金及附加,手续费及佣金支出,管理费用,减:摊回分保费用,其他业务成本,资产减值损失,信用减值损失,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,105306000000.0,81535000000.0,82154000000.0,314000000.0,5323000000.0,-4704000000.0,21523000000.0,-243000000.0,--,529000000.0,734000000.0,35000000.0,949000000.0,--,97713000000.0,5471000000.0,37006000000.0,3326000000.0,34358000000.0,1231000000.0,2909000000.0,61000000.0,255000000.0,6753000000.0,12907000000.0,1521000000.0,1390000000.0,1785000000.0,--,--,--,7593000000.0,36000000.0,50000000.0,--,--,--,7579000000.0,443000000.0,--,--,--,7136000000.0,165000000.0,6971000000.0,-12021000000.0,-4885000000.0,-58000000.0,-4827000000.0,--,0.73,0.73,20221029
20220630,108560000000.0,85393000000.0,92839000000.0,337000000.0,6174000000.0,1272000000.0,22041000000.0,267000000.0,--,-697000000.0,849000000.0,26000000.0,948000000.0,--,99939000000.0,4841000000.0,32114000000.0,3165000000.0,43370000000.0,801000000.0,2963000000.0,71000000.0,291000000.0,6465000000.0,12139000000.0,1672000000.0,1553000000.0,753000000.0,--,--,--,8621000000.0,21000000.0,46000000.0,--,--,--,8596000000.0,554000000.0,--,--,--,8042000000.0,178000000.0,7864000000.0,7047000000.0,15089000000.0,299000000.0,14790000000.0,--,0.81,0.81,20220829
20220331,146554000000.0,127651000000.0,149654000000.0,612000000.0,7130000000.0,14873000000.0,18263000000.0,128000000.0,--,-368000000.0,-61000000.0,51000000.0,1018000000.0,--,140521000000.0,6397000000.0,38642000000.0,3528000000.0,74642000000.0,764000000.0,3428000000.0,108000000.0,271000000.0,8218000000.0,11739000000.0,1799000000.0,1529000000.0,601000000.0,--,--,--,6033000000.0,24000000.0,17000000.0,--,--,--,6040000000.0,451000000.0,--,--,--,5589000000.0,152000000.0,5437000000.0,-10876000000.0,-5287000000.0,-53000000.0,-5234000000.0,--,0.57,0.57,20220429
20211231,89709000000.0,65483000000.0,65322000000.0,2186000000.0,5095000000.0,-5256000000.0,21793000000.0,456000000.0,--,1361000000.0,-285000000.0,49000000.0,1300000000.0,8000000.0,86158000000.0,5423000000.0,38051000000.0,4151000000.0,22305000000.0,-560000000.0,2823000000.0,48000000.0,283000000.0,5589000000.0,14311000000.0,2027000000.0,1878000000.0,503000000.0,--,--,--,3551000000.0,118000000.0,142000000.0,--,--,--,3527000000.0,-794000000.0,--,--,--,4321000000.0,173000000.0,4148000000.0,1916000000.0,6237000000.0,211000000.0,6026000000.0,--,0.43,0.43,20220328
20210930,98422000000.0,73981000000.0,76942000000.0,303000000.0,6122000000.0,-3161000000.0,23211000000.0,165000000.0,--,79000000.0,65000000.0,11000000.0,1074000000.0,1000000.0,92537000000.0,5223000000.0,37283000000.0,3706000000.0,31102000000.0,1728000000.0,2889000000.0,53000000.0,226000000.0,6042000000.0,12137000000.0,1562000000.0,1385000000.0,2213000000.0,--,--,--,5885000000.0,26000000.0,42000000.0,--,--,--,5869000000.0,367000000.0,--,--,--,5502000000.0,120000000.0,5382000000.0,-3259000000.0,2243000000.0,67000000.0,2176000000.0,--,0.56,0.56,20211030
20210630,101249000000.0,77457000000.0,85075000000.0,420000000.0,6416000000.0,1202000000.0,23071000000.0,125000000.0,--,-251000000.0,-327000000.0,89000000.0,1209000000.0,--,90677000000.0,6644000000.0,34357000000.0,3084000000.0,30515000000.0,415000000.0,3102000000.0,-78000000.0,250000000.0,7320000000.0,11851000000.0,2751000000.0,1304000000.0,769000000.0,--,--,--,10572000000.0,41000000.0,54000000.0,--,--,--,10559000000.0,1552000000.0,--,--,--,9007000000.0,250000000.0,8757000000.0,883000000.0,9890000000.0,272000000.0,9618000000.0,--,0.91,0.91,20210830
20210331,151263000000.0,122614000000.0,139443000000.0,489000000.0,7301000000.0,9528000000.0,27382000000.0,53000000.0,--,-26000000.0,130000000.0,32000000.0,1131000000.0,--,140477000000.0,5040000000.0,39058000000.0,3019000000.0,71174000000.0,1154000000.0,3562000000.0,216000000.0,266000000.0,11353000000.0,11941000000.0,1801000000.0,1879000000.0,956000000.0,--,--,--,10786000000.0,63000000.0,8000000.0,--,--,--,10841000000.0,2053000000.0,--,--,--,8788000000.0,241000000.0,8547000000.0,-2267000000.0,6521000000.0,192000000.0,6329000000.0,--,0.89,0.89,20210429
20201231,80262000000.0,58429000000.0,59564000000.0,372000000.0,4851000000.0,-3716000000.0,21452000000.0,117000000.0,--,-119000000.0,-742000000.0,23000000.0,1217000000.0,2000000.0,75044000000.0,5335000000.0,38635000000.0,3832000000.0,9818000000.0,-613000000.0,2466000000.0,621000000.0,278000000.0,6923000000.0,13853000000.0,2065000000.0,1232000000.0,483000000.0,--,--,--,5218000000.0,74000000.0,152000000.0,--,--,--,5140000000.0,-37000000.0,--,--,--,5177000000.0,241000000.0,4936000000.0,7692000000.0,12869000000.0,400000000.0,12469000000.0,--,0.51,0.51,20210329
20200930,106439000000.0,80440000000.0,85903000000.0,3581000000.0,6068000000.0,-605000000.0,25018000000.0,116000000.0,--,614000000.0,-711000000.0,19000000.0,1058000000.0,1000000.0,99930000000.0,3732000000.0,38404000000.0,3468000000.0,32525000000.0,232000000.0,2724000000.0,283000000.0,256000000.0,9953000000.0,15151000000.0,2795000000.0,1447000000.0,1073000000.0,--,--,--,6509000000.0,15000000.0,56000000.0,--,--,--,6468000000.0,884000000.0,--,--,--,5584000000.0,175000000.0,5409000000.0,-610000000.0,4974000000.0,174000000.0,4800000000.0,--,0.55,0.55,20201031
20200630,97270000000.0,75703000000.0,85449000000.0,498000000.0,7047000000.0,2699000000.0,20763000000.0,95000000.0,--,-331000000.0,-38000000.0,117000000.0,1056000000.0,0.0,90461000000.0,3107000000.0,34282000000.0,3106000000.0,27994000000.0,156000000.0,3167000000.0,338000000.0,254000000.0,10401000000.0,12583000000.0,2113000000.0,1222000000.0,1733000000.0,--,--,--,6809000000.0,13000000.0,16000000.0,--,--,--,6806000000.0,805000000.0,--,--,--,6001000000.0,150000000.0,5851000000.0,3442000000.0,9443000000.0,235000000.0,9208000000.0,--,0.64,0.64,20200824
