报告期,营业收入*,利息净收入,利息收入,减:利息支出,手续费及佣金净收入,手续费及佣金收入,减:手续费及佣金支出,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,3070628786.0,2159059478.0,4780803642.0,2621744164.0,251587087.0,296648781.0,45061694.0,397263114.0,11784273.0,--,132474262.0,65257132.0,47306547.0,17681166.0,0.0,1853594356.0,29529495.0,997128135.0,--,12329879.0,--,--,1217034430.0,325675.0,2681328.0,--,--,--,1214678777.0,228366349.0,--,--,--,986312428.0,62896743.0,923415685.0,106540910.0,1092853338.0,62896743.0,1029956595.0,--,0.25,0.22,20221024
20220630,2953892959.0,2063863391.0,4711123769.0,2647260378.0,245585571.0,280524730.0,34939159.0,320575756.0,24227759.0,--,135549633.0,129300191.0,46102545.0,12915872.0,0.0,1586263424.0,54990258.0,938627257.0,--,5551726.0,--,--,1367629535.0,612062.0,2280938.0,--,--,--,1365960659.0,220858059.0,--,--,--,1145102600.0,40840110.0,1104262490.0,83468154.0,1228570754.0,40840110.0,1187730644.0,--,0.32,0.26,20220823
20220331,3000602378.0,1922885455.0,4569638123.0,2646752668.0,540550172.0,559616837.0,19066665.0,371541616.0,12468816.0,--,39943028.0,58000956.0,13486855.0,54195982.0,-1686.0,1684581690.0,32626320.0,876765513.0,--,42794096.0,--,--,1316020688.0,452032.0,12532581.0,--,--,--,1303940139.0,195511286.0,--,--,--,1108428853.0,35906304.0,1072522549.0,23517747.0,1131946600.0,35906304.0,1096040296.0,--,0.32,0.28,20220427
20211231,2734743912.0,1836208093.0,4401486317.0,2565278224.0,341071597.0,394869053.0,53797456.0,501445180.0,9672548.0,--,-6094204.0,33434900.0,27720545.0,4894562.0,-3936761.0,1865567339.0,24683327.0,1010947924.0,--,6281889.0,--,--,869176573.0,3709344.0,13637077.0,--,--,--,859248840.0,186889610.0,--,--,--,672359230.0,27746603.0,644612627.0,80373200.0,752732430.0,27746603.0,724985827.0,--,0.19,0.16,20220329
20210930,2583705006.0,1863606958.0,4376647162.0,2513040204.0,218363496.0,244659625.0,26296129.0,486267480.0,13745916.0,--,-58953961.0,40757911.0,20894794.0,12772520.0,-4192.0,1657588061.0,27054117.0,825303408.0,--,6581793.0,--,--,926116945.0,3234144.0,7674405.0,--,--,--,921676684.0,147645327.0,--,--,--,774031357.0,52235643.0,721795714.0,68777567.0,842808924.0,52235643.0,790573281.0,--,0.22,0.19,20211030
20210630,2653468189.0,1889973192.0,4304390392.0,2414417200.0,219797363.0,251014555.0,31217192.0,375108361.0,22322262.0,--,121638049.0,-3640303.0,27915407.0,11410579.0,--,1654457630.0,21041392.0,798971917.0,--,6673370.0,--,--,999010559.0,423057.0,2354279.0,--,--,--,997079337.0,108954243.0,--,--,--,888125094.0,37489916.0,850635178.0,67490907.0,955616001.0,37489916.0,918126085.0,--,0.25,0.23,20210830
20210331,2857515800.0,1943040768.0,4126203356.0,2183162588.0,442790577.0,461739684.0,18949107.0,272515448.0,10922313.0,--,101554100.0,12111633.0,20981857.0,64521417.0,--,1738322170.0,34856298.0,765724385.0,--,46591890.0,--,--,1119193630.0,1138862.0,3639694.0,--,--,--,1116692798.0,163918690.0,--,--,--,952774108.0,63128464.0,889645644.0,25148654.0,977922762.0,63128464.0,914794298.0,--,0.27,0.27,20210427
20201231,2447189052.0,1845150761.0,4018816906.0,2173666145.0,222261762.0,273696908.0,51435146.0,203622173.0,11674160.0,--,119540342.0,-1304996.0,24028966.0,28963896.0,4926148.0,1860440113.0,24307197.0,855536366.0,--,4741263.0,--,--,586748939.0,13871659.0,18590451.0,--,--,--,582030147.0,98044557.0,--,--,--,483985590.0,14190082.0,469795508.0,101252885.0,585238475.0,14190082.0,571048393.0,--,0.14,0.14,20210427
20200930,2497208990.0,1924018587.0,3975266103.0,2051247516.0,240278265.0,256720015.0,16441750.0,348324059.0,5478987.0,--,-79914279.0,10322446.0,41160140.0,12773659.0,246113.0,1684349141.0,24783103.0,761945876.0,--,6293377.0,--,--,812859849.0,3956943.0,3766149.0,--,--,--,813050643.0,154465042.0,--,--,--,658585601.0,54943863.0,603641738.0,-111458306.0,547127295.0,54943863.0,492183432.0,--,0.18,0.18,20201030
20200630,2767464459.0,1925667121.0,3974135526.0,2048468405.0,211716573.0,234677589.0,22961016.0,689161768.0,29364207.0,--,-58093799.0,-24441741.0,5264745.0,19872142.0,-1682350.0,1858192889.0,27046341.0,730074105.0,--,10044066.0,--,--,909271570.0,2000445.0,8275330.0,--,--,--,902996685.0,144279931.0,--,--,--,758716754.0,35616728.0,723100026.0,-190263611.0,568453143.0,35616728.0,532836415.0,--,0.22,0.22,20200831
