报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,2202356848.54,--,820169097.04,1319465364.91,-8617642.51,1296861677.12,--,5630235345.1,1139032938.71,690000000.0,241458452.17,2068897043.34,--,--,6852238956.25,--,-1222003611.15,--,26809544.2,157926045.43,356956.84,--,496305.0,--,185588851.47,--,158613148.85,21574921.2,--,--,180188070.05,--,5400781.42,--,--,910540273.11,3000000000.0,336730000.0,--,--,4247270273.11,1744414231.16,468812448.41,722602111.24,--,--,2935828790.81,--,1311441482.3,1096447.56,95935100.13,10675156750.2,10771091850.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,--,--,1473952543.85,--,--,598332216.1,818808628.05,934980617.09,--,3826074005.09,828160329.28,390000000.0,191675618.48,1243923884.03,271200451.53,--,3632114049.49,--,193959955.6,--,24469544.2,2604481.5,345783.12,--,496305.0,--,27916113.82,--,69626455.33,21271693.76,--,--,90898149.09,--,-62982035.27,--,--,608480011.77,1400000000.0,251440000.0,--,--,2259920011.77,420446598.65,303341728.09,669309181.16,--,--,1393097507.9,--,866822503.87,1086254.99,998886679.19,10675156750.2,11674043429.39,--,331108956.69,--,24544444.33,36862035.85,11632613.16,--,--,-45669.91,-75246.03,125564491.5,--,-108382046.23,-3242185.65,--,-136025733.34,651170783.26,--,-795664602.93,--,193959955.6,--,--,--,11674043429.39,10675156750.2,--,--,--,--,998886679.19,20220827
20220331,--,--,--,698545342.53,--,147443688.72,425980218.66,--,633486537.65,--,1905455787.56,272731172.11,--,55694036.28,462823993.54,271519938.93,--,2957289724.43,--,-1051833936.87,--,24469544.2,1900481.5,30310.66,--,--,--,26400336.36,--,29357409.38,12612204.13,--,--,41969613.51,--,-15569277.15,--,--,221767507.8,1400000000.0,160000000.0,--,--,1781767507.8,83030098.35,112982664.42,532447730.52,--,--,728460493.29,--,1053307014.51,-39627.86,-14135827.37,10675156750.2,10661020922.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220427
20211231,--,--,--,3048199930.92,--,3361921095.05,975424214.15,478458082.77,--,--,7864003322.89,1325810163.42,210000000.0,412584728.53,1897731919.95,--,--,6633482637.48,--,1230520685.41,--,42490600.0,135250141.69,720701.87,--,--,--,178461443.56,178680000.0,215189810.17,287053908.82,--,--,680923718.99,--,-502462275.43,--,--,889500000.0,2000000000.0,665000000.0,--,--,3554500000.0,2972227927.12,482644930.5,202839049.29,--,--,3657711906.91,--,-103211906.91,-672642.84,624173860.23,10050982889.97,10675156750.2,--,823829797.25,--,41382313.79,58208372.12,18890246.82,--,--,-154938.12,-8224.29,165889911.8,--,-255666769.23,63765194.47,--,-201075727.25,1825516334.26,--,-1329639980.9,--,1230520685.41,--,--,--,10675156750.2,10050982889.97,--,--,--,--,624173860.23,20220329
20210930,--,--,--,2111523916.0,--,2269389352.21,910440263.25,2716940962.9,--,--,8008294494.36,1091774899.21,210000000.0,353841466.66,1169728745.76,--,--,4911648237.79,--,3096646256.57,--,25688589.72,3994705.71,355239.55,--,--,--,30038534.98,60000000.0,99249056.76,255000000.0,--,--,414249056.76,--,-384210521.78,--,--,401500000.0,1500000000.0,558000000.0,--,--,2459500000.0,1991764691.17,414668055.94,102683499.12,--,--,2509116246.23,--,-49616246.23,-254211.75,2662565276.81,10050982889.97,12713548166.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,--,--,1385396445.67,280000000.0,2197275585.72,648901126.67,415838942.94,--,--,4927412101.0,817824939.82,--,174824609.93,921261317.45,--,--,4029844485.4,--,897567615.6,--,21375000.0,350100.0,301611.03,--,--,--,22026711.03,60000000.0,80333594.17,219260196.7,--,--,359593790.87,--,-337567079.84,--,--,285500000.0,--,8000000.0,--,--,293500000.0,270434580.59,99584205.57,69185164.71,--,--,439203950.87,--,-145703950.87,-254875.62,414041709.27,10050982889.97,10465024599.24,--,389637542.88,--,19900047.24,23350668.92,7813731.35,--,--,-9811.8,-2029.58,-7267197.49,--,-135007467.89,7414502.37,--,-395500215.33,2023422350.61,--,-1107302460.33,--,897567615.6,--,--,--,10465024599.24,10050982889.97,--,--,--,--,414041709.27,20210827
20210331,--,--,--,596098620.32,--,2271119458.59,388861272.93,289075174.51,798800000.0,--,4343954526.35,231455963.02,450000000.0,80304942.47,711472557.74,--,--,3349314362.78,--,994640163.57,--,--,350100.0,30187.26,--,--,--,380287.26,--,24752544.13,--,--,--,24752544.13,--,-24372256.87,--,--,47500000.0,--,--,--,--,47500000.0,61700343.9,89531169.43,11198589.64,--,--,162430102.97,--,-114930102.97,1217.45,855339021.18,10050982889.97,10906321911.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,--,--,2941444030.48,400000000.0,--,977017300.35,1305667348.85,1027764427.91,--,6651893107.59,1024673738.79,--,276803494.04,1543357194.31,1680428583.71,--,6842216864.46,--,-190323756.87,--,2742484.41,87174444.9,642473.16,--,--,--,90559402.47,23522155.0,709419636.97,--,--,--,732941791.97,--,-642382389.5,--,4157620548.59,987920000.0,800000000.0,614940000.0,--,--,6560480548.59,3183180275.3,492805793.93,667178831.54,--,--,4343164900.77,--,2217315647.82,-1533117.49,1383076383.96,8667906506.01,10050982889.97,--,879072102.08,4800000.0,36467309.28,39596922.12,13907827.69,--,--,-230532.3,74586.72,-129560388.69,--,-201404289.37,7838878.91,--,-3010073976.2,1451290088.0,--,517304502.08,--,-190323756.87,--,--,--,10050982889.97,8667906506.01,--,--,--,--,1383076383.96,20210330
20200930,--,--,--,2025861456.59,100000000.0,-503910799.08,1008353372.6,1073476227.7,-1371690090.59,--,4207691056.89,803090018.35,--,226180872.77,1588492163.88,503910799.08,--,6587365352.34,--,-2379674295.45,--,182373.86,--,569970.96,--,--,--,752344.82,--,54211191.06,--,--,--,54211191.06,--,-53458846.24,--,4137299793.87,778120000.0,800000000.0,575140000.0,--,--,6290559793.87,972077065.98,363356793.26,633065552.28,--,--,1968499411.52,--,4322060382.35,427833.56,1889355074.22,8667906506.01,10557261580.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,--,--,1233104162.64,--,--,442090359.89,1485590604.82,3399700043.56,--,6560485170.91,623564194.84,100000000.0,150696531.0,869992894.42,2714983709.93,--,5061252280.92,--,1499232889.99,--,139079.0,--,347299.76,--,--,--,486378.76,--,29181208.52,--,--,--,29181208.52,--,-28694829.76,--,--,469690000.0,800000000.0,395140000.0,--,--,1664830000.0,826623703.95,203822207.2,301953390.24,--,--,1332399301.39,--,332430698.61,434900.67,1803403659.51,8667906506.01,10471310165.52,--,446379735.95,--,17934460.82,18525591.39,6404090.69,--,--,-14476.62,--,-58465465.82,--,-114739319.27,6218778.46,--,-582263422.05,-1367194706.07,-1028571.42,3020146902.1,--,1499232889.99,--,--,--,10471310165.52,8667906506.01,--,--,--,--,1803403659.51,20200825
