报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,17515059218.08,12405206183.94,4953957209.63,441567097.67,6677825151.61,3093400316.73,2108391475.71,385745428.14,--,-1770416721.26,-43452226.61,769636293.88,949574570.72,2719324.97,10647806257.78,10647806257.78,132698238.93,9772164622.53,12004502.5,934466329.33,--,--,6867252960.3,2322905.76,22701199.48,--,--,--,6846874666.58,952940853.25,--,--,--,5893933813.33,659641702.93,5234292110.4,360638401.31,6254572214.64,675233998.44,5579338216.2,--,0.67,0.67,20221029
20220630,12704293700.16,8163447316.48,3241588707.44,273924371.21,4418683861.59,2022861373.17,1639105313.17,332781486.67,--,-656498075.25,-20339997.15,765710940.23,788108665.92,1898163.59,7115630173.18,7115630173.18,88497630.14,6446377489.88,11451248.88,778544195.88,--,--,5588663526.98,274369.36,14329223.22,--,--,--,5574608673.12,921603570.27,--,--,--,4653005102.85,454922400.57,4198082702.28,4028288.87,4657033391.72,462091652.3,4194941739.42,--,0.55,0.55,20220831
20220331,4773517945.43,4259408663.73,1653846685.91,149938046.75,2340287530.47,990484711.0,-571686079.49,74375459.55,--,-490448143.88,-10707257.84,130298589.91,464638433.56,1529028.44,2947176720.62,2947176720.62,46857701.4,2563883585.34,12500.01,461113420.31,--,--,1826341224.81,121287.67,5006336.31,--,--,--,1821456176.17,253873942.17,--,--,--,1567582234.0,265055080.17,1302527153.83,-329483598.75,1238098635.25,263939999.4,974158635.85,--,0.17,0.17,20220430
20211231,34249988400.75,18784572945.86,7970410675.86,432636508.64,9945692580.44,4930921016.81,6817230492.06,1464233327.77,--,407384999.64,4265197.26,1228238713.59,2075431467.93,1943567.6,19225112984.28,19225112984.28,222683969.54,15960566073.01,3347122.68,2057593273.25,--,--,15024875416.47,7808854.69,68839108.77,--,--,--,14963845162.39,2908939531.18,--,--,--,12054905631.21,1200790103.81,10854115527.4,-53595471.8,12001310159.41,1193880102.11,10807430057.3,--,1.42,1.42,20220331
20210930,26870759283.59,14024790099.23,6009391690.58,343475843.93,7351198125.77,3689462960.59,5937011273.13,938064789.74,--,76356145.51,8775326.27,1201963340.61,1930447271.77,1952866.48,14881580505.19,14881580505.19,172959730.57,12382962982.92,2284426.29,1918172382.49,--,--,11989178778.4,6766277.71,38341149.75,--,--,--,11957603906.36,2408207012.71,--,--,--,9549396893.65,908553078.45,8640843815.2,-322319189.47,9227077704.18,904726916.61,8322350787.57,--,1.13,1.13,20211029
20210630,18007317723.94,8846446423.66,3538246976.69,260128465.73,4829302402.48,2412907658.54,4110237215.88,728767593.35,--,559494018.68,8112794.41,681805968.75,1387489773.59,823870.43,9757357686.93,9757357686.93,113184450.88,7902847767.41,1371140.41,1376373978.85,--,--,8249960037.01,5423932.15,36864780.88,--,--,--,8218519188.28,1741625870.96,--,--,--,6476893317.32,588408291.48,5888485025.84,-424622903.9,6052270413.42,586813733.86,5465456679.56,--,0.77,0.77,20210828
20210331,8320810818.85,4418961253.47,1832574483.15,118077817.57,2370045410.7,1172376642.34,2383267699.29,187349493.72,--,-496867865.13,-5365970.09,113385734.98,734787754.23,265569.76,4784497017.56,4784497017.56,54718531.69,3882891282.53,648644.02,729248214.92,--,--,3536313801.29,547502.92,972951.39,--,--,--,3535888352.82,745167572.64,--,--,--,2790720780.18,249878604.79,2540842175.39,-381350197.36,2409370582.82,250646138.67,2158724444.15,--,0.33,0.33,20210429
20201231,29153488259.04,14114448902.07,6571662167.36,648698333.78,6598048427.21,4253776170.61,7147131532.06,1005151642.43,--,665918796.87,34604243.13,1132308968.59,1770084413.81,35215231.9,15525296790.16,15525296790.16,169844154.59,12743850215.38,1898410.44,1756008621.43,--,--,13628191468.88,9029239.62,37923795.51,--,--,--,13599296912.99,2828402301.57,--,--,--,10770894611.42,732759963.51,10038134647.91,-446122602.51,10324772008.91,723390402.5,9601381606.41,--,1.32,1.32,20210330
20200930,21411978390.14,10529884198.47,5014060914.56,593959549.66,4704831626.83,3052321941.02,5435891974.65,396788279.77,--,1235400281.14,29678889.41,899044695.6,229513520.46,242889.39,10314832992.22,10314832992.22,115256231.58,9451887556.52,1547870.52,220576452.56,--,--,11097145397.92,13974148.21,27626650.13,--,--,--,11083492896.0,2366272853.43,--,--,--,8717220042.57,577126070.56,8140093972.01,-557211339.05,8160008703.52,573286184.04,7586722519.48,--,1.07,1.07,20201031
20200630,14206336568.45,6277892536.81,2853382827.3,421024108.07,2856670224.09,1806173950.86,3190704475.17,197825504.48,--,1966255599.88,19418719.28,773409082.13,171844246.18,637958.14,6336155048.18,6336155048.18,64634304.99,5744985001.34,1002283.51,167227952.17,--,--,7870181520.27,7854035.63,23601152.86,--,--,--,7854434403.04,1735526414.32,--,--,--,6118907988.72,367371986.31,5751536002.41,-367015106.84,5751892881.88,367984867.84,5383908014.04,--,0.75,0.75,20200829
20200331,5387563293.8,3177943093.85,1604177077.34,270090090.17,1243264231.21,889709185.38,1340318394.77,21207888.95,--,-170757123.1,15776499.66,13455837.37,121084575.61,32830.26,2629213179.21,2629213179.21,34811068.74,2385731696.67,4736684.67,118807463.35,--,--,2758350114.59,3918778.35,15290282.76,--,--,--,2746978610.18,580453530.06,--,--,--,2166525080.12,95982837.81,2070542242.31,-182100079.43,1984425000.69,96711015.85,1887713984.84,--,0.27,0.27,20200429
20191231,22809882495.06,9760768308.36,4197625974.09,1437904120.61,3910623138.13,3168087379.38,6036367590.29,446525207.18,--,1097262491.86,5353627.3,825510942.85,1914983565.25,1548589.77,12109985820.34,12109985820.34,135373201.74,9392972816.85,1535085.87,1900428733.43,--,--,10699896674.72,13673024.82,437347039.01,--,--,--,10276222660.53,2165961134.72,--,--,--,8110261525.81,571339882.79,7538921643.02,864495198.78,8974756724.59,574903928.05,8399852796.54,--,0.99,0.99,20200328
20190930,17357551056.25,7195089399.62,3298573529.44,889763911.44,2847403954.99,2298558968.58,4432852981.81,222965631.48,--,1012340962.33,5762441.01,641239194.15,1770600655.42,1106453.33,9192717026.05,9192717026.05,100059821.02,6859815769.05,1109451.99,1757510232.47,--,--,8164834030.2,10784069.81,418980964.46,--,--,--,7756637135.55,1693018590.58,--,--,--,6063618544.97,447961140.01,5615657404.96,791193784.95,6854812329.92,451162889.02,6403649440.9,--,0.74,0.74,20191030
20190630,11941504314.81,4943938256.47,2314985287.25,521248246.73,1993447534.89,1537738644.75,3183256645.19,190478751.45,--,1039887460.41,848408.88,483688231.67,751294047.87,852619.57,5901161008.38,5901161008.38,65144282.6,4624623548.73,178074.67,746779887.77,--,--,6040343306.43,10804456.2,403291570.54,--,--,--,5647856192.09,1208092735.64,--,--,--,4439763456.45,299746364.83,4140017091.62,753874832.44,5193638288.89,299169477.1,4894468811.79,--,0.54,0.54,20190830
20190331,6839194354.71,2419936795.84,1163145122.29,306880566.29,880389592.71,682553924.81,1401805491.21,103158734.64,--,2196797794.54,-6579770.61,5727762.02,138376299.36,576057.54,2819558404.48,2819558404.48,30524023.73,2523611168.1,51958.53,135060670.37,--,--,4019635950.23,1293993.23,1775460.1,--,--,--,4019154483.36,845005584.96,--,--,--,3174148898.4,254998917.89,2919149980.51,843011862.06,4017160760.46,250959273.34,3766201487.12,--,0.38,0.38,20190430
20181231,15270373023.59,8618616734.14,3452973199.81,1216115546.57,3742853954.91,3688581428.26,3357694063.04,494905925.83,--,-2291707915.67,-20987690.02,706099546.56,1210623530.58,1453326.7,9217943775.19,9217943775.19,105883906.59,7621473381.98,31099.54,1187262914.52,--,--,6052429248.4,9510384.83,57601399.09,--,--,--,6004338234.14,1372293191.22,--,--,--,4632045042.92,331918701.63,4300126341.29,-945228601.1,3686816441.82,341562889.47,3345253552.35,--,0.56,0.56,20190327
20180930,11359691687.36,6550847614.78,2728822020.25,925486970.68,2762584968.81,2922411316.05,3157473344.78,376821528.8,--,-1946250622.7,-31649902.84,685117854.45,20778367.5,963715.34,5917227544.18,5917227544.18,78355580.74,5689334935.22,--,1302191.46,--,--,5442464143.18,11444086.61,35261962.83,--,--,--,5418646266.96,1104063013.27,--,--,--,4314583253.69,200899979.63,4113683274.06,83322259.03,4397905512.72,179950105.88,4217955406.84,--,0.54,0.54,20181027
20180630,7619520558.9,4455946621.83,1979898314.18,566345196.92,1861108504.44,1922326070.84,1277326080.08,251707416.71,--,-489865340.12,-11642371.2,451591967.51,13327260.44,510269.52,3875800004.9,3875800004.9,55582575.79,3723824043.79,--,868127.64,--,--,3743720554.0,2320372.8,9490303.07,--,--,--,3736550623.73,728316016.32,--,--,--,3008234607.41,149958723.57,2858275883.84,-420167047.68,2588067559.73,149633347.02,2438434212.71,--,0.38,0.38,20180830
20180331,3867140898.58,2269640413.84,1057799191.19,354883875.54,836389535.46,934553399.53,747657216.94,115903450.38,--,-81240689.38,-21826591.82,5046039.22,13173448.58,137661.67,1920954125.67,1920954125.67,27317054.94,1867145570.03,--,434063.82,--,--,1946186772.91,774384.87,715383.98,--,--,--,1946245773.8,399774406.31,--,--,--,1546471367.49,20154476.72,1526316890.77,-147982499.18,1398488868.31,13679378.77,1384809489.54,--,0.2,0.2,20180425
20171231,21639300625.74,11228226766.83,4335555515.64,2754540228.11,3982022540.01,469783802.56,9406190754.95,453186788.27,--,43894010.23,2366420.28,440865565.87,45837113.89,2136191.13,9986971131.23,9986971131.23,125781486.55,9461188721.67,--,1736255.24,--,--,11652329494.51,35695553.35,43999537.66,--,--,--,11644025510.2,2560654705.82,--,--,--,9083370804.38,487971743.62,8595399060.76,529657088.09,9613027892.47,622417291.52,8990610600.95,--,1.13,1.13,20180324
20170930,15267736046.47,8069971561.08,3303790690.82,1892279104.3,2728700154.41,389621351.96,6486522193.79,298327685.99,--,-109115957.64,12428121.1,388022634.16,28411332.75,1874809.27,6741397866.87,6741397866.87,92466811.86,6603710065.51,--,1302191.46,--,--,8526338179.6,7058470.36,16272773.0,--,--,--,8517123876.96,1821952556.07,--,--,--,6695171320.89,327935452.08,6367235868.81,1561237310.43,8256408631.32,516683937.64,7739724693.68,--,0.84,0.84,20171028
20170630,10335818004.38,5237718961.6,2023502043.33,1327162561.65,1810795754.01,385556452.73,4627774209.52,201889517.14,--,-235648363.53,16723705.15,284313353.6,18352542.22,1027143.09,4548762437.1,4548762437.1,62627637.2,4447807405.62,--,868127.64,--,--,5787055567.28,19983515.37,9514176.81,--,--,--,5797524905.84,1301004361.01,--,--,--,4496520544.83,195093822.91,4301426721.92,768312124.11,5264832668.94,353203255.86,4911629413.08,--,0.56,0.56,20170826
20170331,4911692822.53,2707714130.09,1038898689.72,711244477.51,914479510.27,334268807.63,2088740172.54,76262198.36,--,-252866465.36,12903729.8,11268326.6,9474283.05,189838.18,2087541020.57,2087541020.57,32157634.95,2051115307.16,--,434063.82,--,--,2824151801.96,33233602.28,7746976.42,--,--,--,2849638427.82,628735819.66,--,--,--,2220902608.16,82375804.12,2138526804.04,874004315.4,3094906923.56,198135951.97,2896770971.59,--,0.28,0.28,20170428
20161231,20714347818.02,13014846047.53,5381233065.15,3280845306.52,4157937073.1,727926502.8,6750153307.51,402863561.34,--,182452304.25,-25777150.68,--,62436539.33,2310267.28,10185774880.04,10185774880.04,475223914.43,9285375705.17,--,1736255.24,--,--,10528572937.98,257842492.14,81354928.91,--,--,--,10705060501.21,2295738460.38,--,--,--,8409322040.83,379215411.9,8030106628.93,-1028513808.49,7380808232.34,273023732.78,7107784499.56,--,1.05,1.05,20170325
