报告期,经营活动产生的现金流量*,销售商品、提供劳务收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入（金融类）,保户储金净增加额,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,收到原保险合同保费取得的现金,收到再保业务现金净额,处置交易性金融资产净增加额,拆入资金净增加额,回购业务资金净增加额,经营活动现金流入差额（特殊报表项目）,经营活动现金流入差额（合计平衡项目）,经营活动现金流入小计*,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出（金融类）,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付原保险合同赔付款项的现金,支付手续费的现金,支付保单红利的现金,经营活动现金流出差额（特殊报表科目）,经营活动现金流出差额（合计平衡项目）,经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目)）,经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额（特殊报表科目）,投资活动现金流入差额（合计平衡项目）,投资活动现金流入小计*,购建固定资产、无形资产和其他长期资产支付的现金,投资支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出差额（特殊报表科目）,投资活动现金流出差额（合计平衡项目）,投资活动现金流出小计*,投资活动产生的现金流量净额差额（合计平衡项目）,投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,收到其他与筹资活动有关的现金,发行债券收到的现金,筹资活动现金流入差额（特殊报表科目）,筹资活动现金流入差额（合计平衡项目）,筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出差额（特殊报表科目）,筹资活动现金流出差额（合计平衡项目）,筹资活动现金流出小计*,筹资活动产生的现金流量净额差额（合计平衡项目）,筹资活动产生的现金流量净额*,汇率变动对现金的影响*,直接法-现金及现金等价物净增加额差值（特殊报表科目）,直接法-现金及现金等价物净增加额差值（合计平衡项目）,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加：资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,未确认投资损失,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减：现金的期初余额,加：现金等价物的期末余额,减：现金等价物的期初余额,加：间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),公告日期#
20220930,--,246588736.83,448347.53,17644186.87,0.0,--,--,--,--,--,--,--,--,--,--,--,--,264681271.23,106253959.84,83780142.74,16232197.85,50278543.78,0.0,--,--,--,--,--,--,--,256544844.21,--,8136427.02,--,--,--,0.0,--,--,--,--,0.0,27914241.19,--,--,6200000.0,--,--,34114241.19,--,-34114241.19,--,0.0,--,347072218.87,30000000.0,--,--,--,377072218.87,207828414.72,32435448.05,--,125621086.7,--,--,365884949.47,--,11187269.4,1383383.59,--,--,-13407161.18,0.0,-13407161.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,241993325.17,979027.03,11663881.02,0.0,--,--,--,--,--,--,--,--,--,--,--,--,254636233.22,119613190.55,97393914.37,6572934.62,25721654.41,0.0,--,--,--,--,--,--,--,249301693.95,--,5334539.27,--,--,--,--,--,--,--,--,--,39253047.78,--,--,8000000.0,--,--,47253047.78,--,-47212047.78,--,150000.0,--,195699995.1,80000000.0,--,--,--,275849995.1,212786932.78,6342260.34,--,24927093.61,--,--,244056286.73,--,31793708.37,1132731.64,--,--,-8951068.5,0.0,-8951068.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220830
20220331,--,257849712.58,4766290.47,4388647.64,0.0,--,--,--,--,--,--,--,--,--,--,--,--,267004650.69,113653940.18,104986392.51,15580784.97,27355710.45,0.0,--,--,--,--,--,--,--,261576828.11,--,5427822.58,--,--,--,--,--,--,--,--,--,71832485.8,--,--,5000000.0,--,--,76832485.8,--,-76832485.8,--,1350000.0,--,86960057.18,30000000.0,--,--,--,118310057.18,125558694.23,6412042.81,--,22184965.61,--,--,154155702.65,--,-35845645.47,-1172051.68,--,--,-108422360.37,257809987.93,149387627.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220429
20211231,--,300445593.37,-6080521.63,27036718.7,0.0,--,--,--,--,--,--,--,--,--,--,--,--,321401790.44,117332571.89,93004801.51,19470464.32,10009361.3,0.0,--,--,--,--,--,--,--,239817199.02,--,81584591.42,--,--,--,5211.92,--,--,--,--,5211.92,58135431.59,--,--,0.0,--,--,58135431.59,--,-58130219.67,--,-5504264.21,--,167097342.21,25734500.04,--,--,--,187327578.04,163331004.98,3684039.28,--,27840623.52,--,--,194855667.78,--,-7528089.74,-3349403.52,--,--,12576878.49,0.0,12576878.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220422
20210930,--,251833640.09,3714681.83,8131721.96,0.0,--,--,--,--,--,--,--,--,--,--,--,--,263680043.88,89155481.26,87942478.68,18688328.45,30908249.13,0.0,--,--,--,--,--,--,--,226694537.52,--,36985506.36,--,--,--,0.0,--,--,--,--,0.0,71659106.5,--,--,0.0,--,--,71659106.5,--,-71659106.5,--,0.0,--,79640709.24,0.0,--,--,--,79640709.24,86985472.21,6334126.68,--,23687688.1,--,--,117007286.99,--,-37366577.75,-954479.12,--,--,-72994657.01,0.0,-72994657.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,239218482.53,8323316.52,16565619.42,0.0,--,--,--,--,--,--,--,--,--,--,--,--,264107418.47,83042799.58,80533828.63,22841592.74,25744517.5,0.0,--,--,--,--,--,--,--,212162738.45,--,51944680.02,--,--,--,0.0,--,--,--,--,0.0,49471172.07,--,--,0.0,--,--,49471172.07,--,-49471172.07,--,217432482.67,--,94764821.57,0.0,--,--,--,312197304.24,62672195.92,19556054.06,--,27451989.06,--,--,109680239.04,--,202517065.2,2113292.23,--,--,207103865.38,0.0,207103865.38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210730
20210331,--,196633744.55,2515071.39,4887594.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,--,--,204036410.24,72243832.27,82360437.93,16962769.65,18926070.84,0.0,0.0,0.0,0.0,0.0,0.0,--,--,190493110.69,--,13543299.55,--,0.0,0.0,57000.0,0.0,0.0,--,--,57000.0,62594289.13,0.0,0.0,1521000.0,--,--,64115289.13,--,-64058289.13,--,0.0,0.0,136711469.63,30000000.0,--,--,--,166711469.63,85207744.54,13982682.4,0.0,26097491.73,--,--,125287918.67,--,41423550.96,-267686.95,--,--,-9359125.57,120483026.64,111123901.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,255222206.28,405911.68,-39074389.62,0.0,--,--,--,--,--,--,--,--,--,--,--,--,216553728.34,84018498.56,53239821.88,20377619.39,5207318.56,0.0,--,--,--,--,--,--,--,162843258.39,--,53710469.95,--,--,--,3929.61,--,--,--,--,3929.61,63116858.27,--,-4333674.32,--,--,--,58952183.95,--,-58948254.34,--,--,--,180082096.74,26959873.94,--,--,--,207041970.68,190755097.71,5606823.92,--,11338729.45,--,--,207700651.08,--,-658680.4,-5414058.76,--,--,-11310523.55,0.0,-11310523.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20200930,--,189677295.8,221436.63,3092470.28,0.0,--,--,--,--,--,--,--,--,--,--,--,--,192991202.71,59467646.8,58970928.6,14776953.22,34961862.28,0.0,--,--,--,--,--,--,--,168177390.9,--,24813811.81,--,--,--,0.0,--,--,--,--,0.0,23789327.92,--,2257740.43,--,--,--,26047068.35,--,-26047068.35,--,--,--,103528967.57,--,--,--,--,153719093.63,98021948.3,5948561.38,--,24027875.35,--,--,127998385.03,--,25720708.6,1474953.3,--,--,25962405.36,0.0,25962405.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201027
20200630,--,254133656.64,163856.96,73359624.84,0.0,--,--,--,--,--,--,--,--,--,--,--,--,327657138.44,54731709.14,61802193.57,26202265.28,95413293.33,0.0,--,--,--,--,--,--,--,238149461.32,--,89507677.12,--,--,--,79100.0,--,--,--,--,79100.0,33616909.51,--,21689131.2,--,--,--,55306040.71,--,-55226940.71,--,--,--,79625954.68,--,--,--,--,79625954.68,83605876.12,-1703964.52,--,28989012.52,--,--,110890924.12,--,-31264969.44,2700035.97,--,--,5715802.94,0.0,5715802.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200824
