报告期,资产*,现金及存放中央银行款项,存放同业和其它金融机构款项,贵金属,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售资产,应收利息,应收款项,合同资产,发放贷款及垫款,代理业务资产,可供出售金融资产,持有至到期投资,长期股权投资,应收款项类投资,固定资产,在建工程,无形资产,商誉,递延所得税资产,投资性房地产,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,同业和其它金融机构存放款项,向中央银行借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,吸收存款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售负债,代理业务负债,应付债券,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永续债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,155987000000.0,50125000000.0,4606000000.0,9560000000.0,697564000000.0,184116000000.0,332300000000.0,179872000000.0,1276000000.0,--,--,24094000000.0,34823000000.0,--,--,--,--,1467483000000.0,--,--,--,--,--,15466000000.0,--,2247000000.0,--,21070000000.0,--,57110000000.0,--,--,2543151000000.0,--,185043000000.0,66236000000.0,57189000000.0,11439000000.0,24430000000.0,1302000000.0,1721516000000.0,4568000000.0,5309000000.0,--,--,--,--,--,278705000000.0,--,5175000000.0,16407000000.0,--,--,2380346000000.0,--,21269000000.0,24995000000.0,--,24995000000.0,32289000000.0,--,268000000.0,9743000000.0,44942000000.0,26386000000.0,--,--,--,159892000000.0,2913000000.0,162805000000.0,--,--,2543151000000.0,20221029
20220630,--,151645000000.0,48423000000.0,6947000000.0,3830000000.0,679980000000.0,177626000000.0,351324000000.0,149754000000.0,1276000000.0,--,--,12191000000.0,88499000000.0,--,--,--,--,1434565000000.0,--,--,--,--,--,15058000000.0,--,2241000000.0,--,20270000000.0,--,54583000000.0,--,--,2521244000000.0,--,239425000000.0,56483000000.0,47612000000.0,12132000000.0,12257000000.0,5004000000.0,1640464000000.0,4179000000.0,3528000000.0,--,--,--,--,--,319610000000.0,--,5092000000.0,14122000000.0,--,--,2362892000000.0,--,21269000000.0,24995000000.0,--,24995000000.0,32289000000.0,--,466000000.0,9743000000.0,40379000000.0,26386000000.0,--,--,--,155527000000.0,2825000000.0,158352000000.0,--,--,2521244000000.0,20220830
20220331,--,142642000000.0,40813000000.0,8716000000.0,2810000000.0,693648000000.0,192880000000.0,351080000000.0,148426000000.0,1262000000.0,--,--,13877000000.0,93171000000.0,--,--,--,--,1389673000000.0,--,--,--,--,--,14614000000.0,--,2207000000.0,--,19556000000.0,--,56963000000.0,--,--,2481669000000.0,--,269979000000.0,54564000000.0,48862000000.0,15702000000.0,13891000000.0,2545000000.0,1514411000000.0,3513000000.0,5301000000.0,--,--,--,--,--,375633000000.0,--,4965000000.0,13057000000.0,--,--,2325368000000.0,--,21269000000.0,24995000000.0,--,24995000000.0,32199000000.0,--,368000000.0,9743000000.0,41107000000.0,23802000000.0,--,--,--,153483000000.0,2818000000.0,156301000000.0,--,--,2481669000000.0,20220426
20211231,--,141510000000.0,39391000000.0,5899000000.0,12762000000.0,651822000000.0,179197000000.0,374558000000.0,96805000000.0,1262000000.0,--,--,14264000000.0,22352000000.0,--,--,--,--,1311889000000.0,--,--,--,--,--,14665000000.0,--,2213000000.0,--,18077000000.0,--,48936000000.0,--,--,2286723000000.0,--,236976000000.0,50990000000.0,41021000000.0,12512000000.0,13162000000.0,--,1415705000000.0,5278000000.0,5531000000.0,--,--,--,--,--,318908000000.0,--,4952000000.0,11879000000.0,--,--,2119840000000.0,--,21269000000.0,39953000000.0,14958000000.0,24995000000.0,32018000000.0,--,557000000.0,9743000000.0,36827000000.0,23802000000.0,--,--,--,164169000000.0,2714000000.0,166883000000.0,--,--,2286723000000.0,20220330
20210930,--,125623000000.0,39395000000.0,6457000000.0,9428000000.0,610829000000.0,167066000000.0,358532000000.0,83997000000.0,1234000000.0,--,--,11031000000.0,17105000000.0,--,--,--,--,1274881000000.0,--,--,--,--,--,13627000000.0,--,2032000000.0,--,17165000000.0,--,45638000000.0,--,--,2176207000000.0,--,215782000000.0,79585000000.0,45489000000.0,12370000000.0,9911000000.0,22751000000.0,1360275000000.0,4768000000.0,4402000000.0,--,--,--,--,--,260894000000.0,--,5648000000.0,12006000000.0,--,--,2036870000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,602000000.0,8499000000.0,36123000000.0,23680000000.0,--,--,--,137149000000.0,2188000000.0,139337000000.0,--,--,2176207000000.0,20211029
20210630,--,134054000000.0,35217000000.0,5550000000.0,44271000000.0,576178000000.0,151857000000.0,353732000000.0,69355000000.0,1234000000.0,--,--,12833000000.0,31549000000.0,--,--,--,--,1238083000000.0,--,--,--,--,--,13321000000.0,--,2040000000.0,--,16480000000.0,--,41783000000.0,--,--,2154397000000.0,--,164800000000.0,59657000000.0,41791000000.0,14028000000.0,12508000000.0,34858000000.0,1367287000000.0,4233000000.0,5996000000.0,--,--,--,--,--,291909000000.0,--,5496000000.0,13720000000.0,--,--,2019280000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,204000000.0,8499000000.0,32396000000.0,23680000000.0,--,--,--,133024000000.0,2093000000.0,135117000000.0,--,--,2154397000000.0,20210831
20210331,--,128975000000.0,32520000000.0,7578000000.0,23646000000.0,535102000000.0,133123000000.0,338202000000.0,62783000000.0,994000000.0,--,--,17065000000.0,28766000000.0,--,--,--,--,1211909000000.0,--,--,--,--,--,13397000000.0,--,2050000000.0,--,14979000000.0,--,41053000000.0,--,--,2060155000000.0,--,175431000000.0,54514000000.0,40878000000.0,18352000000.0,16560000000.0,33351000000.0,1272792000000.0,3692000000.0,6325000000.0,--,--,--,--,--,283833000000.0,--,5439000000.0,9628000000.0,--,--,1923842000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,232000000.0,8499000000.0,36107000000.0,21118000000.0,--,--,--,134201000000.0,2112000000.0,136313000000.0,--,--,2060155000000.0,20210430
20201231,--,137441000000.0,38827000000.0,19478000000.0,5637000000.0,528385000000.0,129269000000.0,336109000000.0,62013000000.0,994000000.0,--,--,23434000000.0,57067000000.0,--,--,--,--,1165875000000.0,--,--,--,--,--,13474000000.0,--,2070000000.0,--,14620000000.0,--,38867000000.0,--,--,2048225000000.0,--,148273000000.0,84768000000.0,48543000000.0,9231000000.0,23478000000.0,900000000.0,1335636000000.0,4873000000.0,4663000000.0,--,--,--,--,--,236682000000.0,--,5686000000.0,9968000000.0,--,--,1915682000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,261000000.0,8499000000.0,32389000000.0,21118000000.0,--,--,--,130512000000.0,2031000000.0,132543000000.0,--,--,2048225000000.0,20210331
20200930,--,140368000000.0,68743000000.0,11573000000.0,3149000000.0,588539000000.0,125055000000.0,371194000000.0,91350000000.0,940000000.0,--,--,17828000000.0,25045000000.0,--,--,--,--,1129624000000.0,--,--,--,--,--,13413000000.0,--,2055000000.0,--,13663000000.0,--,36070000000.0,--,--,2053099000000.0,--,145866000000.0,79215000000.0,51274000000.0,20032000000.0,18804000000.0,14292000000.0,1363800000000.0,4930000000.0,2943000000.0,--,--,--,--,--,204507000000.0,--,5639000000.0,8400000000.0,--,--,1922704000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,322000000.0,7294000000.0,31534000000.0,21013000000.0,--,--,--,128408000000.0,1987000000.0,130395000000.0,--,--,2053099000000.0,20201030
20200630,--,154124000000.0,27008000000.0,7866000000.0,3669000000.0,601770000000.0,133412000000.0,374858000000.0,92560000000.0,940000000.0,--,--,15135000000.0,18433000000.0,--,--,--,--,1097410000000.0,--,--,--,--,--,13226000000.0,--,2066000000.0,--,13159000000.0,--,33642000000.0,--,--,1990606000000.0,--,88723000000.0,76568000000.0,38755000000.0,21851000000.0,15979000000.0,34604000000.0,1354290000000.0,4313000000.0,3697000000.0,--,--,--,--,--,198502000000.0,--,5692000000.0,15693000000.0,--,--,1861685000000.0,--,21269000000.0,14958000000.0,14958000000.0,--,32018000000.0,--,2286000000.0,7294000000.0,28165000000.0,21013000000.0,--,--,--,127003000000.0,1918000000.0,128921000000.0,--,--,1990606000000.0,20200829
