报告期,资产*,货币资金,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售的资产,应收保费,应收利息,应收代位追偿款,应收分保账款,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收款项,合同资产,保户质押贷款,可供出售金融资产,持有至到期投资,长期股权投资,存出资本保证金,应收款项类投资,固定资产,在建工程,无形资产,商誉,独立账户资产,递延所得税资产,投资性房地产,定期存款,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,预收保费,应付手续费及佣金,应付分保账款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售的负债,应付赔付款,应付保单红利,存入保证金,保户储金及投资款,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,长期借款,应付债券,独立账户负债,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永绩债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20220930,--,12911000000.0,--,70141000000.0,70141000000.0,--,--,--,--,--,3000000.0,11182000000.0,--,5862000000.0,16292000000.0,--,507000000.0,70000000.0,39000000.0,922000000.0,2410000000.0,--,--,43004000000.0,388311000000.0,346853000000.0,5869000000.0,1715000000.0,--,16125000000.0,2004000000.0,3795000000.0,--,202000000.0,4140000000.0,9200000000.0,198647000000.0,1304000000.0,52653000000.0,--,1195213000000.0,--,--,--,9018000000.0,--,31344000000.0,250000000.0,1965000000.0,655000000.0,4018000000.0,153000000.0,--,--,--,--,5813000000.0,16000000.0,--,66955000000.0,1719000000.0,2518000000.0,767110000000.0,180367000000.0,--,10000000000.0,199000000.0,58000000.0,--,981000000.0,11098000000.0,--,1095140000000.0,--,3120000000.0,--,--,--,24004000000.0,--,-1775000000.0,14255000000.0,51589000000.0,8861000000.0,--,--,--,--,100054000000.0,19000000.0,100073000000.0,--,--,1195213000000.0,20221029
20220630,--,17794000000.0,--,76266000000.0,76266000000.0,--,--,--,--,--,4000000.0,2677000000.0,--,5747000000.0,13002000000.0,--,345000000.0,87000000.0,46000000.0,1238000000.0,2244000000.0,--,--,42229000000.0,409650000000.0,327031000000.0,5489000000.0,1715000000.0,--,15363000000.0,2609000000.0,3864000000.0,--,222000000.0,1544000000.0,9301000000.0,186747000000.0,2352000000.0,59892000000.0,--,1188526000000.0,--,--,--,7786000000.0,--,35252000000.0,288000000.0,2041000000.0,628000000.0,3810000000.0,141000000.0,--,--,--,--,5799000000.0,15000000.0,--,65060000000.0,1990000000.0,2342000000.0,756967000000.0,171268000000.0,--,10000000000.0,211000000.0,167000000.0,--,1190000000.0,18135000000.0,--,1084007000000.0,--,3120000000.0,--,--,--,24006000000.0,--,2672000000.0,14255000000.0,51586000000.0,8861000000.0,--,--,--,--,104500000000.0,19000000.0,104519000000.0,--,--,1188526000000.0,20220831
20220331,--,17488000000.0,--,70959000000.0,70959000000.0,--,--,--,--,--,3000000.0,11140000000.0,--,4990000000.0,14147000000.0,--,261000000.0,102000000.0,60000000.0,1459000000.0,2024000000.0,--,--,41540000000.0,396786000000.0,309945000000.0,5276000000.0,1715000000.0,--,15259000000.0,2887000000.0,3725000000.0,--,220000000.0,2494000000.0,9364000000.0,169647000000.0,1954000000.0,59808000000.0,--,1144393000000.0,--,--,--,12152000000.0,--,28230000000.0,226000000.0,2221000000.0,730000000.0,3599000000.0,123000000.0,--,--,--,--,6171000000.0,734000000.0,--,61592000000.0,1857000000.0,2137000000.0,738087000000.0,161487000000.0,--,10000000000.0,210000000.0,17000000.0,--,1400000000.0,10489000000.0,--,1042451000000.0,--,3120000000.0,--,--,--,23900000000.0,--,-447000000.0,12815000000.0,53675000000.0,8861000000.0,--,--,--,--,101924000000.0,18000000.0,101942000000.0,--,--,1144393000000.0,20220429
20211231,--,15476000000.0,--,70000000000.0,70000000000.0,--,--,--,--,--,4000000.0,4112000000.0,--,2867000000.0,12021000000.0,--,243000000.0,69000000.0,74000000.0,1595000000.0,2000000000.0,--,--,40806000000.0,403427000000.0,301102000000.0,5452000000.0,1715000000.0,--,15322000000.0,2649000000.0,3792000000.0,--,236000000.0,196000000.0,9427000000.0,168540000000.0,1637000000.0,63759000000.0,--,1127721000000.0,--,--,--,2612000000.0,--,55415000000.0,5095000000.0,2081000000.0,504000000.0,4386000000.0,171000000.0,--,--,--,--,5971000000.0,9000000.0,--,57691000000.0,1585000000.0,2184000000.0,707345000000.0,152581000000.0,--,10000000000.0,224000000.0,1118000000.0,--,1109000000.0,8086000000.0,--,1019207000000.0,--,3120000000.0,--,--,--,23905000000.0,--,7465000000.0,12815000000.0,52331000000.0,8861000000.0,--,--,--,--,108497000000.0,17000000.0,108514000000.0,--,--,1127721000000.0,20220330
20210930,--,13475000000.0,--,65802000000.0,65802000000.0,--,--,--,--,--,4000000.0,4633000000.0,--,6079000000.0,13914000000.0,--,158000000.0,105000000.0,114000000.0,1593000000.0,1770000000.0,--,--,39801000000.0,384416000000.0,291440000000.0,5175000000.0,1715000000.0,--,12620000000.0,4329000000.0,3611000000.0,--,224000000.0,193000000.0,8424000000.0,149740000000.0,1179000000.0,50008000000.0,--,1061702000000.0,--,--,--,2074000000.0,--,19121000000.0,231000000.0,2506000000.0,195000000.0,3777000000.0,362000000.0,--,--,--,--,6153000000.0,7000000.0,--,57013000000.0,2066000000.0,2064000000.0,696927000000.0,146067000000.0,--,10000000000.0,218000000.0,801000000.0,--,638000000.0,5690000000.0,--,956928000000.0,--,3120000000.0,--,--,--,23907000000.0,--,6717000000.0,11375000000.0,52225000000.0,7414000000.0,--,--,--,--,104758000000.0,16000000.0,104774000000.0,--,--,1061702000000.0,20211029
20210630,--,16900000000.0,--,34706000000.0,34706000000.0,--,--,--,--,--,5000000.0,5658000000.0,--,5369000000.0,11135000000.0,--,123000000.0,167000000.0,109000000.0,1572000000.0,1673000000.0,--,--,39226000000.0,407410000000.0,282741000000.0,5153000000.0,1715000000.0,--,12413000000.0,4180000000.0,3647000000.0,--,227000000.0,179000000.0,8524000000.0,130540000000.0,1161000000.0,46395000000.0,--,1022175000000.0,--,--,--,2753000000.0,--,2149000000.0,270000000.0,2606000000.0,131000000.0,3494000000.0,348000000.0,--,--,--,--,6607000000.0,650000000.0,--,54968000000.0,2453000000.0,1903000000.0,681507000000.0,132866000000.0,--,10000000000.0,218000000.0,1987000000.0,--,541000000.0,9193000000.0,--,915703000000.0,--,3120000000.0,--,--,--,23905000000.0,--,9826000000.0,11375000000.0,50817000000.0,7414000000.0,--,--,--,--,106457000000.0,15000000.0,106472000000.0,--,--,1022175000000.0,20210827
20210331,--,18000000000.0,--,32087000000.0,32087000000.0,--,--,--,--,--,--,7257000000.0,--,5131000000.0,12024000000.0,--,47000000.0,229000000.0,101000000.0,1560000000.0,1631000000.0,--,--,38565000000.0,408454000000.0,272119000000.0,4842000000.0,1715000000.0,--,12077000000.0,4168000000.0,3700000000.0,--,202000000.0,179000000.0,8581000000.0,116740000000.0,790000000.0,47452000000.0,--,998897000000.0,--,--,--,10588000000.0,--,4833000000.0,296000000.0,2646000000.0,333000000.0,3588000000.0,734000000.0,--,--,--,--,6793000000.0,484000000.0,--,53951000000.0,2962000000.0,1772000000.0,664557000000.0,123875000000.0,--,10000000000.0,193000000.0,1119000000.0,--,779000000.0,4549000000.0,--,895120000000.0,--,3120000000.0,--,--,--,23910000000.0,--,7032000000.0,10039000000.0,52248000000.0,7414000000.0,--,--,--,--,103763000000.0,14000000.0,103777000000.0,--,--,998897000000.0,20210430
20201231,--,13002000000.0,--,32095000000.0,32095000000.0,--,--,--,--,--,--,1832000000.0,--,2312000000.0,10303000000.0,--,246000000.0,217000000.0,83000000.0,1519000000.0,1601000000.0,--,--,37732000000.0,426703000000.0,273076000000.0,4967000000.0,1715000000.0,--,11633000000.0,4059000000.0,3753000000.0,--,214000000.0,153000000.0,8857000000.0,122640000000.0,940000000.0,43481000000.0,--,1004376000000.0,--,--,--,14837000000.0,--,41888000000.0,6458000000.0,2358000000.0,297000000.0,4404000000.0,170000000.0,--,--,--,--,6445000000.0,3000000.0,--,51476000000.0,2349000000.0,1802000000.0,634501000000.0,115757000000.0,--,10000000000.0,196000000.0,2673000000.0,--,667000000.0,5351000000.0,--,902696000000.0,--,3120000000.0,--,--,--,23901000000.0,--,11250000000.0,10039000000.0,45943000000.0,7414000000.0,--,--,--,--,101667000000.0,13000000.0,101680000000.0,--,--,1004376000000.0,20210325
20200930,--,9967000000.0,--,31754000000.0,31754000000.0,--,--,--,--,--,--,4166000000.0,--,5620000000.0,12221000000.0,--,75000000.0,264000000.0,179000000.0,1506000000.0,1480000000.0,--,--,36997000000.0,392446000000.0,272932000000.0,5246000000.0,1715000000.0,--,10721000000.0,4399000000.0,3587000000.0,--,181000000.0,201000000.0,8864000000.0,91440000000.0,705000000.0,41334000000.0,--,939265000000.0,--,--,--,406000000.0,--,24676000000.0,209000000.0,3136000000.0,397000000.0,3450000000.0,447000000.0,--,--,--,--,6516000000.0,--,--,50676000000.0,2765000000.0,2362000000.0,623774000000.0,111391000000.0,--,10000000000.0,170000000.0,522000000.0,29000000.0,285000000.0,3131000000.0,--,845423000000.0,--,3120000000.0,--,--,--,23868000000.0,--,6635000000.0,8703000000.0,45437000000.0,6067000000.0,--,--,--,--,93830000000.0,12000000.0,93842000000.0,--,--,939265000000.0,20201028
20200630,--,11779000000.0,--,31075000000.0,31075000000.0,--,--,--,--,--,--,1328000000.0,--,4794000000.0,9577000000.0,--,63000000.0,253000000.0,135000000.0,1483000000.0,1334000000.0,--,--,36080000000.0,399463000000.0,268980000000.0,4976000000.0,1715000000.0,--,10679000000.0,4136000000.0,3624000000.0,--,164000000.0,192000000.0,8933000000.0,95540000000.0,1361000000.0,40439000000.0,--,939351000000.0,--,--,--,441000000.0,--,44794000000.0,248000000.0,3482000000.0,268000000.0,3227000000.0,173000000.0,--,--,--,--,6573000000.0,16000000.0,--,49374000000.0,2789000000.0,2176000000.0,611618000000.0,100948000000.0,--,10000000000.0,154000000.0,481000000.0,29000000.0,201000000.0,10123000000.0,--,848175000000.0,--,3120000000.0,--,--,--,23863000000.0,--,6862000000.0,8703000000.0,42550000000.0,6067000000.0,--,--,--,--,91165000000.0,11000000.0,91176000000.0,--,--,939351000000.0,20200826
