报告期,流动资产*,货币资金,交易性金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收账款融资,预付款项,其他应收款（合计）,应收股利,应收利息,其他应收款,买入返售金融资产,存货,其中：消耗性生物资产,合同资产,划分为持有待售的资产,一年内到期的非流动资产,待摊费用,其他流动资产,其他金融类流动资产,结算备付金,拆出资金,应收保费,应收分保账款,应收分保合同准备金,流动资产差额（特殊报表科目）,流动资产差额（合计平衡项目）,流动资产总计*,非流动资产*,发放贷款及垫款,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,债权投资,其他债权投资,可供出售金融资产,其他权益工具投资,持有至到期投资,其他非流动金融资产,长期应收款,长期股权投资,投资性房地产,固定资产（合计）,固定资产,固定资产清理,在建工程（合计）,在建工程,工程物资,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动性资产,非流动性资产差额（特殊报表科目）,非流动性资产差额（合计平衡项目）,非流动资产合计*,资产差额（特殊报表科目）,资产差额（合计平衡项目）,资产总计*,流动负债*,短期借款,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付款项,预收款项,合同负债,应付手续费及佣金,应付职工薪酬,应交税费,其他应付款（合计）,应付利息,应付股利,其他应付款,划分为持有待售的负债,一年内到期的非流动负债,预提费用,递延收益-流动负债,应付短期债券,其他流动负债,其他金融类流动负债,向中央银行借款,吸收存款及同业存放,拆入资金,卖出回购金融资产款,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,流动负债差额（特殊报表科目）,流动负债差额（合计平衡项目）,流动负债合计*,非流动负债*,长期借款,应付债券,长期应付款（合计）,长期应付款,专项应付款,长期应付职工薪酬,预计负债,递延所得税负债,递延收益-非流动负债,其他非流动负债,非流动负债差额（特殊报表科目）,非流动负债差额（合计平衡项目）,非流动负债合计*,负债差额（特殊报表科目）,负债差额（合计平衡项目）,负债合计*,所得者权益(或股东权益)*,实收资本（或股本）,其他权益工具,其中：优先股,永续债,资本公积金,减：库存股,其他综合收益,专项储备,盈余公积金,一般风险准备,未分配利润,外币报表折算差额,未确认的投资损失,股东权益差额（特殊报表科目）,股权权益差额（合计平衡项目）,归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额（特殊报表项目）,负债及股东权益差额（合计平衡项目）,负债及股东权益总计,公告日期#
20220930,--,124062902.45,--,--,263155020.72,479087.16,262675933.56,5172500.0,8662566.01,2128585.1,--,--,--,--,137183234.06,--,--,--,--,--,21247741.26,0.0,--,--,--,--,--,--,--,561612549.6,--,--,--,--,--,--,--,--,--,--,--,--,--,168782519.61,168782519.61,--,3332625.2,3332625.2,--,--,--,39021367.49,--,56021962.54,8374840.39,10100658.15,25187696.93,--,--,316977122.07,--,--,878589671.67,--,109495975.18,--,--,184476692.3,49060000.0,--,--,10683438.36,--,9443866.66,6910961.04,5892961.12,--,--,--,--,2019924.92,--,--,--,1174597.67,0.0,--,--,--,--,--,--,--,--,--,--,330098417.25,--,--,--,--,--,--,--,--,3138761.84,1993301.33,--,--,--,9285163.08,--,--,339383580.33,--,100000000.0,--,--,--,222342803.61,--,-20858.16,--,23758774.76,--,175758801.13,--,--,--,--,521839521.34,17366570.0,539206091.34,--,--,878589671.67,20221029
20220630,--,75504764.04,--,--,245505108.53,200178.15,245304930.38,9176500.0,5879038.82,4459786.94,--,--,4459786.94,--,141018728.37,--,--,--,--,--,31193030.11,0.0,--,--,--,--,--,--,--,512736956.81,--,--,--,--,--,--,--,--,--,--,--,--,--,167718166.86,167718166.86,--,3737218.1,3737218.1,--,--,--,39582822.65,--,56021962.54,7542077.87,10335796.0,25627999.73,--,--,316468551.72,--,--,829205508.53,--,73078208.35,--,--,198701286.65,43580000.0,--,--,15543332.78,--,7392194.8,3595682.39,6013309.31,--,--,6013309.31,--,2219901.7,--,--,--,1482487.05,0.0,--,--,--,--,--,--,--,--,--,--,308026403.03,--,--,--,--,--,--,--,--,3194613.55,2009121.17,--,--,--,9480836.62,--,--,317507239.65,--,100000000.0,--,--,--,222342803.61,--,-20397.89,--,23758774.76,--,151439282.68,--,--,--,--,497520463.16,14177805.72,511698268.88,--,--,829205508.53,20220830
20220331,--,73670578.06,--,--,202353744.21,--,202353744.21,8932968.47,9054086.11,3694506.53,--,--,--,--,133338444.26,--,--,--,--,--,33525402.5,0.0,--,--,--,--,--,--,--,464569730.14,--,--,--,--,--,--,--,--,--,--,--,--,--,165900534.11,165900534.11,--,3737218.12,3737218.12,--,--,--,40065481.17,--,56021962.54,5370301.17,10981167.21,25826473.73,--,--,307903138.05,--,--,772472868.19,--,73070237.51,--,--,138439660.43,23539692.86,--,--,12251209.36,--,6695959.83,3906916.77,2238656.6,--,--,--,--,--,--,--,--,1346010.79,0.0,--,--,--,--,--,--,--,--,--,--,237948651.29,--,--,--,--,--,--,--,--,3246851.37,2024941.01,--,--,--,5271792.38,--,--,243220443.67,--,100000000.0,--,--,--,222342803.61,--,-18568.79,--,23758774.76,--,169276044.89,--,--,--,--,515359054.47,13893370.05,529252424.52,--,--,772472868.19,20220429
20211231,--,94963738.23,--,--,195005809.46,--,195005809.46,5739692.86,6366696.58,3902013.69,--,--,3902013.69,--,119852253.72,--,--,--,--,--,34437538.33,0.0,--,--,--,--,--,--,--,460267742.87,--,--,--,--,--,--,--,--,--,--,--,--,--,168968076.31,168968076.31,--,3737218.12,3737218.12,--,--,--,40612318.02,--,56021962.54,5581026.21,10180578.61,23296585.73,--,--,308397765.54,--,--,768665508.41,--,63074570.86,--,--,145095367.46,30039692.86,--,--,12407236.68,--,7582253.08,6245293.75,248197.1,--,--,248197.1,--,--,--,--,--,1336089.11,0.0,--,--,--,--,--,--,--,--,--,--,235989008.04,--,--,--,--,--,--,--,--,3296534.18,2040760.85,--,--,--,5337295.03,--,--,241326303.07,--,100000000.0,--,--,--,222323824.54,--,-15332.5,--,23758774.76,--,166517721.26,--,--,--,--,512584988.06,14754217.28,527339205.34,--,--,768665508.41,20220331
20210930,--,112681846.23,--,--,206091390.87,150000.0,205941390.87,--,9184560.92,6036477.16,--,--,--,--,115047450.49,--,1940044.93,--,--,--,18311552.95,0.0,--,--,--,--,--,--,--,469293323.55,--,--,--,--,--,--,--,--,--,--,12903981.31,--,--,170162361.32,170162361.32,--,1723010.0,1723010.0,--,--,--,41177519.05,--,56021962.54,5672933.53,2874409.86,22297019.64,--,--,312833197.25,--,--,782126520.8,--,58052333.37,--,--,159251031.34,38000000.0,--,--,12328167.85,--,7699700.07,9908949.26,306875.2,--,--,--,--,--,--,--,--,1167186.35,0.0,--,--,--,--,--,--,--,--,--,--,248714243.44,--,--,--,--,--,--,--,--,3345471.51,2056580.69,--,--,--,5402052.2,--,--,254116295.64,--,100000000.0,--,--,--,222323824.54,--,-7707.5,--,23758774.76,--,167947964.25,--,--,--,--,514022856.05,13987369.11,528010225.16,--,--,782126520.8,20211029
20210630,--,131145804.11,--,--,188791661.88,408005.12,188383656.76,--,6195831.33,6328220.3,--,--,6328220.3,--,92865484.6,--,1917886.84,--,--,--,3750775.81,0.0,--,--,--,--,--,--,--,430995664.87,--,--,--,--,--,--,--,--,--,--,22763981.31,--,--,171389194.76,171389194.76,0.0,2123186.99,2123186.99,0.0,--,--,41765967.55,--,56021962.54,5098790.03,2911460.87,18071320.98,--,--,320145865.03,--,--,751141529.9,--,48052055.58,--,--,153815423.84,24500000.0,--,--,9423101.98,--,8058829.56,5112466.57,376001.65,--,--,376001.65,--,--,--,--,--,552566.27,0.0,--,--,--,--,--,--,--,--,--,--,225390445.45,--,--,--,--,--,--,--,--,3404344.86,2072400.53,--,--,--,5476745.39,--,--,230867190.84,--,100000000.0,--,--,--,222323824.54,--,-3670.0,--,23758774.76,--,159588644.31,--,--,--,--,505667573.61,14606765.45,520274339.06,--,--,751141529.9,20210828
20210331,--,130113127.32,--,--,170287004.17,390000.0,169897004.17,--,8675020.74,6282375.8,--,--,--,--,100523884.17,--,848854.15,--,--,--,3913955.33,0.0,--,--,--,--,--,--,--,420644221.68,--,--,--,--,--,--,--,--,--,--,22763981.31,--,--,173653351.06,173653351.06,--,1213806.46,1213806.46,--,--,--,42316290.67,--,56021962.54,3865449.06,2615863.21,16532862.4,--,--,318983566.71,--,--,739627788.39,--,53061768.06,--,--,130306863.85,12500000.0,--,--,21809445.76,--,7028920.49,5390481.75,353425.07,--,--,--,--,--,--,--,--,481792.77,0.0,--,--,--,--,--,--,--,--,--,--,218432697.75,--,--,--,--,--,--,--,--,3456484.43,2088220.37,--,--,--,5544704.8,--,--,223977402.55,--,100000000.0,--,--,--,222323824.54,--,-3255.0,--,23758774.76,--,154617913.97,--,--,--,--,500697258.27,14953127.57,515650385.84,--,--,739627788.39,20210430
20201231,--,122487491.86,--,--,158558750.88,--,158558750.88,--,7641666.84,1160199.15,--,--,1160199.15,--,83734264.34,--,753375.26,--,--,--,3498257.74,0.0,--,--,--,--,--,--,--,377834006.07,--,--,--,--,--,--,--,--,--,--,22763981.31,--,--,174811745.02,174811745.02,--,2748055.46,2748055.46,--,--,--,42923255.95,--,56021962.54,3708010.66,2156287.49,15133641.9,--,--,320266940.33,--,--,698100946.4,--,43053705.57,--,--,115219271.72,7000000.0,--,--,8870139.99,--,7518858.06,6783935.04,1003876.9,--,--,1003876.9,--,--,--,--,--,908141.83,0.0,--,--,--,--,--,--,--,--,--,--,183357929.11,--,--,--,--,--,--,--,--,3516293.34,2104040.21,--,--,--,5620333.55,--,--,188978262.66,--,100000000.0,--,--,--,222323824.54,--,--,--,23758774.76,--,151852742.35,--,--,--,--,497935341.65,11187342.09,509122683.74,--,--,698100946.4,20210331
20200930,--,61690197.73,54061875.0,--,173822462.49,514000.0,173308462.49,--,22307412.53,949517.05,--,--,--,--,57723637.51,--,--,--,--,--,1350316.67,0.0,--,--,--,--,--,--,--,371905418.98,--,--,--,--,--,--,--,--,--,--,21731724.4,--,--,171659387.12,171659387.12,--,1508559.84,1508559.84,--,--,--,43512111.41,--,56021962.54,3979042.75,1550888.08,8458354.5,--,--,308422030.64,--,--,680327449.62,--,38000000.0,--,--,98202742.69,9400000.0,--,8496057.04,--,--,5004800.03,5468274.51,405862.6,44555.55,--,--,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,155577736.87,--,--,--,--,--,--,--,--,3565165.14,2119860.05,--,--,--,5685025.19,--,--,161262762.06,--,100000000.0,--,--,--,222323824.54,--,--,--,23261494.68,--,162765398.63,--,--,--,--,508350717.85,10713969.71,519064687.56,--,--,680327449.62,20201030
20200630,--,100817896.14,30065000.0,--,177385844.37,323658.7,177062185.67,--,21420711.36,1132280.21,--,--,1132280.21,--,55516586.62,--,--,--,--,--,1471008.75,0.0,--,--,--,--,--,--,--,387809327.45,--,--,--,--,--,--,--,--,--,--,21731724.4,--,--,173039229.64,173039229.64,0.0,2120832.73,2120832.73,0.0,--,--,44111805.71,--,56021962.54,3732492.25,1606269.87,8138528.5,--,--,310502845.64,--,--,698312173.09,--,59500000.0,--,279360.0,100503794.8,12400000.0,--,6745548.03,--,--,4782402.39,5424377.58,641954.31,71895.8,0.0,570058.51,--,--,--,--,--,--,0.0,--,--,--,--,--,--,--,--,--,--,177877437.11,--,--,--,--,--,--,--,--,3615577.46,2159183.74,--,--,--,5774761.2,--,--,183652198.31,--,100000000.0,--,--,--,222323824.54,--,--,--,23261494.68,--,158589415.74,--,--,--,--,504174734.96,10485239.82,514659974.78,--,--,698312173.09,20200828
