报告期,经营活动产生的现金流量*,收到原保险合同保费取得的现金,收到再保业务现金净额,收到其他与经营活动有关的现金,保户储金净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付原保险合同赔付款项的现金,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付手续费的现金,支付的各项税费,支付其他与经营活动有关的现金,支付保单红利的现金,投资活动现金流出差额(合计平衡项目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差值(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,质押贷款净增加额,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差值(特殊报表科目),间接法-经营活动现金流量净额差值(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,494458000000.0,--,12902000000.0,38442000000.0,--,1865000000.0,--,547667000000.0,133065000000.0,20183000000.0,--,46369000000.0,5481000000.0,19498000000.0,17803000000.0,--,--,258912000000.0,16513000000.0,288755000000.0,-54580000000.0,930542000000.0,134495000000.0,148000000.0,--,255000000.0,--,1065440000000.0,1080431000000.0,12922000000.0,1683000000.0,--,24984000000.0,--,1120020000000.0,--,-54580000000.0,--,3241000000.0,--,--,--,--,--,3241000000.0,92000000.0,24409000000.0,1228000000.0,151849000000.0,--,177578000000.0,--,-174337000000.0,228000000.0,60066000000.0,60440000000.0,120506000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221028
20220630,--,365178000000.0,--,11285000000.0,27420000000.0,--,1938000000.0,--,405821000000.0,88368000000.0,13860000000.0,--,34988000000.0,3680000000.0,10030000000.0,11679000000.0,--,--,163137000000.0,532000000.0,242684000000.0,-136691000000.0,556574000000.0,87952000000.0,99000000.0,--,--,--,644625000000.0,727221000000.0,9251000000.0,1334000000.0,--,43510000000.0,--,781316000000.0,--,-136691000000.0,--,--,--,--,--,--,--,--,69000000.0,5247000000.0,3009000000.0,64186000000.0,--,72511000000.0,--,-72511000000.0,205000000.0,33687000000.0,60440000000.0,94127000000.0,--,26174000000.0,5678000000.0,1679000000.0,179000000.0,184000000.0,--,--,-34000000.0,--,3511000000.0,--,-106544000000.0,--,--,--,-23102000000.0,-8229000000.0,--,343188000000.0,--,242684000000.0,--,--,--,94127000000.0,60440000000.0,--,--,--,--,33687000000.0,20220826
20220331,--,235040000000.0,--,3254000000.0,12960000000.0,--,11887000000.0,--,263141000000.0,49126000000.0,6497000000.0,--,21684000000.0,2143000000.0,5110000000.0,3608000000.0,--,--,88804000000.0,636000000.0,174337000000.0,14315000000.0,347132000000.0,45531000000.0,27000000.0,--,--,--,392690000000.0,342774000000.0,5666000000.0,531000000.0,--,29404000000.0,--,378375000000.0,--,14315000000.0,--,--,--,--,--,--,--,--,69000000.0,3097000000.0,3864000000.0,159695000000.0,--,166725000000.0,--,-166725000000.0,-28000000.0,21899000000.0,60440000000.0,82339000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220428
20211231,--,616602000000.0,--,14343000000.0,12918000000.0,--,--,--,643863000000.0,176273000000.0,24083000000.0,--,67393000000.0,12070000000.0,26183000000.0,24018000000.0,--,--,357415000000.0,27395000000.0,286448000000.0,-393731000000.0,693832000000.0,174488000000.0,341000000.0,--,559000000.0,--,869220000000.0,1183270000000.0,35479000000.0,5475000000.0,--,38727000000.0,--,1262951000000.0,--,-393731000000.0,--,22850000000.0,--,--,--,117211000000.0,--,140061000000.0,--,26655000000.0,2267000000.0,--,--,28922000000.0,--,111139000000.0,-71000000.0,3785000000.0,56655000000.0,60440000000.0,--,52412000000.0,22809000000.0,3148000000.0,339000000.0,389000000.0,--,--,-53000000.0,--,5091000000.0,--,-226788000000.0,--,--,--,3604000000.0,23504000000.0,--,401993000000.0,--,286448000000.0,--,--,--,60440000000.0,56655000000.0,--,--,--,--,3785000000.0,20220325
20210930,--,484552000000.0,--,9667000000.0,11941000000.0,--,297000000.0,--,506457000000.0,136268000000.0,18333000000.0,--,56136000000.0,13665000000.0,15951000000.0,19305000000.0,--,--,260084000000.0,426000000.0,246373000000.0,-301394000000.0,490024000000.0,121431000000.0,247000000.0,--,481000000.0,--,612183000000.0,862858000000.0,26828000000.0,3107000000.0,--,20784000000.0,--,913577000000.0,--,-301394000000.0,--,17310000000.0,--,--,--,65842000000.0,--,83152000000.0,--,25402000000.0,1855000000.0,--,--,27257000000.0,--,55895000000.0,-30000000.0,844000000.0,56655000000.0,57499000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,363662000000.0,--,5861000000.0,9376000000.0,--,4522000000.0,--,383421000000.0,93251000000.0,12730000000.0,--,42818000000.0,10659000000.0,10644000000.0,12590000000.0,--,--,185101000000.0,2409000000.0,198320000000.0,-226724000000.0,305572000000.0,76754000000.0,244000000.0,--,15000000.0,--,382585000000.0,571792000000.0,20880000000.0,2222000000.0,--,14415000000.0,--,609309000000.0,--,-226724000000.0,--,11819000000.0,--,--,--,47676000000.0,--,59495000000.0,--,4471000000.0,1440000000.0,--,--,5911000000.0,--,53584000000.0,-38000000.0,25142000000.0,56655000000.0,81797000000.0,--,41723000000.0,7616000000.0,1584000000.0,170000000.0,198000000.0,--,--,-18000000.0,--,2009000000.0,--,-117598000000.0,--,--,--,-29323000000.0,-33147000000.0,--,325106000000.0,--,198320000000.0,--,--,--,81797000000.0,56655000000.0,--,--,--,--,25142000000.0,20210826
20210331,--,240417000000.0,--,2828000000.0,8182000000.0,--,13989000000.0,--,265416000000.0,53385000000.0,6255000000.0,--,28155000000.0,4256000000.0,8105000000.0,3838000000.0,--,--,104187000000.0,193000000.0,161229000000.0,-119920000000.0,170016000000.0,42280000000.0,19000000.0,--,608000000.0,--,212923000000.0,320236000000.0,11542000000.0,1065000000.0,--,--,--,332843000000.0,--,-119920000000.0,--,3741000000.0,--,--,--,--,--,3741000000.0,--,2090000000.0,754000000.0,13775000000.0,--,16619000000.0,--,-12878000000.0,-30000000.0,28401000000.0,56655000000.0,85056000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210429
20201231,--,602472000000.0,--,12538000000.0,20870000000.0,--,3349000000.0,--,639229000000.0,162603000000.0,23489000000.0,--,84709000000.0,8320000000.0,32556000000.0,22304000000.0,--,--,335210000000.0,1229000000.0,304019000000.0,-292799000000.0,669061000000.0,156438000000.0,57000000.0,--,2175000000.0,--,827731000000.0,1083353000000.0,25858000000.0,7469000000.0,--,3850000000.0,--,1120530000000.0,--,-292799000000.0,--,22846000000.0,6822000000.0,--,1069000000.0,4912000000.0,--,35649000000.0,6505000000.0,24774000000.0,3070000000.0,9060000000.0,--,43409000000.0,--,-7760000000.0,-144000000.0,3316000000.0,53339000000.0,56655000000.0,--,51373000000.0,12416000000.0,2907000000.0,324000000.0,413000000.0,--,--,-24000000.0,--,-3441000000.0,--,-186718000000.0,--,--,--,-1551000000.0,24150000000.0,--,404170000000.0,--,304019000000.0,--,--,--,56655000000.0,53339000000.0,--,--,--,--,3316000000.0,20210326
20200930,--,476464000000.0,--,12394000000.0,20899000000.0,--,155000000.0,--,509912000000.0,123506000000.0,18224000000.0,--,72192000000.0,13476000000.0,21307000000.0,17524000000.0,--,--,270994000000.0,4765000000.0,238918000000.0,-175258000000.0,462567000000.0,113316000000.0,29000000.0,--,1235000000.0,--,577147000000.0,708414000000.0,18171000000.0,4617000000.0,--,21203000000.0,--,752405000000.0,--,-175258000000.0,--,17551000000.0,4141000000.0,--,--,4141000000.0,--,21692000000.0,12898000000.0,24090000000.0,2292000000.0,46834000000.0,--,86114000000.0,--,-64422000000.0,2000000.0,-760000000.0,53306000000.0,52546000000.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201029
20200630,--,339177000000.0,--,4674000000.0,17324000000.0,--,1464000000.0,--,362639000000.0,81297000000.0,12142000000.0,--,56386000000.0,6247000000.0,12198000000.0,11209000000.0,--,--,179847000000.0,368000000.0,182792000000.0,-88639000000.0,409498000000.0,70698000000.0,22000000.0,--,591000000.0,--,480809000000.0,499358000000.0,9850000000.0,3225000000.0,--,57015000000.0,--,569448000000.0,--,-88639000000.0,--,6795000000.0,681000000.0,--,--,--,--,7476000000.0,523000000.0,2930000000.0,1374000000.0,69331000000.0,--,74158000000.0,--,-66682000000.0,112000000.0,27583000000.0,53306000000.0,80889000000.0,--,31062000000.0,5375000000.0,1426000000.0,161000000.0,211000000.0,--,--,3000000.0,--,-3755000000.0,--,-89229000000.0,--,--,--,-29368000000.0,-32782000000.0,--,299688000000.0,--,182792000000.0,--,--,--,80889000000.0,53306000000.0,--,--,--,--,27583000000.0,20200827
