报告期,营业收入*,手续费及佣金净收入,代理买卖证券业务净收入,证券承销业务净收入,受托客户资产管理业务净收入,利息净收入,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出,营业支出*,营业税金及附加,管理费用,其他资产减值损失,其他业务成本,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,583370224.23,413897719.42,99146131.96,50442888.93,244775213.71,68270079.56,155319838.1,55247592.97,--,-85929823.52,10192.57,17641127.81,14149096.53,11993.76,567437819.05,567437819.05,4814204.63,559462760.73,--,4417359.35,--,--,15932405.18,18854199.78,1153002.12,--,--,--,33633602.84,-22712267.68,--,--,--,56345870.52,3058464.31,53287406.21,-16455913.56,39889956.96,3058464.31,36831492.65,--,0.01,0.01,20221029
20220630,796681006.49,438304489.33,99460847.75,60762340.16,250908091.92,44041232.71,198364451.72,53269892.28,--,55794434.15,1125882.85,40677761.66,18352109.93,20644.14,521429537.75,521429537.75,5142320.74,507941236.05,--,3381435.05,--,--,275251468.74,1994024.7,696985.42,--,--,--,276548508.02,28379387.16,--,--,--,248169120.86,32844671.9,215324448.96,1093322.98,249262443.84,32844671.9,216417771.94,--,0.053,0.053,20220827
20220331,531501963.7,441315782.46,96296822.47,76527595.39,247161929.89,45364989.8,181831846.76,54582383.35,--,-153000559.65,-39627.86,4482933.55,11521572.87,25025.77,454010439.11,454010439.11,5462593.15,437606749.03,--,2854886.59,--,--,77491524.59,564397.84,108375.79,--,--,--,77947546.64,-4992289.19,--,--,--,82939835.83,11046944.21,71892891.62,-7296322.64,75643513.19,11046944.21,64596568.98,--,0.017,0.017,20220427
20211231,837981960.57,541547310.75,119763181.28,123541458.36,258280803.41,66548406.86,133635604.45,66533727.14,--,52189634.03,-418431.09,34539073.01,9921627.56,18735.0,694422512.64,694422512.64,5443867.53,671312837.58,--,2506783.32,--,--,143559447.93,-672867.15,8431879.59,--,--,--,134454701.19,2856290.19,--,--,--,131598411.0,11364618.28,120233792.72,-31761832.31,99836578.69,11361244.42,88475334.27,--,0.03,0.03,20220329
20210930,955875215.42,451835424.53,147692019.8,55232051.58,233921038.54,88886793.69,627750037.37,53935877.65,--,-223188477.18,663.87,328698.32,10135683.5,126391.32,582447625.3,582447625.3,8240201.4,560214928.83,--,2506783.32,--,--,373427590.12,1481999.24,1438309.04,--,--,--,373471280.32,70877436.95,--,--,--,302593843.37,29235582.51,273358260.86,-0.01,302593843.36,29235582.51,273358260.85,--,0.07,0.07,20211029
20210630,1097213474.48,419629024.25,105985662.88,73816799.15,224986258.85,39836425.82,276988939.68,27541853.16,--,347630887.2,-256093.07,180914.65,13203006.08,369.87,634197225.2,634197225.2,5482125.01,590555979.46,--,2506783.32,--,--,463016249.28,3412546.76,778808.99,--,--,--,465649987.05,103107982.92,--,--,--,362542004.13,24602684.38,337939319.75,21037511.2,383579515.33,24602684.38,358976830.95,--,0.077,0.077,20210827
20210331,363646255.39,376834785.59,101595528.18,53780014.85,203081664.04,3424929.07,301566156.49,106210032.27,--,-335100609.13,1217.45,3012646.42,13897687.57,9441.93,365686417.85,365686417.85,5782036.29,341931424.52,--,2506783.32,--,--,-2040162.46,1588549.29,409287.72,--,--,--,-860900.89,-27956439.64,--,--,--,27095538.75,13316791.13,13778747.62,-74271451.39,-47175912.64,13316791.13,-60492703.77,--,0.003,0.003,20210430
20201231,1045824947.14,538476999.87,94583443.92,192077092.66,187870881.42,23624501.44,225340050.95,24522127.73,--,248775524.58,-1960951.05,108477.01,11450018.37,10325.97,750647032.66,750647032.66,6640505.24,666419646.07,--,2619138.27,--,--,295177914.48,41395307.35,772057.01,--,--,--,335801164.82,52032104.85,--,--,--,283769059.97,30922851.52,252846208.45,177119.09,283946179.06,30923181.83,253022997.23,--,0.06,0.06,20210330
20200930,654148755.84,462409002.12,135581562.45,98710793.42,175197265.21,90420775.67,242794363.48,62125212.37,--,-153275082.59,-7067.11,933982.38,10667052.18,205729.71,483133445.39,483133445.39,5801286.05,442470542.31,--,2619138.27,--,--,171015310.45,2707197.63,376000.0,--,--,--,173346508.08,24423201.92,--,--,--,148923306.16,11196517.22,137726788.94,0.0,148923306.16,11196517.22,137726788.94,--,0.03,0.03,20201028
20200630,702915236.18,398890789.15,81785955.29,90711873.35,167082180.01,13028558.61,259126681.61,81464285.95,--,17015079.62,432044.64,1962936.23,12422630.36,36515.96,466873125.37,466873125.37,4978925.08,385785705.19,--,2619138.27,--,--,236042110.81,1265921.25,237238.7,--,--,--,237070793.36,33304479.05,--,--,--,203766314.31,16285574.73,187480739.58,--,203882979.4,16285574.73,187597404.67,--,0.053,0.053,20200825
20200331,716926425.26,369188708.12,105786514.13,65968986.1,157258816.92,-5854569.48,382070882.23,33275033.32,--,-40320244.82,2856.03,1036033.88,10824798.64,-22039.34,421860213.49,421860213.49,5747791.46,372109655.86,--,2619138.27,--,--,295066211.77,7410061.5,3025219.46,--,--,--,299451053.81,56837632.17,--,--,--,242613421.64,7979186.55,234634235.09,--,242613421.64,7979186.55,234634235.09,--,0.067,0.067,20200428
20191231,806000756.62,500783747.73,65338926.31,162380288.11,222929216.75,-28550228.86,179928710.05,10582640.1,--,136503719.09,392257.69,3742392.41,13199763.9,394.61,575584926.92,575584926.92,5504333.63,496471743.89,--,3445922.72,--,--,230415829.7,1891860.11,71352.41,--,--,--,232236337.4,45436047.94,--,--,--,186800289.46,20096614.82,166703674.64,29014.9,186829304.36,20096614.82,166732689.54,--,0.05,0.05,20200331
20190930,593574488.59,360637397.79,66597178.16,90847898.5,185317416.49,-6399861.25,133704068.45,39241195.69,--,92746749.95,5196.83,9293.02,12870934.53,709.27,417737728.01,417737728.01,4835102.56,374063071.31,--,2619138.27,--,--,175836760.58,691789.68,-46938.96,--,--,--,176575489.22,30892549.74,--,--,--,145682939.48,8275352.08,137407587.4,0.0,145682939.48,8275352.08,137407587.4,--,0.04,0.04,20191026
20190630,373555245.54,358324712.16,75300416.71,75355192.76,180684489.04,-16921257.17,142494591.06,52001126.99,--,-124703062.51,74077.93,118107.12,14111873.87,56203.08,490756615.51,490756615.51,4729770.63,297357206.08,--,2619138.27,--,--,-117201369.97,1372738.83,10050.0,--,--,--,-115838681.14,-47075836.82,--,--,--,-68762844.32,7868371.92,-76631216.24,118423.53,-68644420.79,7868371.92,-76512792.71,--,-0.02,-0.02,20190824
20190331,810141040.51,358275581.16,79879846.49,86434785.23,161646661.99,-40606433.79,227284399.67,36086950.43,--,249935674.91,-3399.73,145133.38,15099224.33,10860.58,411767065.6,411767065.6,5007330.36,382647276.77,--,2619138.27,--,--,398373974.91,1707737.84,458536.55,--,--,--,399623176.2,80220073.59,--,--,--,319403102.61,33825079.52,285578023.09,-359641.57,319043461.04,33689436.81,285354024.23,--,0.08,0.08,20190425
20181231,508411729.75,333172140.72,45984756.7,101141590.02,168751947.66,-26613331.46,167544995.71,14464587.43,--,17431701.81,829610.27,1113401.89,14934431.91,-1221.1,554416625.76,554416625.76,4169559.78,434838695.66,--,2551857.94,--,--,-46004896.01,4039149.36,1545.0,--,--,--,-41967291.65,-41405145.69,--,--,--,-562145.96,436443.08,-998589.04,-41098666.54,-41660812.5,-494605.87,-41166206.63,--,-0.004,-0.004,20190330
20180930,494461584.05,319615971.11,50758156.03,98975306.65,141015995.99,-16166849.82,147682797.17,25938903.47,--,24364248.25,6882.05,104595.16,18823153.49,30786.64,429543442.13,429543442.13,4433485.42,357684751.45,--,2691711.95,--,--,64918141.92,1119672.17,526200.0,--,--,--,65511614.09,12796472.69,--,--,--,52715141.4,-445333.77,53160475.17,2370902.18,55086043.58,-1047669.27,56133712.85,--,0.02,0.02,20181027
20180630,321634712.67,224841590.4,59019130.94,23162299.04,129657254.8,-10127198.32,174429147.16,47665973.87,--,-85681516.88,227501.36,2767294.19,15121198.71,56696.05,335845899.73,335845899.73,4312280.13,332209541.89,--,2622115.78,--,--,-14211187.06,1899868.71,761247.38,--,--,--,-13072565.73,-16526392.79,--,--,--,3453827.06,256669.46,3197157.6,-62515306.28,-59061479.22,-1473738.94,-57587740.28,--,0.0,0.0,20180825
20180331,445393828.67,271401043.68,77677133.12,32152115.21,143162473.09,9103309.48,138337873.27,32683834.93,--,8430590.96,-6449.01,2401081.17,15716161.47,10217.65,361996846.72,361996846.72,5133218.71,330227919.02,--,2622744.37,--,--,83396981.95,10638499.64,511500.0,--,--,--,93523981.59,17517176.02,--,--,--,76006805.57,7011034.84,68995770.73,-11390030.95,64616774.62,6723077.4,57893697.22,--,0.02,0.02,20180425
20171231,587782722.2,394800069.45,66622922.81,138519422.75,158553974.58,4484829.31,253212655.63,35745425.64,--,-89923792.63,-813884.02,--,14095866.69,5430.73,437958632.67,437958632.67,5348038.76,406299058.47,--,2619138.27,--,--,149824089.53,-1191920.24,979349.42,--,--,--,147652819.87,22464065.62,--,--,--,125188754.25,1207601.83,123981152.42,-72159007.96,53029746.29,778492.97,52251253.32,--,0.036,0.036,20180402
20170930,493360274.05,330454036.54,83600004.91,80239174.32,149933148.34,41738579.78,136296361.64,27589429.94,--,-29225862.59,-3540.83,--,14096754.05,3945.46,357922705.47,357922705.47,3217997.11,352053965.91,--,2619138.27,--,--,135437568.58,4134935.49,15810.85,--,--,--,139556693.22,29739493.17,--,--,--,109817200.05,167570.85,109649629.2,3999591.63,113816791.68,1283485.31,112533306.37,--,0.035,0.035,20171028
