报告期,营业总收入*,营业收入,其他类金融业务收入,利息收入,已赚保费,手续费及佣金收入,营业总成本*,营业成本,营业税金及附加,销售费用,管理费用,研发费用,财务费用,其中：利息费用,减：利息收入,资产减值损失,信用减值损失,其他业务成本（金融类）,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,加：其他收益,投资净收益,其中：对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,资产处置收益,汇兑净收益,加：营业利润差额（特殊报表科目）,营业利润差额（合计平衡项目）,营业利润*,加：营业外收入,减：营业外支出,其中:非流动资产处置净损失,加：利润总额差额（特殊报表科目）,利润总额差额（合计平衡项目）,利润总额*,减：所得税,加：未确认的投资损失,加：净利润差额（特殊报表科目）,净利润差额（合计平衡项目）,净利润*,持续经营净利润,终止经营净利润,减：少数股东损益,归属于母公司所有者净利润,加：其他综合收益,综合收益总额*,减：归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,37548952694.56,37548952694.56,0.0,--,--,--,32505122974.91,31433288446.02,270735154.58,52952014.45,489534667.84,66130618.04,192482073.98,227457924.54,29722211.64,-40333.61,14184084.99,0.0,--,--,--,--,--,--,--,36593125.56,79267319.02,79397379.12,--,--,-148455.18,--,--,--,5173685460.43,3270632.27,870830.18,--,--,--,5176085262.52,779420030.11,--,--,--,4396665232.41,4396665232.41,--,633374032.25,3763291200.16,-10349665.6,4386315566.81,633374032.25,3752941534.56,--,1.09,1.09,20221026
20220630,24785706324.86,24785706324.86,0.0,--,--,--,21173646398.54,20427802332.06,178703012.74,34447273.18,342961458.6,43186510.47,146545811.49,169993246.14,23558723.74,-2976153.33,-317401.46,0.0,--,--,--,--,--,--,--,21164607.34,65610784.81,65610784.81,--,--,95300.29,--,--,--,3695637063.97,2624898.11,422270.23,--,--,--,3697839691.85,555699796.09,--,--,--,3142139895.76,3142139895.76,--,477016594.76,2665123301.0,-4066514.8,3138073380.96,477016594.76,2661056786.2,--,0.77,0.77,20220820
20220331,10897338941.54,10897338941.54,0.0,--,--,--,9295432422.55,8906010728.11,82652465.97,15633967.84,187169714.28,19989757.97,83975788.38,90328863.39,8883635.57,2411753.32,-453073.9,0.0,--,--,--,--,--,--,--,8322913.95,7856546.93,7856546.93,--,--,5309.73,--,--,--,1620049969.02,2481388.51,--,--,--,--,1622531357.53,244689586.27,--,--,--,1377841771.26,1377841771.26,--,253533147.43,1124308623.83,-690619.23,1377151152.03,253533147.43,1123618004.6,--,0.32,0.32,20220423
20211231,41668819175.25,41668819175.25,0.0,--,--,--,34992910774.33,33180332856.79,327365596.55,68307011.26,773517649.09,55244170.05,588143490.59,611809618.6,31058243.29,-1984916473.29,-4595077.42,0.0,--,--,--,--,--,--,--,31667873.81,784317.88,-5943993.33,--,--,2364807.44,--,--,--,4721213849.34,4109233.1,37192160.4,--,--,--,4688130922.04,475795434.58,--,--,--,4212335487.46,4212335487.46,--,893309072.92,3319026414.54,12733247.54,4225068735.0,893309072.92,3331759662.08,--,1.06,1.06,20220322
20210930,32204668581.03,32204668581.03,0.0,--,--,--,26533170789.03,25257040958.83,234943660.72,43759698.88,524926040.43,41894818.06,430605612.11,443376290.53,22177937.33,-1161994264.72,468482.59,0.0,--,--,--,--,--,--,--,21598103.72,-6696906.74,-6761912.41,--,--,2512902.24,--,--,--,4527386109.09,1885506.0,3105028.86,--,--,--,4526166586.23,567407163.94,--,--,--,3958759422.29,3958759422.29,--,712919437.7,3245839984.59,12138043.67,3970897465.96,712919437.7,3257978028.26,--,1.04,1.04,20211025
20210630,21912137372.88,21912137372.88,0.0,--,--,--,18635200367.48,17766109438.96,159689555.55,29907157.85,360241294.56,22908308.55,296344612.01,303739706.07,13727254.56,-501747699.19,-19341.49,0.0,--,--,--,--,--,--,--,10850434.48,-7785610.42,-7848662.25,--,--,2213610.65,--,--,--,2780448399.43,1572053.41,617817.33,--,--,--,2781402635.51,338859305.02,--,--,--,2442543330.49,2442543330.49,--,430027811.69,2012515518.8,236870.24,2442780200.73,430027811.69,2012752389.04,--,0.64,0.64,20210824
20210331,10110390338.62,10110390338.62,0.0,--,--,--,9066088765.86,8657435450.08,75938101.24,13929460.34,156898172.96,11395134.64,150492446.6,154098817.14,6107362.17,-112896098.25,-216267.52,0.0,--,--,--,--,--,--,--,7936259.91,934363.49,933817.33,--,--,1296588.77,--,--,--,941356419.16,393835.12,317809.11,--,--,--,941432445.17,114857728.78,--,--,--,826574716.39,826574716.39,--,144602541.23,681972175.16,23831.2,826598547.59,144602541.23,681996006.36,--,0.22,0.22,20210427
20201231,29573100815.61,29573100815.61,0.0,--,--,--,28030187751.72,26333734447.01,278284349.46,56707823.66,683529779.94,31115216.66,646816134.99,672885013.35,35345210.83,-384663946.84,12665936.85,0.0,--,--,--,--,--,--,--,165247443.24,32263512.4,-9882491.78,--,--,1597227.39,--,--,--,1370023236.93,8856122.04,22374166.85,--,--,--,1356505192.12,122718520.64,--,--,--,1233786671.48,1233786671.48,--,331231462.31,902555209.17,-43609966.77,1190176704.71,331117370.17,859059334.54,--,0.29,0.29,20210323
20200930,19893270249.35,19893270249.35,0.0,--,--,--,18993743153.1,16946366741.01,179953681.77,454014613.81,855173802.13,17310518.94,540923795.44,524003625.37,26824916.76,-168443487.54,37967929.42,0.0,--,--,--,--,--,--,--,160951108.79,-4742617.73,-4719599.64,--,--,273320.28,--,--,--,925533349.47,12941535.68,24584538.3,--,--,--,913890346.85,108190344.36,--,--,--,805700002.49,805700002.49,--,235403689.57,570296312.92,-38502118.7,767197883.79,235403689.57,531794194.22,--,0.18,0.18,20201022
20200630,12068249684.61,12068249684.61,0.0,--,--,--,11795289056.36,10545687339.17,113726061.26,290816725.47,477914706.43,8688708.52,358455515.51,347813595.96,20129036.71,-55700103.57,44055339.5,0.0,--,--,--,--,--,--,--,149773700.62,-5480895.13,-5397143.35,--,--,3906974.33,--,--,--,409515644.0,10968028.75,21377545.6,--,--,--,399106127.15,45452485.77,--,--,--,353653641.38,353653641.38,--,110374080.35,243279561.03,-40044539.87,313609101.51,110374080.35,203235021.16,--,0.08,0.08,20200825
