报告期,营业收入*,已赚保费,保费业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,投资净收益,其中:对联营企业和合营企业的投资收益,净敞口套期收益,公允价值变动净收益,汇兑净收益,其他收益,其他业务收入,资产处置收益,营业支出*,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保户红利支出,分保费用,营业税金及附加,手续费及佣金支出,管理费用,减:摊回分保费用,其他业务成本,资产减值损失,信用减值损失,加:营业利润差额(特殊报表科目),营业利润差额(合计平衡项目),营业利润*,加:营业外收入,减:营业外支出,其中:非流动资产处置净损失,加:利润总额差额(特殊报表科目),利润总额差额(合计平衡项目),利润总额*,减:所得税,加:未确认的投资损失,加:净利润差额(特殊报表科目),净利润差额(合计平衡项目),净利润*,减:少数股东损益,归属于母公司所有者的净利润,加:其他综合收益,综合收益总额*,减:归属于少数股东的综合收益总额,归属于母公司普通股东综合收益总额,每股收益*,基本每股收益,稀释每股收益,公告日期#
20220930,46383000000.0,34778000000.0,35206000000.0,--,682000000.0,-254000000.0,12233000000.0,-10000000.0,--,-1230000000.0,296000000.0,16000000.0,290000000.0,--,47496000000.0,4886000000.0,9769000000.0,853000000.0,23973000000.0,-157000000.0,354000000.0,--,49000000.0,2146000000.0,2826000000.0,40000000.0,1013000000.0,3216000000.0,--,--,--,-1113000000.0,4000000.0,31000000.0,--,--,--,-1140000000.0,-1143000000.0,--,--,--,3000000.0,0.0,3000000.0,-4447000000.0,-4444000000.0,0.0,-4444000000.0,--,0.0,0.0,20221029
20220630,49832000000.0,36861000000.0,37696000000.0,--,687000000.0,148000000.0,11653000000.0,248000000.0,--,665000000.0,314000000.0,41000000.0,298000000.0,--,45934000000.0,4439000000.0,8544000000.0,671000000.0,26722000000.0,-15000000.0,290000000.0,--,77000000.0,2480000000.0,2790000000.0,44000000.0,1022000000.0,270000000.0,--,--,--,3898000000.0,14000000.0,22000000.0,--,--,--,3890000000.0,46000000.0,--,--,--,3844000000.0,1000000.0,3843000000.0,3119000000.0,6963000000.0,1000000.0,6962000000.0,--,1.23,1.23,20220831
20220331,74963000000.0,63894000000.0,64890000000.0,--,757000000.0,239000000.0,11876000000.0,-83000000.0,--,-1093000000.0,-30000000.0,21000000.0,295000000.0,--,74303000000.0,5127000000.0,13389000000.0,627000000.0,47361000000.0,-126000000.0,742000000.0,--,55000000.0,3877000000.0,2954000000.0,48000000.0,1048000000.0,299000000.0,--,--,--,660000000.0,10000000.0,17000000.0,--,--,--,653000000.0,-692000000.0,--,--,--,1345000000.0,1000000.0,1344000000.0,-7912000000.0,-6567000000.0,1000000.0,-6568000000.0,--,0.43,0.43,20220429
20211231,38392000000.0,26432000000.0,26908000000.0,--,921000000.0,-445000000.0,11494000000.0,168000000.0,--,207000000.0,-95000000.0,30000000.0,324000000.0,--,35884000000.0,4674000000.0,8442000000.0,503000000.0,15708000000.0,192000000.0,222000000.0,--,81000000.0,2541000000.0,3723000000.0,131000000.0,1000000000.0,319000000.0,--,--,--,2508000000.0,138000000.0,37000000.0,--,--,--,2609000000.0,-385000000.0,--,--,--,2994000000.0,1000000.0,2993000000.0,748000000.0,3742000000.0,1000000.0,3741000000.0,--,0.96,0.96,20220330
20210930,51913000000.0,35700000000.0,35952000000.0,--,577000000.0,-325000000.0,16119000000.0,-69000000.0,--,-235000000.0,16000000.0,10000000.0,303000000.0,--,50884000000.0,4551000000.0,9023000000.0,469000000.0,30075000000.0,123000000.0,322000000.0,--,79000000.0,3071000000.0,3080000000.0,45000000.0,851000000.0,469000000.0,--,--,--,1029000000.0,3000000.0,57000000.0,--,--,--,975000000.0,-434000000.0,--,--,--,1409000000.0,1000000.0,1408000000.0,-3109000000.0,-1700000000.0,1000000.0,-1701000000.0,--,0.45,0.45,20211029
20210630,50710000000.0,37089000000.0,37218000000.0,--,576000000.0,-447000000.0,13046000000.0,344000000.0,--,319000000.0,-88000000.0,34000000.0,310000000.0,--,46161000000.0,4231000000.0,9891000000.0,452000000.0,24232000000.0,62000000.0,175000000.0,--,82000000.0,3245000000.0,2915000000.0,78000000.0,895000000.0,1087000000.0,--,--,--,4549000000.0,25000000.0,32000000.0,--,--,--,4542000000.0,300000000.0,--,--,--,4242000000.0,1000000.0,4241000000.0,2794000000.0,7036000000.0,1000000.0,7035000000.0,--,1.36,1.36,20210827
20210331,81365000000.0,62093000000.0,63392000000.0,--,698000000.0,601000000.0,19558000000.0,-65000000.0,--,-618000000.0,51000000.0,26000000.0,255000000.0,--,73813000000.0,4330000000.0,16221000000.0,403000000.0,43172000000.0,89000000.0,488000000.0,--,81000000.0,5735000000.0,3154000000.0,146000000.0,873000000.0,397000000.0,--,--,--,7552000000.0,12000000.0,20000000.0,--,--,--,7544000000.0,1238000000.0,--,--,--,6306000000.0,1000000.0,6305000000.0,-4218000000.0,2088000000.0,1000000.0,2087000000.0,--,2.02,2.02,20210430
20201231,36766000000.0,24977000000.0,25156000000.0,--,548000000.0,-369000000.0,11490000000.0,-64000000.0,--,198000000.0,-165000000.0,10000000.0,256000000.0,0.0,33279000000.0,3450000000.0,12322000000.0,388000000.0,8822000000.0,38000000.0,200000000.0,--,93000000.0,3568000000.0,4420000000.0,207000000.0,996000000.0,41000000.0,--,--,--,3487000000.0,16000000.0,52000000.0,--,--,--,3451000000.0,261000000.0,--,--,--,3190000000.0,1000000.0,3189000000.0,4615000000.0,7805000000.0,1000000.0,7804000000.0,--,1.02,1.02,20210325
20200930,51112000000.0,36639000000.0,37476000000.0,--,872000000.0,-35000000.0,14481000000.0,75000000.0,--,-150000000.0,-130000000.0,13000000.0,260000000.0,--,48317000000.0,3332000000.0,13813000000.0,364000000.0,22782000000.0,213000000.0,187000000.0,--,55000000.0,4641000000.0,3067000000.0,205000000.0,902000000.0,320000000.0,--,--,--,2795000000.0,16000000.0,25000000.0,--,--,--,2786000000.0,-102000000.0,--,--,--,2888000000.0,1000000.0,2887000000.0,-227000000.0,2661000000.0,1000000.0,2660000000.0,--,0.93,0.93,20201028
20200630,50512000000.0,37863000000.0,38634000000.0,--,740000000.0,31000000.0,12904000000.0,219000000.0,--,-436000000.0,-50000000.0,49000000.0,182000000.0,--,46798000000.0,3188000000.0,12311000000.0,352000000.0,21411000000.0,186000000.0,49000000.0,--,76000000.0,4805000000.0,2958000000.0,208000000.0,939000000.0,1807000000.0,--,--,--,3714000000.0,9000000.0,38000000.0,--,--,--,3685000000.0,102000000.0,--,--,--,3583000000.0,0.0,3583000000.0,4428000000.0,8011000000.0,0.0,8011000000.0,--,1.14,1.14,20200826
