报告期,经营活动产生的现金流量*,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,客户贷款及垫款净增加额,存放央行和同业款项净增加额,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,支付手续费的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,37312378946.0,--,--,11887052566.0,2142680777.0,10508922795.0,--,62755657275.0,33665637672.0,451278947.0,1856850282.0,10278990600.0,1767040637.0,1157411776.0,6819142084.0,6485221029.0,--,62481573027.0,--,-14285418518.0,--,245288716553.0,4452398280.0,--,--,--,--,249741114833.0,263757189513.0,269343838.0,--,--,264026533351.0,--,--,--,117600000.0,--,174050407268.0,--,2998900943.0,--,177166908211.0,164674052578.0,2460125833.0,--,96630165.0,--,167230808576.0,--,9936099635.0,252377076.0,-3822857559.0,14376438349.0,10553580790.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221024
20220630,--,36066013468.0,--,--,7944518931.0,4045853216.0,11615497020.0,--,60325996771.0,26514791884.0,718148239.0,1379741816.0,8582561495.0,1411572792.0,1319590788.0,4711445119.0,2007091091.0,--,46644943224.0,--,-17380066653.0,--,156626398843.0,3002408035.0,--,--,--,--,159628806878.0,176851849838.0,157023693.0,--,--,177008873531.0,--,--,--,117600000.0,--,117873287285.0,--,2998900943.0,--,120989788228.0,116175573981.0,1885105382.0,--,68673990.0,--,118129353353.0,--,2860434875.0,94172351.0,-744405880.0,14376438349.0,13632032469.0,--,2253531453.0,--,108400007.0,44448541.0,20095664.0,--,--,1686.0,--,-175492661.0,--,-3042865126.0,-361876757.0,--,--,-33529670625.0,46089443323.0,--,891336723.0,--,13681053547.0,--,--,--,--,--,--,--,--,--,--,20220823
20220331,--,28005871213.0,--,--,3888854883.0,3811811537.0,8916685763.0,--,45019003769.0,17007947512.0,1590660061.0,919201984.0,4004348534.0,282772816.0,819133065.0,2755760348.0,1974662478.0,--,29354486798.0,--,-19165861978.0,--,76852712501.0,1455373468.0,--,--,--,--,78308085969.0,97360880171.0,113067776.0,--,--,97473947947.0,--,--,--,117600000.0,--,65037080186.0,--,--,--,65154680186.0,58802606255.0,507479148.0,--,36964871.0,--,59347050274.0,--,5807629912.0,-35079811.0,2271205094.0,14376438349.0,16647643443.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220427
20211231,--,29510862543.0,3047991769.0,--,13857864485.0,932094086.0,1312166533.0,--,49110626728.0,30510590494.0,--,2102620480.0,7119395247.0,1352649000.0,1119698896.0,7411152999.0,7124752508.0,--,56740859624.0,--,-20405986747.0,--,319606486387.0,5845588979.0,9304552.0,--,--,--,325461379918.0,345344720546.0,522646119.0,--,--,345867366665.0,--,--,--,--,--,195578809575.0,--,--,--,195578809575.0,161082798558.0,2500286744.0,--,108221872.0,--,163691307174.0,--,31887502401.0,-56172958.0,3795109800.0,10581328549.0,14376438349.0,--,3287289789.0,--,225201511.0,75187372.0,34925772.0,--,--,-7324588.0,--,-158143984.0,--,-6162974586.0,-400947095.0,--,--,-37497059248.0,27728320461.0,--,1799512759.0,--,-7630232896.0,--,--,--,--,--,--,--,--,--,--,20220329
20210930,--,24810854645.0,2899065797.0,--,10049554426.0,--,--,--,37922747657.0,21647259529.0,500013816.0,1532225126.0,7671339718.0,1227809089.0,1228515212.0,5668569030.0,5129831738.0,--,44605563258.0,--,-14567216999.0,--,249875950232.0,4376894422.0,--,--,--,--,254252844654.0,268599551519.0,220510134.0,--,--,268820061653.0,--,--,--,--,--,150377102747.0,--,--,--,150377102747.0,119059737706.0,2088282061.0,--,72366094.0,--,121220385861.0,--,29156716886.0,8771882.0,7915456168.0,10581328549.0,18496784717.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211030
20210630,--,19272190258.0,--,--,6661980460.0,1057360920.0,4680738606.0,--,31798919766.0,19450498379.0,670276411.0,1263187168.0,4543552577.0,1093841719.0,1059596469.0,3718628015.0,7529538791.0,--,39329119529.0,--,-18883391286.0,--,156321165681.0,2916546532.0,--,--,--,--,159237712213.0,178025350667.0,95752832.0,--,--,178121103499.0,--,--,--,--,--,102419196098.0,--,366988495.0,--,102786184593.0,74267224789.0,1469279418.0,--,41761609.0,--,75778265816.0,--,27007918777.0,-3698129.0,590629599.0,10581328549.0,11171958148.0,--,1840899202.0,--,111202876.0,34477333.0,15709568.0,--,--,-11265541.0,--,-223192149.0,--,-3034332512.0,-314915807.0,--,--,-30194631844.0,21739306675.0,--,741006710.0,--,-7530199763.0,--,--,--,--,--,--,--,--,--,--,20210830
20210331,--,25282446769.0,--,--,2870325003.0,2469378952.0,7213327222.0,--,38096913745.0,10588160659.0,1641863780.0,896596883.0,1850188073.0,265698772.0,431371075.0,1983300968.0,3893445507.0,--,21550625717.0,--,-19022591783.0,--,61288312203.0,1635311535.0,--,--,--,--,62923623738.0,81904069781.0,42145740.0,--,--,81946215521.0,--,--,--,--,--,31590148334.0,--,--,--,31590148334.0,19849032777.0,296656830.0,--,22237648.0,--,20167927255.0,--,11422221079.0,12737164.0,8958654488.0,10581328549.0,19539983037.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210427
20201231,--,27148918316.0,19799210460.0,--,15153759153.0,10696871489.0,1596653778.0,--,75269099829.0,32271769073.0,--,1732345856.0,--,1080768485.0,920619942.0,6221628834.0,13907096921.0,--,56134229111.0,--,-21630751863.0,--,270262696205.0,2695340506.0,43634552.0,--,--,--,273001671263.0,294313965656.0,318457470.0,--,--,294632423126.0,--,--,--,230000000.0,--,175936730917.0,--,--,--,176166730917.0,179747094740.0,2011737846.0,--,--,--,181758832586.0,--,-5592101669.0,-83879673.0,-8171862487.0,18753191036.0,10581328549.0,--,2725376164.0,--,221007337.0,68244513.0,32636157.0,--,--,-5171242.0,--,-41122244.0,--,-3189098918.0,-697543801.0,--,--,-31088304518.0,45868788086.0,--,1377078504.0,--,19134870718.0,--,--,--,--,--,--,--,--,--,--,20210427
20200930,--,29318386655.0,10475889487.0,--,9323892691.0,1241104320.0,1544459363.0,--,52664547805.0,25754149084.0,--,1391695117.0,4936251746.0,958922129.0,1215765755.0,4903412135.0,4401414664.0,--,43561610630.0,--,-20177178087.0,--,539023730676.0,4014223277.0,38435777.0,--,--,--,543076389730.0,563089008763.0,164559054.0,--,--,563253567817.0,--,--,--,230000000.0,--,136089332392.0,--,--,--,136319332392.0,131286067446.0,1777540932.0,--,--,--,133063608378.0,--,3255724014.0,-45783072.0,-7864299970.0,18753191036.0,10888891066.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201030
20200630,--,30795919455.0,7654006420.0,--,6551540517.0,1945357621.0,1977919773.0,--,49647194220.0,20758519774.0,--,1087533247.0,1500623707.0,753837091.0,501286082.0,3397450957.0,15688017816.0,--,43687268674.0,--,-18105163591.0,--,307997949355.0,2503104965.0,38189665.0,--,--,--,310539243985.0,328561202259.0,83205317.0,--,--,328644407576.0,--,--,--,230000000.0,--,113338745715.0,--,--,--,113568745715.0,101707809304.0,1535802907.0,--,--,--,103243612211.0,--,10325133504.0,13611101.0,-1806493440.0,18753191036.0,16946697596.0,--,1582804973.0,--,112468525.0,31354501.0,16958301.0,--,--,1019.0,--,-1496181.0,--,-2743911220.0,-397983300.0,--,--,-19846952594.0,24522375436.0,--,688507478.0,--,5959925546.0,--,--,--,--,--,--,--,--,--,--,20200831
