报告期,资产*,货币资金,拆出资金,金融投资,其中:交易性金融资产,债权投资,其他债权投资,其他权益工具投资,以摊余成本计量的金融资产,以公允价值计量且其变动计入其他综合收益的金融资产,衍生金融资产,买入返售金融资产,持有待售的资产,应收保费,应收利息,应收代位追偿款,应收分保账款,应收分保未到期责任准备金,应收分保未决赔款准备金,应收分保寿险责任准备金,应收分保长期健康险责任准备金,应收款项,合同资产,保户质押贷款,可供出售金融资产,持有至到期投资,长期股权投资,存出资本保证金,应收款项类投资,固定资产,在建工程,无形资产,商誉,独立账户资产,递延所得税资产,投资性房地产,定期存款,其他资产,资产差额(特殊报表科目),资产差额(合计平衡项目),资产总计*,负债*,短期借款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,预收保费,应付手续费及佣金,应付分保账款,应付职工薪酬,应交税费,应付利息,应付款项,合同负债,持有待售的负债,应付赔付款,应付保单红利,存入保证金,保户储金及投资款,未到期责任准备金,未决赔款准备金,寿险责任准备金,长期健康险责任准备金,长期借款,应付债券,独立账户负债,递延所得税负债,预计负债,其他负债,负债差额(特殊报表科目),负债差额(合计平衡项目),负债合计*,所得者权益(或股东权益)*,股本,其他权益工具,其中:优先股,永绩债,资本公积金,减:库存股,其他综合收益,盈余公积金,未分配利润,一般风险准备,外币报表折算差额,未确认的投资损失,股东权益差额(特殊报表科目),股东权益差额(合计平衡项目),归属于母公司所有者权益合计*,少数股东权益,所有者权益合计*,负债及股东权益差额(特殊报表项目),负债及股东权益差额(合计平衡项目),负债及股东权益总计*,公告日期#
20221231,--,22227000000.0,--,38301000000.0,38301000000.0,--,--,--,--,--,--,19234000000.0,--,55396000000.0,--,--,21262000000.0,15567000000.0,25380000000.0,36000000.0,4804000000.0,--,--,6419000000.0,557582000000.0,198393000000.0,146233000000.0,12923000000.0,--,33863000000.0,--,8325000000.0,198000000.0,--,18109000000.0,15085000000.0,101180000000.0,29796000000.0,176082000000.0,--,1508702000000.0,--,--,--,--,--,100890000000.0,29453000000.0,9536000000.0,27661000000.0,29641000000.0,11808000000.0,--,--,--,--,9068000000.0,5609000000.0,--,52525000000.0,183880000000.0,215088000000.0,391945000000.0,66589000000.0,--,43356000000.0,--,260000000.0,--,25964000000.0,2573000000.0,--,1208137000000.0,--,44224000000.0,--,--,--,7405000000.0,--,3440000000.0,14938000000.0,133533000000.0,17911000000.0,--,--,59000000.0,--,221510000000.0,79055000000.0,300565000000.0,--,--,1508702000000.0,20230325
20220930,--,19684000000.0,--,50256000000.0,50256000000.0,--,--,--,--,--,--,8664000000.0,--,82427000000.0,--,--,23441000000.0,17560000000.0,26022000000.0,31000000.0,5061000000.0,--,--,6181000000.0,538059000000.0,204869000000.0,141844000000.0,12994000000.0,--,31514000000.0,--,7681000000.0,198000000.0,--,18528000000.0,14709000000.0,100074000000.0,28650000000.0,159473000000.0,--,1500461000000.0,--,--,--,--,--,78083000000.0,15587000000.0,9399000000.0,37923000000.0,28244000000.0,11659000000.0,--,--,--,--,7354000000.0,5407000000.0,--,51006000000.0,202722000000.0,221499000000.0,389995000000.0,63382000000.0,--,43325000000.0,--,865000000.0,--,27697000000.0,3883000000.0,--,1200653000000.0,--,44224000000.0,--,--,--,7523000000.0,--,3774000000.0,14187000000.0,135345000000.0,15786000000.0,--,--,212000000.0,--,221051000000.0,78757000000.0,299808000000.0,--,--,1500461000000.0,20221028
20220630,--,20672000000.0,--,49297000000.0,49297000000.0,--,--,--,--,--,--,15209000000.0,--,99807000000.0,--,--,23197000000.0,20314000000.0,23601000000.0,31000000.0,5160000000.0,--,--,6150000000.0,522048000000.0,200866000000.0,138859000000.0,12994000000.0,--,31803000000.0,--,7967000000.0,198000000.0,--,18407000000.0,14377000000.0,95900000000.0,31094000000.0,156002000000.0,--,1496748000000.0,--,--,--,--,--,53555000000.0,16567000000.0,9101000000.0,40135000000.0,26956000000.0,13762000000.0,--,--,--,--,8850000000.0,6096000000.0,--,47674000000.0,225312000000.0,208591000000.0,389988000000.0,60792000000.0,--,46871000000.0,--,1572000000.0,--,34758000000.0,3610000000.0,--,1197026000000.0,--,44224000000.0,--,--,--,7526000000.0,--,9905000000.0,14187000000.0,129713000000.0,15773000000.0,--,--,212000000.0,--,221540000000.0,78182000000.0,299722000000.0,--,--,1496748000000.0,20220827
20220331,--,20007000000.0,--,49896000000.0,49896000000.0,--,--,--,--,--,--,17144000000.0,--,96403000000.0,--,--,22239000000.0,16534000000.0,20952000000.0,29000000.0,5297000000.0,--,--,5975000000.0,496705000000.0,202741000000.0,138675000000.0,12994000000.0,--,32520000000.0,--,8112000000.0,198000000.0,--,13527000000.0,13777000000.0,88075000000.0,27447000000.0,150118000000.0,--,1442319000000.0,--,--,--,--,--,61598000000.0,14669000000.0,9225000000.0,33146000000.0,24542000000.0,9468000000.0,--,--,--,--,9139000000.0,6002000000.0,--,46702000000.0,219428000000.0,186242000000.0,392445000000.0,57858000000.0,--,46836000000.0,--,85000000.0,--,28439000000.0,2874000000.0,--,1151676000000.0,--,44224000000.0,--,--,--,7527000000.0,--,4970000000.0,14187000000.0,127101000000.0,15780000000.0,--,--,212000000.0,--,214001000000.0,76642000000.0,290643000000.0,--,--,1442319000000.0,20220429
20211231,--,22398000000.0,--,57459000000.0,57459000000.0,--,--,--,--,--,--,11490000000.0,--,41720000000.0,--,--,16359000000.0,13591000000.0,20670000000.0,28000000.0,5386000000.0,--,--,5889000000.0,502102000000.0,197346000000.0,135570000000.0,12994000000.0,--,33025000000.0,--,8392000000.0,198000000.0,--,10225000000.0,13340000000.0,94341000000.0,26210000000.0,144603000000.0,--,1376402000000.0,--,--,--,--,--,77598000000.0,27390000000.0,8535000000.0,22767000000.0,25052000000.0,8803000000.0,--,--,--,--,10751000000.0,5342000000.0,--,44855000000.0,170602000000.0,179153000000.0,364646000000.0,55555000000.0,--,43804000000.0,--,2053000000.0,--,27386000000.0,2412000000.0,--,1079697000000.0,--,44224000000.0,--,--,--,7527000000.0,--,18845000000.0,14187000000.0,118385000000.0,15752000000.0,--,--,212000000.0,--,219132000000.0,77573000000.0,296705000000.0,--,--,1376402000000.0,20220326
20210930,--,18665000000.0,--,48058000000.0,48058000000.0,--,--,--,--,--,--,15741000000.0,--,68906000000.0,--,--,21416000000.0,15485000000.0,21441000000.0,29000000.0,4888000000.0,--,--,5727000000.0,457256000000.0,195464000000.0,131475000000.0,12994000000.0,--,32739000000.0,--,7597000000.0,--,--,11386000000.0,13182000000.0,93843000000.0,13476000000.0,165943000000.0,--,1358939000000.0,--,--,--,--,--,56180000000.0,12993000000.0,10627000000.0,31318000000.0,23897000000.0,8004000000.0,--,--,--,--,9717000000.0,5208000000.0,--,43648000000.0,185415000000.0,184064000000.0,352409000000.0,54010000000.0,--,59102000000.0,--,1013000000.0,--,4706000000.0,24543000000.0,--,1070089000000.0,--,44224000000.0,--,--,--,7525000000.0,--,13903000000.0,13319000000.0,120512000000.0,13801000000.0,--,--,793000000.0,--,214077000000.0,74773000000.0,288850000000.0,--,--,1358939000000.0,20211029
20210630,--,22321000000.0,--,48906000000.0,48906000000.0,--,--,--,--,--,--,27847000000.0,--,85081000000.0,--,--,18668000000.0,17592000000.0,17537000000.0,29000000.0,4787000000.0,--,--,5637000000.0,416269000000.0,190081000000.0,128814000000.0,12994000000.0,--,32734000000.0,--,7754000000.0,--,--,12940000000.0,13181000000.0,89923000000.0,13085000000.0,171767000000.0,--,1341183000000.0,--,--,--,--,--,26112000000.0,15464000000.0,10246000000.0,32450000000.0,24298000000.0,11036000000.0,--,--,--,--,9872000000.0,5573000000.0,--,41930000000.0,206203000000.0,173468000000.0,347083000000.0,52017000000.0,--,57055000000.0,--,1657000000.0,--,4208000000.0,33216000000.0,--,1055114000000.0,--,44224000000.0,--,--,--,7603000000.0,--,15385000000.0,13319000000.0,116631000000.0,13791000000.0,--,--,793000000.0,--,211746000000.0,74323000000.0,286069000000.0,--,--,1341183000000.0,20210821
20210331,--,20982000000.0,--,41272000000.0,41272000000.0,--,--,--,--,--,--,55307000000.0,--,85612000000.0,--,--,22717000000.0,14811000000.0,16522000000.0,27000000.0,4388000000.0,--,--,5611000000.0,399152000000.0,183524000000.0,127880000000.0,12994000000.0,--,32912000000.0,--,7916000000.0,--,--,9734000000.0,13035000000.0,89807000000.0,12845000000.0,179255000000.0,--,1339181000000.0,--,--,--,--,--,78410000000.0,13177000000.0,9251000000.0,31093000000.0,22144000000.0,10000000000.0,--,--,--,--,9661000000.0,5477000000.0,--,41266000000.0,199488000000.0,161181000000.0,342547000000.0,48113000000.0,--,57008000000.0,--,271000000.0,--,5426000000.0,20672000000.0,--,1058117000000.0,--,44224000000.0,--,--,--,7545000000.0,--,12998000000.0,13319000000.0,115098000000.0,13781000000.0,--,--,793000000.0,--,207758000000.0,73306000000.0,281064000000.0,--,--,1339181000000.0,20210429
20201231,--,24104000000.0,--,33433000000.0,33433000000.0,--,--,--,--,--,--,55081000000.0,--,36775000000.0,--,--,15578000000.0,12202000000.0,18192000000.0,25000000.0,4072000000.0,--,--,5295000000.0,379312000000.0,181199000000.0,124840000000.0,12994000000.0,--,33183000000.0,--,8123000000.0,--,--,8491000000.0,13246000000.0,89016000000.0,26051000000.0,171307000000.0,--,1255461000000.0,--,--,--,--,--,85826000000.0,24048000000.0,8177000000.0,21296000000.0,21671000000.0,8579000000.0,--,--,--,--,12493000000.0,4096000000.0,--,39338000000.0,160862000000.0,162022000000.0,303046000000.0,45031000000.0,--,56960000000.0,--,1449000000.0,--,22045000000.0,2594000000.0,--,982325000000.0,--,44224000000.0,--,--,--,7545000000.0,--,17468000000.0,13319000000.0,105073000000.0,13772000000.0,--,--,793000000.0,--,202194000000.0,70942000000.0,273136000000.0,--,--,1255461000000.0,20210324
20200930,--,24172000000.0,--,30182000000.0,30182000000.0,--,--,--,--,--,--,45086000000.0,--,65880000000.0,--,--,21071000000.0,14186000000.0,18312000000.0,27000000.0,2530000000.0,--,--,5091000000.0,358816000000.0,173553000000.0,121968000000.0,12995000000.0,--,28020000000.0,--,7489000000.0,--,--,11841000000.0,12239000000.0,94249000000.0,12797000000.0,194484000000.0,--,1257704000000.0,--,205000000.0,--,--,--,83107000000.0,13071000000.0,9635000000.0,30308000000.0,18861000000.0,11309000000.0,--,--,--,--,10038000000.0,4168000000.0,--,39203000000.0,179422000000.0,174406000000.0,291792000000.0,40253000000.0,--,56911000000.0,--,2345000000.0,--,4491000000.0,19525000000.0,--,991728000000.0,--,44224000000.0,--,--,--,7543000000.0,--,12807000000.0,12551000000.0,107545000000.0,11885000000.0,--,--,1235000000.0,--,197790000000.0,68186000000.0,265976000000.0,--,--,1257704000000.0,20201029
