报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,7462354499.58,5437286141.08,-4105049657.38,9971665427.54,--,906127556.81,--,8396682974.32,2232424394.91,--,757423105.3,12464909453.85,--,--,7389912906.87,--,1006770067.45,--,22754156805.42,280483508.42,--,4569170.98,--,--,23039209484.82,25931014850.16,114925323.89,--,--,--,27635940174.05,--,-4596730689.23,--,3002955589.62,3743739882.01,23573095846.98,--,--,--,30319791318.61,20723128747.82,5019116197.28,--,216453840.11,--,25967929250.31,--,4351862068.3,1187890957.6,1949792404.12,0.0,1949792404.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,--,--,8994227066.77,1561485753.04,-1743818801.71,5867177428.09,--,4367207696.2,--,30321980135.7,4856000957.47,--,1208358081.29,-3327639716.3,--,--,11827022641.17,--,18494957494.53,--,-1533134744.32,1250469453.61,--,32634689.54,--,--,-250030601.17,5339754869.02,295333082.98,--,--,--,5635087952.0,--,-5885118553.17,--,1410113.21,6383574184.27,13372680818.92,--,--,--,19757665116.4,36661619192.5,2230482086.1,--,161941324.53,--,39054042603.13,--,-19296377486.73,1209409899.97,-5477128645.4,0.0,-5477128645.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220831
20220331,--,--,--,8717543547.64,27749070609.89,6672884019.52,5332402789.28,--,9569907670.88,--,58041808637.21,1759612939.02,--,1386589649.37,21485415987.25,6085817051.56,--,46313779668.67,--,11728028968.54,--,3833134424.48,250022950.52,--,1248045.97,--,--,4084405420.97,1960500000.0,151793072.52,--,--,--,2112293072.52,--,1972112348.45,--,2697036113.21,73885065.93,30924160912.03,--,--,--,33695082091.17,29464947321.64,1180951043.7,--,121162731.33,--,30767061096.67,--,2928020994.5,13604731.68,16641767043.17,189399437061.37,206041204104.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220430
20211231,--,--,--,9224848492.73,-21272589.53,--,30298810539.0,-15657730340.38,--,--,23844656101.82,1319157177.37,--,1542219487.11,47429649804.95,8515886255.04,--,77909784164.92,--,-54065128063.1,--,-1207010555.09,429402512.41,--,66146.98,--,--,-777541895.7,387966100.11,1178265336.35,--,494391449.54,--,2060622886.0,--,-2838164781.7,--,6999717735.83,-5811246484.52,39212000600.48,--,--,--,40400471851.79,21125716295.08,1916083120.7,-3207548.81,133122706.0,--,23171714572.97,--,17228757278.82,-20648465.76,-39695184031.74,0.0,-39695184031.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220331
20210930,--,--,--,6371276531.11,7921462100.0,--,21315070206.84,13888236495.66,--,--,49496045333.61,1828514254.53,--,289318410.13,10242654290.83,-1810704910.93,--,24229054344.63,--,25266990988.98,--,1870313738.31,396120430.46,--,1909031.23,--,--,2268343200.0,122486211.28,1357796011.85,--,--,--,2202065717.25,--,66277482.75,--,--,2580521628.27,46754589905.37,0.0,--,--,52331818326.09,54349126378.61,3920509481.14,3207548.81,15051123.74,--,58287894532.3,--,-5956076206.21,-169229892.49,19207962373.03,0.0,19207962373.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211030
20210630,--,--,--,13679145359.73,-2211945710.47,--,15389052280.95,11205051319.02,--,--,16965931108.8,3819957800.19,--,2366371465.33,7206953707.75,-7772692509.84,--,35665837067.74,--,-18699905958.94,--,-4522480634.72,1114843426.22,--,2915433.13,--,--,-3405031001.03,2025004386.25,141782046.18,--,--,--,2166786432.43,--,-5571817433.46,--,--,-3368030221.35,55815295401.93,0.0,--,--,52447265180.58,37875782182.0,1491149249.13,0.0,210539465.82,--,39577470896.95,--,12869794283.63,-240131681.74,-11642060790.51,0.0,-11642060790.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210828
20210331,--,21095372140.43,--,7912895829.52,3513076100.0,--,2290257907.6,1678641676.75,--,--,36490243654.3,2370855798.38,--,1044113726.82,5118281870.66,11836347001.16,--,33634618252.83,--,2855625401.47,--,10929018368.93,921285085.47,309225.66,1023607.76,--,--,11851636287.82,3494641642.36,275331927.64,--,--,--,3769973570.0,--,8081662717.82,--,--,6846157126.91,43875810892.74,413940800.0,--,--,51135908819.65,30222136000.0,698466834.52,48963487.3,103445027.4,--,31073011349.22,--,20062897470.43,78721575.41,31078907165.13,190449812345.46,221528719510.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,--,--,13783030326.44,--,1040817042.58,125145003.75,15373523196.0,--,--,30322515568.77,1201548828.5,5169323989.45,828918818.43,9373484833.22,--,--,11186682434.03,--,19135833134.74,--,99399964.78,665454117.01,--,-85754781.5,--,--,679099300.29,1308748668.3,472768504.09,--,876894457.14,--,2267809519.46,--,-1588710219.17,--,--,-4473061640.91,41522583782.14,--,--,--,37049522141.23,36027894087.72,1156500790.22,0.0,204252863.86,--,37388647741.8,--,-339125600.57,-767867066.23,16440130248.77,0.0,16440130248.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210324
20200930,--,--,--,3530589815.91,--,--,7727075658.38,2904169343.4,--,--,39720912778.35,1810932624.19,-6957132929.81,945561091.85,19474595657.75,18683515524.91,--,56244196891.92,--,-16523284113.57,--,270634370.51,371138783.89,--,96067535.87,--,--,737840690.27,9668492471.42,310321757.55,-7259178.08,0.0,--,9971555050.89,--,-9233714360.62,--,--,7350859984.17,67741085782.51,--,--,--,75091945766.68,38265851071.65,2805894346.45,325416615.93,43589432.87,--,41440751466.9,--,33651194299.78,-761722834.01,7132472991.58,0.0,7132472991.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201031
20200630,--,--,--,9955020254.72,--,--,10366492542.42,12100177783.94,--,--,34146606550.84,2772299600.79,6944177540.36,1105511682.13,3599109363.1,--,--,24373993735.43,--,9772612815.41,--,378517774.22,596597735.31,--,-88151250.45,--,--,886964259.08,1287101855.31,18269879.08,218830042.6,--,--,1654251279.59,--,-767287020.51,--,--,--,41181845889.65,--,--,--,43868539701.01,49779550363.64,1953026956.76,--,91804096.2,--,53125511222.47,--,-9256971521.46,354069626.37,102423899.81,0.0,102423899.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200827
