报告期,经营活动产生的现金流量*,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息和手续费净增加额,拆入/拆出资金净增加额,回购业务资金净增加额,收到其他与经营活动有关的现金,代理买卖证券收到的现金净额,经营活动现金流入差额(特殊报表科目),经营活动现金流入差额(合计平衡项目),经营活动现金流入小计*,支付给职工以及为职工支付的现金,拆入/拆出资金净减少额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出差额(特殊报表科目),经营活动现金流出差额(合计平衡项目),经营活动现金流出小计*,经营活动产生的现金流量净额差额(合计平衡项目),经营活动产生的现金流量净额*,投资活动产生的现金流量*,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,收到其他与投资活动有关的现金,投资活动现金流入差额(特殊报表科目),投资活动现金流入差额(合计平衡项目),投资活动现金流入小计*,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出差额(特殊报表科目),投资活动现金流出差额(合计平衡项目),投资活动现金流出小计*,投资活动产生的现金流量净额差额(合计平衡项目),投资活动产生的现金流量净额*,筹资活动产生的现金流量*,吸收投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入差额(特殊报表科目),筹资活动现金流入差额(合计平衡项目),筹资活动现金流入小计*,偿还债务支付的现金,分配股利、利润或偿付利息支付的现金,支付其他与筹资活动有关的现金,筹资活动现金流出差额(特殊报表科目),筹资活动现金流出差额(合计平衡项目),筹资活动现金流出小计*,筹资活动产生的现金流量净额差额(合计平衡项目),筹资活动产生的现金流量净额*,汇率变动对现金的影响*,现金及现金等价物净增加额*,期初现金及现金等价物余额,期末现金及现金等价物余额,补充资料*,净利润,加:资产减值准备,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,长期待摊费用摊销,待摊费用减少,预提费用增加,处置固定资产、无形资产和长期资产的损失,固定资产报废损失,公允价值变动损失,财务费用,投资损失,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,其他,间接法-经营活动现金流量净额差额(特殊报表科目),间接法-经营活动现金流量净额差额(合计平衡项目),间接法-经营活动产生的现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,减:现金的期初余额,加:现金等价物的期末余额,减:现金等价物的期初余额,加:间接法-现金净增加额差额(特殊报表科目),间接法-现金净增加额差额(合计平衡项目),间接法-现金及现金等价物净增加额,公告日期#
20220930,--,--,--,728404304.69,--,--,721133148.81,-827426270.56,361881060.03,--,1804161340.01,310872609.43,300000000.0,49782833.69,824973159.31,--,--,3220124906.76,--,-1415963566.75,--,2340000.0,155321563.93,11173.72,--,0.0,--,157672737.65,--,88986693.52,303227.44,--,--,89289920.96,--,68382816.69,--,--,302060261.34,1600000000.0,85290000.0,--,--,1987350261.34,1323967632.51,165470720.32,53292930.08,--,--,1542731282.91,--,444618978.43,10192.57,-902951579.06,0.0,-902951579.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20221029
20220630,--,--,--,775407201.32,--,--,172351997.44,--,301494079.44,--,1920618217.53,555429157.17,--,135981582.2,781099890.49,-319487.4,--,674824325.06,--,1245793892.47,--,0.0,704000.0,315472.46,--,--,--,1515777.46,--,40269045.95,8659489.63,--,--,48928535.58,--,-47412758.12,--,--,386712503.97,0.0,91440000.0,--,--,478152503.97,337416500.3,190359063.67,136861450.64,--,--,664637014.61,--,-186484510.64,1125882.85,1013022506.56,0.0,1013022506.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220827
20220331,--,--,--,698545342.53,--,147443688.72,425980218.66,--,633486537.65,--,1905455787.56,272731172.11,--,55694036.28,462823993.54,271519938.93,--,2957289724.43,--,-1051833936.87,--,24469544.2,1900481.5,30310.66,--,--,--,26400336.36,--,29357409.38,12612204.13,--,--,41969613.51,--,-15569277.15,--,--,221767507.8,1400000000.0,160000000.0,--,--,1781767507.8,83030098.35,112982664.42,532447730.52,--,--,728460493.29,--,1053307014.51,-39627.86,-14135827.37,10675156750.2,10661020922.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220427
20211231,--,--,--,936676014.92,--,1092531742.84,64983950.9,-2238482880.13,--,--,-144291171.47,234035264.21,0.0,58743261.87,728003174.19,--,--,1721834399.69,--,-1866125571.16,--,16802010.28,131255435.98,365462.32,--,--,--,148422908.58,118680000.0,115940753.41,32053908.82,--,--,266674662.23,--,-118251753.65,--,--,488000000.0,500000000.0,107000000.0,--,--,1095000000.0,980463235.95,67976874.56,100155550.17,--,--,1148595660.68,--,-53595660.68,-418431.09,-2038391416.58,0.0,-2038391416.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20220329
20210930,--,--,--,726127470.33,--,72113766.49,261539136.58,2301102019.96,--,--,3080882393.36,273949959.39,--,179016856.73,248467428.31,--,--,881803752.39,--,2199078640.97,--,4313589.72,3644605.71,53628.52,--,--,--,8011823.95,0.0,18915462.59,35739803.3,--,--,54655265.89,--,-46643441.94,--,--,116000000.0,--,550000000.0,--,--,2166000000.0,1721330110.58,315083850.37,33498334.41,--,--,2069912295.36,--,96087704.64,663.87,2248523567.54,0.0,2248523567.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20211029
20210630,--,--,--,789297825.35,--,-73843872.87,260039853.74,126763768.43,--,--,583457574.65,586368976.8,--,94519667.46,209788759.71,--,--,680530122.62,--,-97072547.97,--,--,0.0,271423.77,--,--,--,21646423.77,--,55581050.04,--,--,--,334841246.74,--,-313194822.97,--,--,238000000.0,--,--,--,--,246000000.0,208734236.69,10053036.14,57986575.07,--,--,276773847.9,--,-30773847.9,-256093.07,-441297311.91,0.0,-441297311.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210827
20210331,--,--,--,596098620.32,--,2271119458.59,388861272.93,289075174.51,798800000.0,--,4343954526.35,231455963.02,450000000.0,80304942.47,711472557.74,--,--,3349314362.78,--,994640163.57,--,--,350100.0,30187.26,--,--,--,380287.26,--,24752544.13,--,--,--,24752544.13,--,-24372256.87,--,--,47500000.0,--,--,--,--,47500000.0,61700343.9,89531169.43,11198589.64,--,--,162430102.97,--,-114930102.97,1217.45,855339021.18,10050982889.97,10906321911.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210430
20201231,--,--,--,915582573.89,300000000.0,--,-31336072.25,232191121.15,2399454518.5,--,2444202050.7,221583720.44,--,50622621.27,-45134969.57,1176517784.63,--,254851512.12,--,2189350538.58,--,2560110.55,--,72502.2,--,--,--,89807057.65,--,655208445.91,--,--,--,678730600.91,--,-588923543.26,--,20320754.72,209800000.0,0.0,39800000.0,--,--,269920754.72,2211103209.32,129449000.67,34113279.26,--,--,2374665489.25,--,-2104744734.53,-1960951.05,-506278690.26,0.0,-506278690.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20210330
20200930,--,--,--,792757293.95,--,--,566263012.71,-412114377.12,-4771390134.15,--,-2352794114.02,179525823.51,--,75484341.77,718499269.46,-2211072910.85,--,1526113071.42,--,-3878907185.44,--,43294.86,--,222671.2,--,--,--,265966.06,--,25029982.54,--,--,--,25029982.54,--,-24764016.48,--,--,308430000.0,0.0,180000000.0,--,--,4625729793.87,145453362.03,159534586.06,331112162.04,--,--,636100110.13,--,3989629683.74,-7067.11,85951414.71,0.0,85951414.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20201028
20200630,--,--,--,609079087.37,--,--,159093636.11,691418503.78,--,--,4601367038.85,451766828.83,--,84549073.57,548057167.64,--,--,4642561482.08,--,-41194443.23,--,--,--,334176.01,--,--,--,-2526744.99,--,23411081.3,--,--,--,23411081.3,--,-25937826.29,--,--,344690000.0,0.0,254900000.0,--,--,599590000.0,162979003.84,111096750.22,207067390.24,--,--,481143144.3,--,118446855.7,432044.64,51746630.82,0.0,51746630.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20200825
